"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","edgeR_DE_BHQ","diff_mesor_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"E2F2","E2F2","MA0864.2","9.05925",3.15086e-20,0.770929,0.755513,0.0433786,682,"False",9.26586237037037e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","8.71233",7.40173e-19,0.762438,0.747338,0.0447734,682,"False",2.09891915e-17,0.0117361814400315,0.0144022076630948,0.421846293035785,0.423099506217322,0.313543270381471,0.362763337930231,0.474596970455689,0.362763337930231,NA,NA,NA,NA
"Atf1","Atf1","MA0604.1","8.66561",9.4705e-19,0.858117,0.839285,0.0626118,682,"False",2.5929575862069e-17,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016,0.0102641499516712,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","8.52179",4.53373e-18,0.91034,0.890666,0.0541432,682,"False",1.16121987741935e-16,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","8.52179",4.53373e-18,0.91034,0.890666,0.0541432,682,"False",1.16121987741935e-16,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","8.44582",6.68798e-18,0.821374,0.805106,0.0552778,682,"False",1.6594550375e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","8.48402",7.16873e-18,0.886668,0.865208,0.051972,682,"False",1.72483988484849e-16,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305,0.372032564657556,NA,NA,NA,NA
"SP4","SP4","MA0685.1","8.44589",8.531e-18,0.812059,0.791926,0.0574211,682,"False",1.99223941176471e-16,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939,0.553031319078968,NA,NA,NA,NA
"SP1","SP1","MA0079.4","8.42774",9.9509e-18,0.833349,0.812589,0.0595276,682,"False",2.25743274285714e-16,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388,0.441069173275815,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","8.35568",1.7748e-17,0.853021,0.833935,0.0572947,682,"False",3.91442e-16,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805,0.484306763894514,NA,NA,NA,NA
"HES2","HES2","MA0616.2","8.3623",1.8304e-17,0.82808,0.807232,0.0578889,682,"False",3.92793945945946e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF3","KLF3","MA1516.1","8.2219",6.14027e-17,0.865542,0.846119,0.0541682,682,"False",1.28299325789474e-15,0.104388823672148,0.103764143197439,NA,NA,NA,0.0832397723623701,0.265883519067963,0.0832397723623701,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1475.1","7.9151",5.51852e-16,0.79657,0.780213,0.0628228,682,"False",1.12351407179487e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","7.9108",8.60508e-16,0.872586,0.852593,0.0542016,682,"False",1.70810838e-14,0.0670760985687042,0.00945206584004817,NA,NA,NA,0.0785093885259795,0.190497264315216,0.0785093885259795,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","7.83338",1.6317e-15,0.913033,0.894352,0.0502767,682,"False",3.15992634146341e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","7.74859",3.19055e-15,0.945865,0.92756,0.0503744,682,"False",6.03165880952381e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","7.67807",5.12718e-15,0.805551,0.78945,0.0495469,682,"False",9.46739748837209e-14,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206,0.985075302460173,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","7.41448",3.97805e-14,0.823533,0.805772,0.0568774,682,"False",7.17857204545455e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","7.39938",4.55168e-14,0.834867,0.818128,0.0525097,682,"False",8.03118648888889e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","7.29446",1.06745e-13,0.798307,0.780667,0.0520203,682,"False",1.84251152173913e-12,0.931899948885277,0.332811309569395,NA,NA,NA,0.453960487135005,NA,0.453960487135005,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","7.27684",1.19129e-13,0.837748,0.822293,0.0471711,682,"False",2.01251970212766e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","7.22675",1.40737e-13,0.876975,0.864397,0.0484975,682,"False",2.32802454166667e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","7.25187",1.45484e-13,0.823485,0.808129,0.0462007,682,"False",2.3574346122449e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","7.12643",3.81742e-13,0.831693,0.812172,0.0566275,682,"False",6.06206296e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPDEF","SPDEF","MA0686.1","7.06183",4.85422e-13,0.814662,0.801715,0.0504993,682,"False",7.5573542745098e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","6.85362",2.60895e-12,0.85738,0.839568,0.057853,682,"False",3.98366596153846e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","6.77933",3.74253e-12,0.87891,0.86117,0.0715123,682,"False",5.60673362264151e-11,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"KLF6","KLF6","MA1517.1","6.77797",4.42807e-12,0.895422,0.880258,0.050126,682,"False",6.51090292592593e-11,0.734701345634589,0.68767627238193,NA,NA,NA,0.509268360060863,0.667488138803003,0.509268360060863,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","6.77111",4.72811e-12,0.881232,0.865068,0.0520156,682,"False",6.82567152727273e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1474.1","6.73988",5.31115e-12,0.807184,0.795119,0.0450855,682,"False",7.53045196428571e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","6.61709",1.21619e-11,0.817538,0.802357,0.0594775,682,"False",1.69413133333333e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","6.62555",1.24325e-11,0.786723,0.774101,0.0443699,682,"False",1.70196637931034e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT2","ARNT2","MA1464.1","6.56007",1.71533e-11,0.819666,0.803892,0.0658099,682,"False",2.30842715254237e-10,0.00354610784125982,1.38599278767853e-05,NA,NA,NA,0.670408312825888,0.208167241223543,0.670408312825888,0.903347896688452,0.82992585368626,NA,0.474107905469332
"GLIS2","GLIS2","MA0736.1","6.51941",2.59743e-11,0.799706,0.7882,0.0402404,682,"False",3.4372657e-10,0.0818894312497024,0.617361657347814,0.987229232062437,NA,-0.19636386581106,0.758648691210538,0.552538839505653,0.758648691210538,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","6.50925",2.65124e-11,0.712768,0.701599,0.0420507,682,"False",3.45095829508197e-10,4.39140704024171e-11,0.0065917324773616,0.753734695321017,0.755329782792218,-0.290234292067122,0.872841695034211,0.649807073238282,0.872841695034211,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","6.43446",4.68978e-11,0.866532,0.852237,0.0489219,682,"False",6.00594406451613e-10,0.0254386621253323,0.0057825017508549,NA,0.647651659585844,NA,0.544844919818492,0.533628725817631,0.544844919818492,NA,NA,NA,NA
"SP8","SP8","MA0747.1","6.40224",5.81159e-11,0.883358,0.870403,0.0445511,682,"False",7.32444834920635e-10,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583,0.254434911662061,NA,NA,NA,NA
"MYCN","MYCN","MA0104.4","6.32834",8.59217e-11,0.8023,0.788166,0.057199,682,"False",1.065966090625e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHLHE40","BHLHE40","MA0464.2","6.26471",1.23558e-10,0.824441,0.809721,0.0644818,682,"False",1.50930849230769e-09,0.669000201118665,0.742857268372954,NA,NA,NA,0.454747857318843,0.690151744369153,0.454747857318843,NA,NA,NA,NA
"Zfx","Zfx","MA0146.2","6.26649",1.40401e-10,0.870925,0.855406,0.0554961,682,"False",1.68906657575758e-09,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556,0.0522166574196875,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","6.24033",1.6818e-10,0.886802,0.870747,0.0565119,682,"False",1.99305850746269e-09,0.669556299344003,0.106800470575565,NA,NA,NA,0.457423030253991,0.928963320862248,0.457423030253991,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","6.22917",1.72207e-10,0.79762,0.786209,0.0437881,682,"False",2.01076997058824e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","6.18897",2.00231e-10,0.825629,0.813104,0.0562222,682,"False",2.30410744927536e-09,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448,0.839814097126083,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","6.14154",3.12577e-10,0.829767,0.816155,0.0500957,682,"False",3.54551625714286e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","6.14073",3.17568e-10,0.823797,0.809526,0.0514777,682,"False",3.55139425352113e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","6.1112",3.86644e-10,0.891235,0.876258,0.05334,682,"False",4.26382411111111e-09,0.957860088784154,0.843546397076076,NA,NA,NA,0.383299289705684,0.249405103683996,0.383299289705684,NA,NA,NA,NA
"ZIC4","ZIC4","MA0751.1","6.08768",4.28282e-10,0.81687,0.806296,0.0412205,682,"False",4.65830010958904e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","6.07796",4.61056e-10,0.827639,0.814695,0.0494823,682,"False",4.94700627027027e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","5.99001",8.22715e-10,0.79185,0.780201,0.0429142,682,"False",8.70980946666667e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CENPB","CENPB","MA0637.1","5.96604",8.96699e-10,0.791243,0.78272,0.0353427,682,"False",9.36814481578947e-09,3.27157912855731e-09,0.000564328840066553,0.883148430496944,0.883273393265773,-0.137749813406483,0.00307062785573352,0.190008692966558,0.00307062785573352,NA,NA,NA,NA
"Klf12","Klf12","MA0742.1","5.86617",1.67598e-09,0.821154,0.809666,0.0477338,682,"False",1.72821833766234e-08,0.00935045075252866,0.0517126788555227,NA,NA,NA,0.631603016957751,0.894700653714394,0.631603016957751,0.18893883639127,0.628059260060968,NA,0.968009836222104
"ZNF460","ZNF460","MA1596.1","5.8309",2.13442e-09,0.794111,0.777914,0.0644994,682,"False",2.1727301025641e-08,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376,0.974452230221434,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","5.784",2.88822e-09,0.818068,0.804318,0.0531617,682,"False",2.90284389873418e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","5.763",3.4032e-09,0.884561,0.873406,0.0396391,682,"False",3.377676e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFEC","TFEC","MA0871.2","5.71248",3.87004e-09,0.808669,0.79543,0.0652547,682,"False",3.7935947654321e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","5.70976",4.25247e-09,0.927609,0.913397,0.062243,682,"False",4.06802551807229e-08,1.5596867764787e-10,0.00575697917429244,0.715139405512206,0.716153926596011,-0.317537630122562,0.508364865099555,0.66163177394438,0.508364865099555,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","5.70976",4.25247e-09,0.927609,0.913397,0.062243,682,"False",4.06802551807229e-08,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009,0.652439793633765,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","5.69302",4.64667e-09,0.789005,0.779428,0.042875,682,"False",4.3922095e-08,4.84807928799479e-10,0.000677365593218238,0.980178453189282,0.97919213546869,0.035084249109359,0.224347289636522,0.0880201141891233,0.224347289636522,0.771502239191367,0.899747450097321,NA,0.811927095122464
"BHLHE41","BHLHE41","MA0636.1","5.60886",7.10681e-09,0.787968,0.775543,0.063142,682,"False",6.63859663529412e-08,5.30306451292405e-10,0.0022397771615651,0.605175147219752,0.606225733753681,-0.4256828106044,0.0395055375912522,0.170885971903098,0.0395055375912522,NA,NA,NA,NA
"Arntl","Arntl","MA0603.1","5.59112",8.00066e-09,0.830295,0.817467,0.0641281,682,"False",7.38665586046512e-08,0.694379640861019,0.000823368228762307,NA,NA,NA,0.214997476352131,0.841664983265933,0.214997476352131,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","5.54083",9.53421e-09,0.726025,0.713794,0.0715119,682,"False",8.70133648275862e-08,0.153699636289666,0.0318758558656622,0.24533647959175,0.246751349953081,0.84212135827332,0.696745192032705,0.662535428630224,0.696745192032705,NA,NA,NA,NA
"Creb3l2","Creb3l2","MA0608.1","5.41998",2.21583e-08,0.84247,0.831136,0.0560004,682,"False",1.99928297727273e-07,0.0158723034126972,0.206091571611561,NA,0.882434270648127,NA,0.898829011622573,0.705887891545886,0.898829011622573,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","5.40526",2.73255e-08,0.866946,0.850645,0.0613705,682,"False",2.43780303370787e-07,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228,0.0698440925145701,0.720492130913634,0.832563051062031,NA,0.599376764820855
"MYC","MYC","MA0147.3","5.38198",2.82037e-08,0.819847,0.807524,0.0586427,682,"False",2.47066624175824e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","5.38788",2.83162e-08,0.784335,0.774242,0.0445521,682,"False",2.47066624175824e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY1","YY1","MA0095.2","5.30107",4.05575e-08,0.809072,0.796807,0.0686715,682,"False",3.50028858695652e-07,0.0472173512656153,0.109903419665039,NA,NA,NA,0.927367548052344,0.443098219003713,0.927367548052344,0.627732509500388,0.969508128147537,NA,0.811269443848896
"KLF4","KLF4","MA0039.4","5.248",6.39084e-08,0.893551,0.879556,0.0583483,682,"False",5.4562655483871e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","5.24291",6.50142e-08,0.864508,0.853532,0.047112,682,"False",5.4916249787234e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","5.14046",1.13179e-07,0.872432,0.861439,0.0485466,682,"False",9.45938168421053e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","5.11242",1.29245e-07,0.741202,0.730391,0.0502186,682,"False",1.06896385416667e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","5.10558",1.37687e-07,0.836864,0.825276,0.0503704,682,"False",1.12704616494845e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLX","MLX","MA0663.1","4.97178",2.48106e-07,0.784012,0.77323,0.0624119,682,"False",2.01016493877551e-06,4.03519585761193e-09,0.000107010699210604,0.689313640510985,0.689910191553051,-0.0876032774033511,0.477332045124646,0.524765679705527,0.477332045124646,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","4.98318",2.60617e-07,0.777009,0.766683,0.0473246,682,"False",2.09020098989899e-06,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662,0.7832203763163,NA,NA,NA,NA
"PAX5","PAX5","MA0014.3","4.95724",2.9385e-07,0.822637,0.813171,0.0454337,682,"False",2.333169e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","4.90637",3.97424e-07,0.892332,0.877914,0.0627926,682,"False",3.12430352475248e-06,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672,0.468938457619758,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","4.84384",5.48901e-07,0.866577,0.857551,0.0395042,682,"False",4.27281758823529e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","4.78441",7.3438e-07,0.815627,0.803708,0.0545794,682,"False",5.66114291262136e-06,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952,0.548268878590269,NA,NA,NA,NA
"ZBTB7B","ZBTB7B","MA0694.1","4.76907",7.55451e-07,0.805004,0.796231,0.0461814,682,"False",5.76757782692308e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3","CREB3","MA0638.1","4.73138",8.90047e-07,0.768683,0.760337,0.0469738,682,"False",6.73045064761905e-06,5.45979393466241e-06,0.000337225825875713,0.997721109956083,0.997485546894885,-0.0104583215646815,0.0136105509309793,0.201241788735542,0.0136105509309793,NA,NA,NA,NA
"Klf1","Klf1","MA0493.1","4.73544",9.3026e-07,0.874977,0.865753,0.0439376,682,"False",6.96817396226415e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","4.62526",1.63054e-06,0.862233,0.853662,0.0395021,682,"False",1.20995211214953e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNT","MNT","MA0825.1","4.59584",1.72219e-06,0.845376,0.83503,0.0614687,682,"False",1.26612857407407e-05,0.111237042478379,0.0321321526844429,0.679008224708813,0.679372112688405,0.695300161812896,0.115317917569863,0.155605586567154,0.115317917569863,NA,NA,NA,NA
"MAX","MAX","MA0058.3","4.58854",1.78662e-06,0.834328,0.823549,0.063997,682,"False",1.30144612844037e-05,3.3880737270915e-07,0.0516050647101421,0.415007841632972,0.416317096203809,-0.737430374128988,0.684850696471875,0.748818357339388,0.684850696471875,0.660937547589121,0.475304663521133,NA,0.419322524637367
"Mlxip","Mlxip","MA0622.1","4.56193",2.05146e-06,0.836719,0.823892,0.0751064,682,"False",1.47180418018018e-05,0.01567056010237,0.0412464270132939,NA,NA,NA,0.919820957818775,0.584368247130429,0.919820957818775,NA,NA,NA,NA
"JUNB","JUNB","MA1140.2","4.54956",2.05756e-06,0.729513,0.719098,0.0687724,682,"False",1.47180418018018e-05,0.675190526055226,0.351601298971008,NA,NA,NA,0.938704374647668,0.961898088388136,0.938704374647668,NA,NA,NA,NA
"HES5","HES5","MA0821.1","4.54563",2.31572e-06,0.757527,0.748255,0.0487859,682,"False",1.64168007142857e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
