Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Fit_Average_2,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
COMMD10,3.0425197440739282,27.33428567160534,813.5096833054331,107.90940138626166,9.747432283332428,-2.707870560110185,27.503092545566737,0.03380794735450084,1.0699818369690215,0.11085152678523745,67.2957903413534,0.0,0.0,0.0,0.4713612856262742
SEMA6A,1.7240044646465822,7.882498992590244,318.07294335341976,44.12397074167988,3.8366855810894447,-1.2377657047173776,8.068827781177855,0.025367853348696668,1.0520562623259595,0.21532232400168644,10.405881230296778,3.932778244597479e-5,9.091608039162064e-5,0.5234527843559245,0.16657970839486247
DTWD2,-1.1072019956570338,13.833222214547696,672.4563994315085,82.98403702853685,5.699822476570562,6.456195363281035,13.877461334705378,0.020636968205577817,1.042143653651631,6.203316230361565,7.465492845376436,0.000656098622637491,0.0012993115112788281,1.0,0.18077295352205525
DMXL1,7.721147923725775,21.4049809456268,912.1652854228573,163.0925599231131,6.478782460457537,10.931286470628596,22.75498482844366,0.024946120173708442,1.0511687009094361,0.3461904798531721,27.070853548288493,9.449330207189632e-12,4.515999463471957e-11,1.25770585057694e-7,0.3299427428206094
TNFAIP8,0.11102262143003287,0.599336421755656,32.37918571838652,2.0502958968418064,0.3292726951374169,0.20368105696624975,0.609532746382071,0.018824832461303922,1.0383720116124149,0.18316630264989392,0.35531088864687754,0.7011770484811584,0.7484095040324151,1.0,0.04779418642493172
HSD17B4,10.912470161033136,20.498447670480868,1466.6161027244052,140.64927852740138,10.531370615618481,22.693374130497922,23.222152396254767,0.015833831602637523,1.0321771507923743,0.4891960628342926,15.354631170672072,3.7647579143040844e-7,1.1000862313806227e-6,0.005010892783938736,0.28152397285244224
PRR16,6.022697059569967,42.544320388072734,851.3939927820038,140.186434558501,5.896909820653379,11.286369877373241,42.96850098798344,0.05046840986930168,1.1063016973713429,0.14062846020949576,15.348997083382303,3.784504909454256e-7,1.1051285727256725e-6,0.005037176034483615,0.26101096165136695
SRFBP1,0.6916440549636858,0.5498302128077247,139.9436826234312,35.06341451596515,0.6589763078169215,2.4159376338108025,0.883563671549933,0.00631370887907444,1.0127076501618075,0.8991353623086659,0.7553406717391463,0.4705211601699957,0.5327636445650907,1.0,0.020220254223809464
SNCAIP,-0.23825333125486836,1.4685277338190488,-75.54766894102676,8.338444745126571,-0.9616444822856715,-0.3816828103058262,1.4877292612736206,-0.019692589885664857,0.9613754378898196,6.1223471276579,1.9257202323356255,0.14712313631076168,0.19250972712310638,1.0,0.0717513222744729
SNX2,2.6921928047293053,-2.047026368443601,113.67679923191258,46.591514023726575,-0.34176711313124647,4.268818344954059,3.3820436204962885,0.02975139732423821,1.0613273695879375,2.2208927300691284,4.795893120561321,0.008746033140363485,0.014624334308823869,1.0,0.07429529075894414
SNX24,-0.5200036717905933,12.131563513616248,419.781475098526,58.71984763519905,4.42198327226068,0.6334518450392376,12.142703039421688,0.02892624796406678,1.059575800300277,6.240347831628475,20.468389902679036,3.4493201628293946e-9,1.2455358482707336e-8,4.591045136725924e-5,0.26796748646592783
PRDM6,1.1202646553443638,2.154121544620161,145.87304477100344,5.868314013147805,1.7662602954605982,0.061513525645394175,2.428009993185896,0.016644678919244267,1.033852827279057,0.47956367170320685,13.383240175581923,2.3680176848284162e-6,6.320095324857874e-6,0.03151831538506622,0.2577731743576701
CEP120,1.9508785024245474,4.469264203569542,189.88356148773948,27.864154481869807,1.6834435101422565,1.357685975441016,4.876499713168282,0.025681526483708545,1.0527169035213393,0.41157918594132725,14.95300522511226,5.468236721206665e-7,1.5760552351507301e-6,0.007278223075926071,0.22127083159979932
CSNK1G3,2.7959639483817527,8.191735769283724,421.0545027632379,80.74073453315631,3.7687808990509684,2.0211121661172893,8.655746606412002,0.020557306832268203,1.0419775592296907,0.32891695279444966,12.860353197470742,3.867741821705906e-6,1.0066414479254126e-5,0.051479643646905604,0.17591076179926457
ZNF608,-0.8298627853842749,-1.0254221988350858,-53.74382337528198,22.512502295108074,-1.3073253733091152,1.1985780061079816,1.3191523522434887,-0.024545189928749975,0.9520856860780207,3.821971940282064,0.5858573426662239,0.5571065300905791,0.6155132327970123,1.0,0.02021395117329261
GRAMD2B,-1.5237625912055917,0.6335236724247902,-28.509215527774487,6.795426550916027,-0.10946395795050938,-1.2141691536170713,1.6502135249355376,-0.05788351220425034,0.8905673232705142,5.106409622235742,5.136940287303461,0.00627037971205735,0.010730104649972143,1.0,0.06608368403627007
ALDH7A1,0.9620129546348687,1.8817248175206323,90.03336132802582,17.30200036081751,0.14288012508065723,2.7961486885625777,2.1133757862146445,0.02347325208169016,1.0480749802946592,0.47259910551319767,7.3560533182826715,0.0007291146066509269,0.0014345181691831244,1.0,0.12258173758364277
PHAX,0.4012827840794346,-9.441574980449898,-218.5196417157871,30.41518484990605,-3.214434421552784,0.15446706937275315,9.450098728809982,-0.04324599223488134,0.9170933939707966,3.0991165389909434,37.98022690503708,7.771561172376096e-16,5.920977630470855e-15,1.0343947920432583e-11,0.3720703450598919
LMNB1,-0.3755295285948837,0.9924989927668068,-25.67411818344263,6.782286538716884,-0.4718995914999913,0.2085324186631685,1.0611676010366229,-0.041332192734119894,0.9206167003718608,5.921465435404418,4.445924205792154,0.01231288913611206,0.020086353033662397,1.0,0.0847171688695667
MARCH3,0.47176995938155486,1.008105394434857,82.40708720945919,5.15577891280859,1.0323917333720103,-0.17233830786600512,1.1130334140822244,0.013506525370241015,1.0273828985545195,0.43770247753080843,3.0126020572321,0.05028330366784184,0.07329654712725603,1.0,0.08294555103168177
C5orf63,0.05517636233298684,1.4592124157503563,149.75957710395798,2.064497096890383,-0.053710926655981824,6.905063079525553,1.4602552192135085,0.00975066334622359,1.0196933499176535,0.03779442087705226,4.221131400205594,0.015343014883627992,0.02459835318008776,1.0,0.39988557533969205
MEGF10,0.14699225008544214,0.5466082151395163,-16.934470310251925,3.8470767792012914,0.09025017946110807,-1.2666448262341001,0.5660276163255543,-0.03342458346529374,0.9353129700994454,0.2627021607185953,2.322417590767759,0.09936019092603365,0.13568114714532759,1.0,0.100547710273446
PRRC1,1.226242381089084,-0.31705828482016574,64.19428490233253,17.316659769268767,-0.2613052250403925,3.0631856953970154,1.2665687242120467,0.01973024119108188,1.0402547176708894,1.8238158994561575,1.8043289223174346,0.16592516882030073,0.2140606762623052,1.0,0.09063194985518741
CTXN3,4.141081294209287,-18.25141075784614,-466.6271902739446,38.24983864781219,-5.7601633146162605,-2.3956458511081995,18.715302533939223,-0.04010761250957527,0.9228779560361,2.918479037010024,56.06241649957122,0.0,0.0,0.0,0.4509550282290241
CCDC192,-2.8259869865704794,-5.816467878710815,54.49988234811508,26.623191434415578,-0.7961226606852878,4.107832717158837,6.466645268788167,0.11865429777412759,1.2692571087019808,3.5938641170550314,3.5268242491165562,0.03031803007306655,0.04607592832524729,1.0,0.07810302019655946
SLC12A2,3.620973820874648,25.365506238391493,1967.848854022035,210.55583207994906,13.600858062548015,31.346621092366572,25.622653222126264,0.013020640873793121,1.0263848291322335,0.14179390005081471,2.9159278187294793,0.05530879439945424,0.07995656060136157,1.0,0.17741884249400108
ISOC1,0.13035891556600512,-0.6588403608786945,-37.58113636897307,2.742335113363489,-0.24396060214426535,-0.9623892824550798,0.671613034410674,-0.017871014538164864,0.9648855026169039,2.946254517650085,2.961576030530504,0.0528758322986963,0.07673106496899779,1.0,0.09029621719450509
ADAMTS19,-0.41135809036307114,27.818618164084075,1502.5100566682113,90.35197494042659,16.07932532701534,6.815047434412801,27.82165940481652,0.018516787479286857,1.0377322551075137,6.2683992344359645,11.87355282132209,9.794999955237138e-6,2.4505911542144043e-5,0.1303714494042063,0.1913555352634797
CHSY3,-6.967709704619572,177.3024129087302,4908.21038870735,562.9844554182474,58.15743406409953,-10.006029124668814,177.43927017936505,0.03615152084507452,1.0750149460769416,6.24390707059112,62.85081112155148,0.0,0.0,0.0,0.47316739004331576
HINT1,1.9697174817869962,-47.7939273473941,-1082.0046448614248,103.66015141479345,-19.23334576839469,14.734220297398409,47.83449882925547,-0.04420914370047068,0.915325116683422,3.1004032484551303,33.47321044597532,3.6415315207705135e-14,2.301461754105201e-13,4.846878454145553e-10,0.37401245817488127
LYRM7,0.9502061933441018,-7.618736783999129,-221.3441886416399,38.527330650257426,-3.0816541461432507,-0.8164394918023756,7.677762824790231,-0.034686986235815134,0.932951729948772,3.0175137044239575,22.069642091241153,8.115447203138615e-10,3.150090471676144e-9,1.0801660227377496e-5,0.287050160273464
CDC42SE2,-3.266953901250302,1.2750458499731445,-338.65818828213605,153.1284006914065,-3.398733779986715,-10.226635783844799,3.50695447823725,-0.010355439790269023,0.9795013925150565,5.08449313432001,0.1609021907408859,0.8514305538737575,0.8763153292133179,1.0,0.04814878111800558
RAPGEF6,9.101978639752888,34.498475169392734,2676.3252394057236,206.19967987267853,25.45760420614288,21.441074061401316,35.67899668112494,0.013331338118325053,1.0270229280271268,0.25795885101384197,10.19252059626665,4.817392110645358e-5,0.00011011418339805893,0.6411948899268971,0.2402682120987365
FNIP1,6.3460781105014785,29.07592916088375,1579.3032638176533,173.3705506842168,16.133144373156565,6.340039992756655,29.760416058135277,0.0188440160543931,1.0384118659269936,0.21488890604964056,39.68013282601281,2.220446049250313e-16,1.7782272512347572e-15,2.9554136915521667e-12,0.45994593303006515
MEIKIN,2.976209801663058,16.662835318603285,470.7620011212068,34.124848360416706,5.839152156436887,-0.9880132508866041,16.926544409252834,0.0359556301675563,1.0745933097950784,0.1767497704843366,27.638854714824305,5.7340798775840085e-12,2.7915363266511762e-11,7.632060317064315e-8,0.30481424071779495
ACSL6,-0.7879014332267728,-5.947890022516966,695.1101794954038,121.57131265637621,8.816658705531367,-5.389492797508449,5.999848697128761,0.008631507456104566,1.0174133180972007,3.2732932662483725,1.723291250517619,0.1798034629319457,0.22984940984566946,1.0,0.05457239494975352
P4HA2,2.0248649196068333,2.758627733671565,95.12203892311396,12.759032561499193,0.670050652418065,1.3529104612180298,3.422003056053034,0.03597487075333824,1.074634715759849,0.633189800121035,7.376535777899787,0.0007148536453809307,0.0014081252064555552,1.0,0.16577208995137083
SLC22A4,-0.7599075513692384,-0.40817887394685504,28.173474789317424,7.9208160419747875,0.009866354781987613,0.885370449861663,0.862594620760247,0.030617260640044237,1.063168569847364,4.2194704948112065,0.3111160444566978,0.7328064184091927,0.7761322056995588,1.0,0.044601603098706755
SLC22A5,0.18247395742192146,1.71745672748867,97.63077940654767,11.850216167002326,0.7541765884927858,1.208077320130068,1.7271231444032327,0.017690354977207137,1.0360178790198007,0.10584951471955661,4.440783621283096,0.012374961490201786,0.02018019326569294,1.0,0.11604683135664573
C5orf56,-1.8581084011489013,4.3734611550035485,83.34955510395542,19.753290359034736,0.41166361940493923,1.4218486646196828,4.751813264927937,0.05701066141266584,1.120914752860455,5.881433306082438,10.62579750469886,3.191341577424289e-5,7.466471505627929e-5,0.4247675639551729,0.18332557913848835
IRF1,-0.029072837168016733,-0.19335909800131557,-4.455691310529744,1.988619748346543,-0.07163329662513958,-0.03732260335467369,0.19553253090184347,-0.04388376960490028,0.9159221153107691,3.2908314402484367,2.8981600054286525,0.05628592771362895,0.08125441408550989,1.0,0.013165516938944855
RAD50,5.041411170845296,6.678255853781452,406.99229855711746,84.7810641678433,1.6730046761287558,8.676380332416695,8.367492326981242,0.020559338239681566,1.0419817943901386,0.6466293419694825,11.319322292179512,1.6537931214477553e-5,4.0138560259791435e-5,0.22011986446469622,0.26006188022339694
TH2LCRR,-0.37789526815362506,-3.2940569887479905,-24.96910502127531,9.569954181237884,-0.659454109893183,0.7830949283682535,3.315662268508718,-0.13279059324247133,0.7655513842812292,3.255813640985348,9.337546607182375,0.00010884195593696688,0.00023893888067310395,1.0,0.15549770732106438
KIF3A,8.220576719360217,-25.81681303460174,657.475562784869,228.76609201036553,1.4367147208210558,14.360334781366078,27.09401625566925,0.041209160901596306,1.085960689696091,2.8333240554970742,17.011363756393507,8.132232609536771e-8,2.545027416716069e-7,0.0010824001603293443,0.23061336882858186
SEPTIN8,-0.8623533183580527,-11.009060898971486,-269.5687606518404,57.45514966354591,-3.471218586278084,-2.4787841496616547,11.042783848420923,-0.040964627435755255,0.9212948713989161,3.2197642663840966,18.653924555408533,1.8004622237555168e-8,6.051553585400487e-8,0.00023964152198185928,0.24836721674154005
SOWAHA,2.0641711329962837,-12.123065222197972,-478.0105972870683,22.23088856598643,-4.230757321125443,-7.642138006577629,12.297540926866684,-0.025726502710736808,0.9498375002639629,2.9729419503591092,36.217095540508836,3.552713678800501e-15,2.536835786740057e-14,4.728661906483467e-11,0.41871055736938234
SHROOM1,0.009515279885402982,-0.2478685847155894,-9.382602397717648,7.144022672823274,-0.24137383541464233,0.11005550043220269,0.2480511556921412,-0.02643735129951585,0.9484871604369325,3.1032230881274265,1.0875483444043246,0.33803874519645283,0.4002576015091884,1.0,0.0052983142987528264
UQCRQ,-4.195991054254561,-11.92594231240979,-498.64050134899634,28.474635548756183,-5.23920598177259,-5.265339424027462,12.642564651458597,-0.025354066942528845,0.9505457329132534,3.4799033056893847,16.644501896455623,1.1406229172283844e-7,3.5191680640495586e-7,0.0015181691028309796,0.3484590982274224
LEAP2,0.01951795616078797,-0.5472695393475625,16.8918365570132,1.6871937633403749,0.021244543046689553,0.6153157347503502,0.5476174753515338,0.03241906073997457,1.0670105402546841,3.1059435157259294,6.23215034650357,0.002161854950157416,0.003980947618510681,1.0,0.12308919837066534
AFF4,-1.124580432491938,8.956427889163452,768.8818770761218,149.21842337295175,5.558679712187087,8.33214074074922,9.026753662470725,0.011740104600718853,1.0237591440376634,6.158277718855766,4.125624617228137,0.01684763200202699,0.026794357981476787,1.0,0.16917490320642858
ZCCHC10,-0.140805126181265,-1.7740378710301636,53.95136913998556,19.462433802543238,-0.9237833905933107,4.863905977228053,1.7796169395148378,0.032985575118535615,1.0682214748194248,3.220796468951574,2.426293082109699,0.08966654938208052,0.1238287790283764,1.0,0.1757886543381404
HSPA4,5.480190307685402,-12.33200858944124,109.45905995507997,66.50171138467636,-2.420044123063309,10.587764192312424,13.494847967224437,0.12328671535058387,1.281247512748445,2.7234158873529366,6.551935946508753,0.0015858315415777646,0.0029758751410782795,1.0,0.1499749400143896
FSTL4,-65.45190903282307,198.61395949996526,6100.959586298173,555.4426711051418,80.96254404699573,-36.820126931642285,209.1206764150661,0.0342766860617663,1.070986556018795,5.964849609637987,25.23900640896186,4.772615636028377e-11,2.1076149341585167e-10,6.352351411553769e-7,0.2594305759875233
C5orf15,0.2107398815441336,-1.8872915970405617,119.75413690235348,16.521631633411975,0.2780864545610355,3.7001235720863725,1.8990210293551648,0.015857665367365225,1.0322263656573307,3.030390704716992,5.134473130857861,0.006285479623855839,0.010751797171767281,1.0,0.18408323797584303
VDAC1,-4.174065033989241,-51.698832585250564,-1083.4232025842757,114.6511631244995,-17.70041044630339,8.700357014820042,51.86706189467201,-0.04787331651284019,0.908627663748219,3.2221559930958854,105.42400091191138,0.0,0.0,0.0,0.6266904365235317
TCF7,-0.2617199284522381,-2.457854612028186,-51.686258006572785,8.517919410764831,-0.1919988491059966,-2.051466716478039,2.47174970715428,-0.04782218335171324,0.9087208037555715,3.2476759912777307,4.403702849338652,0.012832125580844567,0.020866885468520578,1.0,0.10582299325930156
SKP1,5.141174691906226,-76.02958969863187,-2612.324110130575,190.30795736347127,-28.902883272772037,-24.261624117338243,76.20321638195468,-0.029170659217376254,0.9433122991680335,3.074074730229431,77.97433461032573,0.0,0.0,0.0,0.5504522188557983
PPP2CA,2.4393965642794226,-26.68624990508612,-954.2111605771179,94.63817735228831,-7.2049758775097175,-21.966305979313333,26.797510884306536,-0.028083418001628793,0.945367433206506,3.050435745504596,29.713614669300387,9.345857421294568e-13,4.9677860334437174e-12,1.243933622774307e-8,0.346423313603228
CDKL3,-2.1772930412133364,7.217388914280195,165.64832235001313,37.91618829365472,0.6178165025688858,3.6015244820318677,7.538654238475901,0.045509994496333056,1.0953598135840477,5.99019414518099,22.224502532392087,7.059559603561638e-10,2.7595517862967814e-9,9.39627383234054e-6,0.27540312573052805
UBE2B,0.47580617010113335,-14.346079587966717,-607.0692944087923,137.5028529206913,-8.779504316646255,-2.517320839670474,14.35396778092321,-0.023644694128208434,0.9538029273949482,3.1084385211605845,12.34549857351463,6.2772600426530545e-6,1.600274490858306e-5,0.08355033116771216,0.21456562712725746
CDKN2AIPNL,0.633372181144008,-6.513973912307351,-119.4509857739576,16.414743839205606,-1.9494591726477923,0.7803097927131107,6.5446937628943225,-0.054789784449993044,0.8961124097754464,3.0446645077591663,47.24119716311344,0.0,0.0,0.0,0.4588423531145055
JADE2,-0.6634191073139566,-6.576578968451096,-233.6317398376591,32.07698584597925,-2.3727131762601608,-3.611397333964344,6.609955812274582,-0.028292199582417882,0.9449724512275651,3.2421285765376084,18.050735477377845,3.128078629455189e-8,1.023720839883171e-7,0.0004163472655804856,0.2830514520401074
SAR1B,0.3556837029926659,-6.6776687667334595,-108.60236425328287,41.81639544441356,-1.754223277804728,-0.577828745001168,6.687134741784566,-0.06157448585731341,0.8839940358823024,3.0883782888131344,35.125411944918916,8.881784197001252e-15,6.031456513371768e-14,1.1821654766208667e-10,0.3196142117040396
SEC24A,0.529165920318045,3.1328572315233045,280.26680168750704,36.58822407321772,2.1837583962102953,3.284251977808221,3.177233231025684,0.011336459444698155,1.022932896743276,0.1673290328532042,4.334081005356255,0.013736845735607517,0.022215968012264404,1.0,0.1492743836500824
CAMLG,3.469547352182754,-16.558642079786623,-345.6937351416627,67.73320214198348,-6.689304787824889,5.076522207300333,16.91822645419781,-0.04893992784470001,0.9066868815924305,2.935049778109911,35.08193497168764,9.2148511043888e-15,6.251257298645001e-14,1.2264966819941492e-10,0.3458364520393794
DDX46,0.24236560162299703,5.719278554853972,413.89814798408884,59.61309926159186,1.057054878077068,12.332101854247593,5.724411609315197,0.013830483748710218,1.0280488973159176,0.04235161390937488,9.882550210017925,6.471154731779727e-5,0.00014569345350443294,0.8613106947998816,0.25089425980811053
C5orf24,4.497749092991796,-16.782625176234134,-563.1949053311083,57.546416856035535,-4.539532278289965,-12.017638106426412,17.37487423578877,-0.0308505529281624,0.9401454404025289,2.879745553982683,36.96230703200168,1.887379141862766e-15,1.3810344353047508e-14,2.5121016378193417e-11,0.41961534826023716
TXNDC15,-1.9660851676066338,-3.679263768751941,-122.4215409420342,24.177173445790732,-2.536811800971749,2.388227817657145,4.171627112570531,-0.03407592389762329,0.9340939613617831,3.6323560889218354,8.116431398548922,0.0003506671064894551,0.0007196082620065753,1.0,0.20168651093747902
PCBD2,-0.526485236983369,1.8560278754872124,124.0289027133586,15.026319769137235,1.088354963245928,1.071214469518918,1.92925534322106,0.015554885200264441,1.031601325389133,6.006783743279231,1.5816977585799774,0.20691222512481744,0.26027801875166057,1.0,0.05447468327441718
C5orf66,0.7681829201500637,0.4624518662820762,83.78600171234109,4.464913799465627,0.643923791440769,1.3078668311261414,0.8966419170650314,0.010701571846612683,1.021634668654206,1.0289020432641327,2.556523089793836,0.0788442239750069,0.1103139515512816,1.0,0.0727439335872192
H2AFY,-1.7821917137759027,0.5083649742141373,-79.11540668369275,70.749528560054,-1.0260386215646426,-3.1509501568601155,1.8532787841172815,-0.023425004835363868,0.95422233241383,4.990256636972821,0.2327720028944594,0.7924417227260196,0.8274886551313335,1.0,0.02591637287160653
CXCL14,-0.1602231692070077,0.3404384603088207,-76.6709847326645,2.95326909291461,-0.27358952197649816,-2.6430671068374547,0.3762576367439974,-0.004907431906032356,0.9902330667478011,5.843302239943792,0.2059134186190394,0.8139899779321146,0.8454316508994494,1.0,0.23604991658071917
SMAD5,3.0013471850767117,2.9681804044982982,253.81684040229413,40.336496473998245,2.4264355411337934,1.0456888158769662,4.221158589654691,0.016630727035149628,1.0338239713043058,0.790954120516112,5.418420551693763,0.004766494461529547,0.008321359035015512,1.0,0.12433219105021376
SPOCK1,8.940955760048908,176.24023235167724,5878.361429745066,524.5598103747382,80.79598610515148,-44.94014954018472,176.4668812816624,0.030019739920843124,1.0618976306144485,0.05068818294528833,60.79372811445382,0.0,0.0,0.0,0.5003763820056801
KLHL3,-8.953226619988635,13.730609400950726,844.4884090425826,95.46372708302808,5.890215384650685,13.029217012021624,16.39176321907895,0.01941028798448838,1.0395890100551683,5.705360972010283,29.125501124926295,1.5604184611106575e-12,8.116127283072627e-12,2.076916971738285e-8,0.3106428581848082
HNRNPA0,-0.8849813540354912,-19.509340819423112,-678.688077752712,45.77684492749768,-7.357649346779911,-6.676793134453952,19.529402735501137,-0.028775225874259285,0.9440592558013713,3.186923508202092,89.52849412174426,0.0,0.0,0.0,0.5814322758253647
MYOT,0.26639574803823435,-1.6884765371812311,-46.19080607379901,3.59954233775302,-0.8188563350745495,0.6586306314454591,1.7093623697696085,-0.037006549897366195,0.9286281269852562,2.985109705138296,19.901907036088367,5.7696454280886655e-9,2.0289030554256314e-8,7.679398064786014e-5,0.20313451433756935
PKD2L2,-0.5665012260857176,-2.3665407573651898,38.53373351033673,6.063138551627274,-0.07178907854770733,1.7320926193047503,2.4334006647955095,0.06314988045844938,1.1348131982719964,3.3765507991872923,5.515519385198781,0.004336649949001847,0.007627964955889333,1.0,0.1622533960305047
FAM13B,5.642876447151462,12.988074629427238,922.932481571012,147.53328396467808,7.089868607466899,9.947477814553654,14.160937016221357,0.015343416012530697,1.0311650097344518,0.4098610113449685,9.707024983493024,7.649692094302551e-5,0.00017094929780921248,1.0,0.17796115271605728
WNT8A,0.6745683285596815,-0.11346345635764653,32.4774344900126,2.936893712971088,-0.17717288362256625,1.9749369155187726,0.6840441402602803,0.0210621359415146,1.0430305879766366,1.7374380573095207,1.3239396274013329,0.2672512788532292,0.3261313396476098,1.0,0.09038737276417375
NME5,-0.8489758118879515,16.93332309934989,390.8060043050177,74.3281811406249,1.774035186196283,8.055275502181106,16.95459203626402,0.043383652885310424,1.0907023029998655,6.233090855381891,32.54385667647276,8.08242361927114e-14,4.872149382812448e-13,1.0757705837249887e-9,0.3275342198782243
BRD8,1.9921387970754902,-3.843289814974954,310.09124878566126,37.11037977348319,-0.5546805368217256,14.38742232512199,4.328913673048193,0.01396012847831249,1.028315545611292,2.6633792929980533,3.95840887572227,0.019848039335724987,0.03114197849328063,1.0,0.29664702648022456
CDC23,0.7984694655585461,-0.612187071052537,-72.85206620097728,17.909754795758626,-1.4040931215489725,0.8845222293117474,1.0061443720427174,-0.013810787044351812,0.9727547048801571,2.22490046403597,1.209111898446826,0.2995533949915511,0.36010257291704706,1.0,0.04675405246180386
FAM53C,1.779659514986469,-0.1890426472570513,-174.9826667584216,33.90005361533299,-1.6452516561418173,-3.624112062119178,1.789671788838341,-0.010227708961077468,0.9797516760422347,1.6766235352654,1.0070972961736695,0.3662043195034106,0.4287631502982402,1.0,0.06866193241897744
KDM3B,-2.4166769855601347,4.431412792350465,105.46405624444787,53.79490324310024,-0.18634424545922823,3.013508012268063,5.047548611825682,0.047860368656088066,1.1005322477513824,5.783918115343771,7.4434982186575045,0.0006701579949132119,0.0013259704046818567,1.0,0.1239956053353124
REEP2,-6.52602326383898,-12.583690482296822,-335.9051975940299,86.1549342337623,-1.9828665404792338,-12.109323109098757,14.175268808541698,-0.04220020681452426,0.919017082248508,3.620016900440775,25.806647397022523,2.8853253120075806e-11,1.3053596160034296e-10,3.84036799028209e-7,0.32607175291667445
EGR1,-7.935788039532251,-7.8335504385553,-407.8966289840628,25.48067598114335,-3.579666877614486,-6.9260661396576895,11.150840519071783,-0.027337417685566277,0.946780060348326,3.933474041929812,24.633829732808405,8.172973409159567e-11,3.528455273302428e-10,1.0878227607591384e-6,0.32864401022236234
ETF1,-1.7824711218921239,-5.451077342840841,-106.76930989783693,27.797783129605904,-2.1476848621016993,1.5466440294336627,5.735106581225159,-0.053714935375276295,0.8980465521139341,3.457627253808764,21.851837801282063,9.874694395506367e-10,3.794231593654439e-9,1.3143218240418975e-5,0.3235594688654918
HSPA9,1.978400410809676,-15.752841280457096,-28.372918348077746,87.25182159240894,-3.616110888725801,7.647271128385779,15.876588947024013,-0.5595684149318269,0.28240606878886143,3.0166567110680074,44.66875670941533,0.0,0.0,0.0,0.3881068901438225
CTNNA1,-0.2317281947398819,-6.797496999426258,-24.00820168973928,46.955861518591504,-2.5819534154991532,5.9872399958342015,6.801445685547036,-0.28329675722667164,0.5584859766358277,3.175669680791539,4.721654635128564,0.009403755561250282,0.015627916908508087,1.0,0.06629187481661203
LRRTM2,5.008107674159366,-5.7902888124480905,-18.65182155179309,38.692634828991444,-0.6740002687374071,-0.20161069476808569,7.655624534127536,-0.41044916245145846,0.4179880092408728,2.428503137308299,10.548024387838652,3.4359562875341254e-5,8.00500230825822e-5,0.4573257818707921,0.13890202427003218
SIL1,-5.919724877381098,21.983287731689874,528.2230861335656,114.70778622929713,4.504527955866411,2.7231752440343175,22.76638052300258,0.043099934706840724,1.09008241564627,6.0201419090760915,17.922444472110776,3.518729674301113e-8,1.1456529345633026e-7,0.00046834291964947816,0.24702694024344007
MATR3,-0.14449154139900347,1.4987235142417825,25.353601169767614,5.505827487308023,-0.0418173722191963,1.0513835182575653,1.5056725997630092,0.0593869324393419,1.1262728203284549,6.187072618563329,11.823282266294628,1.0270999907469047e-5,2.562455647018051e-5,0.13670700876841302,0.2110868677821548
SNHG4,-0.26288168545126356,1.0775731256886074,27.299034120391525,4.871169637497145,0.16151779973977912,0.44312350924189536,1.1091756496389615,0.04063058219376495,1.0847026837413136,6.04390205410771,8.690421225239001,0.0002021576356967536,0.0004281174432973413,1.0,0.12031085866095592
PAIP2,-2.1698192492674635,-10.989829560404173,-240.84836812105232,71.08063725923296,-4.535986394531706,2.006633026838765,11.20198506253356,-0.04651052921771657,0.9111131175097035,3.336524355345707,22.040205894381916,8.333430612239567e-10,3.2262350625046145e-9,1.1091796144890864e-5,0.3369362162654581
DNAJC18,-0.6075814734647533,-8.743846385904225,-349.33227265049527,50.83147293038512,-5.16139482431934,0.22753400582668076,8.764930397167339,-0.025090525792721693,0.9510471999078935,3.210967890308156,27.463427255876294,6.689759857181343e-12,3.235490686739959e-11,8.904070369908368e-8,0.31948407223299546
UBE2D2,-3.2828230191649888,3.6162053124868927,92.8335710382471,88.41794035477065,-0.576761058549924,2.2586988081657013,4.884042161695367,0.05261073237916442,1.111064657743664,5.546072662320202,0.3872348709681647,0.6791864868154265,0.7290300112510748,1.0,0.06743107085928679
CXXC5,-0.2130833352802479,-10.296128759058952,-813.8642398462429,65.80667016377342,-5.649120406960846,-19.82795263925407,10.29833345405435,-0.01265362569069251,0.9750089756859124,3.162285180526462,1.9568145472587486,0.14266157765435028,0.1871870661060136,1.0,0.14495385577625197
PSD2,0.585690290922757,-0.03555374786974013,-10.376739691662067,9.848137827803978,0.7830267266041411,-3.7132943435405092,0.586768426100765,-0.05654651109464045,0.8929597315388319,1.631425934538649,3.414668284915073,0.03385141217286369,0.05106100362883225,1.0,0.11802570867795636
NRG2,-4.229847629007533,25.992411031211738,676.2676494071791,85.1535674595645,7.4946723821211805,0.12646817959556178,26.334332005579302,0.038940694603185826,1.081037027339551,6.121865483198928,49.772322646697845,0.0,0.0,0.0,0.4015409283047656
MALINC1,-0.06047267386588844,0.6964175015070783,43.287847763415186,4.236975929149135,0.40197649288119225,0.34071441559511156,0.6990381110424891,0.01614859936818764,1.0328273138765007,6.196568633978298,0.21569560661969536,0.8060745172354729,0.8392059465853661,1.0,0.04032029919575253
