Gene_Symbols,Sine_Coefficient,Cosine_Coefficient,Weighted_Average,Fit_Average,Fit_Average_1,Fit_Average_2,Amplitude,Amplitude_Ratio,Offset_Plus_Minus_Amplitude_Ratio,Acrophase,F_Statistic,P_Statistic,BHQ_Statistic,Bonferroni_Statistic,R_Squared
ACAP3,-5.9798592893235,3.21808446896036,-398.1370384874931,77.57410098885283,-0.833378255151311,-18.649588474862167,6.790786756295064,-0.017056405458012635,0.9664592733176257,5.206091811578368,3.248492210261021,0.039862151916491895,0.05933406866567962,1.0,0.11617402412836186
PUSL1,-0.26810925126828833,-1.079162522691356,-23.72585099991872,3.700156869690192,-0.35140969029738084,0.007256946306158543,1.1119686690717565,-0.04686738819507742,0.9104616521183598,3.3851043885112055,11.284935272536277,1.708498432628769e-5,4.137575352672655e-5,0.22740114138288914,0.23401723148207398
INTS11,2.301084427051421,0.9591185551505639,147.42664676543768,32.71350109015599,1.2828660117335768,0.6367347160998384,2.492969703637144,0.0169098989791416,1.0344015242582183,1.1758817668415913,2.3775568034401404,0.09409023522411064,0.12924056045747292,1.0,0.057151480872177474
CPTP,0.1374944046020962,-2.548260448283625,-110.59399184118715,10.125968247376505,-0.8064222345270062,-2.6098097580997126,2.5519670890478867,-0.023075096997244738,0.9548907073098136,3.087688740621076,7.175976646809051,0.0008674687556473604,0.001690732045345785,1.0,0.17416113326900373
DVL1,0.699600154170513,-5.047968695018243,-152.94193167629146,26.084557509135877,-1.591492269239401,-2.458833911369744,5.096217059898409,-0.03332125470132536,0.9355064951006807,3.003879451961477,15.271086935159651,4.068491838982169e-7,1.1846778905458908e-6,0.005415162637685267,0.2319311778102232
AURKAIP1,-1.9678490653931504,-8.218883340788974,-379.83769502473575,25.04826677438449,-3.9899833608492643,-4.16692127147513,8.451181770241794,-0.022249455177668548,0.9564696169511744,3.3765988187660634,11.645412547344163,1.2149806113193051e-5,2.998589270658252e-5,0.1617139193665995,0.26401349380901706
CCNL2,0.20600606054015136,0.609034559070549,-67.40810838443804,50.93688736743919,-1.3076676232683768,-0.7133221511504069,0.6429320268282881,-0.009537903410099498,0.981104417421314,0.32616918656227156,0.4558209355966056,0.6342570317930544,0.6882968685825971,1.0,0.0090696836520342
MRPL20,-1.2454187469288276,-6.287088058490593,-246.26915871497044,24.177511982563477,-3.4893413590887166,0.15757390867865675,6.4092545674529715,-0.02602540488990333,0.9492694727326056,3.3371524521342524,7.801028269825508,0.0004749173315814481,0.0009596401523226164,1.0,0.2540858401043318
ANKRD65,-0.15520686474725987,-4.875537040177036,-208.37165370657834,9.125908391831443,-2.1460507085091147,-2.228753703656558,4.87800682666629,-0.023410126760981264,0.9542507423977276,3.1734157054759873,45.48599785397461,0.0,0.0,0.0,0.4580707538936356
VWA1,-0.1078515430497073,-0.05014289560185946,-37.94731466919317,2.3073661618053025,-0.00860185298677752,-1.7990652441607453,0.11893807345649182,-0.0031342948636375978,0.9937509964923218,4.277192846292791,2.492933061389584,0.08395403056367212,0.11677585398709123,1.0,0.18023399390885508
ATAD3C,0.30327651228872254,0.28883671974030295,28.568729609368347,1.6138271107008229,0.1957234563892456,0.5268459623687158,0.41881176389441355,0.014659796554519369,1.0297558071887412,0.8097802076503665,0.7619890146371464,0.4674151222939398,0.5297424453109961,1.0,0.06143403437013506
ATAD3B,-1.5736896640238751,3.4475807882753724,15.92512732379106,19.69140020996687,0.598033513496037,-2.305086531618856,3.789764168169441,0.2379738692894336,1.62458191313605,5.854970581335591,10.167493037541606,4.933482812430334e-5,0.00011269033161738071,0.6566465623344775,0.13545177693187238
ATAD3A,-1.1436230621435686,-0.5824851494887326,-33.55365358035448,13.63703194603311,0.23347764563647655,-2.978121850402315,1.283418348646124,-0.03824973472926239,0.9263188162735501,4.241302750460947,0.11883102747411889,0.8879892419253531,0.9061670482271293,1.0,0.12712087807517658
TMEM240,-1.1551726984795903,-6.523377751337078,-140.68418531522252,24.74827536858865,-2.7477494015283854,2.2848121516439552,6.624868394915646,-0.04709035617664989,0.9100548373903552,3.3168577248368525,27.524824037097865,6.338263247585019e-12,3.0733072431823897e-11,8.43622838253566e-8,0.33696321162066545
SSU72,2.340568835739887,-19.7183035304333,-315.97979323349796,60.71721390538932,-2.2243794571917936,-9.185600897696887,19.85673076297141,-0.06284177402539783,0.8817476400322665,3.0234451593303735,44.217773705086074,0.0,0.0,0.0,0.4161567619218056
FNDC10,-0.8455284719930836,-3.6621769873194094,-197.0987143470195,19.540899121826207,-1.1039733399711185,-5.908077558232407,3.7585181499365974,-0.019069216977839882,0.9625752271579908,3.3684979765872045,5.925818659616626,0.0029102532926231772,0.005261541880577899,1.0,0.16097577012664221
MIB2,-1.0522927107640685,3.315465448799184,26.903801364392166,36.45075980640095,1.511990999152049,-5.829011448883851,3.478452398884936,0.12929222721249914,1.2969819065668393,5.975852500838032,3.38717040010679,0.03477913704108326,0.05235357543732394,1.0,0.08349680024186323
CDK11B,-0.5006865023330095,0.814655420226091,27.11343724460079,12.908644252957245,0.10784534024978369,0.2608606264561654,0.9562167261255221,0.035267263147019015,1.073113022497947,5.7321002632277125,0.6322091123548701,0.5319480214738108,0.5918438657373921,1.0,0.014706734893680462
SLC35E2B,1.586171086411734,0.9809536844958936,-0.5667302972360062,26.050540190714013,0.5124734331431136,-3.0384743177129323,1.8649956692964866,-3.2907993068170796,-0.5338863794392652,1.0169272994335279,0.10764554094062721,0.8979718937643375,0.9142511975830592,1.0,0.05744622250857778
CDK11A,0.5928429584903122,1.4572453089406732,76.17333219569593,11.071097605496183,0.4809923498662071,1.24292432389556,1.5732217465637652,0.02065318269813931,1.0421774642716246,0.38637560721005004,1.974889738903692,0.14013082030634527,0.18417509808210286,1.0,0.057852897135088455
SLC35E2A,-0.3423304466141869,1.2178680768733223,-9.563351660500643,34.321901580599835,1.710117520077557,-8.09679448032678,1.2650663173708299,-0.1322827354133502,0.7663432793310955,6.009166203071534,0.2760749299027512,0.7589008936768962,0.7991468403082463,1.0,0.09776411883643543
NADK,0.28617225111021893,-1.4415126197053283,-31.222965178961886,16.585218703719242,-0.9141816758496653,1.0888671668871626,1.4696438990705227,-0.04706932511524474,0.9100932020712876,2.94561846192071,2.8419235335179693,0.05949447615039083,0.08537697871285196,1.0,0.0902057088598307
GNB1,-2.3948858384365996,-50.92225759366609,-2023.3462601208394,246.4550744446268,-16.08819280833503,-45.767190868689326,50.97854251167669,-0.025195164820000768,0.9508480615504572,3.188588261937338,66.58140551432284,0.0,0.0,0.0,0.551683238017791
CFAP74,-0.6910133161494039,2.4605479062757554,56.473338947733055,20.61501719623829,0.6288911458021516,-0.6140742360897284,2.555737741274288,0.04525565140817444,1.094801611499294,6.009400463389969,3.262596130233758,0.03931278719184095,0.05862780924631967,1.0,0.0935314588153775
GABRD,-5.267903760657938,-32.46338923170343,-752.5051252403512,94.75198329092593,-8.67287416363081,-7.565294849375379,32.88802898382073,-0.04370472423469043,0.91625078775659,3.3024625558063625,74.60360927767489,0.0,0.0,0.0,0.5340353368616932
PRKCZ,1.5701226223199884,-3.3619798457957115,-301.2564296496471,96.45222657687998,-0.8381479299857096,-15.08700198739308,3.7105516480245297,-0.012316921010913523,0.9756658794192362,2.7046727511689794,0.9413526267554099,0.39096443810822623,0.453563729732458,1.0,0.14732943183585934
FAAP20,-1.1937548784778795,-1.716223897414764,-45.23343112024307,11.321543715688836,-0.15271091536867237,-2.0257803627041397,2.090568146688182,-0.04621732410992367,0.9116487118978966,3.7493396731595467,4.871443011888264,0.008124121018799446,0.013647867065533337,1.0,0.18307168839107058
SKI,-1.4084923423333116,5.319258148494854,-13.096424504848756,47.553614193754534,1.7106639685519747,-8.860780010451522,5.502577389618476,-0.42015875306891803,0.40829325994580773,6.024334757247567,5.67778618487389,0.0037034442235559517,0.006583790919664714,1.0,0.1367113878193028
MORN1,-0.10472152956142776,2.0367240544308665,54.28551334979602,17.389923707990164,0.5849584812261334,-0.41016596065661914,2.039414492605903,0.03756830076312737,1.0780695415433965,6.231813894192561,4.0664578718021485,0.017853266956356806,0.02827546206438709,1.0,0.08698249839840422
RER1,0.07779477367384831,-7.229902370955918,-156.43962678597734,32.66732540810123,-2.257916496384828,-0.5391139649031647,7.230320900234302,-0.04621796311318227,0.9116475443116011,3.1308329271765487,48.83030732455377,0.0,0.0,0.0,0.4154388638484031
PEX10,-0.41053344317004614,-2.5781733510328744,-64.79840196291605,9.61246181815397,-0.8317092164056586,-0.4146222860557193,2.610654235232451,-0.04028886756692737,0.9225429227919036,3.299501169126387,19.151156368496302,1.143217176480249e-8,3.9086104852175996e-8,0.00015216220618952114,0.2799787819516325
PLCH2,-1.64089832519353,-1.4989585011832012,-162.05652280680673,9.673797659373042,-1.3106782737111708,-3.1291852718114934,2.2224814739143093,-0.013714236461582034,0.9729425986766206,3.9721658878256343,1.3416143528257911,0.2625999847060272,0.32116197706856764,1.0,0.16385678599524767
PANK4,1.0259652003863136,-2.5726037716600407,58.97207079576242,10.76609668652904,-0.7202684196655291,4.761229320589891,2.7696380193742276,0.04696524951559352,1.0985593641611118,2.7621175596328955,6.5857891665172055,0.0015346998455672,0.00288555656794737,1.0,0.18830930024134496
TNFRSF14,-0.661566508264474,-0.3825339014210359,-40.205082167865015,11.435468704045572,-0.7100138403805126,0.18616070899816609,0.7642005172686336,-0.019007560140728706,0.9626939762093547,4.188134850161937,0.9019787683657778,0.4065916632053409,0.4695648622354089,1.0,0.029769087115788073
PRXL2B,0.6138905331472406,-6.217667174944554,-285.62302545474006,22.739940943854297,-2.157673205573977,-6.31752817095623,6.247899381797916,-0.021874634833275935,0.9571872437427807,3.043178358430381,18.713185266196632,1.7054983203479424e-8,5.743973341050383e-8,0.00022700182643831113,0.2555050008786858
TTC34,-0.29579791557392976,0.2336453299082956,12.34005070390861,2.3887215088829175,0.0877431192995292,0.1392497422733028,0.37694369214225876,0.030546364936966178,1.0630176912689178,5.380929640279651,1.330551755320743,0.2655016103597384,0.3243232777063251,1.0,0.031358822623531735
PRDM16,0.145981589560978,0.4642252673009399,-34.730706343689945,2.9513742406001917,0.0668619207226522,-1.9513973345917432,0.48663715773806143,-0.014011726479800668,0.9723637782209026,0.30467206532267715,0.6687759563745983,0.51290866035153,0.5738747704504762,1.0,0.10407045191931874
MEGF6,0.11003973870994603,0.17668478936507276,10.933682855318665,1.733010122335234,0.12982685477170042,-0.045033425754321246,0.20814960698577675,0.019037465210957977,1.0388138476971538,0.5570175712267597,0.4471412719871581,0.6397735915350424,0.6935483387629431,1.0,0.02466831555162685
TPRG1L,2.1884159726914656,-28.368430778725784,-762.3774863985618,57.84777191696811,-8.963175007812728,-5.3007281910104815,28.452715675606214,-0.037321033455507205,0.9280434267659955,3.064602482903274,93.69168245293686,0.0,0.0,0.0,0.5736486089845549
WRAP73,-0.18189094916962917,-0.8004545516895403,-10.246820546346527,8.904523802384965,-0.38010895497599734,0.48578220985837706,0.8208604063483216,-0.0801087910767596,0.8516653290139427,3.3650329752222112,5.662834623588906,0.003757679458299523,0.006674659950680677,1.0,0.056771444544811756
LRRC47,0.24404863061921825,-11.407722872939154,-296.58212951177484,29.150914049738343,-3.5330830177329595,-2.19936484861253,11.410333074888142,-0.03847275995243379,0.92590511482613,3.1202026345554974,90.39851926720779,0.0,0.0,0.0,0.5531995826215146
CEP104,0.14546682023752489,3.366737018771871,137.011235513698,31.098199343711986,0.9447859064583386,1.4430610233184724,3.369878150521013,0.024595633620018716,1.0504316660203203,0.043180206559618683,7.118572747625192,0.0009168995966193361,0.0017782214237218946,1.0,0.1482250348411842
DFFB,0.3714619337406722,2.5238610196690985,130.05991108079132,14.710121023057667,0.6457232697005406,2.9391142448291467,2.5510504532101086,0.019614425629012104,1.0400136969408116,0.14613089369550133,12.255440286091577,6.8329853593063206e-6,1.7346373284830654e-5,0.09094703513236713,0.21459010800494605
C1orf174,-0.01272086422678344,-1.3992400762424355,-20.576772709023373,7.731802938464532,-0.2098899918230666,-0.5378277858807811,1.399297899430144,-0.06800375934640715,0.8726525843166996,3.1506836694887568,3.0396706572633203,0.04896025980648255,0.07154035108401391,1.0,0.07530827633102954
AJAP1,-8.555047307312849,7.410070753256989,-278.99860840510564,81.13435515841323,-1.771242372197662,-10.049565333909166,11.318037948276874,-0.04056664659718695,0.9220297003947876,5.426192335175268,4.263470381685565,0.014719938131072197,0.023679281668427716,1.0,0.1545198039805249
NPHP4,-3.7834806129260805,5.372075326841915,228.10053343800973,47.63388824329975,1.9786814294705533,1.142734226421442,6.570686331400333,0.028806098049683128,1.0593210027201279,5.669588226636913,12.06595532453884,8.169110489397724e-6,2.0592966025356763e-5,0.1087308606138837,0.14031204858075852
KCNAB2,3.181241747317279,-30.572431869460907,-1138.8999177071582,168.9247350303963,-5.101361431698689,-41.2439900158731,30.737499727006153,-0.026988762795669627,0.9474409774023216,3.0379098974290293,42.770512027885026,0.0,0.0,0.0,0.4946397894221721
CHD5,-9.65222322066262,11.707680558701645,-422.63681903254746,155.5462769189983,1.5108312927689158,-31.671970565177574,15.173503127692667,-0.03590199065577424,0.9306845802409424,5.5937214588324755,3.542424840467988,0.029856828865635343,0.045437273290830825,1.0,0.11682212985990115
RPL22,-2.1654863754337432,-25.002978581811103,-1122.392585784081,66.8886061401917,-9.661355993290693,-19.584761202316084,25.096578834667763,-0.022359893634842393,0.956258273091396,3.22798620334625,48.6281376689065,0.0,0.0,0.0,0.47592104336882946
RNF207,-0.7934422547483282,1.4604469591495377,62.395388804304844,11.263735633738944,0.6138975923485682,0.1336678259637856,1.6620637569327004,0.026637605579244817,1.0547331718010264,5.785510420656675,2.1810659802822707,0.11426559703895545,0.15371690889311676,1.0,0.06388496266227273
ICMT,0.6036648151615348,-6.469286356776305,-159.2065408116685,20.885457115990853,-1.5563704139613064,-2.632587292349858,6.497390027929372,-0.0408110746882905,0.9215783235194477,3.0485496500424487,46.97093432251307,0.0,0.0,0.0,0.421741816109948
GPR153,-0.7065755264742981,0.08103150957373892,-17.36135237107831,7.73928590294837,0.0831881673043684,-1.4377686094281645,0.7112067773553838,-0.04096494110333013,0.9212942924669281,4.826572167510616,0.056567359662058087,0.9450104045313017,0.9545487200661474,1.0,0.020603553233432548
ACOT7,-3.703134522682977,-6.45336191703927,-100.72046303953493,78.04465913860446,-3.5180418867523704,4.427325724178246,7.440368628326102,-0.07387146964768816,0.8624202770338547,3.662547418904641,8.748539670926085,0.0001912082431754225,0.0004061573119477934,1.0,0.12766642064660294
TNFRSF25,4.636934942949704,10.718432416169119,17.674594018285234,65.80136627939315,2.2264799321029134,-10.132065769599405,11.678439926853798,0.6607472802357938,4.895310143394215,0.4083013517306526,5.917418032923351,0.002934093609387123,0.005303202870850435,1.0,0.17480615377831243
PLEKHG5,-1.7350993482210497,-0.6082625020283703,-0.19584371580413062,38.13980560748037,0.6084863649883847,-3.9137194988578456,1.8386280264291972,-9.388241123182457,-0.8074746267164717,4.375212243916978,1.9109710347246396,0.14928819338928467,0.19511251512287697,1.0,0.04060931722329275
NOL9,-1.861820855501845,1.0786719051607088,53.33615638037486,31.1125428396173,-0.26438868675943805,1.9535511568806163,2.151722560407046,0.040342662584489805,1.0840772242582715,5.237496707814743,4.198977451306561,0.01567953579532455,0.025086503358068248,1.0,0.07306748801221663
ZBTB48,-1.189786936337317,-0.02220235580323195,-26.341542557190195,10.844595576555601,-0.40860226939031963,-0.23231181757298933,1.1899940749777507,-0.04517556526517577,0.9135541113540784,4.693730363008401,5.134826952804411,0.00628331185977582,0.010749470546737297,1.0,0.055155431718447945
KLHL21,4.309823608329452,-4.643547227106862,26.008443456575606,24.111800795081574,-0.6808320573549325,2.515543598357111,6.335385575107938,0.243589570659454,1.6440671921243084,2.393450759873129,20.447055386150748,3.516715363360845e-9,1.266778930617939e-8,4.680748148633285e-5,0.21188043376957488
PHF13,0.1544395461859091,-2.5655390694833233,-78.07260018193824,8.160179194833612,-0.7426355921624127,-1.2698129723646634,2.570183318456383,-0.032920426788231705,0.9362575742826682,3.081467511930486,16.602788738786447,1.1853987624821372e-7,3.648856967769946e-7,0.0015777657528637246,0.26801736359948725
THAP3,0.34805309710644194,-1.4554994822126723,-35.213261025669595,7.817703735459994,-0.3448023945679716,-0.7256353085247194,1.4965359003801892,-0.04249921355733715,0.9184666750734203,2.9068707734626127,9.781173841560033,7.127563923159386e-5,0.0001596564722606049,0.9486787581725142,0.16982613839361926
DNAJC11,-1.3687800786797437,1.5546884507802674,5.744695973699095,46.2262541115673,0.3021467643358349,-2.9181854153741664,2.0713799947812745,0.36057260545460723,2.127798428814455,5.561293344672633,2.4872261706894023,0.08442857676272408,0.11733782569822047,1.0,0.021340619207836364
CAMTA1,9.706951636676028,44.46578608808997,790.5789321356751,466.88793421902216,18.242140279107065,-50.378046090602176,45.51297663863069,0.057569174675173335,1.1221716716562853,0.2149297233280394,10.540877981719708,3.459357683377462e-5,8.056701796282417e-5,0.4604405076575402,0.23898686132480773
VAMP3,0.22162599306264377,0.22688908550149922,46.720736816168426,10.009791722010675,-0.22804880365413516,2.4823989173185144,0.31716988810527025,0.006788631980553628,1.013670065001553,0.7736642192386981,0.8160593936776703,0.44290725995541247,0.5060167922752395,1.0,0.08147724186307559
PER3,3.125776072766571,0.1320845414971225,37.60370325224903,47.36890060999941,0.5679885538776416,-2.4705590380520386,3.1285655472088982,0.08319833624423101,1.181496913745555,1.528564892076981,0.12308997679598596,0.8842176646974296,0.9030105974927329,1.0,0.046433325979627016
PARK7,-1.3694141438417922,-14.122496841969332,-526.8218410477662,40.60199167192281,-7.019960289251346,-0.7434977278844715,14.188735396390607,-0.026932701514750097,0.9475472901485682,3.2382573019445307,16.964423913444314,8.491723257897377e-8,2.65378813248683e-7,0.0011302483656261408,0.2940143246556227
ERRFI1,-0.2544134769006783,-2.0874818990619466,18.3111200887829,28.434213352129216,0.338971251778205,-1.669651660360702,2.1029281718926978,0.11484432201287992,1.2594895448765366,3.262870315803438,1.6650990835668134,0.1904836817065666,0.24166788709507211,1.0,0.06497810112394409
SLC45A1,-1.5435897919402997,-2.529077849832886,-28.69832993779096,17.547937270842787,-0.6900980497601573,0.360292258979025,2.962921567692542,-0.10324369306908218,0.8128361055355385,3.6895782406701625,8.997015784571383,0.00015072656981873767,0.00032436065388640226,1.0,0.20539124823381205
RERE,-2.9974366766403233,76.10396420357901,2978.422986452875,400.55335443630935,22.09390219682022,38.340832253007946,76.16296996657958,0.025571576069954104,1.0524852835610425,6.243819576217627,74.43875723054718,0.0,0.0,0.0,0.5295683341879016
ENO1,1.383891053879668,-31.486035550412282,-552.2984561527367,82.9855054827094,-7.374100572554252,-2.5644121222698657,31.516433635975282,-0.0570641349525328,0.8920327857777611,3.0976683895162154,43.587407091755644,0.0,0.0,0.0,0.4082938691158994
GPR157,0.12142876662127362,0.6227185154683802,56.18564990515573,2.2477796134234516,0.47134376383517645,0.7698811286668593,0.6344472356865518,0.011291980011934212,1.0228418901913439,0.19258119840509508,2.153091901584627,0.1174718830108541,0.15747313554985073,1.0,0.08172205545761846
LNCTAM34A,0.15105676735519155,0.003940906961161742,75.15854663835036,3.780344792230675,0.6259827185931746,1.0108435652979744,0.15110816560158818,0.002010525380815225,1.0040291514729298,1.5447133296978046,3.2089967735350244,0.04144195261231176,0.06147931222356994,1.0,0.020038790289107156
H6PD,-0.8040807870631378,4.109078523342094,130.74899986933178,11.530452859241704,1.4229443490878226,0.34170070939527125,4.1870123266017885,0.03202328377873799,1.0661654009690418,6.089943202379146,19.867093344794768,5.955224424702976e-9,2.0886439286639424e-8,7.926403709279661e-5,0.19623052674644115
SPSB1,-0.13565950893447878,0.4530348260607538,-11.600623291352676,3.8083839015954504,-0.11729000322790803,-0.28189736088897127,0.4729101986511196,-0.04076593013787766,0.9216616744314889,5.992236761138464,9.586019791423256,8.585626240320554e-5,0.0001907757683784083,1.0,0.016862453008321898
SLC25A33,-1.517040795805244,1.6031603792925115,110.01198817215698,16.375459981004052,0.5333076364237769,2.3532672150857477,2.2071556306411013,0.020062864668777183,1.040947248441597,5.525380789233097,5.35992258466681,0.0050458717032705325,0.008772276955398483,1.0,0.12322616171688938
TMEM201,-0.03510752540756356,-0.9228755479780723,-12.207732127085592,9.703338888835388,0.4903375441431181,-2.745571283234352,0.9235430771740265,-0.07565230524062197,0.8593368788928526,3.179615770428373,0.38979914449475517,0.6774504744460026,0.7275186231141112,1.0,0.10113109611475057
PIK3CD,0.32841597705379244,2.615509693021082,95.27142940255581,9.244005996572696,1.3736957747274439,-0.9912588595509682,2.63604780083204,0.02766881758112179,1.056912332097156,0.12491107622156801,10.78469826029702,2.7445937186620917e-5,6.487770752793252e-5,0.3653054239539244,0.19035486399405033
CLSTN1,6.849744385354576,-97.33078475404818,-3646.2587789080335,376.07704471340816,-30.501106258526477,-73.99995374214147,97.57151561282399,-0.02675935020773383,0.9478761012454966,3.0713325659615363,54.60321423197787,0.0,0.0,0.0,0.5131877850302118
CTNNBIP1,-1.3822620424518461,0.4983433418002565,-34.31348252356133,21.234400184853214,-0.203350357277864,-1.7993127119137327,1.4693517074954507,-0.04282141011150708,0.917873933741103,5.058411374376006,1.1263714872443331,0.32523617310136677,0.38706128969771025,1.0,0.04766689200932528
LZIC,0.12437674849587933,-1.9005519478170474,-32.87236087805269,14.398803413349155,-0.8152982415110792,0.7604430757826333,1.904617358399734,-0.05793978003178215,0.8904667711236994,3.076243402342938,7.560652988079524,0.0005986065847571886,0.0011923755826276834,1.0,0.15061516193307734
NMNAT1,-1.7430291388633445,3.42660861278213,71.89266572951391,11.791154623912737,0.5708661455677898,0.6949326672058928,3.8444501770889636,0.05347485919569556,1.1129919468388458,5.81262203817234,28.351185829184338,3.070210752298408e-12,1.5408938579597212e-11,4.086450511309181e-8,0.29523254592383885
UBE4B,0.665750605959968,27.894874739016853,835.5377417601712,136.30669057323993,9.598523805575372,-2.46604852503351,27.902818147541595,0.03339504220211597,1.0690976017300726,0.023861883240638492,35.01510191425821,9.769962616701378e-15,6.604276405703166e-14,1.3003820242829534e-10,0.3538817398152442
KIF1B,-11.342747162734309,31.485031630659115,1153.8381361704814,403.0548183420055,16.28091254482226,-23.96674167909438,33.465880086758844,0.029003964280319303,1.0597406440672485,5.937400990673821,13.168695204278924,2.8956564273041607e-6,7.650096674755533e-6,0.03854118704741838,0.17947179565139926
PGD,-0.20994252983112252,-3.86991652668239,-26.916129153796646,24.361386869280235,-0.49773497003295303,-0.5547873125222574,3.8756070220445964,-0.14398827557631644,0.7482696656068817,3.1957894131784492,15.210966798946728,4.3021958107125613e-7,1.250266948484371e-6,0.005726222624058419,0.21051332249205446
CENPS,-0.06367779003856716,0.5816264409569177,13.798694960733599,6.498519793784008,-0.06291596896931241,0.5563217605018475,0.5851018524704966,0.04240269490234387,1.088560597814171,6.174137337631682,2.627558909440051,0.07350469968247375,0.10350693533365696,1.0,0.03145452957402295
CORT,-0.10361393648635851,-0.61468385917855,11.375415111183159,3.483857342855607,-0.03983835273661365,0.5008576571887129,0.6233555121829233,0.05479848481046666,1.1159509034419575,3.308587394837497,1.4357693370116908,0.2391588048967046,0.29572683883083783,1.0,0.09042704962576598
DFFA,0.5756782891253618,1.2463435207027003,-0.6749729937361053,17.809022140980755,0.1802472525873941,-1.4833365664921365,1.3728720494524993,-2.0339658952181012,-0.3407968088394656,0.43270063665217584,2.278087485022197,0.1038114571537685,0.14118018746466318,1.0,0.04910176240040032
PEX14,-2.2143276251452253,6.338877008365018,306.4652656540866,53.24926331982121,2.9287826538930943,1.059389272893513,6.714507320620028,0.021909521479666884,1.0448006027270849,5.947112032975237,13.814743916690043,1.5810447759889712e-6,4.306939412282687e-6,0.021043705968413207,0.2182661311622126
CASZ1,0.08588556396476824,-0.019269049705690586,-38.11029860326646,3.352623826299697,-0.5714025719008196,0.15418997566582593,0.0880206019867319,-0.0023096277177735783,0.9953913887407575,1.7914989147161429,0.9345914540407169,0.39360431883435254,0.45617934952048206,1.0,0.033905245311911414
TARDBP,2.8910204104630144,-5.485605539539746,-184.05891805647752,45.971694425736665,-2.4670116737290075,-1.6531907315676198,6.200795686776245,-0.03368918905017992,0.9348175652661401,2.6565639193215262,7.286069629297168,0.0007800338640584492,0.0015297260543123557,1.0,0.1489707111187064
SRM,-0.41874956543470476,-7.914945447177826,-350.79874760363157,30.46571544487591,-4.0528572176100015,-2.8688714302782805,7.926014927462145,-0.022594193912054014,0.9558100485088474,3.194449558384394,30.81155255860532,3.602673714908633e-13,2.008864145179468e-12,4.7951587145433905e-9,0.34678118083807474
