pathway,pval,padj,log2err,ES,NES,size,leadingEdge
sleep_DOWN_wake_No_Change,0.392440556303275,0.997942386831276,0.0196673670541784,0.247239978340577,1.02951617090304,401,ZFP36L1|PHF10|NRIP2|ZFY|CAPN12|CBFA2T3|TGFB3|MAF|RGPD2|SRSF6|ALG8|SLC5A3|LIPA|GPAT4|PLCXD2|CFP|KIAA0408|DNAJC28|BICD2|HSPA1A|CELF6|ZBTB33|SRGAP2B|GALNT9|LTV1|RILPL1|ETNK1|METRNL|HEXIM1|CCPG1|ZBTB21|DENND11|TRAF4|RANBP2|CDC37L1|CPSF2|TTC30A|API5|HSPH1|CTHRC1|PLCD4|MAPK11|DNAJB11|RSBN1|PJA1|MEST|SEMA3F|KYAT1|SETD7|AZI2|TRIL|CEACAM1|FURIN|STAC3|TARDBP|PTPN3|TMEM214|DCAF12|ALDH2|TCEANC2|NEFM|DCDC2B|RMDN1|PRKCB|SYNCRIP|INA|CRYL1|C4orf54|L3MBTL3|DCUN1D3|TLCD4|OTUD1|CREB3L2|ADAMTS2|UBASH3B|UBE2Q1|CHMP1B
sleep_No_Change_wake_No Change,0.47786865528025,0.997942386831276,0.0177712652440938,0.248644326976283,0.994999487118573,245,GPSM1|PNPLA6|GNL3L|SYT3|S100A1|VEZF1|RFLNB|TOP3B|MRPL23|STK11|DUSP8|ZNF330|DNAJC27|SCN4B|CDH13|ARPC1A|IP6K2|CLUH|PDZRN4|SETDB1|SRSF5|CDK16|CDKL4|PAQR8|ACSL1|USP22|HINT3|BCAN|WDR1|SMARCC2|KCNAB2|MFGE8|MATK|MBOAT7|ERGIC3|PPP2R1A|FGFR1OP2|FBXO44|ATP2B1|BSN|CKMT1A|EIF2B5|CHMP1A|NGB|MSL1|RSAD1|SOD2|CEND1|BUB3|C14orf28|CSRP1
sleep_DOWN_wake_UP,0.537883087400681,0.997942386831276,0.0184655067086356,0.278388923236207,0.955794583994209,72,TUBD1|NOXRED1|CCDC117|RNF165|FLT3|RHOJ|FOSB|RNF32|CPNE7|ITGA10|THAP1|IRS2|GPT2|PDZD2|TMEM33|CDKN1A|APOBEC4|TAF9|FMNL1|AKAP13
sleep_No_Change_wake_DOWN,0.557627475769069,0.997942386831276,0.0136066581690512,0.227960372174678,0.980402282595337,727,MBD3|POFUT1|PKIB|RTN2|HLA-F|ANAPC2|BMP1|MDK|NKAIN1|MARCKSL1|SPON1|FLII|TMEM150A|PHF20|STOM|PLEKHA7|FOXO3B|TPD52L1|STARD4|LMO3|ALG1L2|GRK6|SEPTIN4|SIAH1|HDAC6|CARHSP1|PLCD3|HSPA2|PLEKHO1|QRICH1|RBM22|CCDC74A|MAPK7|ANKRD46|ANKRD44|CYGB|SLC24A3|SHROOM2|GNA11|EHD1|FH|ARSG|MAOA|FKBP3|DHDDS|ATG13|FOXP4|ACOX1|TOMM34|STT3A|TMBIM1|CABLES2|SLC44A2|HS3ST1|RASGRP2|MMUT|HSPA4|E2F1|BAG6|DAP3|SLC16A2|PITPNM1|NCAPH2|PDE6D|RHOG|PPM1A|EIF4ENIF1|LRRC75B|NPC2|UBE2Z|EIF3CL|VAMP4|ILVBL|ELAC1|VAMP1|NCSTN|EXOSC8|RPA1|ZFP90|C6orf89|ZMYM3|NRBP2|NTN1|LETM1|SLC25A18|TAPBP|TMEM106C|SCARB2|CENPP|CCT2|WDR1|ABCB1|TADA2A|TRIL|MATK|SOGA1|SLC6A6|ORC3|CD83|KLF6|RFX5|TOM1|AP2A2|CDS2|GPR12|SDF4|DYNC1H1|MFSD13A|SLC6A11|THAP3|LUC7L2|FEM1C|FCHSD2|INSIG1|RTCA|KLHL13|RUSC1|PCYT2|GPS1|SMIM10L2B|CERS5|RUNDC3A|BRD2|TRUB1|DGLUCY|HNRNPR|HSDL1|TESK1|KLF16|WLS|NMRAL1|DHCR7|GMPR|CDK4|AKT1|TMOD1|ELMOD3
sleep_No_Change_wake_UP,0.561811505507956,0.997942386831276,0.0156646162589718,0.242635318550319,0.959458119243064,215,ZFY|ITGAV|FAM43A|FOXO3B|LIPA|WDCP|SLC1A2|ZNF322|TIRAP|BAIAP2|PCDH17|QRICH1|EFR3A|SF3B4|ELFN2|PAQR9|C2orf81|C17orf100|RNF165|SLC38A2|RNASEL|GPC6|SMAD7|TRIM16|CNTN2|PAQR8|ARID5A|USH2A|NPTN|FZD1|PGLYRP1|PDIK1L|ALDH1A3|CBLL1|SKIL|VAT1|GTPBP4|TAF12|DDX19B
All_DE_sleep_wake_genes,0.918342839987992,0.997942386831276,0.00432303500976363,0.205403481443514,0.908915526181924,2621,DDX56|MBD3|KCNH2|GPSM1|PNPLA6|ZNF688|ZFP36L1|GNL3L|POFUT1|PHF10|PKIB|SYT3|NRIP2|RTN2|FASTK|ZFY|HLA-F|ANAPC2|CAPN12|SIRT7|BMP1|ZBTB2|REEP6|MDK|APOE|ZNF707|CBFA2T3|NKAIN1|ATP7A|S100A1|METTL3|TGFB3|MARCKSL1|SPON1|VEZF1|ITGAV|FAM43A|ZFYVE19|MGLL|UNC119|MAF|FLII|HSPA1B|ZFP28|RFLNB|TMEM150A|RAB11B|PHF20|TMEM201|STOM|CBY1|TUBD1|PLEKHA7|FOXO3B|RGPD2|SRSF6|TPD52L1|SLC25A28|TOP3B|STARD4|HGSNAT|LMO3|ALG1L2|NOXRED1|ALG8|STARD10|GRK6|SLC5A3|CTSA|MRPL23|STK11|DUSP8|SERHL2|SEPTIN4|GRAMD2B|MRNIP|SIAH1|LIPA|ZNF330|GPAT4|WDCP|PLCXD2|ACD|SLC1A2|HDAC6|CARHSP1|FZR1|CFP|KIAA0408|PLCD3|HSPA2|DNAJC28|SSTR2|ZNF322|PLEKHO1|TIRAP|BICD2|HSPA1A|BAIAP2|COG8|PCDH17|LDB1|CELF6|DNAJC27|QRICH1|CCDC117|ZBTB33|SRGAP2B|NFU1|GALNT9|RBM22|CCDC74A|MAPK7|ANKRD46|SCN4B|EFR3A|CDH13|ARPC1A|LTV1|RILPL1|SMYD5|ETNK1|METRNL|SF3B4|ANKRD44|PCNX3|CYGB|SLC24A3|IP6K2|ZFAND4|HEXIM1|SHROOM2|NRXN2|SUN2|STAMBP|ELFN2|GNA11|PRKAB1|ARFGAP1|PAQR9|EHD1|FH|ARSG|ACHE|PTOV1|CCPG1|GUCY1B1|ZBTB21|ID2|C2orf81|MAOA|C17orf100|DENND11|FKBP3|CCZ1|TRAF4|RANBP2|RNF165|SLC38A2|CLUH|CDC37L1|CPSF2|RNASEL|TTC30A|GART|DHDDS|PDZRN4|DTD1|ATG13|RNF208|FOXP4|ACOX1|SETDB1|TOMM34|DNAJB1|SRSF5|TSC22D3|STT3A|GPC6|SLC29A1|FBXO3|TMBIM1|CHRAC1|CABLES2|CDK16|SLC44A2|NFIL3|HS3ST1|RASGRP2|PPP1R3C|MMUT|HSPA4|FOSL2|E2F1|LACTB2|SMAD7|API5|BAG6|DAP3|SLC16A2|MAN1B1|PITPNM1|BORCS5|TRIM16|CNTN2|FLT3|QPCTL|HSPH1|ABCA2|SPG21|CDKL4|VPS37D|CHPF2|NCAPH2|SULT1A1|PDE6D|ALDH1L1|ASPHD2|RHOG|ALAS1|PPM1A|WDR18|CTHRC1|ARRDC4|SORCS2|RHOJ|PTN|EIF4ENIF1|UBE3A|TBC1D9B|PLCD4|MAPK11|PAQR8|UAP1L1|LRRC75B|EIF3M|NPC2|UBE2Z|EIF3CL|FOSB|UBR7|RNF32|ARID5A|VAMP4|CPNE7|ALG2|AP1M1|TSEN34|ILVBL|DNAJB11|ITGA10|USH2A|SLC9A8|ACTR1A|SLC35B2|ELAC1|VAMP1|THAP1|NXNL2|PURA|RSBN1|ACSL1|PJA1|EPHA7|NPTN|NCSTN|USP22|VPS45|EXOSC8|RPA1|SHF|FZD1|ZFP90|FAM76A|PALB2|C6orf89|SLC4A3|POLB|ZMYM3|NIPSNAP3A|HINT3|CTDNEP1|NISCH|ABHD11|LRRC24|BCAP29|RAB12|HSPB1|BCAN|NRBP2|IRS2|MEST|NTN1|LETM1|SLC25A18|TAPBP|MPDU1|PGLYRP1|TMEM106C|SEMA3F|SCARB2|CENPP|CCT2|WDR1|GPT2|ABCB1|NRARP|SMARCC2|KYAT1|SETD7|KCNAB2|PRXL2B|PDIK1L|ALDH1A3|NR1D1|MFGE8|NUDT6|AZI2|YIF1B|TADA2A|TRIL|CEACAM1|TLE5|XPA|MATK|HMGB3|CBLL1|SOGA1|PRDX6|PRKAR1B|FURIN|GRM2|SLC6A6|STAC3|MBOAT7|ORC3|CRAT|SKIL|ERGIC3|CD83|KLF6|RFX5|TOM1|AP2A2|TARDBP|VAT1|TUBB|PPP2R1A|PNKP|GTPBP4|DHODH|CDS2|FGFR1OP2|PTPN3|TAF12|GPR12|SLC25A10|NAGA|TMEM214|SDF4|FBXO44|TECR|ATP2B1|TRAP1|DDX19B|DOHH|SPATS2L|DYNC1H1|MFSD13A|DCAF12|ALDH2|BSN|CKMT1A|TIPIN|SLC6A11|EIF2B5|SH2D3C|PIGP|THAP3|MAPK8IP2|LUC7L2|DNAJB2|TCEANC2|DIPK1B|HAUS1|GPR162|FEM1C|NEFM|ODF2|EPHX1|FCHSD2|INSIG1|RTCA|SGK1|KCTD13|CHMP1A|CAMK2G|ASPSCR1|DCDC2B|KLHL13|NGB|RUSC1|RPS6KA4|PCYT2|GPS1|ZRANB1|RMDN1|MAP1S|C9orf64|CLCN2|PRKCB|PIGL|NLGN2|SMIM10L2B|ZC3H6|GPR137|PDZD2|CERS5|TMEM33|RUNDC3A|HNRNPA2B1|SYNCRIP|B4GALT2|IFFO2|BRD2|ADRM1|INA|CHMP6|MSL1|RSAD1|AK1|TRUB1|DUSP22|PDGFRB|MCAM|EIF2B3|DGLUCY|SOD2|ADAP1|HNRNPR|CEND1|HSDL1|TESK1|KLF16|UCHL1|WLS|CRYL1|C4orf54|L3MBTL3|RHBDD2|NMRAL1|DHCR7|BUB3|MORF4L1|C14orf28|DCUN1D3|CSRP1|GMPR|CDK4|TLCD4|CDKN1A|SC5D|AKT1|CAMK1G|PORCN|TMOD1|MKRN2|NLN|MAPK1|ELMOD3|THBS3|VASN|CACNB3|APOBEC4|PMPCA|OTUD1|CREB3L2|N6AMT1|PRKG2|FBXW5|HOMER2
sleep_DOWN_wake_DOWN,0.934638922888617,0.997942386831276,0.00802898252961805,0.198221768282554,0.783832651098449,215,ZFP36L1|ATP7A|METTL3|HSPA1B|SLC5A3|SEPTIN4|GRAMD2B|ACD|KIAA0408|SSTR2|NRXN2|DNAJB1|FBXO3|NFIL3|PPP1R3C|FOSL2|API5|UBE3A|PURA|EPHA7|POLB|HSPB1|CEACAM1|CRAT|GPR12|LUC7L2|DNAJB2|KLHL13|RMDN1|TMEM33|HNRNPA2B1|MSL1|PDGFRB|MCAM|L3MBTL3|SC5D|HOMER2|DUSP16|ZNF565|SLC25A37|APPL1|AKAP13|MYO9B|TMPO|ZFX|CBX5|PTPN9|CD82|FAM210B|BNIP3L|LRP8|SPINT2|FGFRL1|RAB3IP|BROX
sleep_UP_wake_DOWN,0.952229299363057,0.997942386831276,0.00772174558089587,0.194196147328655,0.767276817523065,213,ZNF688|UNC119|ZFP28|CBY1|SLC25A28|HGSNAT|CTSA|FZR1|PRKAB1|ACHE|DTD1|SLC16A2|PITPNM1|SPG21|UAP1L1|UBR7|ALG2|AP1M1|ACTR1A|ACSL1|SHF|FAM76A|SLC4A3|ABHD11|TLE5|HMGB3|TRAP1|ODF2|KCTD13|CAMK2G|ASPSCR1|HNRNPR|WLS|PORCN|NLN|LMNA|TAF9|ARSB|LSS|FDFT1|APMAP|BDH1|YPEL5|SGTB|NOP53|NICN1|ZDHHC8|CACFD1|ATR|MSTO1|FAM3A|LAMP1|BNIP3|WWP2
sleep_UP_wake_UP,0.983584855705586,0.997942386831276,0.00848662331087548,0.182593484642139,0.677496252850894,126,SIRT7|ZBTB2|RAB11B|TMEM201|ZFAND4|TSC22D3|CHRAC1|CHPF2|SULT1A1|WDR18|NXNL2|NR1D1|TUBB|SGK1|PIGL|PDZD2|CRYL1|CDKN1A|CAMK1G|ABHD18|GP1BB|TMTC2|ABHD16A|GSTM4|SRSF2
sleep_UP_wake_No_Change,0.997942386831276,0.997942386831276,0.0639357739676871,-0.16531508234468,-0.838827955166368,751,PIK3IP1|EIF3K|CDK5RAP3|SSPN|SLC12A9|VPS51|MZT2A|SMIM20|GLB1|PRADC1|MRPL2|RPS10|MRPL16|ATP5MC1|COX5B|NDUFA12|SELENOO|FRZB|NDUFV2|ZNRD2|RAB40A|BET1L|EMC9|WASHC1|COPS5|NFKBIB|COMMD5|FIS1|DMAC1|HMGN2|RBFA|TMEM18|SNX4|RPL29|PTPMT1|MZT2B|CENPX|TMSB10|MRPL54|C4orf33|PFDN5|DNAJC19|COX8A|NCBP2AS2|TXNL4A|ELOB|RPS18|CLPP|NME2|OSGEPL1|TK2|UQCRFS1|PSMB10|NDUFAF8|MRPL55|DUSP28|REEP1|CHCHD10|AKR1A1|BCL7A|HEPACAM|SON|GALK1|PEX16|NDUFA8|BOLA1|TMEM141|SCG3|DGAT2|RPL18|GAMT|EIF3D|HHATL|CHID1|SMIM19|BRI3|PGLS|SNRNP25|SMDT1|SHD|RYK|ACAA2|MRPS34|RPL18A|BEX1|SAC3D1|SNX7|DCTN2|EMC7|TMEM38A|PMM1|RPL19|AP2S1|COA8|NDUFB11|MPG|MRPL15|PIN1|MYH14|NIPSNAP3B|SDHAF1|TTYH1|RPS15|MRPL11|RPS9|FXYD7|WNT9A|PARK7|RNASEK|GNG3|ZNF414|CCDC74B|HDAC3|SLC22A8|GABARAPL1|EDF1|TAF10|GPR153|STMN1|ENY2|GET3|HINT2|BRK1|GPR137B|TLE1|ZDHHC4|FIG4|SELENOM|COX7A2L|RAP1GDS1|VPS53|CREG1|RPS5|SEC14L1|NDRG3|SQSTM1|WDR54|LIN7B|RASGEF1C|SERF2|RPL3|ACSF3|UQCC3|CNP|NENF|DNAJC18|UFC1|GPC4|EMC4|TIMM13|TTC9B|ALDOA|MYL12B|MRPS26|DCAF4|WDR7|RPL13|NDUFV1|FAHD2B|FLAD1|NABP2|RHBDL1|LRPAP1|NGEF|MIF|PRDX5|ENSA|RPL15|TCERG1|ISCU|CORO1A|VPS25|CFAP410|MRPL57|NBAS|RBBP6|ACP1|KIF16B|ELAC2|RPL14|IFT46|RRAS2|SYT5|UBE2M|ENDOV|TUBGCP2|PRAF2|TPGS2|C11orf58|RTCB|NDUFAF3
