Item ID	Item value	Change in Kuiper test statistic when item removed
NT5C	-3.71622997445108	-4.440892098500626E-16
GUCY1A1	0.707639439509996	-4.440892098500626E-16
GUK1	-0.133745400567334	-4.440892098500626E-16
PDE4D	1.17949555379546	0.004329870195307173
PDE4B	1.07557866910808	-4.440892098500626E-16
ENPP1	0.342782568387586	-4.440892098500626E-16
AMPD2	-2.11191185766882	-4.440892098500626E-16
PDE5A	-0.998454016499611	-4.440892098500626E-16
POLR2I	-0.541701237509007	-4.440892098500626E-16
