"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"SAMD11","0.74068732468827","0.399160971957578","0.0533719923782201","5.41891690403894","4.91318339191738","4.44343274186922","4.56676385487985","4.63661084079825","4.89292697221931","6.11927364034611","5.20778865505017","4.2584750816083","0.561207457249595","1.23354424232826","1.99682807827571","0.557435331270078","1.45547529062323","0.454541783804064","1.10229794200729","0.805389194696426","3.149998059576",0.990941214930942,1,0.991701849509967,1,0.547193080212666,1
"HES4","0.624443107963871","0.748789263763258","0.323247150981124","2.00410311088376","2.21735068910212","2.20339240706405","3.61760319876833","2.19326287441609","1.97104248741215","1.8517001769007","2.15271955176129","2.29765667112403","11.4610833881585","10.2346919804434","12.9664309355221","5.40647442336526","11.0810585414512","10.7843259110968","14.7692150674025","9.52590961312029","13.650026998718",0.985055921961579,1,0.991701849509967,1,0.827828069585805,1
"ANKRD65","0.60849853814148","0.709709450278376","0.529412791774485","3.29459808291776","3.392613896872","3.22738971862851","3.70522852454508","3.4395051503123","3.24449198662104","3.28799880131585","3.39367942521973","3.18887535380083","4.09176766870664","3.14259379438526","1.89322871988641","8.50967346387115","3.07490453499478","3.48506932401892","2.58464091677604","3.94430694707343","1.83527075017615",0.97639711660193,1,0.991701849509967,1,0.87879995908561,1
"HES5","0.438211920415266","0.978696707990909","0.531988937847037","1.91977111990919","1.75187834476198","1.62120453084066","1.17944771559471","1.72518377094188","1.7681264708183","1.86742272827073","1.71641755500311","1.58889964947812","13.024972013156","18.5405635818445","17.1374719458951","11.1531805962566","15.3903138429384","15.155932839129","15.2844839860095","16.8634314944472","10.9176794569053",0.911595330304797,1,0.991701849509967,1,0.87879995908561,1
"MEGF6","0.770248079884051","0.0756686279399386","0.599330058908505","4.72700461946572","4.67373287407891","5.01814687153503","3.37660105769787","4.27552255516933","5.35388730495015","5.12336903575178","4.83819928400504","3.76031239802127","0.860053988250761","0.736001078462127","0.504242909838283","1.51503100902252","0.627799813173971","1.01091813309547","0.966957685830194","0.673611598228617","0.567036383151997",0.990941214930942,1,0.901273056764731,1,0.885373950660291,1
"SPSB1","0.638509053835788","0.726710470380772","0.332192382542056","4.97704005616994","4.33402278418074","4.21737884335088","4.26678867830845","4.35255772688126","4.83372343874441","5.70703535689683","4.34561599127028","4.02176884037286","1.09974513054316","1.69795171377566","1.68162789966312","7.40099991068953","1.68760403623345","1.40937409883502","2.45638196664562","1.7912394711342","1.67526767407086",0.985055921961579,1,0.991701849509967,1,0.836609967103148,1
"SLC25A33","0.228924358829663","0.379161856316982","0.31486986772173","1.29256840729355","1.12906769963419","1.18487758651777","1.55032158426845","1.22286864380537","1.15877105055873","1.36496192363094","1.14840397157758","1.26999703193838","29.2610181696905","11.2300305111875","18.2339356983027","21.5295644722754","17.8085258782581","25.6237281698767","30.8177058655945","20.0785240641694","14.0298711017059",0.8053653345425,1,0.991701849509967,1,0.82362530687648,1
"PIK3CD","0.568184340222503","0.16900047345233","0.560991882456164","5.22982739798407","5.31800080743987","4.58766110026468","4.65070333513992","4.7759461655502","5.46225097775553","4.10045827586196","5.11493416297979","4.8810522320698","0.944290249429329","1.69319760799047","1.86312641698105","1.98778679352282","1.71796062182322","1.16162059135778","0.884221472796366","1.49962544337279","1.60993937179695",0.95694637978722,1,0.901273056764731,1,0.882744133211896,1
"CASZ1","0.544288226428159","0.33134629365189","0.873440837079246","4.70032477968528","4.44553109327725","5.15887823898337","3.84640320964494","4.72143160532589","4.74717570983778","4.32332696981648","4.70358572350511","4.9434536135532","1.1640009952861","1.12198616284984","1.27108219387137","3.08813018827516","1.39895560422876","0.826999005808567","1.07720896346657","1.1585858224333","1.32922436685121",0.946437489266799,1,0.991701849509967,1,0.9577970341924,1
"DISP3","0.722137336665998","0.411019583465296","0.236890707643346","1.67883675734307","1.28022446878181","1.91243137502101","0.19010782169952","1.75725706446369","1.30469100948906","1.72729933760669","1.68458773518069","1.31178139528638","5.46285055301533","5.61845220390281","4.34002739043245","0.39141664136446","4.72645893046565","5.63101942875332","8.31258320257518","3.81371634223657","4.65633447620718",0.990941214930942,1,0.991701849509967,1,0.764855697608237,1
"FBXO2","0.0899233297639111","0.176708629710151","0.00920664251531585","4.61690227566684","3.06981354736126","4.64593930565958","4.78207876532728","4.48076994524239","3.90174714156835","1.49911400504429","4.43819036231014","4.74975621105856","1.05990870576651","3.49914230962417","15.0700708192172","28.4885733999509","10.918797585166","1.28410850370537","4.90856802006003","4.08023196992024","24.0940639227041",0.610673358844471,1,0.906794284038933,1,0.405594906876415,1
"PDPN","0.83350048598813","0.195001571326212","0.407382383000849","3.87295614347522","3.69925084625562","3.44081613289471","4.21939810272965","3.53426450201072","4.1365066813312","5.00429309878955","3.69025969693149","3.4014494925307","2.04636016329282","2.60905841125139","2.63375916374283","5.77938016107867","2.96004191226043","1.30998815003396","1.40665097372144","2.50031981022744","3.32816768294331",0.998399926265119,1,0.914791352737723,1,0.846627036540295,1
"EPHA2","0.694620078716189","0.637624083756851","0.931343152940237","4.05961101321021","4.32859803146001","4.31004726690078","4.4370181840885","4.31327494191629","4.02813479113139","4.22818459289245","4.18399585893018","4.20271626082752","2.24546230547323","1.93195484090226","1.41914808530869","5.85075504963674","2.29635285790101","1.87443158774631","2.69140371552252","2.23231171789538","1.48192318224293",0.990941214930942,1,0.991701849509967,1,0.977463341422716,1
"PLA2G5","0.461705652263548","0.898728821508954","0.691835164448477","1.89811694454204","1.86459507146047","1.78521310161941","2.95553022087699","1.79220288899067","1.7810064020908","2.0348086023198","1.7678316276283","1.67355684036783","6.69600889761248","4.34650015615158","5.00573259365051","2.2191804709032","5.1687989847962","5.67604893635406","4.35196966692433","5.83891109312211","4.77804684875034",0.911595330304797,1,0.991701849509967,1,0.903196762388404,1
"FAM43B","0.940937425605989","0.799494006267661","0.80313309616235","3.99859905821357","4.47582024810922","4.21788301292173","4.96639686193992","4.20181278672691","4.23718503657132","4.75772316638724","4.07850138211854","4.36999914052305","1.66234512018675","1.83898497453697","2.02993809528627","1.9679398490254","2.09483590656612","1.59716614493327","1.74364663564975","1.95210872392482","2.13792352610359",0.998399926265119,1,0.991701849509967,1,0.935282999490727,1
"C1QB","0.0296016570189069","0.00915068046462165","0.245514887808672","4.0044939802039","2.49451910169758","3.85311424009667","5.84795314244374","4.16356172816499","2.93877532663089","2.96689921330981","3.79898188738598","4.01075120982333","1.24279119480371","1.07246119847365","0.36046006367274","0.313561915875176","0.82488614071125","1.03071019860455","1.51225357563338","0.699554193568981","0.587966836548834",0.45400294191919,1,0.853756035764888,1,0.766276652707098,1
