"Ensembl","Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"ENSG00000187634","SAMD11","0.0507012537621395","5.30465072584827","6.1433611632425",0.249471686283206,1
"ENSG00000188976","NOC2L","0.235924455925291","17.5565366151707","17.1756712549238",0.551123162471842,1
"ENSG00000187961","KLHL17","0.00644174537849746","6.15830799860743","6.99607428772374",0.0772225298443601,1
"ENSG00000188290","HES4","0.326242468861307","30.2240005936364","27.9453953172142",0.634360356119208,1
"ENSG00000187608","ISG15","0.134083016442518","7.81100871966739","5.48615676431241",0.425607138962699,1
"ENSG00000188157","AGRN","0.0212506551278768","9.13304882733044","10.3121188061301",0.151365747029885,1
"ENSG00000131591","C1orf159","0.0116984749826656","27.5345235978537","26.0589844512447",0.108099652569356,1
"ENSG00000078808","SDF4","0.315694687402411","35.9935557898222","35.2762654468519",0.625374796227357,1
"ENSG00000176022","B3GALT6","0.383539587255614","6.16415306951441","6.38243086249864",0.685815944611513,1
"ENSG00000160087","UBE2J2","0.00609185427362375","28.2650980025215","26.355911382226",0.0749788888559283,1
"ENSG00000162572","SCNN1D","0.475679447967527","16.1565235490033","15.7596560338958",0.752429970990174,1
"ENSG00000131584","ACAP3","0.295483148359035","54.0990434768807","56.7620577558053",0.608649069500347,1
"ENSG00000169972","PUSL1","0.20146877854778","3.29329363455339","3.44299126279745",0.514075147963376,1
"ENSG00000127054","INTS11","0.0656738547538554","38.2710577105312","36.3051471749854",0.286951152615919,1
"ENSG00000224051","CPTP","0.0121757640235441","7.56976571209443","8.31051158914157",0.109793261003972,1
"ENSG00000107404","DVL1","0.387513751609832","28.1932256511174","28.6196902286095",0.688924923175013,1
"ENSG00000162576","MXRA8","0.0423245080511428","10.9994368792436","9.75895785727606",0.225980155034576,1
"ENSG00000175756","AURKAIP1","0.0899509723540928","26.7060985874656","26.2339006662656",0.342632336397185,1
"ENSG00000221978","CCNL2","0.419929274178659","96.2181198264993","94.1713048259317",0.715680591041708,1
"ENSG00000242485","MRPL20","0.105298588849859","32.3219526141174","31.1667669923949",0.372968405950742,1
"ENSG00000235098","ANKRD65","0.285017810812888","11.9932884982778","11.2887544761332",0.600973709707413,1
"ENSG00000179403","VWA1","0.890309226239285","22.008652902825","21.6888960964997",0.962426348877549,1
"ENSG00000160072","ATAD3B","0.220697269832302","18.9645447294643","17.9964545579946",0.534971471898013,1
