"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000187634","SAMD11",0.0286221022420381,"4.43783081591081","5.07765595570402","1.82979994710055","0.765962279083775","0.140270279068855","0.319456376569577","5.46061706135041","5.72785544852641",0.0448970763001769,1,0.870828996823366
"ENSG00000188976","NOC2L",0.464235099665352,"4.06591368718646","3.86124528260215","0.826504250995625","0.465210822789323","0.0264185765723344","0.0484754324988981","17.60923119819","17.04996135959",0.509258491945138,1,0.574714375434972
"ENSG00000187961","KLHL17",0.0393952201699685,"4.43707052283312","5.80974919255326","0.815636855356631","0.646348694670488","0.103726651016739","0.120933966764725","6.23126928648434","6.74448111789339",0.0592891671194994,1,0.232630092520395
"ENSG00000188290","HES4",8.01934731444202e-14,"2.17605134837603","2.08597184638962","11.5797669439629","10.9341055126311","0.361787666285021","0.416670206794771","30.2224385505089","27.7912045428928",2.33478082686165e-12,1.0413122487803e-09,0.0573724958217334
"ENSG00000187608","ISG15",0.800622835259768,"3.5741666596476","2.73986349012922","0.180568866119246","1.58100445043177","0.199745625084917","0.0331608709949215","7.91508925294184","5.44523894281605",0.821500396353069,1,-2.16970341739738
"ENSG00000188157","AGRN",0.0326537652626874,"4.51646500197176","6.07871199763862","1.44300911945811","0.957142219293499","0.102752356235902","0.147465857400056","9.31503913249509","9.78537774709033",0.0502797512078733,1,0.410533888630946
"ENSG00000131591","C1orf159",2.96574677042595e-13,"0.7492276809433","0.577873791941446","3.06294388548981","4.30005326436264","0.155949754385103","0.118706311721118","27.5733250194422","25.8027045157103",7.42008127437013e-12,3.8510221813981e-09,-0.339250902115383
"ENSG00000078808","SDF4",0.000180999795446174,"2.88460809729996","2.60205018993582","2.1570527015482","2.70407367307219","0.0748651623337531","0.0615364609928496","36.1192521164555","35.0532459414402",0.000499923401139865,1,-0.226016603860309
"ENSG00000176022","B3GALT6",0.000653645817555544,"3.30853380016022","2.80263051268075","0.417447771586809","0.968175894132152","0.155585997269835","0.0659493612419158","6.22277011505755","6.3298228174724",0.00158291513259208,1,-0.8412543411139
"ENSG00000160087","UBE2J2",0.0115428952055537,"4.13216391232092","4.25368696941985","0.69476568221473","2.06126184229141","0.073417227575791","0.0259172039899126","28.0759967429103","26.8071232716748",0.0201187240596127,1,-1.0874989782311
"ENSG00000162572","SCNN1D",0.00871960348404708,"4.04620405477403","1.10543542111134","0.640645225443752","1.95144759247768","0.118328089100818","0.0429486618671766","16.4918372916088","14.9165351746002",0.0156863468052579,1,-1.11385089801248
"ENSG00000131584","ACAP3",0.0600018934816342,"4.3934841944239","0.861406698722629","2.62789514588332","4.72293708467382","0.0858625327432576","0.0482876846459247","55.0057974506313","54.4216432233742",0.0856180864680242,1,-0.586247668774124
"ENSG00000169972","PUSL1",0.0960166344292957,"4.31624834132341","3.56566713555988","0.316106293277751","0.401378823814266","0.121179517745031","0.0919811186455026","3.31226622521134","3.43664327997611",0.128882751877117,1,-0.238827150992683
"ENSG00000127054","INTS11",0.209577011979461,"4.25228502842713","1.12369037208173","2.51626379606294","0.744549633143683","0.0192352084289663","0.0714122891990453","38.7076457160956","35.2357251711878",0.254261188503532,1,1.21775094341214
"ENSG00000224051","CPTP",0.377603858701491,"5.74199408281901","2.39549014873485","0.334756037431124","0.405500255040156","0.0530979381701086","0.0405678901630685","7.6368361750896","8.25174876202642",0.425328426894419,1,-0.19171948245703
"ENSG00000107404","DVL1",0.000143495569602399,"3.33803807654705","3.25882448017348","2.08860816683239","2.83863075124768","0.100643596418353","0.0727806443867304","28.2047825422308","28.697302482433",0.000406210340927595,1,-0.306823910818544
"ENSG00000162576","MXRA8",0.0209959624521074,"2.77290506456096","3.33010808512006","1.15932291005823","1.44457053295891","0.132569539719079","0.115811095382992","10.89670022254","10.0104649405509",0.0340790715550768,1,-0.219975931889583
"ENSG00000175756","AURKAIP1",6.44647100284534e-07,"3.11139975741843","2.93384760921722","2.29996411851725","4.41274907950821","0.164456274642925","0.0876392362376431","26.8323546127345","26.2435436141941",3.26472020171399e-06,0.00837074259719467,-0.651604347111272
"ENSG00000221978","CCNL2",0.000672054369958411,"4.44353564530718","5.9714088814483","8.46112772615852","4.99826259780786","0.0514196791056249","0.0927123400681854","97.2052467993929","91.2621525887037",0.00162295443442625,1,0.526392094088356
"ENSG00000242485","MRPL20",0.00533015501980838,"3.70929203435754","3.35473966510392","0.565576300245335","3.62108300391352","0.112267792690226","0.0178387341330635","32.2539787871751","31.7049570909328",0.0101767479682711,1,-1.85668322069481
"ENSG00000235098","ANKRD65",1.07815414103767e-07,"3.31029581361543","3.32352518553318","2.17256243526433","3.74601838040009","0.31355174915039","0.187547656764593","11.9470498587567","11.5840553422179",6.59747008547321e-07,0.00139998315213741,-0.544786194037335
"ENSG00000179403","VWA1",0.0646401711239395,"4.44971817859955","3.73039045524273","2.35815883931538","3.09701924606976","0.140183835657091","0.108288187136596","22.0925560465152","21.7766951471889",0.0914526718287594,1,-0.272558953667853
"ENSG00000160072","ATAD3B",0.050774427628836,"3.50409714534761","1.7139438224721","0.316185776561123","1.90748295874646","0.0990215871115015","0.0181814788257686","19.2633042388885","17.3905422980772",0.0740127910597705,1,-1.79720988795196
"ENSG00000197785","ATAD3A",0.0811993540761051,"4.72331755898617","0.388334953583038","0.395166997188094","0.917144824194918","0.0832148691474999","0.0368940348024416","11.021405592422","10.7108642170507",0.111573927267537,1,-0.841956939140015
"ENSG00000205090","TMEM240",3.52743257337213e-05,"3.1827696299211","1.98276571182777","0.712157384315137","2.63072550918477","0.138557920258673","0.0378097371770266","18.9864679281667","18.8352905226712",0.000116400792796028,0.458037119652371,-1.30671601376385
"ENSG00000160075","SSU72",4.6255176544337e-06,"3.15639684944713","2.91692749184802","4.43853501606191","3.76041780498929","0.0901876044842731","0.101860021272128","41.6955060120821","43.5748487054011",1.90371938962984e-05,0.0600623467428216,0.165794301083974
"ENSG00000228594","FNDC10",0.118962996393554,"2.39745637354489","2.29230826133517","0.492633354687723","0.702091713090836","0.0808590342811794","0.0525086122406188","8.68290994732117","9.38195342947265",0.155468448889925,1,-0.354298846021134
"ENSG00000197530","MIB2",0.00114499972718942,"4.50831515491334","1.21933552141776","1.65320089798304","3.68830477413348","0.104176650739115","0.0502958119570779","35.4043324292497","32.8695538187925",0.00261113829602294,1,-0.802453594853025
"ENSG00000248333","CDK11B",5.10929541304905e-05,"5.69256717457588","5.37322785664965","2.43104737803644","1.72149126150237","0.103997653098157","0.139468171421072","16.5531741363198","17.4308399777953",0.000161973146822368,0.663442009384419,0.345131256569695
"ENSG00000189339","SLC35E2B",5.90187268051304e-06,"4.95117656529156","5.21252585342024","3.34540839108683","3.46254756149876","0.132303240617867","0.121128946049798","26.1712981883769","27.6185709542248",2.35947711688614e-05,0.0766358167564618,-0.0344158314532203
