"Ensembl","Gene_Symbols","p","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000188976","NOC2L",0.0721180457565631,"1.93796489534921","2.43723549400849","0.744209329416427","1.1402991935472","0.0523058472757436","0.0362314012527312","21.8006064892864","20.5404512021275",0.0885686199919463,1,-0.426723605432223
"ENSG00000187961","KLHL17",2.49698779640624e-05,"4.76801071118386","6.00342530050177","1.42595425276324","1.07310571360229","0.159486180727988","0.209689615337078","6.72851847541903","6.80030935471458",5.20439083930892e-05,0.287802813413783,0.284284260340119
"ENSG00000188290","HES4",5.65463946676589e-44,"2.15476067773432","2.17416040577695","8.38957128708091","12.5367187211943","0.372552604537581","0.315488780306393","33.6508685444706","26.5922968130062",1.76149660794442e-41,6.51753744939436e-40,-0.401672414897751
"ENSG00000187608","ISG15",0.010145386170819,"2.4084484029523","1.85655559614982","0.432132715960998","1.00627483725786","0.151786321157352","0.0791923567579655","6.62954889205521","5.45674776773874",0.0144311638905171,1,-0.845277757480752
"ENSG00000131591","C1orf159",2.48509293196788e-12,"0.208955155939861","6.15242836667317","4.69977873617705","4.92947321095244","0.15819624730861","0.15215187166416","31.1604939738931","30.8887342940528",1.26292685775405e-11,2.86431811338618e-08,-0.0477166983844476
"ENSG00000078808","SDF4",7.24261808567828e-10,"2.48768921907172","2.80565461908308","4.18541005176019","5.33871612661048","0.119569029321289","0.0962468036420672","44.6496568293203","43.4862238887988",2.74961844715177e-09,8.34784160555279e-06,-0.243380517890541
"ENSG00000176022","B3GALT6",1.59901984008127e-07,"2.48685717213129","2.27751493771973","0.840067522705613","1.56575093787728","0.173054087350215","0.102123573760046","9.04775473293859","8.22599025646589",4.43249222625703e-07,0.00184303026767767,-0.622638547620818
"ENSG00000160087","UBE2J2",0.815027942399488,"5.43782931863194","5.86082906905832","0.69312085278816","0.310010721657818","0.0105707712678591","0.024116895677725","29.327162020847","28.7400527020708",0.827301811016865,1,0.804597491859238
"ENSG00000162572","SCNN1D",1.55044967137001e-07,"0.312603992666535","0.535164981052834","2.00335332426147","2.70527186188391","0.209096258336422","0.151394503651656","12.9379257352913","13.2326687953678",4.31133484009909e-07,0.00178704829122107,-0.300379972055509
"ENSG00000131584","ACAP3",1.00920079816958e-05,"0.202539244357077","0.37769445616423","7.43976746907132","9.23058437441804","0.126456666342289","0.100408937621473","72.9940511750719","74.094673694469",2.22622935879475e-05,0.116320483997026,-0.215682764815773
"ENSG00000127054","INTS11",0.0948493002467237,"3.83246973134979","6.13963250881931","1.65940606850913","1.80573703005075","0.0505977945219097","0.0473498471880901","35.6880580885563","35.0456478120699",0.113807311539011,1,-0.0845090870484477
"ENSG00000224051","CPTP",0.000210671529739082,"2.65026311884263","2.37289941979451","0.487794098992901","1.21999770779394","0.161284850101568","0.0662937986606048","7.56424243830498","7.35806529190148",0.00038727273552993,1,-0.916710870344987
"ENSG00000107404","DVL1",0.0122510508218758,"3.07870704160638","2.82763071508703","1.06868985679891","1.85816650384765","0.0774137719026152","0.0451816389467933","24.0030482713745","23.6531892536571",0.0171609391362968,1,-0.553156785588731
"ENSG00000175756","AURKAIP1",1.34491605324474e-10,"2.53524281056929","2.49621281083708","2.02614668959119","4.32171545842502","0.202301622985199","0.100561753077769","21.3627325112524","20.148283294388",5.57207132627566e-10,1.55015024296989e-06,-0.757516613536638
"ENSG00000221978","CCNL2",0.48604161813475,"3.50229956661177","1.75079969304986","0.251925852254634","1.74740526762678","0.0320570111205154","0.00468347374566928","54.5093009781096","53.7903842180358",0.514971505822574,1,-1.93675245528024
"ENSG00000242485","MRPL20",1.68830732624515e-06,"1.88592793699596","2.2302653254202","0.750762998478105","3.4936333973799","0.136492814727702","0.0319125647816511","25.5957312064344","23.5256239545427",4.11230563024125e-06,0.0194594302423016,-1.53760754101089
"ENSG00000179403","VWA1",0.00635781966613088,"2.67619730260353","2.14886848203172","0.786345096050236","0.722434465838931","0.108658699464157","0.125369791539715","6.64865739606281","6.27220550016737",0.00934101076760032,1,0.0847690384209871
"ENSG00000160072","ATAD3B",0.000522251824590811,"1.21718977373575","1.01240458143403","1.78834470207852","2.01548597771518","0.119564937669416","0.103079728324193","16.8568312500424","17.3491406230142",0.000903282492532066,1,-0.119569901759162
"ENSG00000197785","ATAD3A",0.00386593094967028,"1.74716386460421","1.32655971509196","1.10268827977667","0.956084617941396","0.0841631032439562","0.0962188536281629","11.3599021553433","11.4602101168031",0.00585759433757061,1,0.142659946422793
"ENSG00000205090","TMEM240",4.0629515664485e-06,"2.89089699339759","2.64096171673446","2.32061382679435","2.94207355264837","0.128094101908402","0.1094103711447","22.9680641716993","21.210181471053",9.43383959606878e-06,0.0468295797548854,-0.237282891569149
"ENSG00000160075","SSU72",4.62117082281588e-14,"3.18881766776017","2.60589632959487","6.98183515562244","7.05182292711969","0.147100803671786","0.155529514638976","47.9387110817819","44.8907409749786",2.91695590929769e-13,5.32636149037758e-10,-0.00997435612691152
"ENSG00000228594","FNDC10",4.42838712144846e-07,"1.95146944843476","2.58509976525843","1.85898308648405","2.16621101601546","0.158392299862891","0.130399572622197","13.6762394250895","14.2560519877625",1.16162016299078e-06,0.0051041589961815,-0.152949955298437
"ENSG00000197530","MIB2",0.0011503710762079,"0.407222058973557","0.736888475411426","3.40899630042727","3.23371867718908","0.101484334928758","0.104894325332872","31.8642150974252","32.4993395935305",0.00189281613481403,1,0.0527851396661172
"ENSG00000248333","CDK11B",0.2290550032246,"0.494190546608545","0.972377593802821","0.388280617139569","0.940007850405235","0.0756323660099231","0.0331737148293032","12.4286453009007","11.7044659947637",0.257042933226243,1,-0.884159908462448
"ENSG00000189339","SLC35E2B",0.510448697298788,"0.805484319677622","4.74816264580598","1.44216320142951","0.628681840827614","0.0237664103326275","0.0546193457174089","26.452536669559","26.4038900958466",0.538677136519486,1,0.83027417728896
"ENSG00000008128","CDK11A",0.0635901535460601,"0.350472092607036","0.169502780557256","1.53051848339957","0.987388964520699","0.0828524841292904","0.127536318883861","11.9174334348248","12.0006481039594",0.0788701291049057,1,0.438297785557604
"ENSG00000215790","SLC35E2A",0.275856146154493,"0.655452876796686","1.25582513131037","2.45695080930659","0.701806914337955","0.0221599808357586","0.0721460430751934","31.6700144977328","34.0552399629992",0.305223955128798,1,1.25301803629676
"ENSG00000008130","NADK",0.0205820357339827,"2.63923992340431","2.44286072167569","0.87545198584305","1.1655215916492","0.0703630610387884","0.0553102303506215","16.5643957844116","15.8280300098807",0.0278600756159583,1,-0.286183675719675
"ENSG00000078369","GNB1",3.35879943240527e-25,"2.94392456892631","2.77730077625705","21.1976886426651","26.8453983236655","0.113328465607773","0.0939453638968078","236.881335855872","225.63847499648",8.6030049462007e-24,3.87135222579031e-21,-0.236202272228606
"ENSG00000142609","CFAP74",0.0101044157793039,"6.20658604265075","0.644064722452074","1.08181079844738","0.939767060637861","0.126780515131323","0.124657443766384","7.41255120839685","8.67826874803216",0.0143799847230839,1,0.140759544590801
"ENSG00000187730","GABRD",1.29864967758636e-38,"2.65961046011056","2.41811172310642","19.2399531559332","23.3285485468487","0.274206024565831","0.246757446618186","85.0767177117511","77.9711146294346",1.96950476103426e-36,1.49682361838604e-34,-0.192688859563403
"ENSG00000067606","PRKCZ",0.00280728970861268,"1.75662468463395","2.48373199876481","1.64302002894465","4.43518742755889","0.056470992117268","0.0214558779915497","78.539215644534","76.5766858663041",0.00434553064483881,1,-0.993033846421645
"ENSG00000162585","FAAP20",5.1898222185682e-11,"3.13206211075353","2.39071134550683","2.52720391580576","3.58220821748467","0.14969985005089","0.114523958363018","23.9292705788744","22.0670325399951",2.25898379498554e-10,5.98178908912171e-07,-0.34886591081479
