GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
PER2,NM_003894
PGAM1,NM_001317079
SPRED3,NM_001039616
MIEF1,NM_001304564
NRN1,NM_001278710
ATP6V0E2,NM_001100592
CD59,NM_000611
SULT4A1,NM_014351
RTN4,NM_001321859
PPT1,NM_000310
ARMCX3,NM_016607
RETREG2,NM_001321109
COPS7A,NM_001164093
SELENOW,NM_003009
CYCS,NM_018947
FNDC4,NM_022823
C1orf216,NM_001348691
PSAP,NM_001042465
PNMA8A,NM_001103149
MOAP1,NM_022151
ATP6AP2,NM_005765
SPRED2,NM_001128210
SNRNP25,NM_024571
STRAP,NM_007178
DNAJB9,NM_012328
NSG1,NM_001040101
FEZ1,NM_005103
NDUFA5,NM_001282419
RPL15,NM_001253379
PRKAR1A,NM_001276289
PINK1,NM_032409
SPATA2L,NM_152339
SARAF,NM_001284239
RPSA,NM_001304288
LGI3,NM_139278
TAF13,NM_005645
VDAC1,NM_001401008
SPECC1L,NM_001145468
TGOLN2,NM_001206840
ARCN1,NM_001142281
COQ10B,NM_001320818
OAZ1,NM_001301020
BHLHE40,NM_003670
TIMM17A,NM_006335
BLOC1S6,NM_001311255
PGK1,NM_000291
CAPZA2,NM_006136
SNN,NM_003498
CDIPT,NM_001286585
POLR2K,NM_005034
NAT8L,NM_178557
ITM2C,NM_001012514
SSR2,NM_003145
SEPHS2,NM_012248
ISCU,NM_001301140
DUSP6,NM_001946
C18orf32,NM_001035005
GABBR1,NM_001319053
PEX11B,NM_001184795
GLRX5,NM_016417
PLEKHJ1,NM_001300836
LAMP1,NM_005561
PFN2,NM_002628
CCNI,NM_001348132
GOT1,NM_002079
PRAF2,NM_007213
SELENOH,NM_001321335
RPS28,NM_001031
TMEM14B,NM_001127711
EIF4A2,NM_001967
NECAP1,NM_015509
MAL2,NM_052886
ZNF782,NM_001001662
PNMA1,NM_006029
NEU1,NM_000434
ELOC,NM_001204857
VTI1A,NM_001318203
NPM1,NM_001037738
CCDC30,NM_001080850
TMEM167A,NM_174909
DUBR,NR_028301
RNF6,NM_005977
GABARAPL1,NM_001363598
TCEAL7,NM_001348258
MCFD2,NM_001171506
MCPH1,NM_001172574
TMEM160,NM_017854
WSB2,NM_001278557
PDSS2,NM_020381
ZNF133,NM_001083330
POLE3,NM_001278255
CCDC85B,NM_006848
YWHAH,NM_003405
FRMD4A,NM_001318336
DBNDD2,NM_001048221
TRIB2,NM_021643
SET,NM_001122821
RGS4,NM_001102445
TAF7,NM_005642
VBP1,NM_001303543
FRMPD4,NM_001368395
FAM32A,NM_014077
DHCR24,NM_014762
TMED2,NM_001321445
BCL2L2,NM_001199839
OAZ2,NM_001301302
SPRY4,NM_001127496
ENC1,NM_001256574
KLHDC3,NM_001242872
UBE3D,NM_001304437
EHMT1,NM_001039765
APLP2,NM_001142276
OTUB1,NM_017670
USP5,NM_001098536
PIP4K2C,NM_001146258
NDUFB5,NM_001199957
HNRNPA0,NM_006805
NEIL2,NM_001135746
NEFL,NM_006158
TMEM9B,NM_001286094
TUSC2,NM_007275
TM2D3,NM_001307960
MMP24OS,NM_001355003
AAMP,NM_001087
RAN,NM_001300796
ATP6AP1,NM_001183
CCDC47,NM_020198
ANKS1B,NM_001204065
MLLT11,NM_006818
ARPC5L,NM_030978
TMA7,NM_001329417
RPS19BP1,NM_194326
TMEM141,NM_032928
TMEM203,NM_053045
EAF1,NM_033083
ATP6V1B2,NM_001693
GUK1,NM_000858
REEP5,NM_005669
BEX4,NM_001080425
TJP1,NM_001301025
LAMTOR5,NM_001382293
EIF1B,NM_005875
MSRA,NM_001135670
ATP6V1D,NM_015994
RPL41,NM_001035267
CBLN4,NM_080617
RPS27,NM_001030
GDI2,NM_001115156
BRK1,NM_018462
RPL7A,NM_000972
MFN2,NM_001127660
SYNM,NM_015286
MYADM,NM_001020818
TPRG1L,NM_182752
NORAD,NR_027451
ETV1,NM_001163147
TNRC6A,NM_001330520
RPL3,NM_000967
GNL1,NM_005275
LRRC47,NM_020710
PCYOX1,NM_016297
MACF1,NM_001394062
TOMM20,NM_014765
SUMO1,NM_001005781
OPCML,NM_001012393
DCAF11,NM_001163484
THY1,NM_001311160
OPRL1,NM_000913
FAAH2,NM_001353840
MSI2,NM_001322250
FAM222B,NM_001077498
ACTG1,NM_001199954
ADO,NM_032804
AP2M1,NM_001025205
SSH2,NM_001282129
SAMD12,NM_001101676
CDV3,NM_001134422
ALMS1,NM_001378454
ATP2A2,NM_001135765
GPATCH8,NM_001002909
SLC25A5,NM_001152
C3orf80,NM_001168214
ACACA,NM_000664
TOMM5,NM_001001790
RPL18A,NM_000980
MZT1,NM_001071775
COPS9,NM_001163424
RTL6,NM_032287
C1orf43,NM_001098616
TRIM23,NM_001656
FNBP1,NM_001363755
MBD5,NM_001378120
SPCS1,NM_014041
SETBP1,NM_001130110
EIF5,NM_001969
GRINA,NM_000837
PNMA2,NM_007257
SNAPC5,NM_001329613
AGBL4,NM_001323573
SNHG29,NM_152350
ANAPC15,NM_001278485
L1CAM,NM_000425
B3GALNT1,NM_001038628
SERINC1,NM_020755
GABRA1,NM_000806
MRFAP1,NM_001272053
ATP6V0D1,NM_004691
TMEM155,NA
ISCA1,NM_030940
ARF6,NM_001663
ANKRD26,NM_001256053
FAM3C,NM_001040020
STMN3,NM_001276310
BCAS3,NM_001099432
KBTBD11,NM_014867
PSMD7,NM_002811
PEX19,NM_001131039
GABRD,NM_000815
EIF1,NM_005801
CHGB,NM_001819
MAGEF1,NM_022149
TMX4,NM_021156
ARL1,NM_001177
ATG9A,NM_001077198
RNASEK,NM_001004333
OTUD7A,NM_001329907
DLG2,NM_001142699
RPL29,NM_000992
STXBP5L,NM_001308330
MYO1D,NM_001303279
CACNA2D3,NM_018398
SLC39A7,NM_001077516
ATXN7L1,NM_001318229
SUB1,NM_006713
DAZAP2,NM_001136264
ENO2,NM_001975
PDXP,NM_020315
ADCY9,NM_001116
GRSF1,NM_001098477
SKP1,NM_006930
UBE2V2,NM_003350
CLCN4,NM_001256944
SNTG1,NM_001287813
CLPTM1L,NM_030782
H2AFZ,NA
ATP6V1E1,NM_001039366
ABCF2,NM_007189
NARS,NA
UBL4A,NM_014235
TOMM22,NM_020243
IGF1R,NM_000875
SERINC3,NM_006811
PMM1,NM_002676
WARS,NA
STX8,NM_004853
DUSP4,NM_001394
TM2D2,NM_001024380
CTNNA2,NM_001164883
MAP2K1,NM_001411065
CSMD1,NM_033225
PTPN9,NM_002833
NDEL1,NM_001025579
ACP1,NM_001040649
PITHD1,NM_020362
PIGX,NM_001166304
RPLP1,NM_001003
SOS1,NM_001382394
FARSA,NM_004461
DIPK1A,NM_001006605
PIP4P1,NM_001100814
ATP5PB,NM_001002014
VPS25,NM_032353
ACLY,NM_001096
KSR2,NM_173598
MAP1LC3A,NM_032514
EGR3,NM_001199880
MRPS12,NM_021107
CNDP2,NM_001168499
RBFOX1,NM_001142333
R3HDM2,NM_001330121
UBE2S,NM_014501
APEX1,NM_001244249
APBA1,NM_001163
NRG3,NM_001010848
C16orf91,NA
THEM6,NM_001363000
NAP1L5,NM_153757
TNIK,NM_001161560
OMG,NM_002544
HAX1,NM_001018837
LY6E,NM_001127213
NCKIPSD,NM_016453
RAB5IF,NM_001199534
BTBD6,NM_001387567
RAD9A,NM_001243224
RAB1B,NM_030981
AZIN1,NM_001301668
CLVS1,NM_173519
RPS14,NM_001025070
B4GAT1,NM_006876
MRPS17,NM_015969
TIMM13,NM_012458
SMKR1,NM_001195243
RPS2,NM_002952
FER,NM_001308028
ST3GAL6,NM_001271142
TINF2,NM_001099274
CD81,NM_001297649
KCNQ5,NM_001160130
ANTKMT,NM_001271285
DSCAM,NM_001271534
DUSP3,NM_004090
TCEAL8,NM_001006684
FGF14,NM_001321931
SUPT4H1,NM_003168
PRPS1,NM_001204402
KAT5,NM_001206833
STUB1,NM_001293197
BAIAP2-DT,NM_001004336
COPS8,NM_006710
SELENOT,NM_016275
ATP6V1G2,NM_001204078
PLA2R1,NM_001007267
FTX,NR_028379
NCBP2,NM_001042540
CCDC115,NM_001321118
RSL24D1,NM_016304
SMDT1,NM_033318
IGIP,NM_001007189
SEC62,NM_003262
SRXN1,NM_080725
SCAPER,NM_001145923
KIZ,NM_001163022
SLU7,NM_001364517
GABRB1,NM_000812
G3BP2,NM_001400004
HSBP1,NM_001537
FTH1,NM_002032
HECW1,NM_001287059
EEF1G,NM_001404
CREBL2,NM_001310
EIF4H,NM_022170
TMEM130,NM_001134450
TOX4,NM_001303523
PDAP1,NM_014891
PTGES2,NM_001256335
CALM2,NM_001305624
RFK,NM_018339
MACROD2,NM_001033087
ACP2,NM_001131064
TRAF3,NM_001199427
SRSF9,NM_003769
XKR6,NM_173683
CRADD,NM_001320099
TBC1D5,NM_001134380
PJA2,NM_014819
CDKN2AIPNL,NM_080656
BHLHE41,NM_030762
ZPR1,NM_001317086
RNF5,NM_006913
IRAK1BP1,NM_001010844
PDE10A,NM_001130690
FAM89B,NM_001098784
MANEAL,NM_001031740
RPLP2,NM_001004
USP46,NM_001134223
SCLT1,NM_001300897
ATP6V1G1,NM_004888
CDK8,NM_001260
TMSB10,NM_021103
DANT2,NR_130730
CLTC,NM_001288653
ASAH1,NM_001127505
BLOC1S2,NM_001001342
IDH3B,NM_001258384
CACNA1A,NM_000068
STK16,NM_001008910
RAB6B,NM_001363953
EMC10,NM_175063
MRPL49,NM_004927
GID8,NM_017896
KBTBD4,NM_001318716
UBFD1,NM_019116
ATXN1,NM_000332
ATP1A1,NM_000701
SPECC1,NM_001033553
FEN1,NM_004111
PRH1,NM_001291314
TMEM183A,NM_001322955
ATCAY,NM_033064
HMGN4,NM_006353
TOR1A,NM_000113
EIF4G2,NM_001042559
EPB41,NM_001166005
