GENE_SYMBOLS,refseq_ids
DCDC2B,NM_001099434
SLC22A15,NM_018420
BCAN,NM_021948
COLGALT2,NM_001303420
CHIT1,NM_001256125
LYPLAL1-DT,NR_038845
WDR64,NM_001367482
RRM2,NM_001034
ZNF513,NM_001201459
TMEM185B,NM_024121
MFSD6,NM_001375986
CCDC150,NM_001080539
PARD3B,NM_001302769
SATB1,NM_001131010
HYAL1,NM_033159
ABHD14B,NM_001146314
POC1A,NM_001161580
FOXP1-IT1,NA
PLCXD2,NM_001134478
ABHD10,NM_001272069
LRRC34,NM_001172779
GNB4,NM_021629
EPHB3,NM_004443
CPLX1,NM_006651
WDR1,NM_005112
TMPRSS11F,NM_207407
PRDM8,NM_001099403
RNF150,NM_020724
DNAH5,NM_001369
PLCXD3,NM_001005473
CD74,NM_001025158
TNIP1,NM_001252385
CCDC69,NM_015621
TMEM170B,NM_001100829
TSBP1,NM_001286474
ENPP5,NM_001290072
TPBG,NM_001166392
HINT3,NM_138571
PHF10,NM_018288
DLL1,NM_005618
STEAP2,NM_001040665
LYNX1,NM_001356370
GBA2,NM_001330660
NINJ1,NM_004148
UCK1,NM_001135954
PPP1R26,NM_014811
DIPK1B,NM_152421
FBXW5,NM_018998
PRTFDC1,NM_001282786
ITGB1-DT,NR_184020
ZNF487,NM_001355444
TET1,NM_001406365
SPOCK2,NM_001134434
NCR3LG1,NM_001009913
SLC17A6,NM_020346
ACCS,NM_001127219
SPI1,NM_001080547
OR9Q1,NM_001005212
ZBTB3,NM_001363108
KLC2,NM_001134774
NRIP2,NM_031474
PDZRN4,NM_001164595
SLC38A2,NM_001307936
FIGNL2,NM_001013690
PCBP2,NM_001098620
C12orf56,NM_001099676
PHLDA1,NM_007350
DEPDC4,NM_001319310
UNG,NM_003362
OGFOD2,NM_001304833
DNAH10OS,NM_001039894
CCNA1,NM_001111045
PPP1R36,NM_172365
ZFP36L1,NM_001244698
CHGA,NM_001275
CHAC1,NM_001142776
MAP1A,NM_001411089
CTXN2,NM_001145668
WFIKKN1,NM_053284
LMF1,NM_001352017
ZNF598,NM_001405664
NPIPB11,NM_001310137
QPRT,NM_001318249
RNF40,NM_001207033
STX4,NM_001272095
ZNF469,NM_001127464
CTDNEP1,NM_001143775
CYB5D1,NM_001330110
KCNAB3,NM_004732
TMEM220,NM_001004313
EVI2B,NM_006495
RASL10B,NM_033315
CNTNAP1,NM_003632
FAM171A2,NM_198475
SAMD14,NM_001257359
ANKRD40,NM_052855
NPTX1,NM_002522
DCXR,NM_001195218
GPS1,NM_001321089
SEH1L,NM_001013437
THOP1,NM_003249
ILVBL,NM_006844
ZNF486,NM_052852
LSR,NM_001260489
LRFN3,NM_024509
GEMIN7,NM_001007269
LENG9,NM_001301782
PPP6R1,NM_014931
EDDM13,NM_001354658
ZFP28,NM_001308440
ZNF134,NM_003435
RNF24,NM_001134337
SLC24A3,NM_020689
GZF1,NM_001317012
ARFGAP1,NM_001281482
SLC5A3,NM_006933
CBR3,NM_001236
TOP3B,NM_001282112
NEFH,NM_021076
PLA2G6,NM_001004426
SUN2,NM_001199579
MID1,NM_000381
TMEM47,NM_031442
FOXO4,NM_001170931
ARMCX6,NM_001009584
ZBTB33,NM_001184742
