GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
PER2,NM_003894
PGAM1,NM_001317079
SULT4A1,NM_014351
RTN4,NM_001321859
LAMP1,NM_005561
CD59,NM_000611
MIEF1,NM_001304564
NECAP1,NM_015509
ATP6V0E2,NM_001100592
PRKAR1A,NM_001276289
RETREG2,NM_001321109
PSAP,NM_001042465
BHLHE40,NM_003670
NAT8L,NM_178557
PNMA8A,NM_001103149
COPS7A,NM_001164093
CAPZA2,NM_006136
STRAP,NM_007178
ATP6AP2,NM_005765
C1orf216,NM_001348691
DLGAP1,NM_001003809
TGOLN2,NM_001206840
FNDC4,NM_022823
NSG1,NM_001040101
PINK1,NM_032409
CDIPT,NM_001286585
PEX11B,NM_001184795
MCFD2,NM_001171506
ZNF782,NM_001001662
PNMA1,NM_006029
SARAF,NM_001284239
VDAC1,NM_001401008
ARMCX3,NM_016607
SELENOW,NM_003009
NRN1,NM_001278710
NORAD,NR_027451
MOAP1,NM_022151
NDFIP1,NM_030571
ANKS1B,NM_001204065
TM2D3,NM_001307960
ENC1,NM_001256574
SPRED3,NM_001039616
PNMA2,NM_007257
ACTG1,NM_001199954
USP5,NM_001098536
EIF4A2,NM_001967
PLEKHJ1,NM_001300836
CYCS,NM_018947
BCL2L2,NM_001199839
PPT1,NM_000310
OAZ1,NM_001301020
TMEM155,NA
AZIN1,NM_001301668
EHMT1,NM_001039765
REEP5,NM_005669
SPATA2L,NM_152339
ATP6V1B2,NM_001693
APLP2,NM_001142276
PFN2,NM_002628
MFN2,NM_001127660
SPRED2,NM_001128210
C3orf18,NM_001171740
ZDHHC20,NM_001286638
YWHAH,NM_003405
MAL2,NM_052886
WSB2,NM_001278557
SNN,NM_003498
NELFA,NM_005663
NEFL,NM_006158
CCDC47,NM_020198
ACTR2,NM_001005386
SERINC1,NM_020755
ARCN1,NM_001142281
TAF13,NM_005645
MAP1LC3A,NM_032514
OAZ2,NM_001301302
GPATCH8,NM_001002909
AAMP,NM_001087
LGI3,NM_139278
DHCR24,NM_014762
SYT4,NM_020783
NEU1,NM_000434
TNRC6A,NM_001330520
KBTBD11,NM_014867
CBLN4,NM_080617
FEZ1,NM_005103
RPL15,NM_001253379
UBFD1,NM_019116
SYNM,NM_015286
ENO2,NM_001975
COPS8,NM_006710
SPRY4,NM_001127496
NEIL2,NM_001135746
ARPC5L,NM_030978
FAM32A,NM_014077
BLOC1S6,NM_001311255
TOMM20,NM_014765
FRMD4A,NM_001318336
FBXO2,NM_012168
ALMS1,NM_001378454
SEPHS2,NM_012248
MRPL49,NM_004927
ETV1,NM_001163147
PLEKHB2,NM_001031706
MANEAL,NM_001031740
VTI1A,NM_001318203
STXBP5L,NM_001308330
ATP6V1D,NM_015994
ISCU,NM_001301140
PJA2,NM_014819
UBE3D,NM_001304437
RNF6,NM_005977
TIMM17A,NM_006335
PIP4K2C,NM_001146258
RAN,NM_001300796
MYADM,NM_001020818
ACP2,NM_001131064
FAAH2,NM_001353840
KBTBD4,NM_001318716
OPCML,NM_001012393
GOT1,NM_002079
ATP6V1A,NM_001690
OTUB1,NM_017670
TMEM160,NM_017854
DUBR,NR_028301
APEX1,NM_001244249
STX8,NM_004853
BICRAL,NM_001318819
ASAH1,NM_001127505
ATP6AP1,NM_001183
BRK1,NM_018462
DNAJB9,NM_012328
DUSP6,NM_001946
SKP1,NM_006930
CACNA2D3,NM_018398
CCDC30,NM_001080850
TMEM14B,NM_001127711
RFK,NM_018339
SLU7,NM_001364517
TMX4,NM_021156
ATP2A2,NM_001135765
NDEL1,NM_001025579
C18orf32,NM_001035005
STMN3,NM_001276310
RGS4,NM_001102445
GABARAPL1,NM_001363598
GRSF1,NM_001098477
FEN1,NM_004111
GABRA1,NM_000806
TMEM9B,NM_001286094
CLPTM1L,NM_030782
MLLT11,NM_006818
COQ10B,NM_001320818
SET,NM_001122821
ATXN7L1,NM_001318229
NAP1L5,NM_153757
ARL1,NM_001177
KLHDC3,NM_001242872
RPSA,NM_001304288
CLCN4,NM_001256944
FRMPD4,NM_001368395
SERINC3,NM_006811
PITHD1,NM_020362
ZXDB,NM_007157
PDXP,NM_020315
THY1,NM_001311160
TPRG1L,NM_182752
L1CAM,NM_000425
NPM1,NM_001037738
ELOC,NM_001204857
PLK2,NM_001252226
DIPK1A,NM_001006605
ANKRD26,NM_001256053
ARHGDIA,NM_001185077
ACLY,NM_001096
CLSTN3,NM_014718
HNRNPA0,NM_006805
IGIP,NM_001007189
GLRX5,NM_016417
EIF5,NM_001969
GABBR1,NM_001319053
OPRL1,NM_000913
NICN1,NM_032316
RRAGA,NM_006570
TAF7,NM_005642
CNDP2,NM_001168499
POLR2K,NM_005034
CCNI,NM_001348132
PCYOX1,NM_016297
SCOC,NM_001153446
SRP9,NM_001130440
PGK1,NM_000291
VBP1,NM_001303543
TMEM167A,NM_174909
YWHAG,NM_012479
LAMTOR5,NM_001382293
C2CD2L,NM_001290474
HEY1,NM_001040708
ITM2C,NM_001012514
TJP1,NM_001301025
NAV3,NM_001024383
PRPS1,NM_001204402
BHLHE41,NM_030762
TRIM23,NM_001656
RTL6,NM_032287
SNRNP25,NM_024571
MAP2K1,NM_001411065
SDHAF1,NM_001042631
GDI2,NM_001115156
PTPN9,NM_002833
PLA2R1,NM_001007267
SPECC1L,NM_001145468
SAMD12,NM_001101676
MBD5,NM_001378120
MCPH1,NM_001172574
NSF,NM_006178
ATP6V1G1,NM_004888
DNAJC5,NM_025219
MAGI1,NM_001033057
FBXL20,NM_001184906
SRXN1,NM_080725
TTC17,NM_001307943
MAGEF1,NM_022149
ST8SIA1,NM_001304450
PTGES2,NM_001256335
KIF13B,NM_015254
LRRC47,NM_020710
NSG2,NM_015980
BEX4,NM_001080425
GABRB1,NM_000812
TMEM141,NM_032928
TMEM246,NA
NAPB,NM_001283018
KDELR2,NM_001100603
PDSS2,NM_020381
SUB1,NM_006713
ATP6V1E1,NM_001039366
GABRD,NM_000815
FAM3C,NM_001040020
UBAP2,NM_001282529
TMED2,NM_001321445
SEH1L,NM_001013437
ZNF133,NM_001083330
KSR2,NM_173598
TM2D2,NM_001024380
CALM2,NM_001305624
EGR3,NM_001199880
B4GAT1,NM_006876
SETBP1,NM_001130110
FAM241B,NM_145306
CDK5R1,NM_003885
WDR19,NM_001317924
ZNF385B,NM_001113397
SPECC1,NM_001033553
RAB22A,NM_020673
AFF3,NM_001025108
EMC10,NM_175063
LRRC4C,NM_001258419
FKBP4,NM_002014
COMMD10,NM_001308080
FAM168B,NM_001009993
DBNDD2,NM_001048221
AGBL4,NM_001323573
RAB6B,NM_001363953
TMA7,NM_001329417
COA3,NM_001040431
PCBP2,NM_001098620
ARF6,NM_001663
TSPAN13,NM_014399
SLC30A3,NM_001318949
WDR1,NM_005112
BCAS3,NM_001099432
MAT2B,NM_013283
SYNE1,NM_001099267
GHITM,NM_014394
CLTC,NM_001288653
TMEM203,NM_053045
MAGI2,NM_001301128
RIMS3,NM_014747
EIF1B,NM_005875
MMP24OS,NM_001355003
SLC48A1,NM_017842
RAB1B,NM_030981
CDV3,NM_001134422
GUK1,NM_000858
PIGS,NM_033198
DCAF11,NM_001163484
NUDT16,NM_001171905
UBE2N,NM_003348
MYRIP,NM_001284423
AP2M1,NM_001025205
SLC25A6,NM_001636
FTX,NR_028379
DLG2,NM_001142699
CDC42BPA,NM_001366010
HECW1,NM_001287059
FMN1,NM_001103184
ARL6IP5,NM_006407
B3GALNT1,NM_001038628
ADO,NM_032804
CLVS1,NM_173519
IPO5,NM_002271
TSPYL5,NM_033512
FUT1,NM_000148
FER,NM_001308028
TMEM130,NM_001134450
FGF14,NM_001321931
PEX19,NM_001131039
MSRA,NM_001135670
DYNLL2,NM_080677
SPCS1,NM_014041
EIF4H,NM_022170
PPM1H,NM_020700
SLC12A5,NM_001134771
NFE2L1,NM_001330261
NDUFB5,NM_001199957
TCEAL7,NM_001348258
RAB5IF,NM_001199534
MRFAP1,NM_001272053
PRAF2,NM_007213
RNPC3,NM_017619
NARS,NA
POLR2E,NM_001316323
TRMT11,NM_001031712
TPI1,NM_000365
SPIDR,NM_001080394
G3BP2,NM_001400004
RBFOX1,NM_001142333
CD81,NM_001297649
NDUFA5,NM_001282419
TINF2,NM_001099274
ABCF2,NM_007189
CRPPA,NM_001101417
SRSF3,NM_003017
CALM3,NM_001329921
SLC25A5,NM_001152
SMIM29,NM_001008703
PDP1,NM_001161778
MZT1,NM_001071775
KCNS2,NM_020697
DTNA,NM_001128175
SHISA4,NM_198149
SLC2A3,NM_006931
ATP6V1G2,NM_001204078
DAZAP2,NM_001136264
CCNQ,NM_001130997
HINT3,NM_138571
PSMD8,NM_002812
DANT2,NR_130730
SLC25A44,NM_001135672
ATP9B,NM_001306085
CWC27,NM_001297644
FHIT,NM_001166243
PARD6A,NM_001037281
BAIAP2-DT,NM_001004336
ANAPC10,NM_001256706
XKR6,NM_173683
JCAD,NM_001350001
MACF1,NM_001394062
WBP2,NM_001330499
GSKIP,NM_001271904
ASB8,NM_001319296
STUB1,NM_001293197
FAM131B,NM_001031690
SCAMP1,NM_001290229
EFR3B,NM_001319099
LARP6,NM_001286679
TTPAL,NM_001039199
VSTM2L,NM_080607
ATP5PB,NM_001002014
EEF1G,NM_001404
CREBL2,NM_001310
DYNLT3,NM_006520
ALDOC,NM_005165
RSL24D1,NM_016304
CACNG2,NM_001379051
RAPGEF4,NM_001100397
CTNNA2,NM_001164883
KCNQ5,NM_001160130
ATCAY,NM_033064
GID8,NM_017896
TAOK3,NM_001346487
ZNF573,NM_001172689
AGPAT1,NM_001371437
CSMD1,NM_033225
UBL4A,NM_014235
PREPL,NM_001042385
ATXN1,NM_000332
TIMM13,NM_012458
EIF1,NM_005801
KCNIP4,NM_001035003
