GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
PER2,NM_003894
NRN1,NM_001278710
PGAM1,NM_001317079
MIEF1,NM_001304564
CD59,NM_000611
ARMCX3,NM_016607
PPT1,NM_000310
SNRNP25,NM_024571
RETREG2,NM_001321109
RTN4,NM_001321859
CYCS,NM_018947
SULT4A1,NM_014351
ATP6V0E2,NM_001100592
C1orf216,NM_001348691
COPS7A,NM_001164093
SPRED3,NM_001039616
PNMA8A,NM_001103149
PSAP,NM_001042465
SELENOW,NM_003009
NDUFA5,NM_001282419
MOAP1,NM_022151
DNAJB9,NM_012328
ATP6AP2,NM_005765
RPSA,NM_001304288
RPL15,NM_001253379
RPS28,NM_001031
PRAF2,NM_007213
GABBR1,NM_001319053
LGI3,NM_139278
ITM2C,NM_001012514
CCDC85B,NM_006848
PINK1,NM_032409
TIMM17A,NM_006335
FNDC4,NM_022823
NSG1,NM_001040101
SEPHS2,NM_012248
CCNI,NM_001348132
SARAF,NM_001284239
DBNDD2,NM_001048221
VDAC1,NM_001401008
BLOC1S6,NM_001311255
TAF13,NM_005645
SSR2,NM_003145
POLE3,NM_001278255
GLRX5,NM_016417
GOT1,NM_002079
SELENOH,NM_001321335
SNN,NM_003498
CDIPT,NM_001286585
TCEAL7,NM_001348258
C18orf32,NM_001035005
TGOLN2,NM_001206840
POLR2K,NM_005034
PLEKHJ1,NM_001300836
KLHDC3,NM_001242872
ARCN1,NM_001142281
RPS27,NM_001030
PGK1,NM_000291
COPS9,NM_001163424
TRIB2,NM_021643
SET,NM_001122821
ATG9A,NM_001077198
RPL41,NM_001035267
OAZ1,NM_001301020
RPL7A,NM_000972
TMEM167A,NM_174909
PRKAR1A,NM_001276289
ISCU,NM_001301140
TUSC2,NM_007275
GABARAPL1,NM_001363598
ATP6AP1,NM_001183
EIF4A2,NM_001967
ZNF782,NM_001001662
RGS4,NM_001102445
NAT8L,NM_178557
ELOC,NM_001204857
PFN2,NM_002628
PNMA1,NM_006029
NDUFB5,NM_001199957
RPL18A,NM_000980
RPS19BP1,NM_194326
RNF6,NM_005977
FRMD4A,NM_001318336
NPM1,NM_001037738
SNHG29,NM_152350
TMED2,NM_001321445
OAZ2,NM_001301302
YWHAH,NM_003405
VBP1,NM_001303543
RPLP1,NM_001003
WSB2,NM_001278557
SPATA2L,NM_152339
TMA7,NM_001329417
GUK1,NM_000858
SUMO1,NM_001005781
RPL3,NM_000967
NEU1,NM_000434
RPL29,NM_000992
MYO1D,NM_001303279
TAF7,NM_005642
LAMTOR5,NM_001382293
DUSP6,NM_001946
TPRG1L,NM_182752
TMEM203,NM_053045
DHCR24,NM_014762
ISCA1,NM_030940
BHLHE40,NM_003670
PMM1,NM_002676
RPS14,NM_001025070
RAN,NM_001300796
SPRY4,NM_001127496
DUSP4,NM_001394
TOMM22,NM_020243
MAL2,NM_052886
PSMD7,NM_002811
PIP4K2C,NM_001146258
MCFD2,NM_001171506
BCL2L2,NM_001199839
ANAPC15,NM_001278485
THY1,NM_001311160
HNRNPA0,NM_006805
DUBR,NR_028301
SRSF9,NM_003769
H2AFZ,NA
NECAP1,NM_015509
CDV3,NM_001134422
MZT1,NM_001071775
TOMM5,NM_001001790
ENC1,NM_001256574
MLLT11,NM_006818
OTUB1,NM_017670
BTBD6,NM_001387567
RPL39,NM_001000
MRFAP1,NM_001272053
NEFL,NM_006158
EIF1,NM_005801
TMEM160,NM_017854
ATP6V0D1,NM_004691
TMEM141,NM_032928
BEX4,NM_001080425
L1CAM,NM_000425
DCAF11,NM_001163484
UBL4A,NM_014235
ADO,NM_032804
SYNM,NM_015286
RPS2,NM_002952
AAMP,NM_001087
MYADM,NM_001020818
RPLP2,NM_001004
RNASEK,NM_001004333
STK16,NM_001008910
PCYOX1,NM_016297
ATP6V1B2,NM_001693
TOMM20,NM_014765
THEM6,NM_001363000
FAM32A,NM_014077
USP5,NM_001098536
AP2M1,NM_001025205
PIP4P1,NM_001100814
SNAPC5,NM_001329613
LRRC47,NM_020710
SMDT1,NM_033318
BRK1,NM_018462
CBLN4,NM_080617
RPS4X,NM_001007
NCBP2,NM_001042540
RTL6,NM_032287
ZPR1,NM_001317086
REEP5,NM_005669
EIF1B,NM_005875
GABRD,NM_000815
RPS15,NM_001018
NCKIPSD,NM_016453
KBTBD11,NM_014867
RPL30,NM_000989
ANTKMT,NM_001271285
MAGEF1,NM_022149
SPRED2,NM_001128210
RPL10A,NM_007104
HSBP1,NM_001537
SUPT4H1,NM_003168
OPRL1,NM_000913
EIF5,NM_001969
LY6E,NM_001127213
DAZAP2,NM_001136264
SMKR1,NM_001195243
FAU,NM_001997
FAM3C,NM_001040020
NRG3,NM_001010848
STMN3,NM_001276310
SLC25A5,NM_001152
TMEM183A,NM_001322955
GRINA,NM_000837
DUSP3,NM_004090
PDAP1,NM_014891
FAAH2,NM_001353840
SLC39A7,NM_001077516
UQCRH,NM_001297565
DIRAS2,NM_017594
RPL10,NM_001256577
RPS16,NM_001020
RNF5,NM_006913
RPS15A,NM_001019
TMSB10,NM_021103
RPL11,NM_000975
EMC6,NM_001014764
CTNNA2,NM_001164883
SERINC3,NM_006811
PDXP,NM_020315
CD81,NM_001297649
IDH3B,NM_001258384
TIMM13,NM_012458
ACTG1,NM_001199954
PITHD1,NM_020362
ARPC5L,NM_030978
TM2D2,NM_001024380
FAM89B,NM_001098784
RPL23,NM_000978
VPS25,NM_032353
NORAD,NR_027451
RPS23,NM_001025
IMP4,NM_001320304
HDDC2,NM_016063
ATP6V1E1,NM_001039366
ATP6V1G2,NM_001204078
ATP1A1,NM_000701
BAG1,NM_001172415
RPL34,NM_000995
COX7C,NM_001867
ERP29,NM_001034025
EIF4G2,NM_001042559
CRADD,NM_001320099
NEIL2,NM_001135746
OPCML,NM_001012393
NEDD8,NM_006156
ENO2,NM_001975
RPL18,NM_000979
EIF4H,NM_022170
ABCF2,NM_007189
MRPS12,NM_021107
ATP6V1D,NM_015994
SEC62,NM_003262
NDUFAF8,NM_001086521
RPS25,NM_001028
ARL1,NM_001177
RPL35A,NM_000996
FITM2,NM_001080472
SPCS1,NM_014041
PYURF,NM_032906
POLR3H,NM_001018050
B4GAT1,NM_006876
TINF2,NM_001099274
ATP5PB,NM_001002014
TTC9B,NM_152479
FTH1,NM_002032
GMPR2,NM_001002000
NAP1L5,NM_153757
TOR1A,NM_000113
SERINC1,NM_020755
FAM174C,NM_017914
RAB5IF,NM_001199534
EEF1G,NM_001404
SKP1,NM_006930
ARF6,NM_001663
CHCHD7,NM_001011667
PEX19,NM_001131039
H3F3B,NA
FARSA,NM_004461
BAIAP2-DT,NM_001004336
NUDT15,NM_001304745
CNDP2,NM_001168499
UQCRFS1,NM_006003
STUB1,NM_001293197
PNMA2,NM_007257
C16orf91,NA
MRPS17,NM_015969
ARL6IP4,NM_001002251
RSL24D1,NM_016304
TMEM155,NA
CALM2,NM_001305624
DSTN,NM_001011546
FLNB,NM_001164317
GNG10,NM_001017998
RPL32,NM_000994
MICOS10,NM_001032363
SUB1,NM_006713
LDHA,NM_001135239
KCNB2,NM_004770
CDKN2AIPNL,NM_080656
MRPS24,NM_032014
EGR3,NM_001199880
CCDC115,NM_001321118
ATP5MPL,NA
RAB1B,NM_030981
MEF2D,NM_001271629
MAP6D1,NM_024871
PDE10A,NM_001130690
KCNQ5,NM_001160130
POLR2I,NM_006233
HDDC3,NM_001286451
FAM135B,NM_001362965
IGIP,NM_001007189
PELI3,NM_001098510
MAP1LC3A,NM_032514
MFSD3,NM_138431
PTGES2,NM_001256335
SHISA4,NM_198149
RPL22,NM_000983
COPS8,NM_006710
FTL,NM_000146
OSBP2,NM_001003812
C4orf3,NM_001001701
RPL36AL,NM_001001
SLU7,NM_001364517
BRF2,NM_018310
SRSF3,NM_003017
FEN1,NM_004111
RAB6B,NM_001363953
TMEM130,NM_001134450
SELENOM,NM_080430
POMP,NM_015932
TOMM6,NM_001134493
RPL19,NM_000981
RPL23A,NM_000984
CCNQ,NM_001130997
CFL2,NM_001243645
RPS21,NM_001024
TOMM7,NM_019059
C19orf53,NM_014047
MRPL51,NM_016497
HMGA1,NM_001319077
SNHG15,NR_003697
SRXN1,NM_080725
RFK,NM_018339
ODC1,NM_001287188
DRAP1,NM_006442
LRRC4C,NM_001258419
ACP2,NM_001131064
PEG13,NR_144431
PHF23,NM_001284517
UBE2S,NM_014501
SRP9,NM_001130440
HAX1,NM_001018837
RPL9,NM_000661
EEF1B2,NM_001037663
BORCS7,NM_001136200
CDK5R2,NM_003936
RPS3A,NM_001006
CENPX,NM_001271006
DNAJC19,NM_001190233
COA8,NM_001302652
MANBAL,NM_001003897
CHCHD2,NM_001320327
TMSB4X,NM_021109
EMC10,NM_175063
SOWAHB,NM_001029870
NSG2,NM_015980
CBARP,NM_001393918
PNMA8C,NM_001386793
RDH14,NM_020905
CDH18,NM_001167667
CCDC184,NM_001013635
ANKRD65,NM_001145210
RPS13,NM_001017
ARHGDIA,NM_001185077
KAZN,NM_001017999
SEZ6L2,NM_001114099
SERF2,NM_001018108
RPS7,NM_001011
TMEM35A,NM_021637
RPS19,NM_001022
ALDOC,NM_005165
ATOX1,NM_004045
NCBP2AS2,NM_001355243
OXLD1,NM_001039842
PKM,NM_001206796
ERH,NM_004450
SYNC,NM_001161708
SSNA1,NM_003731
ABRACL,NM_021243
OST4,NM_001134693
NACAD,NM_001146334
SDHAF1,NM_001042631
UQCRB,NM_001199975
TPI1,NM_000365
TCEAL8,NM_001006684
DHRSX,NM_145177
SYF2,NM_015484
C9orf16,NA
SPOCK1,NM_004598
PJA2,NM_014819
CALM3,NM_001329921
RAB3A,NM_002866
MOCS3,NM_014484
RPL14,NM_001034996
CTXN3,NM_001048252
ETS2,NM_001256295
GHITM,NM_014394
