"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"NRF1 (mouse)",1.62055564247744e-06,2.77826816363402,37.0419311832451,"['RPL30', 'NDUFA13', 'COX7B', 'ECI1', 'COX4I1', 'COX7A2', 'COX5B', 'MEA1', 'IER3IP1', 'MRPL54', 'PET117', 'PSMB6', 'RPS15', 'RPS14', 'BAG1', 'RPL35', 'RPL38', 'RPS10', 'CHCHD1', 'COX8A', 'NDUFA5', 'RPL21', 'SSR4', 'RPS8', 'COX6C', 'COMMD5', 'COX6B1', 'RPS28', 'EIF3K', 'SNRNP25', 'RPS21', 'TOMM5', 'RPS24', 'SRSF9']",0.000411621133189269,0,0,34,"NRF1",0.000411621133189269,2.74347443311857e-31,8.59133325468693e-19,0.874750737979355,0.874394120357568,-0.0497595083636545,2.34689533833632e-05,0.199374015749818,NA,NA,NA,NA
"HIF1A (human)",0.00086242779136759,2.10283821672761,14.8371199523022,"['COX7B', 'RPS19BP1', 'GPS2', 'COX7A2', 'COX7A1', 'PSMB10', 'EEF1B2', 'RPS15', 'UXT', 'RPS15A', 'SUMO1', 'DDT', 'SEC61B', 'PCDHA9', 'RPS10', 'RPL39', 'RPS13', 'COG3', 'VPS37B', 'COX6B1', 'RPS26', 'MFAP1', 'MORN2', 'RPL24', 'FAU', 'RPL29', 'BEX5']",0.109528329503684,0,0,27,"HIF1A",0.109528329503684,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449,NA,NA,NA,NA
"TP63 (human)",0.0038755292427122,1.99760679895227,11.0928564732433,"['COX8A', 'RPL41', 'COX7B', 'NDUFA5', 'ECI1', 'NDUFB1', 'MRPL14', 'TMEM160', 'UQCR10', 'MEA1', 'PSMB10', 'PSMB6', 'UXT', 'RPS27', 'GAN', 'PPIE', 'RPL24', 'FAU', 'RPS27A', 'RPL29', 'TMSB10', 'RPS24']",0.328128142549633,0,0,22,"TP63",0.328128142549633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXO3A (mouse)",0.016049212888731,2.44458154506438,10.1012443328289,"['CHCHD2', 'MRPL51', 'RPS15A', 'CHCHD10', 'VPS37B', 'IER3IP1', 'CHCHD1', 'POLR2K', 'TPT1']",0.993806250096927,0,0,9,"FOXO3A",0.993806250096927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS1 (mouse)",0.023430848041191,1.70745366460732,6.40927194965027,"['OST4', 'HDDC2', 'FIS1', 'RNASEK', 'UQCRB', 'SSR4', 'CHCHD10', 'MEA1', 'COX7A1', 'MRPL21', 'SUMO1', 'RPL18A', 'RPL35', 'LAMTOR2', 'SNRNP25', 'TMSB10', 'RPS21', 'POLR2K', 'RPS13', 'SRSF9']",0.993806250096927,0,0,20,"ETS1",0.993806250096927,1.11190689416626e-08,0.0156237668955435,0.921851112214014,0.921851579102261,-0.157274766391784,0.596309380328159,0.665255812069739,NA,NA,NA,NA
"NR5A2 (mouse)",0.0251954309835331,1.69293317693956,6.23184380868559,"['FIS1', 'NDUFA13', 'COX7B', 'MRPS24', 'SSR4', 'RIIAD1', 'NDUFB2', 'GPS2', 'UQCR11', 'COX5B', 'RPL10A', 'COX7A1', 'MRPL21', 'MRPL51', 'RPL18A', 'RPL36AL', 'BAG1', 'UQCRFS1', 'POLR2I', 'TOMM5']",0.993806250096927,0,0,20,"NR5A2",0.993806250096927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR1I2 (human)",0.0281509675299021,1.71836565752129,6.13486362740135,"['COX8A', 'UQCRB', 'COX4I1', 'COX17', 'UQCR11', 'RPL10A', 'COX6B1', 'RPS26', 'RPS15', 'RPS27', 'RPL18A', 'DDT', 'PPIE', 'RPL24', 'RPL35', 'RPS10', 'RPS24', 'SRSF9']",0.993806250096927,0,0,18,"NR1I2",0.993806250096927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBEPA (mouse)",0.0328186434855418,1.74090033514826,5.94823606324313,"['COX8A', 'PPIL1', 'UQCRB', 'RPS8', 'IER3IP1', 'COX7A1', 'ATOX1', 'PET117', 'RPS15', 'TCEAL7', 'RPS27', 'RNF181', 'RPL35', 'TOMM5', 'RPS24', 'TPT1']",0.993806250096927,0,0,16,"CBEPA",0.993806250096927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXA1 (mouse)",0.035213607286899,1.6464954954955,5.50970525272693,"['MRPS24', 'UQCRB', 'RPS19BP1', 'RPS8', 'RPL11', 'MYL6B', 'IER3IP1', 'RPL9', 'ATOX1', 'PET117', 'COMMD5', 'COX6B1', 'UBL5', 'RPS28', 'RNF181', 'UQCRFS1', 'POLR2K', 'TOMM5', 'TPT1']",0.993806250096927,0,0,19,"FOXA1",0.993806250096927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXA2 (mouse)",0.0507520684747644,1.69527210046787,5.05327199975046,"['COX8A', 'UQCRB', 'ECI1', 'COX17', 'COX7A2', 'UQCR10', 'COX6C', 'MRPL54', 'WFDC2', 'COMMD5', 'MRPL51', 'RPS29', 'TOMM7', 'CHCHD1']",0.999899416361747,0,0,14,"FOXA2",0.999899416361747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRF8 (human)",0.0529914328121233,1.54305745581723,4.5329241949845,"['RPL30', 'RPL41', 'NDUFA13', 'MRPS24', 'GPS2', 'COX7A2', 'UQCR10', 'RPS15', 'RPS14', 'RPS27', 'MRPL51', 'UQCRQ', 'BAG1', 'RNF181', 'RPL24', 'RPL35', 'RPL29', 'RPS21', 'RPS12', 'CHGB']",0.999899416361747,0,0,20,"IRF8",0.999899416361747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK4 (human)",0.0581976404765532,1.54060144006777,4.38133256043192,"['FIS1', 'RPL30', 'RPL21', 'GLRX5', 'UQCR11', 'UQCR10', 'COX5B', 'MRPL54', 'RPS15', 'UXT', 'HRH1', 'MRPL51', 'BAG1', 'AP1S2', 'RNF181', 'RPL29', 'RPS21', 'NOP10', 'RPS12']",0.999899416361747,0,0,19,"ELK4",0.999899416361747,1.42221194356722e-12,4.4050556670906e-06,0.888151243010812,0.887960029285804,-0.00308464721569026,0.897232152848274,0.883266743859059,NA,NA,NA,NA
"NR5A1 (mouse)",0.0615457566721056,1.76082696138277,4.90914043812891,"['FIS1', 'UBL5', 'HRH1', 'RPS19BP1', 'RPS8', 'RPL36AL', 'CYCS', 'UQCR11', 'TMSB10', 'RPS21', 'TOMM5']",0.999899416361747,0,0,11,"NR5A1",0.999899416361747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
