"Ensembl","Gene_Symbols"
"ENSG00000187961","KLHL17"
"ENSG00000157881","PANK4"
"ENSG00000097021","ACOT7"
"ENSG00000116661","FBXO2"
"ENSG00000189337","KAZN"
"ENSG00000058453","CROCC"
"ENSG00000204219","TCEA3"
"ENSG00000001460","STPG1"
"ENSG00000160094","ZNF362"
"ENSG00000116544","DLGAP3"
"ENSG00000171960","PPIH"
"ENSG00000117411","B4GALT2"
"ENSG00000186377","CYP4X1"
"ENSG00000186160","CYP4Z1"
"ENSG00000162384","CZIB"
"ENSG00000116212","LRRC42"
"ENSG00000184313","MROH7"
"ENSG00000162599","NFIA"
"ENSG00000162631","NTNG1"
"ENSG00000116455","WDR77"
"ENSG00000271601","LIX1L"
"ENSG00000143379","SETDB1"
"ENSG00000160678","S100A1"
"ENSG00000143590","EFNA3"
"ENSG00000163463","KRTCAP2"
"ENSG00000117143","UAP1"
"ENSG00000188859","FAM78B"
"ENSG00000198797","BRINP2"
"ENSG00000123836","PFKFB2"
"ENSG00000042781","USH2A"
"ENSG00000243709","LEFTY1"
"ENSG00000168118","RAB4A"
"ENSG00000179397","CATSPERE"
"ENSG00000143870","PDIA6"
"ENSG00000196208","GREB1"
"ENSG00000240857","RDH14"
"ENSG00000183891","TTC32"
"ENSG00000173163","COMMD1"
"ENSG00000116001","TIA1"
"ENSG00000135622","SEMA4F"
"ENSG00000115459","ELMOD3"
"ENSG00000144057","ST6GAL2"
"ENSG00000153208","MERTK"
"ENSG00000125630","POLR1B"
"ENSG00000121989","ACVR2A"
"ENSG00000115183","TANC1"
"ENSG00000226124","FTCDNL1"
"ENSG00000115461","IGFBP5"
"ENSG00000081052","COL4A4"
"ENSG00000144504","ANKMY1"
"ENSG00000197548","ATG7"
"ENSG00000224822","THRB-IT1"
"ENSG00000114857","NKTR"
"ENSG00000011376","LARS2"
"ENSG00000126062","TMEM115"
"ENSG00000163320","CGGBP1"
"ENSG00000178700","DHFR2"
"ENSG00000154175","ABI3BP"
"ENSG00000144827","ABHD10"
"ENSG00000163617","CCDC191"
"ENSG00000138463","SLC49A4"
"ENSG00000163902","RPN1"
"ENSG00000114686","MRPL3"
"ENSG00000138231","DBR1"
"ENSG00000173905","GOLIM4"
"ENSG00000013293","SLC7A14"
"ENSG00000073849","ST6GAL1"
"ENSG00000125388","GRK4"
"ENSG00000250317","SMIM20"
"ENSG00000184178","SCFD2"
"ENSG00000152785","BMP3"
"ENSG00000185477","GPRIN3"
"ENSG00000145354","CISD2"
"ENSG00000138794","CASP6"
"ENSG00000196159","FAT4"
"ENSG00000138650","PCDH10"
"ENSG00000153132","CLGN"
"ENSG00000109452","INPP4B"
"ENSG00000164105","SAP30"
"ENSG00000113319","RASGRF2"
"ENSG00000205464","ATP6AP1L"
"ENSG00000174136","RGMB"
"ENSG00000152495","CAMK4"
"ENSG00000155846","PPARGC1B"
"ENSG00000155511","GRIA1"
"ENSG00000072786","STK10"
"ENSG00000074276","CDHR2"
"ENSG00000169228","RAB24"
"ENSG00000146090","RASGEF1C"
"ENSG00000225921","NOL7"
"ENSG00000137193","PIM1"
"ENSG00000112139","MDGA1"
"ENSG00000124733","MEA1"
"ENSG00000124749","COL21A1"
"ENSG00000112309","B3GAT2"
"ENSG00000198833","UBE2J1"
"ENSG00000112182","BACH2"
"ENSG00000112297","CRYBG1"
"ENSG00000081087","OSTM1"
"ENSG00000112290","WASF1"
"ENSG00000112319","EYA4"
"ENSG00000112357","PEX7"
"ENSG00000118496","FBXO30"
"ENSG00000120262","CCDC170"
"ENSG00000236609","ZNF853"
"ENSG00000169193","CCDC126"
"ENSG00000188732","FAM221A"
"ENSG00000122566","HNRNPA2B1"
"ENSG00000146676","PURB"
"ENSG00000183166","CALN1"
"ENSG00000274523","RCC1L"
"ENSG00000087085","ACHE"
"ENSG00000105808","RASA4"
"ENSG00000222011","FAM185A"
"ENSG00000105835","NAMPT"
"ENSG00000128590","DNAJB9"
"ENSG00000198839","ZNF277"
"ENSG00000236279","CLEC2L"
"ENSG00000106479","ZNF862"
"ENSG00000157219","HTR5A"
"ENSG00000155093","PTPRN2"
"ENSG00000154359","LONRF1"
"ENSG00000120915","EPHX2"
"ENSG00000214050","FBXO16"
"ENSG00000156675","RAB11FIP1"
"ENSG00000206579","XKR4"
"ENSG00000104312","RIPK2"
"ENSG00000104375","STK3"
"ENSG00000155792","DEPTOR"
"ENSG00000147813","NAPRT"
"ENSG00000198722","UNC13B"
"ENSG00000168795","ZBTB5"
"ENSG00000070601","FRMPD1"
"ENSG00000172014","ANKRD20A4"
"ENSG00000165060","FXN"
"ENSG00000165072","MAMDC2"
"ENSG00000169071","ROR2"
"ENSG00000136897","MRPL50"
"ENSG00000070159","PTPN3"
"ENSG00000136848","DAB2IP"
"ENSG00000106689","LHX2"
"ENSG00000136828","RALGPS1"
"ENSG00000119333","WDR34"
"ENSG00000126883","NUP214"
"ENSG00000134461","ANKRD16"
"ENSG00000181192","DHTKD1"
"ENSG00000150051","MKX"
"ENSG00000204172","AGAP9"
"ENSG00000096746","HNRNPH3"
"ENSG00000166228","PCBD1"
"ENSG00000155265","GOLGA7B"
"ENSG00000198018","ENTPD7"
"ENSG00000107862","GBF1"
"ENSG00000107874","CUEDC2"
"ENSG00000166272","WBP1L"
"ENSG00000177640","CASC2"
"ENSG00000066468","FGFR2"
"ENSG00000107902","LHPP"
"ENSG00000214279","SCART1"
"ENSG00000142089","IFITM3"
"ENSG00000188211","NCR3LG1"
"ENSG00000049449","RCN1"
"ENSG00000123444","KBTBD4"
"ENSG00000149115","TNKS1BP1"
"ENSG00000006118","TMEM132A"
"ENSG00000188070","C11orf95"
"ENSG00000002330","BAD"
"ENSG00000110721","CHKA"
"ENSG00000131620","ANO1"
"ENSG00000110218","PANX1"
"ENSG00000168876","ANKRD49"
"ENSG00000149212","SESN3"
"ENSG00000165895","ARHGAP42"
"ENSG00000109917","ZPR1"
"ENSG00000154127","UBASH3B"
"ENSG00000023171","GRAMD1B"
"ENSG00000221932","HEPN1"
"ENSG00000053702","NRIP2"
"ENSG00000048540","LMO3"
"ENSG00000139163","ETNK1"
"ENSG00000151239","TWF1"
"ENSG00000134294","SLC38A2"
"ENSG00000110881","ASIC1"
"ENSG00000135503","ACVR1B"
"ENSG00000076067","RBMS2"
"ENSG00000139291","TMEM19"
"ENSG00000253719","ATXN7L3B"
"ENSG00000188596","CFAP54"
"ENSG00000139436","GIT2"
"ENSG00000151176","PLBD2"
"ENSG00000171435","KSR2"
"ENSG00000158023","WDR66"
"ENSG00000184445","KNTC1"
"ENSG00000132932","ATP8A2"
"ENSG00000073910","FRY"
"ENSG00000083642","PDS5B"
"ENSG00000102710","SUPT20H"
"ENSG00000165572","KBTBD6"
"ENSG00000179630","LACC1"
"ENSG00000102445","RUBCNL"
"ENSG00000041515","MYO16"
"ENSG00000100442","FKBP3"
"ENSG00000131979","GCH1"
"ENSG00000139970","RTN1"
"ENSG00000179841","AKAP5"
"ENSG00000054690","PLEKHH1"
"ENSG00000100678","SLC8A3"
"ENSG00000205659","LIN52"
"ENSG00000119640","ACYP1"
"ENSG00000042317","SPATA7"
"ENSG00000140090","SLC24A4"
"ENSG00000131323","TRAF3"
"ENSG00000169918","OTUD7A"
"ENSG00000176454","LPCAT4"
"ENSG00000128928","IVD"
"ENSG00000137766","UNC13C"
"ENSG00000157470","FAM81A"
"ENSG00000103742","IGDCC4"
"ENSG00000103647","CORO2B"
"ENSG00000159322","ADPGK"
"ENSG00000169410","PTPN9"
"ENSG00000140403","DNAJA4"
"ENSG00000156218","ADAMTSL3"
"ENSG00000140543","DET1"
"ENSG00000166813","KIF7"
"ENSG00000140564","FURIN"
"ENSG00000140557","ST8SIA2"
"ENSG00000185551","NR2F2"
"ENSG00000127561","SYNGR3"
"ENSG00000260565","ERVK13-1"
"ENSG00000078328","RBFOX1"
"ENSG00000038532","CLEC16A"
"ENSG00000237515","SHISA9"
"ENSG00000174628","IQCK"
"ENSG00000196678","ERI2"
"ENSG00000188215","DCUN1D3"
"ENSG00000156858","PRR14"
"ENSG00000155330","C16orf87"
"ENSG00000083799","CYLD"
"ENSG00000168286","THAP11"
"ENSG00000103047","TANGO6"
"ENSG00000157349","DDX19B"
"ENSG00000258839","MC1R"
"ENSG00000141480","ARRB2"
"ENSG00000170049","KCNAB3"
"ENSG00000142494","SLC47A1"
"ENSG00000278259","MYO19"
"ENSG00000073605","GSDMB"
"ENSG00000141696","P3H4"
"ENSG00000068120","COASY"
"ENSG00000198496","NBR2"
"ENSG00000172992","DCAKD"
"ENSG00000133195","SLC39A11"
"ENSG00000141564","RPTOR"
"ENSG00000178927","CYBC1"
"ENSG00000101557","USP14"
"ENSG00000175354","PTPN2"
"ENSG00000166960","CCDC178"
"ENSG00000141431","ASXL3"
"ENSG00000132872","SYT4"
"ENSG00000264278","ZNF236-DT"
"ENSG00000197971","MBP"
"ENSG00000141905","NFIC"
"ENSG00000105278","ZFR2"
"ENSG00000183248","PRR36"
"ENSG00000171466","ZNF562"
"ENSG00000249709","ZNF564"
"ENSG00000095059","DHPS"
"ENSG00000105708","ZNF14"
"ENSG00000182141","ZNF708"
"ENSG00000167232","ZNF91"
"ENSG00000105173","CCNE1"
"ENSG00000167641","PPP1R14A"
"ENSG00000130244","FAM98C"
"ENSG00000013275","PSMC4"
"ENSG00000123815","COQ8B"
"ENSG00000130203","APOE"
"ENSG00000125741","OPA3"
"ENSG00000105053","VRK3"
"ENSG00000018869","ZNF582"
"ENSG00000197714","ZNF460"
"ENSG00000213762","ZNF134"
"ENSG00000130726","TRIM28"
"ENSG00000130724","CHMP2A"
"ENSG00000132635","PCED1A"
"ENSG00000132646","PCNA"
"ENSG00000101391","CDK5RAP1"
"ENSG00000025293","PHF20"
"ENSG00000174306","ZHX3"
"ENSG00000124191","TOX2"
"ENSG00000158296","SLC13A3"
"ENSG00000203880","PCMTD2"
"ENSG00000185272","RBM11"
"ENSG00000160307","S100B"
"ENSG00000242259","C22orf39"
"ENSG00000128185","DGCR6L"
"ENSG00000186575","NF2"
"ENSG00000100003","SEC14L2"
"ENSG00000100372","SLC25A17"
"ENSG00000054611","TBC1D22A"
"ENSG00000198355","PIM3"
"ENSG00000205560","CPT1B"
"ENSG00000214717","ZBED1"
"ENSG00000044446","PHKA2"
"ENSG00000174010","KLHL15"
"ENSG00000198455","ZXDB"
"ENSG00000147099","HDAC8"
"ENSG00000102158","MAGT1"
"ENSG00000131171","SH3BGRL"
"ENSG00000198960","ARMCX6"
"ENSG00000185222","TCEAL9"
"ENSG00000172476","RAB40A"
"ENSG00000123575","FAM199X"
"ENSG00000147246","HTR2C"
"ENSG00000003096","KLHL13"
"ENSG00000102081","FMR1"
