GENE_SYMBOLS,refseq_ids
TXLNA,NM_001376857
SNRPE,NM_001304464
RPS7,NM_001011
TMSB10,NM_021103
MZT2A,NM_001085365
GALNT13,NM_001301627
RPSA,NM_001304288
CLSTN2,NM_022131
MMRN1,NM_001371403
RPL34,NM_000995
NDUFS6,NM_004553
HCN1,NM_021072
NUDCD2,NM_001329991
RPL10A,NM_007104
PLA2G7,NM_001168357
TOMM7,NM_019059
ATP5MF,NM_001003713
FIS1,NM_016068
FMC1,NM_197964
NDUFB2,NM_004546
SNHG6,NR_002599
SELENOH,NM_001321335
FAU,NM_001997
TIMM8B,NM_012459
MGST1,NM_001260511
RPL21,NM_000982
RPLP1,NM_001003
ADCY9,NM_001116
RPS15A,NM_001019
MIS12,NM_001258217
RPL26,NM_000987
NME1,NM_000269
ABCA7,NM_019112
GADD45GIP1,NM_052850
RPS19BP1,NM_194326
