GENE_SYMBOLS,refseq_ids
P3H1,NM_001146289
CAMK1G,NM_020439
TANC1,NM_001145909
SLC6A6,NM_001134367
POGLUT1,NM_152305
HMCES,NM_001006109
GABRG1,NM_173536
FGF2,NM_001361665
UFSP2,NM_018359
GALNT10,NM_017540
KIAA0319,NM_001168374
THSD7A,NM_015204
ABCB4,NM_000443
SGCE,NM_001099400
SLC4A2,NM_001199692
TMUB1,NM_001136044
LRRC6,NA
LTBR,NM_001270987
ARHGAP9,NM_001080156
ADAMTS17,NM_139057
CKLF,NM_001040138
TUBB3,NM_001197181
TNFSF13,NM_001198622
FLII,NM_001256264
NEUROD2,NM_006160
IRGQ,NM_001007561
TBC1D17,NM_001168222
LZTS3,NM_001282533
TEF,NM_001145398
