"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"KLF15","KLF15","MA1513.1","11.1537",1.4013e-30,0.884079,0.860109,0.0915548,2267,"False",1.1126322e-27,3.91518689605957e-05,0.0106598296366042,0.864230449704138,0.862359606112728,-0.116376721305257,0.348755899055071,0.912541008231547,NA,NA,NA,NA
"SP4","SP4","MA0685.1","9.67941",1.18111e-23,0.804842,0.791926,0.060445,2267,"False",4.6890067e-21,3.27268497984432e-08,0.000107445432123604,0.910100250821878,0.908236435939167,-0.061909282791949,0.0336713670587018,0.959505624562338,NA,NA,NA,NA
"SP9","SP9","MA1564.1","9.6333",2.59702e-23,0.878835,0.865208,0.0604771,2267,"True",6.87344626666667e-21,5.05977981487558e-11,6.57326945887251e-07,0.934790756760769,0.932946649760086,0.101648897480735,0.972820942540745,0.87188968538234,NA,NA,NA,NA
"SP1","SP1","MA0079.4","9.40272",1.95205e-22,0.825556,0.812589,0.062657,2267,"False",3.87481925e-20,1.89385903187207e-13,5.21948349402696e-05,0.715210205630728,0.712082065104014,-0.301860768447438,0.0514164193064915,0.66167174480926,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","9.29263",8.48672e-22,0.835109,0.820331,0.067092,2267,"False",1.347691136e-19,5.15505450293321e-10,0.0470845377361308,0.550076862391613,0.546043396697946,-0.450579880885771,0.844987247074728,0.839065134070986,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","9.18581",1.49219e-21,0.841467,0.829929,0.0583764,2267,"False",1.97466476666667e-19,2.6214082932651e-06,0.000213041696985505,0.855435553567989,0.853998804882187,0.292281251191198,0.142966414202948,0.971722476181348,0.184114186503812,0.898898033394353,NA,0.787845757961382
"HINFP","HINFP","MA0131.2","9.11873",3.95419e-21,0.830417,0.819262,0.0534474,2267,"False",4.48518122857143e-19,4.06441193665702e-06,0.546195709801122,NA,NA,NA,0.000165434538181747,0.000338811129950266,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","9.08112",5.58832e-21,0.858078,0.844252,0.0667816,2267,"False",5.5464076e-19,1.51812735740264e-13,0.000781724180531524,NA,NA,NA,0.00259669227582591,0.271091848012478,NA,NA,NA,NA
"SP3","SP3","MA0746.2","9.06415",7.01557e-21,0.865405,0.852593,0.061169,2267,"False",6.18929175555556e-19,0.000103604629130703,0.00162729263383837,NA,NA,NA,0.00645754609172497,0.167510687664915,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","8.98314",8.89612e-21,0.863621,0.852902,0.0574054,2267,"False",7.06351928e-19,0.715826705811792,0.299845189565373,NA,NA,NA,0.901217463587411,0.187070456441869,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","8.92782",2.36612e-20,0.829424,0.818128,0.0558432,2267,"False",1.70790843636364e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","8.79987",7.27504e-20,0.799779,0.78945,0.0527916,2267,"False",4.81365146666667e-18,0.391404862330752,0.249421052402531,NA,NA,NA,0.48296635382182,0.161462013996122,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","8.49208",7.48293e-19,0.816452,0.805366,0.0651487,2267,"False",4.5703434e-17,1.96152184176939e-06,0.00184097154398444,0.951036530742386,0.949421640547145,0.112215746015495,0.607277718007482,0.934538556782921,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","8.38233",2.09535e-18,0.83755,0.827514,0.0594783,2267,"True",1.18836278571429e-16,0.000428572709926351,0.00549946347054429,0.869917055099829,0.867496613422293,0.14567159454988,0.521815734932162,0.672776814045967,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","8.40187",3.38411e-18,0.938659,0.92756,0.056939,2267,"False",1.79132222666667e-16,6.72285152568566e-05,0.0161216638732297,0.984519193520372,0.983605629925477,0.0549196780666911,0.338627479054632,0.24992365256942,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","8.33132",3.75557e-18,0.857774,0.848397,0.0546186,2267,"False",1.8637016125e-16,0.000922039404088273,0.000309298778464677,0.800279124018655,0.797839380110256,0.437771568499582,0.917457867935002,0.776593727718107,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","8.38825",4.07509e-18,0.861597,0.849665,0.0603004,2267,"False",1.90330674117647e-16,0.00277682553643388,0.0196489349748077,NA,NA,NA,0.955532550191724,0.0989364488224664,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","8.23564",1.3808e-17,0.851542,0.839568,0.0637892,2267,"False",6.09086222222222e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","8.18638",2.29236e-17,0.875993,0.865068,0.0574108,2267,"False",9.57965178947368e-16,0.00699219213860886,0.0360790053158053,0.69322324511169,0.691121098266925,0.0269025465620022,0.00292332380831888,0.0101661119926611,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","8.15251",3.12263e-17,0.824661,0.812172,0.0656537,2267,"True",1.23968411e-15,0.0680601180429178,0.0572704248373292,0.680573875735567,0.678748209277811,0.438586313266347,0.521402005476612,0.0041219042563076,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","8.0432",4.87893e-17,0.862676,0.853063,0.0578436,2267,"True",1.8447002e-15,8.57232629394536e-48,1.81074091810226e-15,0.770523909501182,0.767219118236079,-0.0405524586225888,0.875726126385379,0.687899815495324,NA,NA,NA,NA
