"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"HINFP","HINFP","MA0131.2","3.82977",6.3201e-05,0.840388,0.819262,0.0460666,106,"False",0.050181594,4.06441193665702e-06,0.546195709801122,NA,NA,NA,0.000165434538181747,0.000338811129950266,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","3.36505",0.000377234,0.801203,0.780667,0.0569589,106,"False",0.0858009104,0.186876330304614,0.0578476888672307,0.738755553193577,0.735591215676697,0.808247664635655,0.433856582826589,0.102356904803224,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.31668",0.000448966,0.867022,0.844252,0.0651931,106,"False",0.0858009104,1.51812735740264e-13,0.000781724180531524,NA,NA,NA,0.00259669227582591,0.271091848012478,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","3.30568",0.000467466,0.844084,0.820331,0.0658449,106,"False",0.0858009104,5.15505450293321e-10,0.0470845377361308,0.550076862391613,0.546043396697946,-0.450579880885771,0.844987247074728,0.839065134070986,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","3.26492",0.000540308,0.828667,0.809526,0.0540552,106,"False",0.0858009104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","3.14282",0.000826035,0.833723,0.816155,0.0525689,106,"False",0.109311965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","3.0732",0.00104614,0.822746,0.804318,0.0560816,106,"False",0.118662165714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","3.0317",0.00120358,0.859441,0.839568,0.0569541,106,"False",0.119455315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","2.89364",0.0018831,0.888194,0.860109,0.0917036,106,"False",0.126699021111111,3.91518689605957e-05,0.0106598296366042,0.864230449704138,0.862359606112728,-0.116376721305257,0.348755899055071,0.912541008231547,NA,NA,NA,NA
"GLI2","GLI2","MA0734.2","2.88277",0.00193805,0.777351,0.764694,0.051483,106,"False",0.126699021111111,4.0826366339255e-08,0.00713362585695167,0.838072620899191,0.83673767026805,-0.282832636159899,0.602072091562884,0.857607971383154,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","2.88163",0.00196012,0.944739,0.92756,0.0513721,106,"False",0.126699021111111,6.72285152568566e-05,0.0161216638732297,0.984519193520372,0.983605629925477,0.0549196780666911,0.338627479054632,0.24992365256942,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.87505",0.00200113,0.868137,0.849665,0.055991,106,"False",0.126699021111111,0.00277682553643388,0.0196489349748077,NA,NA,NA,0.955532550191724,0.0989364488224664,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","2.8587",0.00210626,0.823402,0.808129,0.0479662,106,"False",0.126699021111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","2.80435",0.00250227,0.883114,0.865208,0.0508487,106,"False",0.126699021111111,5.05977981487558e-11,6.57326945887251e-07,0.934790756760769,0.932946649760086,0.101648897480735,0.972820942540745,0.87188968538234,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","2.78423",0.0026428,0.837957,0.826226,0.0481125,106,"False",0.126699021111111,0.000482782422663597,0.165196347339563,0.992261278232881,0.99162003076139,-0.0738820665213842,0.778630908331588,0.530056744306813,NA,NA,NA,NA
