GENE_SYMBOLS,refseq_ids
CORT,NM_001302
BTF3,NM_001037637
CRH,NM_000756
C8orf33,NM_023080
TCEAL8,NM_001006684
CCT7,NM_001009570
LSM3,NM_014463
SPCS1,NM_014041
SMIM20,NM_001145432
RPL9,NM_000661
NDUFS6,NM_004553
TOMM7,NM_019059
RPL41,NM_001035267
ANTKMT,NM_001271285
SMIM26,NM_001348957
SELENOM,NM_080430
TMEM19,NM_018279
ENTPD7,NM_001349962
COX7A2,NM_001366292
ATP5PF,NM_001003696
DNPH1,NM_006443
RPL11,NM_000975
ZNF362,NM_001370212
RPS8,NM_001012
TMEM59,NM_001305043
LAMTOR5,NM_001382293
WDR77,NM_001317062
RPS27,NM_001030
HAX1,NM_001018837
PCP4L1,NM_001102566
GLRX2,NM_001243399
COX20,NM_001312871
GORASP1,NM_001278789
TMA7,NM_001329417
RPL35A,NM_000996
MRPS18C,NM_001297767
RPL34,NM_000995
NDUFC1,NM_001184986
RASGRF2,NM_006909
UQCRQ,NM_014402
ATOX1,NM_004045
TOMM6,NM_001134493
MEA1,NM_001318942
LRRC73,NM_001012974
HDDC2,NM_016063
RPS12,NM_001016
PSMG3,NM_001134340
ATP5MF,NM_001003713
FAM185A,NM_001145268
DCTN3,NM_001281425
RALGPS1,NM_001190728
RPL7A,NM_000972
DCLRE1C,NM_001033855
ATP5MD,NA
LHPP,NM_001167880
SELENOH,NM_001321335
FAU,NM_001997
CHKA,NM_001277
CWC15,NM_001363371
TSPAN31,NM_001330168
RPL21,NM_000982
FKBP3,NM_002013
RPS29,NM_001030001
EIF2S1,NM_004094
CORO2B,NM_001190456
NDUFB10,NM_004548
SEZ6L2,NM_001114099
EMC6,NM_001014764
RNASEK,NM_001004333
RPL23,NM_000978
PSMC5,NM_001199163
ASXL3,NM_030632
C18orf32,NM_001035005
RPS9,NM_001013
MRPS26,NM_030811
OTUD5,NM_001136157
RPL36A,NM_001199972
TCEAL6,NM_001006938
S100A1,NM_006271
TOMM5,NM_001001790
GLS,NM_001256310
RPS14,NM_001025070
MRM2,NM_013393
MKX,NM_001242702
COPS7A,NM_001164093
TNFRSF19,NM_001204458
NEDD8,NM_006156
RPL36AL,NM_001001
RPLP1,NM_001003
ELOB,NM_007108
RPS15A,NM_001019
PRR14,NM_001320464
COX4I1,NM_001318786
SOX15,NM_006942
MIEF2,NM_001144900
GSDMB,NM_001042471
MRPS23,NM_016070
ATP5F1E,NM_006886
RPS21,NM_001024
UQCR10,NM_001003684
ATP1B2,NM_001303263
RPL18A,NM_000980
GPS2,NM_004489
ATP5ME,NM_007100
RPS23,NM_001025
RPS10,NM_001014
COL21A1,NM_001318751
ATP5MG,NM_006476
RBMS2,NM_001414459
NDUFB1,NM_004545
MRPL33,NM_004891
RPS13,NM_001017
PARK7,NM_001123377
C1orf122,NM_001142726
HPF1,NM_017867
HLA-B,NM_005514
RPL30,NM_000989
TLN1,NM_006289
AK1,NM_000476
DCUN1D3,NM_173475
UQCR11,NM_006830
RPS27A,NM_001135592
ATP5IF1,NM_016311
POLR1B,NM_001137604
SEC62,NM_003262
OSTC,NM_001267817
GALNTL6,NM_001034845
NEIL2,NM_001135746
UQCRB,NM_001199975
POLR2K,NM_005034
NDUFB9,NM_001278645
WDR34,NA
CHCHD1,NM_203298
TNKS1BP1,NM_033396
MRPL51,NM_016497
SNRNP35,NM_007020
DCAF11,NM_001163484
SLIRP,NM_001267863
ATP5MPL,NA
SHISA9,NM_001145204
IQCK,NM_001305121
COX6B1,NM_001863
CHGB,NM_001819
SQSTM1,NM_001142298
COX6C,NM_004374
IFI27L2,NM_032036
RBM11,NM_001320602
HMGN2,NM_005517
MANF,NM_006010
ABRACL,NM_021243
RPLP2,NM_001004
SERP2,NM_001010897
RUBCNL,NM_001286761
SPATA7,NM_001040428
TMEM219,NM_001083613
NOL3,NM_001185057
TOMM40,NM_001128916
TCEAL7,NM_001348258
RAB40A,NM_080879
DMAC1,NM_001318058
NECAB2,NM_001329748
RPL29,NM_000992
C9orf16,NA
C4orf48,NM_001141936
RAB24,NM_001031677
CHCHD2,NM_001320327
SYP,NM_003179
KRTCAP2,NM_173852
COPS9,NM_001163424
RPS28,NM_001031
MRPL40,NM_001318151
NDUFB11,NM_001135998
CYP4Z1,NM_178134
RPL24,NM_000986
CISD2,NM_001008388
SNHG8,NR_003584
FAT4,NM_001291285
STK3,NM_001256312
SET,NM_001122821
FAM192A,NA
RPS15,NM_001018
PET100,NM_001171155
RPL32,NM_000994
SLC7A14,NM_020949
HNRNPA2B1,NM_002137
BRI3,NM_001159491
ETNK1,NM_001039481
AP2M1,NM_001025205
PHPT1,NM_001135860
HEPN1,NM_001037558
LACC1,NM_001128303
GMPR2,NM_001002000
RPS26,NM_001029
FNDC4,NM_022823
TMEM208,NM_001318217
RPL22,NM_000983
STPG1,NM_001199012
APH1A,NM_001077628
JTB,NM_006694
URB2,NM_001314021
CNTN3,NM_001393376
MRPL47,NM_020409
NCBP2AS2,NM_001355243
NDUFA4,NM_002489
PDAP1,NM_014891
RPL8,NM_000973
RBM23,NM_001077351
SLC24A4,NM_001378620
PIK3IP1,NM_001135911
RPS19BP1,NM_194326
VBP1,NM_001303543
EEF1B2,NM_001037663
PSMB5,NM_001130725
SNHG6,NR_002599
ERI2,NM_001142725
SUMO2,NM_001005849
GRK4,NM_001004056
RWDD1,NM_001007464
RPS24,NM_001026
ARHGAP42,NM_001367945
RPL14,NM_001034996
MRPL46,NM_022163
RPL37A,NM_000998
RANBP6,NM_001243202
COX7B,NM_001866
RPL39,NM_001000
SPOCK3,NM_001040159
SLC32A1,NM_080552
SH3BGRL,NM_003022
TANGO6,NM_024562
LEFTY1,NM_020997
MDGA1,NM_153487
CELF1,NM_001025596
COMMD6,NM_001287392
SKA2,NM_001100595
GADD45GIP1,NM_052850
ZHX3,NM_001384315
ATG7,NM_001136031
EIF3K,NM_001300992
TAF13,NM_005645
PAM16,NM_016069
PPIL6,NM_001111298
FDX2,NM_001031734
NDUFB5,NM_001199957
ZCCHC10,NM_001300816
B4GALT2,NM_001005417
LRRC42,NM_001256409
SHISA5,NM_001272065
SNAPC5,NM_001329613
BLOC1S1,NM_001487
S100B,NM_006272
NDUFS5,NM_001184979
UQCRH,NM_001297565
NTNG1,NM_001113226
SH3YL1,NM_001159597
PCDH10,NM_020815
FGF1,NM_000800
SAP30L,NM_001131062
CUL7,NM_001168370
AP4M1,NM_001363671
RAB11FIP1,NM_001002233
MRPL50,NM_019051
RPL35,NM_007209
ANKRD16,NM_001009941
RPS25,NM_001028
GDF11,NM_005811
ATXN7L3B,NM_001136262
TDG,NM_001008411
MRPL57,NM_024026
HDDC3,NM_001286451
RPL26,NM_000987
RPL19,NM_000981
TIMM13,NM_012458
NDUFB7,NM_004146
UBE2S,NM_014501
CBLN4,NM_080617
MAGT1,NM_001367916
BEX4,NM_001080425
SEC61G,NM_001012456
RPS2,NM_002952
LARP6,NM_001286679
ZNF564,NM_144976
AP2S1,NM_001301076
SLC25A5,NM_001152
NDUFA11,NM_001193375
PIEZO2,NM_001378183
DDT,NM_001084392
COX5B,NM_001862
GRM7,NM_000844
AK4,NM_001005353
NCR3LG1,NM_001009913
TIA1,NM_001351508
EYA4,NM_001301012
RFX3,NM_001282116
GSTO1,NM_001191002
RCN1,NM_002901
SNRPB2,NM_003092
PRKCG,NM_001316329
GPATCH11,NM_001278505
ANKRD39,NM_016466
ATP2C1,NM_001001485
TMEM184C,NM_018241
MRPL14,NM_001318767
C7orf50,NM_001134395
NDUFB2,NM_004546
EPHX2,NM_001256482
SLC22A10,NM_001039752
ANO1,NM_001378092
ENDOD1,NM_015036
KSR2,NM_173598
MCHR1,NM_005297
DNAJC8,NM_014280
SCFD2,NM_152540
ATP5PO,NM_001697
FBXO2,NM_012168
RNF41,NM_001242826
ENDOG,NM_004435
DCTN4,NM_001135643
RPL18,NM_000979
MZT2B,NM_001330282
DDIT3,NM_001195053
ADPGK,NM_001365223
ZNF91,NM_001300951
PFDN4,NM_002623
NME3,NM_002513
SST,NM_001048
SNHG7,NM_032887
HELLPAR,NA
TRIM28,NM_005762
RAB5IF,NM_001199534
RPL10,NM_001256577
BTC,NM_001316963
BEX1,NM_018476
RAB4A,NM_001271998
CDHR2,NM_001171976
SPACA9,NM_001316897
ACP2,NM_001131064
TRIM9,NM_001387360
ARHGDIG,NM_001176
RPH3AL,NM_001190411
DLGAP3,NM_001080418
EIF3I,NM_001394168
CCDC191,NM_001353766
RNF7,NM_001201370
LAP3,NM_015907
CLEC2L,NM_001080511
DUSP4,NM_001394
SSNA1,NM_003731
RPL27A,NM_000990
MC1R,NM_002386
LSM7,NM_016199
MAPRE1,NM_012325
NDUFA13,NM_015965
ADAMTSL3,NM_001301110
UBL5,NM_001048241
RANBP1,NM_001278639
MRPS34,NM_001300900
ZNF562,NM_001130031
GTPBP4,NM_012341
GREB1,NM_014668
CDH11,NM_001308392
NBR2,NM_005821
LARS2,NM_001368263
ZNF582,NM_001320371
CFAP97,NM_001292033
BAD,NM_004322
OPA3,NM_001017989
UXT,NM_004182
RPL17,NM_000985
SLC38A2,NM_001307936
RPS27L,NM_015920
CHMP5,NM_001195536
MYO19,NM_001033579
COX7C,NM_001867
CCDC85B,NM_006848
DOHH,NM_001145165
RPS5,NM_001009
SLU7,NM_001364517
CYLD,NM_001042355
CPT1B,NM_001145134
POLE4,NM_019896
YIPF3,NM_015388
MZF1,NM_001267033
PDS5B,NM_015032
SLC10A4,NM_152679
TRAF3,NM_001199427
ADAT1,NM_001324444
SLC8A3,NM_001130417
SLC35B1,NM_001278784
SNRPG,NM_001317165
BUD31,NM_001370407
NR2F2,NM_001145155
PAXX,NM_001329678
FAM149A,NM_001006655
SLC39A11,NM_001159770
RPL38,NM_000999
TTC9B,NM_152479
HDAC8,NM_001166418
NDUFA5,NM_001282419
DAB2IP,NM_001395010
SPTB,NM_000347
TRAPPC5,NM_001042461
ZNF14,NM_021030
ZNF134,NM_003435
TCEAL2,NM_080390
PEX7,NM_000288
SETDB2,NM_001160308
RPL27,NM_000988
RPS3A,NM_001006
GFER,NM_005262
TCEAL5,NM_001012979
EMC7,NM_020154
SCAND1,NM_001385710
HES4,NM_001142467
ATRAID,NM_001170795
BOLA3,NM_001035505
USP39,NM_001256725
IDH1,NM_001282386
TMEM198,NM_001005209
SEC61A1,NM_001400328
GPRIN3,NM_198281
TRPC3,NM_001130698
RASGEF1C,NM_001031799
LYRM2,NM_020466
ARMT1,NM_001286562
OGDH,NM_001003941
MAMDC2,NM_001347990
COX6A1,NM_004373
KMT5A,NM_001324504
RBM25,NM_021239
PSMB10,NM_002801
GPX4,NM_001039847
PIN1,NM_006221
RPS16,NM_001020
TMEM160,NM_017854
NOP56,NM_006392
PCED1A,NM_001271168
TBC1D22A,NM_001284303
GARNL3,NM_001286779
MROH7,NM_001039464
B3GALT2,NM_003783
NDUFB3,NM_001257102
CLCN3,NM_001243372
RGMB,NM_001012761
RPS19,NM_001022
VRK3,NM_001025778
TCEAL4,NM_001006935
DNAJC19,NM_001190233
LPCAT4,NM_153613
OSGIN2,NM_001126111
ZNF277,NM_021994
UNC13C,NM_001080534
ST8SIA2,NM_001330416
PALLD,NM_001166108
IVD,NM_001159508
PCYOX1,NM_016297
ZNF236-DT,NR_040024
NDUFA12,NM_001258338
CNIH4,NM_001277197
COMMD1,NM_001321781
DUSP28,NM_001033575
TMEM9B,NM_001286094
KCNAB3,NM_004732
HIST3H2A,NA
DHFR2,NM_001195643
SIL1,NM_001037633
ALDH5A1,NM_001080
MRPS24,NM_032014
MRPL16,NM_017840
VEGFB,NM_001243733
FAM81A,NM_152450
RPL13,NM_000977
AAMP,NM_001087
RETREG2,NM_001321109
POMGNT2,NM_032806
BCL6,NM_001130845
SENP5,NM_001308045
SEPTIN7,NM_001011553
PHKG1,NM_001258459
LAMTOR4,NM_001008395
NAMPT,NM_005746
PTPRN2,NM_001308267
GSTP1,NM_000852
TMEM126A,NM_001244735
SUPT20H,NM_001014286
NAA16,NM_001110798
SCG3,NM_001165257
CCDC178,NM_001105528
POP4,NM_006627
POLR2I,NM_006233
AP1B1,NM_001127
RPS4X,NM_001007
TCEAL9,NM_001006612
PRRG3,NM_001372163
ARL4C,NM_001282431
FAM221A,NM_001127364
TCF12,NM_001306219
HTR2C,NM_000868
NDUFA1,NM_004541
NFIA,NM_001134673
KIAA0825,NM_001145678
HIGD2A,NM_138820
MDH2,NM_001282403
RIMS2,NM_001100117
TMEM141,NM_032928
ACVR1B,NM_001412774
FRY,NM_001411012
STX4,NM_001272095
DPH1,NM_001346574
ATP5PD,NM_001003785
GSS,NM_000178
RBM8A,NM_005105
SCRG1,NM_001329597
MYL6B,NM_001199629
DVL3,NM_004423
CD59,NM_000611
CTSF,NM_003793
VPS26B,NM_052875
SLC25A30,NM_001010875
DDX19B,NM_001014449
EIF2AK1,NM_001134335
ATP5MC1,NM_001002027
TXLNB,NM_153235
RPS3,NM_001005
ERH,NM_004450
EIF3J-DT,NR_034170
MPG,NM_001015052
ABCF3,NM_001351298
ERVK13-1,NM_001012731
FER,NM_001308028
MYL6,NM_021019
TIMM10,NM_012456
COX7A1,NM_001864
ATP6AP1L,NM_001017971
SLC35B4,NM_032826
PPARA,NM_001001928
KLHL13,NM_001168299
TMEM258,NM_014206
KIF7,NM_198525
RPL3,NM_000967
ANKRD49,NM_017704
GPR61,NM_001393907
FTCDNL1,NM_001350853
ENPP1,NM_006208
CPSF6,NM_001300947
TPGS1,NM_033513
CYTH3,NM_001367580
ENY2,NM_001193557
WSCD1,NM_001388405
SYT4,NM_020783
GOLIM4,NM_001308155
PPP1R35,NM_001346938
SPDYE2,NM_001031618
OTUB1,NM_017670
ACAD10,NM_001136538
CLEC16A,NM_001243403
SLC25A41,NM_001321298
ZNF419,NM_001098491
GTF2H5,NM_207118
RND2,NM_005440
ATP6V1F,NM_001198909
ARPC3,NM_001278556
CDK6,NM_001145306
CNTRL,NM_001330762
SELENOW,NM_003009
PCNA,NM_002592
E2F3,NM_001243076
DEPTOR,NM_001283012
ICA1,NM_001136020
GABARAPL1,NM_001363598
ZNF587B,NM_001204818
ABHD10,NM_001272069
EIF2B5,NM_003907
MRPL20,NM_001318485
NGF,NM_002506
CATSPERE,NM_001130957
ODC1,NM_001287188
ELMOD3,NM_001135021
PLXNA1,NM_032242
ZBBX,NM_001199201
AFAP1,NM_001134647
GRID2,NM_001286838
SAP30,NM_003864
CAMK2A,NM_001363989
WASF1,NM_001024934
HTR5A,NM_024012
XKR4,NM_052898
CCN3,NM_002514
COL5A1,NM_000093
NDUFS3,NM_004551
PRDX5,NM_001358511
NDUFS8,NM_002496
SPCS2,NM_014752
NRIP2,NM_031474
ATP5MC2,NM_001002031
POMP,NM_015932
NPAS3,NM_001164749
SERF2,NM_001018108
OMG,NM_002544
ZNF516,NM_014643
NFIC,NM_001245002
RABAC1,NM_006423
PHF20,NM_016436
ZMAT1,NM_001011657
