GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
ANKRD55,NM_001039935
SPRED2,NM_001128210
CRH,NM_000756
CBLN4,NM_080617
SPRY4,NM_001127496
SLC32A1,NM_080552
CORT,NM_001302
SHC3,NM_016848
ATP6V0E2,NM_001100592
PGAM1,NM_001317079
NSG2,NM_015980
ARL4C,NM_001282431
TGOLN2,NM_001206840
FXYD6,NM_001164831
GABBR1,NM_001319053
HES4,NM_001142467
PCP4L1,NM_001102566
HMGN1,NM_004965
TCIM,NM_020130
CAMK2N2,NM_033259
RPS6KA5,NM_001322227
PER2,NM_003894
PNMA8A,NM_001103149
BTF3,NM_001037637
TPD52L1,NM_001003395
SARAF,NM_001284239
SYNC,NM_001161708
SCN2B,NM_004588
GOT1,NM_002079
COPS7A,NM_001164093
CDIPT,NM_001286585
ATP1A1,NM_000701
TMEM151B,NM_001039704
NECAB2,NM_001329748
SERINC3,NM_006811
ATP6AP2,NM_005765
BEX4,NM_001080425
SEZ6L2,NM_001114099
GAD1,NM_000817
ATP6AP1,NM_001183
GNL1,NM_005275
GABRD,NM_000815
MRPL57,NM_024026
THY1,NM_001311160
RETREG2,NM_001321109
HDDC2,NM_016063
DUBR,NR_028301
SERINC1,NM_020755
SLC22A17,NM_001289050
SEC62,NM_003262
NCBP2AS2,NM_001355243
ATP1B2,NM_001303263
BLOC1S6,NM_001311255
PSAP,NM_001042465
VGF,NM_003378
SULT4A1,NM_014351
N4BP2,NM_001318359
NFE2L1,NM_001330261
ERP29,NM_001034025
ACP2,NM_001131064
ATP1A3,NM_001256213
TRPC3,NM_001130698
MOAP1,NM_022151
DUSP4,NM_001394
PPT1,NM_000310
TOMM5,NM_001001790
CCDC184,NM_001013635
GAD2,NM_000818
ALDOC,NM_005165
FGF9,NM_002010
EMC7,NM_020154
SRM,NM_003132
TCEAL7,NM_001348258
HMGN2,NM_005517
MCFD2,NM_001171506
TRIB2,NM_021643
SPCS1,NM_014041
APLP2,NM_001142276
SELENOH,NM_001321335
ISCU,NM_001301140
MAP1LC3A,NM_032514
RPL41,NM_001035267
HELLPAR,NA
TCEAL8,NM_001006684
LAMP5,NM_001199897
RPS27,NM_001030
PCYOX1,NM_016297
TSPAN31,NM_001330168
RPL15,NM_001253379
RAB11A,NM_001206836
SET,NM_001122821
SUMO1,NM_001005781
ITM2C,NM_001012514
SPRED1,NM_152594
PDE10A,NM_001130690
ARMCX3,NM_016607
NXPH2,NM_007226
SNAPC5,NM_001329613
FNDC4,NM_022823
CYCS,NM_018947
ZNF428,NM_182498
COX20,NM_001312871
ATP6V1D,NM_015994
ASPHD1,NM_181718
BACH1,NM_001011545
TUBGCP4,NM_001286414
BEX2,NM_001168399
NSG1,NM_001040101
RPS28,NM_001031
CD81,NM_001297649
CD59,NM_000611
RPS19BP1,NM_194326
SNHG32,NM_001040437
LDHA,NM_001135239
CCN3,NM_002514
SELENOM,NM_080430
PRPS1,NM_001204402
RPS23,NM_001025
RPS25,NM_001028
TAF7,NM_005642
FAT1,NM_005245
TMA7,NM_001329417
RPL10A,NM_007104
CHGB,NM_001819
RPL14,NM_001034996
PRKCD,NM_001316327
CADM4,NM_145296
RPL18,NM_000979
IGSF10,NM_001178145
RPL17,NM_000985
NDUFB5,NM_001199957
SLC10A4,NM_152679
RPL3,NM_000967
RPL35A,NM_000996
RPL7A,NM_000972
CWC15,NM_001363371
RPS15A,NM_001019
C18orf32,NM_001035005
HECA,NM_016217
DDIT3,NM_001195053
PINK1,NM_032409
STRAP,NM_007178
TMED2,NM_001321445
H3F3B,NA
SNHG6,NR_002599
FAU,NM_001997
VDAC1,NM_001401008
NAP1L5,NM_153757
NECAP1,NM_015509
SLC25A5,NM_001152
CYB5R1,NM_016243
NPM1,NM_001037738
LRP8,NM_001018054
PRKAR1A,NM_001276289
RPL23,NM_000978
RPL11,NM_000975
TRAF3IP2,NM_001164281
RND3,NM_001254738
B3GALNT1,NM_001038628
SCG5,NM_001144757
SAMD4A,NM_001161576
FARSA,NM_004461
KCNQ5,NM_001160130
MMP24OS,NM_001355003
RPSA,NM_001304288
RPL36AL,NM_001001
PAPSS2,NM_001015880
ACTG1,NM_001199954
RPL34,NM_000995
SSR2,NM_003145
GRINA,NM_000837
ATP5MD,NA
OS9,NM_001017956
RPS13,NM_001017
PKM,NM_001206796
TMEM167A,NM_174909
HSD17B12,NM_016142
SCRG1,NM_001329597
SCG2,NM_003469
RNASEK,NM_001004333
RPS27A,NM_001135592
ANGPTL1,NM_001376763
FILIP1L,NM_001042459
RPL9,NM_000661
RPL30,NM_000989
CDH18,NM_001167667
CCDC85B,NM_006848
SNHG8,NR_003584
HAX1,NM_001018837
APEX1,NM_001244249
RPLP1,NM_001003
NDUFS6,NM_004553
STMN3,NM_001276310
H2AFZ,NA
PSMD8,NM_002812
RGS8,NM_001102450
TOMM7,NM_019059
ATP5PF,NM_001003696
SALL2,NM_001291446
ERH,NM_004450
RPS7,NM_001011
ATP6V1E1,NM_001039366
SPDYE21P,NA
LAPTM4B,NM_018407
UBE2L6,NM_004223
CCDC65,NM_001286957
RPL19,NM_000981
PDE5A,NM_001083
CYSTM1,NM_032412
DEXI,NM_014015
GAS5,NR_002578
BOLA3,NM_001035505
ARCN1,NM_001142281
RPL36A,NM_001199972
PNMA2,NM_007257
RPL23A,NM_000984
ABRACL,NM_021243
SMDT1,NM_033318
VBP1,NM_001303543
RPL38,NM_000999
MYL6B,NM_001199629
P2RY14,NM_001081455
IGF1,NM_000618
GABARAPL1,NM_001363598
KCNAB1,NM_001308217
RPLP2,NM_001004
FDX2,NM_001031734
HLA-A,NM_001242758
TMEM208,NM_001318217
NAA16,NM_001110798
DBNDD2,NM_001048221
COX7C,NM_001867
TGFBR3,NM_001195683
EEF1B2,NM_001037663
PFKM,NM_000289
RPL21,NM_000982
NDUFB9,NM_001278645
SST,NM_001048
MARCKSL1,NM_023009
BEX3,NM_001282674
OTUB1,NM_017670
RPS19,NM_001022
CDC14B,NM_001077181
PIGS,NM_033198
SEC61G,NM_001012456
BCL2L14,NM_001370268
SYN3,NM_001135774
CCDC144A,NM_001382000
RPLP0,NM_001002
MRPS24,NM_032014
AP1S2,NM_001272071
FGF1,NM_000800
TMSB4X,NM_021109
TOMM20,NM_014765
EEF1G,NM_001404
RPL39,NM_001000
RNH1,NM_002939
EMC6,NM_001014764
GNG4,NM_001098721
LYRM2,NM_020466
POLR2I,NM_006233
MCRIP2,NM_001331229
TMEM9B,NM_001286094
RPL26,NM_000987
RPL18A,NM_000980
C8orf33,NM_023080
RPS15,NM_001018
ZFAS1,NR_003604
TIMM10B,NM_012192
TOMM40,NM_001128916
RPS9,NM_001013
ARHGAP18,NM_033515
REX1BD,NM_001100418
RPL37A,NM_000998
EIF4A2,NM_001967
RPL13,NM_000977
MRPL51,NM_016497
CAMK1G,NM_020439
RPS12,NM_001016
NDUFAF8,NM_001086521
ZPBP,NM_001159878
LBH,NM_030915
DCLRE1C,NM_001033855
NRIP3,NM_020645
CIRBP,NM_001280
ATP5MC2,NM_001002031
TIMM13,NM_012458
RSL24D1,NM_016304
