GENE_SYMBOLS,refseq_ids
RPS7,NM_001011
OTUB1,NM_017670
RPL38,NM_000999
MRFAP1,NM_001272053
FLRT1,NM_001384466
RPL23,NM_000978
CCDC85B,NM_006848
RNH1,NM_002939
ATP5PF,NM_001003696
TOMM7,NM_019059
MYL6B,NM_001199629
NEU1,NM_000434
FITM2,NM_001080472
ACTR6,NM_022496
ST8SIA2,NM_001330416
PDXP,NM_020315
RPL9,NM_000661
RAB3A,NM_002866
IL6ST,NM_001190981
RPL34,NM_000995
RPLP2,NM_001004
PCDH8,NM_002590
EIF4H,NM_022170
OAZ1,NM_001301020
TMSB4X,NM_021109
SEPHS2,NM_012248
TIMM13,NM_012458
LRRTM1,NM_178839
CXXC4,NM_025212
BEX1,NM_018476
SELENOK,NM_021237
HAX1,NM_001018837
VPS4A,NM_013245
SLC6A1,NM_001348250
EMC6,NM_001014764
RPL30,NM_000989
TAF13,NM_005645
FDX2,NM_001031734
HSBP1,NM_001537
ATP6V0C,NM_001198569
BEX5,NM_001012978
PIGS,NM_033198
NME9,NM_001349018
NPIPB5,NM_001135865
SNHG8,NR_003584
RPS19,NM_001022
LYRM9,NM_001076680
TH2LCRR,NR_132124
POLR1C,NM_001318876
SPDYE5,NM_001099435
RPL39,NM_001000
CALR,NM_004343
CENPJ,NM_018451
SELENOW,NM_003009
BOLA3,NM_001035505
SFRP1,NM_003012
HCRTR2,NM_001384272
CORO2B,NM_001190456
NT5C3B,NM_052935
KAT5,NM_001206833
RPL21,NM_000982
SDHAF1,NM_001042631
CHCHD2,NM_001320327
NDUFS6,NM_004553
MAGEF1,NM_022149
POLR2I,NM_006233
RAD18,NM_020165
ZNF706,NM_001042510
RPS27A,NM_001135592
WBP2,NM_001330499
BORCS7,NM_001136200
TRAPPC4,NM_001318486
ATOX1,NM_004045
RNF112,NM_007148
BCL2L2,NM_001199839
SRSF9,NM_003769
HRH1,NM_000861
KMO,NM_001410944
DDT,NM_001084392
TMEM9B,NM_001286094
SAT2,NM_001320845
RPL18A,NM_000980
C1orf56,NM_017860
GYG1,NM_001184720
SMIM19,NM_001135674
FAM32A,NM_014077
CALM3,NM_001329921
RPL37A,NM_000998
REX1BD,NM_001100418
RPL23A,NM_000984
MCRIP2,NM_001331229
DYNLL2,NM_080677
SNHG19,NR_132114
UQCR10,NM_001003684
GLRX5,NM_016417
LAMTOR5,NM_001382293
EEF1B2,NM_001037663
PCDH18,NM_001300828
UBE2S,NM_014501
CPLX3,NM_001030005
ARL4D,NM_001661
C12orf40,NM_001031748
PTPN13,NM_006264
SERTM1,NM_203451
RPS15,NM_001018
COX14,NM_001257133
RPL13,NM_000977
SEM1,NM_001201450
SV2C,NM_001297716
NBL1,NM_001204084
TOMM40,NM_001128916
UQCRFS1,NM_006003
WDR1,NM_005112
GAB1,NM_002039
RPS29,NM_001030001
NDUFB10,NM_004548
DOCK6,NM_001367830
GNL3,NM_014366
DPYSL4,NM_006426
RALYL,NM_001100391
TOR1A,NM_000113
SNRPD1,NM_001291916
ASCL1,NM_004316
RPL26,NM_000987
TIMM10,NM_012456
MIEF1,NM_001304564
WDR77,NM_001317062
DAZAP2,NM_001136264
GOLGA8A,NM_001368071
ATP6V1G1,NM_004888
RPL6,NM_000970
XBP1,NM_001079539
KBTBD6,NM_152903
FSTL4,NM_015082
RPL10,NM_001256577
MCHR1,NM_005297
NDUFB9,NM_001278645
PRKD3,NM_005813
CHCHD10,NM_001301339
UQCRB,NM_001199975
HNRNPA0,NM_006805
DSE,NM_001080976
RPS26,NM_001029
DNA2,NM_001080449
ANTKMT,NM_001271285
LRRTM4,NM_001134745
KBTBD7,NM_032138
C8orf33,NM_023080
PPP2R5B,NM_006244
NME2,NM_001018137
LRRC8C-DT,NR_033981
VDAC2,NM_001184783
CITED2,NM_001168388
RPS2,NM_002952
COX17,NM_001382002
RPS16,NM_001020
NDUFA7,NM_005001
ANKUB1,NM_001144960
GPR12,NM_005288
NDUFAF8,NM_001086521
VEGFB,NM_001243733
GID8,NM_017896
CYP51A1,NM_000786
DNAJC19,NM_001190233
VIP,NM_003381
CHML,NM_001381853
ATP5MPL,NA
MRPS34,NM_001300900
SPATA2L,NM_152339
DIRAS1,NM_145173
USP5,NM_001098536
PNOC,NM_001284244
NCBP2,NM_001042540
DBNDD2,NM_001048221
SNU13,NM_001003796
SPDYE1,NM_001378423
SRP9,NM_001130440
RPS21,NM_001024
ZNF213,NM_001134655
BLOC1S2,NM_001001342
ANGPT2,NM_001118887
RARRES1,NM_002888
ATP5IF1,NM_016311
EIF1B,NM_005875
AGBL5,NM_001035507
PNPO,NM_018129
RPS12,NM_001016
RPL36A,NM_001199972
NDUFB11,NM_001135998
MPI,NM_001289155
KLHL29,NM_025067
RPP25,NM_017793
CCDC115,NM_001321118
NME3,NM_002513
RNF103,NM_001198951
ATP5MC2,NM_001002031
RGS16,NM_002928
MRPL34,NM_001382342
SMIM26,NM_001348957
APOLD1,NM_001130415
OST4,NM_001134693
RPL24,NM_000986
ENDOG,NM_004435
TOMM22,NM_020243
PTGES2,NM_001256335
HSPA5,NM_005347
IQCA1,NM_001270584
RPS24,NM_001026
COX4I1,NM_001318786
SNHG29,NM_152350
LYRM2,NM_020466
POU3F3,NM_006236
SLC3A1,NM_000341
DCLRE1C,NM_001033855
MZT1,NM_001071775
CXADR,NM_001207063
QRICH2,NM_001388453
ATXN7L3B,NM_001136262
COX7B,NM_001866
MRPS26,NM_030811
C6orf226,NM_001008739
RPS3A,NM_001006
RPL27A,NM_000990
PMM1,NM_002676
MAGEE1,NM_020932
GPAA1,NM_003801
TIMM17A,NM_006335
C1orf216,NM_001348691
RPS9,NM_001013
DUSP7,NM_001947
POLR2K,NM_005034
ADGRV1,NM_032119
TCHP,NM_001143852
CHPF,NM_001195731
RPL29,NM_000992
SNHG15,NR_003697
TMEM160,NM_017854
CBARP,NM_001393918
MYCBP,NM_012333
CFTR,NM_000492
SLC35B1,NM_001278784
DCTN3,NM_001281425
ATP5MC1,NM_001002027
RPS10,NM_001014
GSS,NM_000178
CRLF3,NM_015986
RPS8,NM_001012
PEX11B,NM_001184795
HHIP,NM_022475
MRPL51,NM_016497
IQCJ-SCHIP1,NM_001197113
AIMP2,NM_001326606
RPL32,NM_000994
PITHD1,NM_020362
MRPS7,NM_015971
SPDYE3,NM_001004351
RNF141,NM_016422
PKD2L2,NM_001258448
PNMA6A,NM_032882
RAN,NM_001300796
MAP1LC3B,NM_022818
PTP4A3,NM_007079
RPS18,NM_022551
CYC1,NM_001916
PRNP,NM_000311
INSYN1,NM_001039614
RPS14,NM_001025070
HPCAL4,NM_001282396
MAK,NM_001242385
SLC9A6,NM_001042537
UQCRH,NM_001297565
CHRM5,NM_001320917
SLIRP,NM_001267863
MRPL43,NM_001308396
MRTO4,NM_016183
CFL2,NM_001243645
C1QTNF7,NM_001135170
GTF3C6,NM_138408
PLEKHJ1,NM_001300836
TMEM35A,NM_021637
BAX,NM_001291428
C12orf57,NM_001301834
ZNF565,NM_001042474
ADAMTS5,NM_007038
RPA3,NM_002947
P4HA3,NM_001288748
SLC39A7,NM_001077516
TXLNB,NM_153235
STRADB,NM_001206864
OMG,NM_002544
C4orf3,NM_001001701
LSM3,NM_014463
LONRF3,NM_001031855
PDAP1,NM_014891
GPX4,NM_001039847
RPL12,NM_000976
TANGO6,NM_024562
GPR27,NM_018971
TEX15,NM_001350162
EIF3I,NM_001394168
MANBAL,NM_001003897
MKRN2OS,NM_001195279
LSM5,NM_001130710
FTL,NM_000146
HAT1,NM_001033085
TBCC,NM_003192
CUEDC2,NM_024040
SPDYE2,NM_001031618
ZNHIT3,NM_001033577
CNDP2,NM_001168499
GMPR2,NM_001002000
CCK,NM_000729
SPSB3,NM_001324081
TMEM258,NM_014206
NUDCD2,NM_001329991
POLR2E,NM_001316323
ZSCAN18,NM_001145542
C1orf122,NM_001142726
RBIS,NM_001099670
FN1,NM_001306129
ZNF675,NM_138330
IRF2BPL,NM_024496
COPS8,NM_006710
RPL7,NM_000971
ARL6IP1,NM_001313858
MANEAL,NM_001031740
RPP21,NM_001199120
CES4A,NM_001190201
SF3A1,NM_001005409
ANKRD30BL,NM_001024655
SLC26A5,NM_001167962
CA1,NM_001128829
TINF2,NM_001099274
MZT2B,NM_001330282
MNS1,NM_018365
NDUFA4,NM_002489
CCT7,NM_001009570
USP1,NM_001017415
EPHB2,NM_001309192
CCDC192,NM_001317938
IFI27L2,NM_032036
LSM7,NM_016199
TPRG1L,NM_182752
NORAD,NR_027451
UBXN8,NM_001282189
RPL35,NM_007209
GABARAP,NM_007278
NDUFB2,NM_004546
RPL8,NM_000973
KCNJ4,NM_004981
MYDGF,NM_019107
MUC20,NM_001098516
ARL16,NM_001040025
DALRD3,NM_001009996
OXLD1,NM_001039842
CCDC28B,NM_001301011
HDDC3,NM_001286451
SERF2,NM_001018108
TMEM128,NM_001297551
IGSF21,NM_032880
TCEAL2,NM_080390
BEGAIN,NM_001159531
CXCL14,NM_004887
PNMA8B,NM_020709
SLC39A3,NM_144564
RANBP1,NM_001278639
CERS4,NM_024552
NXN,NM_001205319
TCEAL5,NM_001012979
ZDHHC4,NM_001134387
RPS4X,NM_001007
MRPL17,NM_022061
C16orf91,NA
ELOB,NM_007108
BICC1,NM_001080512
AHCY,NM_000687
RPL22L1,NM_001099645
GADD45A,NM_001199741
DPH2,NM_001039589
SYF2,NM_015484
RNF5,NM_006913
LAMTOR1,NM_017907
CCDC106,NM_001370467
CCDC127,NM_145265
GPSM2,NM_001321038
SQLE,NM_003129
TULP3,NM_001160408
GGCX,NM_000821
MFSD10,NM_001120
RPL37,NM_000997
MRPS23,NM_016070
RTL9,NM_001385449
C20orf27,NA
NEDD8,NM_006156
RFK,NM_018339
SRP14,NM_001309434
MED10,NM_032286
KIF9,NM_001134878
KIT,NM_000222
FKBP4,NM_002014
TUSC1,NM_001004125
RHBDL2,NM_001304746
PHLDA1,NM_007350
STAG3,NM_001282716
TAF9B,NM_015975
FRMPD1,NM_001371223
B3GALT1,NM_020981
KBTBD4,NM_001318716
ADIPOR1,NM_001290553
STOML1,NM_001256672
ELP5,NM_015362
NDUFB3,NM_001257102
RPL13A,NM_001270491
LYG2,NM_175735
SNHG7,NM_032887
SNRPE,NM_001304464
CISD2,NM_001008388
SNX31,NM_001363720
COPZ1,NM_001271734
TP53TG5,NM_014477
POLE4,NM_019896
RNF7,NM_001201370
ENO4,NM_001242699
SLC35C2,NM_001281457
SEC61B,NM_006808
NDUFC1,NM_001184986
POMP,NM_015932
PEX19,NM_001131039
PLEKHG3,NM_001308147
LRRC24,NM_001024678
SPRY2,NM_001318536
MAK16,NM_032509
NT5C,NM_001252377
FNDC5,NM_001171940
PSMG3,NM_001134340
NDUFAF4,NM_014165
TIMP3,NM_000362
TMEM237,NM_001044385
GABPB2,NM_001323906
ZNF622,NM_033414
RPL27,NM_000988
PPP1R35,NM_001346938
TRMT10B,NM_001286950
NDUFB1,NM_004545
SLC39A13,NM_001128225
TIMM8B,NM_012459
NEDD9,NM_001142393
IQUB,NM_001282855
TMEM263,NM_001319661
GTPBP2,NM_001286216
ACMSD,NM_001307983
DNPH1,NM_006443
GJD2,NM_020660
TCEAL6,NM_001006938
TARID,NR_109982
SNRNP25,NM_024571
IMPDH2,NM_000884
CCS,NM_005125
HSPA13,NM_006948
SHOC1,NM_001080551
RBMS2,NM_001414459
FAM174C,NM_017914
AAMP,NM_001087
B3GALT2,NM_003783
ATP6V1F,NM_001198909
TGFB1,NM_000660
PSMC5,NM_001199163
CD247,NM_000734
CD302,NM_001198763
COX7A2,NM_001366292
NDUFA13,NM_015965
UQCRQ,NM_014402
MZT2A,NM_001085365
ABHD14A,NM_015407
PDXDC1,NM_001285444
ARF6,NM_001663
RBM4B,NM_001286135
FDFT1,NM_001287742
LSM6,NM_007080
IGIP,NM_001007189
RUNX2,NM_001015051
PEG10,NM_001040152
PPCDC,NM_001301101
IMP4,NM_001320304
WDR73,NM_032856
SYVN1,NM_032431
PPIL1,NM_016059
PEX10,NM_001374425
CPNE7,NM_014427
STUB1,NM_001293197
RASGRF2,NM_006909
SHISA8,NM_001207020
C22orf39,NM_001166242
FOXO1,NM_002015
TM7SF2,NM_001277233
UQCR11,NM_006830
ETV4,NM_001079675
PTK2B,NM_004103
ACSM6,NM_207321
TMEM203,NM_053045
HIST3H2A,NA
PDHB,NM_000925
TDRD6,NM_001010870
DOCK5,NM_001322810
DPYD,NM_000110
ZNF66,NM_001009883
PURB,NM_033224
PARD6A,NM_001037281
GTF2IRD1,NM_001199207
TRPC7,NM_001167576
MFSD4B,NM_153369
DUSP26,NM_001305115
DRAP1,NM_006442
USHBP1,NM_001297703
TCTEX1D1,NA
MRPS17,NM_015969
MRPL35,NM_001363782
MSMO1,NM_001017369
RNF6,NM_005977
EPB41,NM_001166005
MRPL49,NM_004927
NEK5,NM_001365552
TUNAR,NM_001416131
TMEM19,NM_018279
SMIM27,NM_001349118
PFDN5,NM_002624
TMEM151A,NM_153266
MAGEH1,NM_014061
DDA1,NM_024050
TOM1L1,NM_001321173
RSL1D1,NM_015659
NAA38,NM_001320924
ATP5MF,NM_001003713
ARF5,NM_001662
FAM227B,NM_001330293
TRIM32,NM_001099679
TXN2,NM_012473
DBP,NM_001352
AIP,NM_001302959
RYR1,NM_000540
MRPL40,NM_001318151
ZNF7,NM_001282795
PRRG1,NM_000950
PHB,NA
ZXDB,NM_007157
PHKG1,NM_001258459
NHP2,NM_001034833
HAPLN1,NM_001884
C6orf120,NM_001029863
MAIP1,NM_001369399
HINT1,NM_005340
GON7,NM_032490
MMP16,NM_005941
THEM6,NM_001363000
RUNDC1,NM_001321381
LIN7B,NM_001308419
SYT4,NM_020783
RIC8A,NM_001286134
NMBR,NM_001324307
PFN2,NM_002628
COX7A1,NM_001864
HTRA2,NM_001321727
IFIT3,NM_001031683
CKMT2,NM_001099735
CFAP46,NM_001200049
ATP6V1G2,NM_001204078
KCNN3,NM_001204087
BTBD6,NM_001387567
TOMM6,NM_001134493
ERI2,NM_001142725
IGFBP5,NM_000599
CCDC113,NM_001142302
TMEM255A,NM_001104544
ANAPC15,NM_001278485
NPTN-IT1,NR_103844
KHDRBS2-OT,NA
MARCH9,NA
TRAPPC2L,NM_001318524
HRAS,NM_001130442
C4orf48,NM_001141936
COPS9,NM_001163424
MRPL36,NM_032479
LGALS3BP,NM_005567
PRAF2,NM_007213
KHDC1,NM_001251874
HMGCR,NM_000859
CA3,NM_005181
SMIM13,NM_001135575
CUTA,NM_001014433
PRKD1,NM_001330069
NDUFA1,NM_004541
MEG9,NR_047664
ICMT,NM_012405
QTRT2,NM_001256835
MAFB,NM_005461
IDH3B,NM_001258384
TMEM134,NM_001078650
EIF1AX,NM_001412
ADGRG2,NM_001079858
PLK2,NM_001252226
COX6B1,NM_001863
HYDIN,NM_001198542
HMGB3,NM_001301228
PRELID1,NM_001271828
STARD4,NM_001308056
LEPR,NM_001003679
GDF11,NM_005811
HAR1A,NR_003244
MYADM,NM_001020818
MEA1,NM_001318942
PEG13,NR_144431
PYURF,NM_032906
RELN,NM_005045
ATP5MC3,NM_001002256
SLC16A6,NM_001174166
COL26A1,NM_001278563
CGGBP1,NM_001008390
THYN1,NM_001037304
RPS5,NM_001009
RFX4,NM_001206691
TSTA3,NA
H1F0,NA
TMEM155,NA
ACYP1,NM_001107
YIF1A,NM_001300861
SLC25A33,NM_032315
GTF2A2,NM_001320929
NCK1-DT,NR_110175
ARHGAP28,NM_001010000
ATP5F1E,NM_006886
NEIL2,NM_001135746
TJP2,NM_001170414
ETV1,NM_001163147
NFE2L3,NM_004289
FUCA2,NM_032020
MYH11,NM_001040113
CBR3,NM_001236
GABARAPL2,NM_007285
ORMDL3,NM_001320801
PSMB10,NM_002801
PPP1R11,NM_021959
TRIM69,NM_001301144
NDUFC2,NM_001204054
PPEF1,NM_001377986
GCSH,NM_004483
PTRH2,NM_001015509
SC5D,NM_001024956
HLA-B,NM_005514
NAP1L2,NM_021963
CC2D2B,NM_001001732
UQCC3,NM_001085372
MUS81,NM_001350283
MIEF2,NM_001144900
SPRN,NM_001012508
MRPL47,NM_020409
SAC3D1,NM_001367485
BHLHE41,NM_030762
HLA-F,NM_001098478
PTPRK,NM_001135648
TXNDC5,NM_001145549
PCDH20,NM_022843
SATB2,NM_001172509
NDUFB7,NM_004146
TRPM3,NM_001007470
SPANXA2-OT1,NR_037183
CNPPD1,NM_001321389
TMEM141,NM_032928
SAXO2,NM_001008226
PEF1,NM_001359651
TTC9B,NM_152479
CD2BP2,NM_001243646
PIP4P1,NM_001100814
PCSK1N,NM_013271
TRNP1,NM_001013642
COX6C,NM_004374
CHDH,NM_018397
LSM4,NM_001252129
FKBP5,NM_001145775
NOLC1,NM_001284388
MMD2,NM_001100600
KRTCAP2,NM_173852
SURF1,NM_001280787
NDUFB4,NM_001168331
CDKN1B,NM_004064
TMEM132A,NM_017870
KLRG1,NM_001329099
DUOX1,NM_017434
RBM3,NM_001017430
NUDT22,NM_001128612
CHCHD1,NM_203298
SLC1A6,NM_001272087
FIS1,NM_016068
TCTA,NM_022171
NOP9,NM_001286367
CALB2,NM_001740
ADAT2,NM_001286259
TIRAP,NM_001039661
IL7,NM_000880
CLEC11A,NM_002975
FAM89B,NM_001098784
SNRPA1,NM_003090
MRPL46,NM_022163
KIAA1211L,NA
FIBP,NM_004214
UBXN1,NM_001286077
ILF3-DT,NM_203300
CLN5,NM_001366624
DHDDS,NM_001243564
TMPRSS11A,NM_001114387
CFAP70,NM_001350933
TMEM126A,NM_001244735
CENPB,NM_001810
HIPK4,NM_144685
TMTC4,NM_001079669
PBX3,NM_001134778
PDIA4,NM_001371244
IER2,NM_004907
RPS6,NM_001010
MLX,NM_013383
LHFPL2,NM_005779
ANOS1,NM_000216
B4GALT7,NM_007255
SGCD,NM_000337
TMEM18,NM_001352680
LIPI,NM_001302998
UFC1,NM_016406
MRPL21,NM_181512
FAHD2B,NM_001320848
MAP11,NA
ZNF275,NM_001080485
TRPC5,NM_012471
ATP5PD,NM_001003785
MED11,NM_001001683
THBS4,NM_001306212
EMG1,NM_001320049
R3HCC1,NM_001136108
POLE2,NM_001197330
PSMB6,NM_001270481
NUBP2,NM_001284501
SYCP3,NM_001177948
ADAM32,NM_001313994
PELI3,NM_001098510
B4GALT3,NM_001199873
PRSS51,XM_047422509
LHFPL6,NM_005780
JAKMIP1,NM_001099433
CACHD1,NM_001293274
TUSC2,NM_007275
GPATCH4,NM_001396855
ANLN,NM_001284301
EPHB3,NM_004443
LRRC63,NM_001024609
EIF3D,NM_003753
RDH14,NM_020905
POLE3,NM_001278255
CROCC,NM_014675
FMC1,NM_197964
TMEM191C,NM_001207052
WDR46,NM_001164267
PET100,NM_001171155
PARK7,NM_001123377
C3orf18,NM_001171740
LIPE,NM_001416100
TRPC4,NM_001135955
ATRAID,NM_001170795
B3GNT5,NM_032047
TMEM256,NM_152766
ODC1,NM_001287188
SLC7A5,NM_003486
SNX8,NM_013321
PET117,NM_001164811
GADD45GIP1,NM_052850
SCUBE2,NM_001170690
TMEM147,NM_001242597
POP5,NM_015918
MDH2,NM_001282403
TMEM115,NM_007024
POMZP3,NM_012230
INSIG1,NM_001346590
SPTSSA,NM_138288
ASGR1,NM_001197216
MLIP,NM_001281746
C19orf53,NM_014047
THAP7,NM_001008695
PXMP2,NM_018663
SELENOS,NM_018445
SFRP4,NM_003014
SNX17,NM_001267059
NMNAT1,NM_001297778
PCBP1,NM_006196
MYOM1,NM_003803
ZDHHC22,NM_001364172
SUPT4H1,NM_003168
FAM241B,NM_145306
TMPRSS11D,NM_004262
NDUFA6,NM_002490
LSM1,NM_014462
TUBB2A,NM_001069
GHR,NM_000163
TCF7,NM_001134851
LINGO1,NM_001301186
HAP1,NM_001079870
KIF15,NM_020242
SLC35F6,NM_017877
PAPPA,NM_002581
DEDD2,NM_001270614
GMNN,NM_001251989
PLA2G15,NM_001363551
HSP90AA1,NM_001017963
OPRK1,NM_000912
LRTM2,NM_001039029
MPDU1,NM_001330073
CBLN2,NM_182511
IDI1,NM_001317955
DNAAF4,NM_001033559
AMIGO1,NM_020703
FMO5,NM_001144829
NDUFS5,NM_001184979
LIN7C,NM_018362
COX5B,NM_001862
FUNDC1,NM_173794
GLRX,NM_001118890
ILF2,NM_001267809
TCOF1,NM_000356
SP9,NM_001145250
DPM3,NM_018973
SDE2,NM_152608
LSM10,NM_032881
MGAT4B,NM_014275
ACOT2,NM_001364177
FAAP100,NM_025161
EFCAB13,NM_001195192
COA4,NM_016565
SRRD,NM_001013694
BBC3,NM_001127240
ADO,NM_032804
