"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"SPI1",0.00648638704998366,3.52306678383128,17.7493851946991,"['CEBPB', 'CEBPD', 'BCL6', 'FOS', 'ETS1', 'PML', 'RUNX1']",0.822305474574837,0,0,7,"SPI1",0.822305474574837,0.00216894282731618,0.0322572492957164,0.989433919918226,0.988948396273375,0.0995078322222715,0.468087440561481,0.724769227878771
"BATF",0.0100842031543016,8.59237097980554,39.497283096915,"['NFIL3', 'FOS', 'JUNB']",0.822305474574837,0,0,3,"BATF",0.822305474574837,NA,NA,NA,NA,NA,NA,NA
"STAT3",0.0179424681783543,1.88089700996678,7.56230602681371,"['SMAD1', 'CDKN1A', 'CEBPB', 'HSPB1', 'FOS', 'IL1RAP', 'BMX', 'PML', 'SOCS3', 'TRIP10', 'HES1', 'SPRY1', 'CRYAB', 'FGFR3', 'CD44', 'HES5']",0.822305474574837,0,0,16,"STAT3",0.822305474574837,0.000120462363250935,0.0371097973096874,0.983381057301372,0.983029110164458,-0.108369886135233,0.982885488676231,1
"PAX5",0.021604028183019,6.0130890052356,23.0594476557362,"['ID3', 'ETS1', 'RUNX1']",0.822305474574837,0,0,3,"PAX5",0.822305474574837,NA,NA,NA,NA,NA,NA,NA
"RAD21",0.0222244722858064,1.8705024097181,7.12018197596552,"['SERPINB1', 'CEBPB', 'RPS3A', 'RPL23A', 'CP', 'C3', 'RPS15A', 'RPS19', 'RPS18', 'H2AFJ', 'TMSB4X', 'RPL22L1', 'RPS27A', 'RPS10', 'RPL17']",0.822305474574837,0,0,15,"RAD21",0.822305474574837,0.00581829517164384,0.0496628551155047,NA,NA,NA,0.960216252485335,0.943696786885679
"PPARD",0.0299977427896196,3.13676663747811,10.9994898449851,"['GADD45B', 'BCL6', 'GADD45A', 'NEDD4', 'SMAD9']",0.924930402679939,0,0,5,"PPARD",0.924930402679939,0.483069263677055,0.818739689630508,NA,NA,NA,0.214872445150905,0.330984272092661
"FLI1",0.0446205909793883,4.29356768885565,13.35110567854,"['SMAD9', 'RUNX1', 'ETV6']",0.999745562664271,0,0,3,"FLI1",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"NFKB1",0.0470338491135648,1.64708454810496,5.03495256609764,"['SERPINA3', 'CEBPB', 'IL1R1', 'IL18', 'HMGA2', 'FOS', 'ETS1', 'PML', 'SOCS3', 'ZFP36', 'SERPING1', 'MYH9', 'TAB2', 'MAP3K14', 'BANP', 'HSPA1A']",0.999745562664271,0,0,16,"NFKB1",0.999745562664271,0.00404638008683091,0.854549472596767,NA,NA,NA,0.352261708548179,0.599528416552802
"CEBPA",0.0650951194843614,1.96032291308829,5.35541734421577,"['CDKN1A', 'CEBPB', 'DBP', 'CEBPD', 'ACTN1', 'TRIB1', 'RUNX1', 'GFAP']",0.999745562664271,0,0,8,"CEBPA",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"JUND",0.0703533853500017,2.76489028213166,7.33863918115707,"['PRKCQ', 'FOS', 'ETS1', 'FOSL2']",0.999745562664271,0,0,4,"JUND",0.999745562664271,0.032358734966843,0.0404450113001243,0.730035877787582,0.739865598995616,0.65073907186168,0.0230908272059849,0.470988704970999
"TCF12",0.0759307722990772,3.33827806864456,8.60585801291311,"['ID3', 'PRSS23', 'RUNX1']",0.999745562664271,0,0,3,"TCF12",0.999745562664271,5.40997440645683e-06,0.0742999481462888,NA,NA,NA,0.0317464062618718,0.16007561790841
"DMRT1",0.093161840195734,19.9895652173913,47.4435755305981,"['TRIM29']",0.999745562664271,0,0,1,"DMRT1",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"ERG",0.105757057614464,2.35726038667215,5.2958464653998,"['RPL7A', 'RPS18', 'NEDD4', 'HSPA1B']",0.999745562664271,0,0,4,"ERG",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"BACH1",0.114429089862769,2.7303664921466,5.91888834609474,"['BARD1', 'SMAD1', 'SMAD9']",0.999745562664271,0,0,3,"BACH1",0.999745562664271,0.0385916856289743,0.597111629445416,NA,NA,NA,0.0720064541295458,0.226614852705941
"ELK4",0.125320809895755,3.63763066202091,7.55491636832886,"['ID3', 'FOS']",0.999745562664271,0,0,2,"ELK4",0.999745562664271,0.00784527094932238,0.229161090013526,0.999501882639252,0.999501882639252,-0.0195180176713587,0.986193665445875,0.97196208128772
"ELK1",0.130183872214197,2.16556416556417,4.41516830267069,"['EGR1', 'CEBPB', 'ID3', 'FOS']",0.999745562664271,0,0,4,"ELK1",0.999745562664271,0.357266923722869,0.274357220773054,NA,NA,NA,0.786267674934066,0.926876660252543
"TCF4",0.138802961985471,2.10839160839161,4.16344067966451,"['LGALS3', 'EGR1', 'ID3', 'PML']",0.999745562664271,0,0,4,"TCF4",0.999745562664271,5.21069000539725e-05,0.155510271656542,0.709805213989,0.717857104995526,-0.657464190606464,0.169617493863555,0.623325365480139
"KRT7",0.14178407639561,3.33420441347271,6.51320150284515,"['HSPA1B', 'HSPA1A']",0.999745562664271,0,0,2,"KRT7",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"EP300",0.144609759641333,1.31292596944771,2.53882658082367,"['EGR1', 'SMAD1', 'CDKN1A', 'CEBPB', 'XBP1', 'CEBPD', 'C1R', 'FOS', 'ETS1', 'PML', 'FOSL2', 'RUNX1', 'ACTA2', 'PLSCR1', 'DBP', 'BCL6', 'IRF7', 'ARSF', 'NUPR1', 'JUNB', 'CD44']",0.999745562664271,0,0,21,"EP300",0.999745562664271,2.8729492510077e-05,0.338741363410746,NA,NA,NA,0.132105733342128,0.536827244181562
"ATF3",0.147643679385831,2.0541509772279,3.92949525991515,"['CEBPB', 'ID3', 'JUNB', 'FGFR3']",0.999745562664271,0,0,4,"ATF3",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"GATA1",0.149626321159763,1.85525718362846,3.52427304899418,"['TRIM29', 'HSPB1', 'RPS27A', 'HSPA1B', 'RUNX1']",0.999745562664271,0,0,5,"GATA1",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"SMAD3",0.15341292144685,1.3310009487666,2.49512387342475,"['EGR1', 'RASL12', 'SMAD1', 'CEBPB', 'CEBPD', 'SMAD9', 'HMGA2', 'PYGL', 'FOS', 'ETS1', 'PML', 'RUNX1', 'SOCS3', 'NEDD4', 'IRF7', 'PCDH1', 'JUNB', 'HSPA1B']",0.999745562664271,0,0,18,"SMAD3",0.999745562664271,5.15845114541239e-05,0.0195287456167577,0.990113802316206,0.989849502884552,0.0369736585940141,0.950928949579823,0.988109310598121
"MEIS1",0.158669689758609,3.07745912623961,5.66538886192961,"['CEBPB', 'ETS1']",0.999745562664271,0,0,2,"MEIS1",0.999745562664271,0.244850753260848,0.148098838752503,NA,NA,NA,0.850929086295037,0.985552377539699
"NR2F2",0.158669689758609,3.07745912623961,5.66538886192961,"['CEBPB', 'HIPK3']",0.999745562664271,0,0,2,"NR2F2",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"EMX2",0.17765835351798,6.66202898550725,11.5112728187197,"['TLE2']",0.999745562664271,0,0,1,"EMX2",0.999745562664271,0.421272714895245,0.925513839600686,NA,NA,NA,0.85275736446657,0.921349207251185
"RUNX1",0.1820376707248,1.62460881934566,2.76758875836296,"['SMAD1', 'TLE2', 'CEBPB', 'FOS', 'ETS1', 'PML']",0.999745562664271,0,0,6,"RUNX1",0.999745562664271,0.000100595921507601,0.444754245547254,0.570999529951723,0.567977986891561,-0.882073306963173,0.644049282164289,0.31482938980566
"NCOR1",0.190314024150196,1.44380952380952,2.39539523395956,"['CDKN1A', 'CEBPB', 'BCL6', 'ACTN2', 'TAB2', 'ETS1', 'PML', 'RUNX1', 'ETV6']",0.999745562664271,0,0,9,"NCOR1",0.999745562664271,7.56040203671008e-06,0.0888776332045707,NA,NA,NA,0.554302294512848,0.948628835219033
"NFIC",0.21111630058701,2.49978222996516,3.88802656656851,"['CEBPB', 'GLRX']",0.999745562664271,0,0,2,"NFIC",0.999745562664271,0.168808373261836,0.521507960788378,NA,NA,NA,0.712331712524958,0.987973423306276
"SP1",0.226758336791188,1.30793246993525,1.94080230901224,"['EGR1', 'CEBPB', 'KLF6', 'BCL6', 'IFI16', 'SHC1', 'RNF19A', 'MYH9', 'ETS1', 'GBP1', 'PML', 'RUNX1']",0.999745562664271,0,0,12,"SP1",0.999745562664271,0.000708978796548889,0.137660040927003,0.714604460145304,0.723162608646163,0.0686965512540216,0.647961665703697,0.372789766638535
"NOD2",0.232556832007843,1.87549083769634,2.73562965552525,"['SOCS3', 'ACAP1', 'MAP3K14']",0.999745562664271,0,0,3,"NOD2",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"HOXD13",0.254294125731439,3.99652173913043,5.47229216994636,"['SMAD1']",0.999745562664271,0,0,1,"HOXD13",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"GATA4",0.258446815226336,1.76485987064983,2.38797073859428,"['SMAD1', 'ID3', 'FOS']",0.999745562664271,0,0,3,"GATA4",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"MYCN",0.264933041985322,2.10452961672474,2.79540071997382,"['HES6', 'GRK5']",0.999745562664271,0,0,2,"MYCN",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"GATA2",0.282932960827033,1.99912891986063,2.52399081574312,"['PML', 'RUNX1']",0.999745562664271,0,0,2,"GATA2",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"JUNB",0.284691449499741,1.66652123327516,2.0937328157219,"['CEBPB', 'FOS', 'FOSL2']",0.999745562664271,0,0,3,"JUNB",0.999745562664271,0.00521769988268614,0.268368428593823,0.972134673714499,0.971009064329419,0.223458905185829,0.998918025285564,0.973083091688432
"RARA",0.294662003053297,1.26905879722781,1.55069636103669,"['RBP2', 'GADD45B', 'BAG3', 'GADD45A', 'ARID5A', 'FAS', 'MAP3K14', 'PML', 'RUNX1']",0.999745562664271,0,0,9,"RARA",0.999745562664271,0.884401701684774,0.919178169951624,NA,NA,NA,0.904771109864956,0.820906956189189
"ILF3",0.301822262956389,1.19360944953434,1.42984501290309,"['RPS3A', 'RPL23A', 'RPL10A', 'RPL9', 'NDRG1', 'RAB11A', 'RPS26', 'RPL7A', 'RPS28', 'PLSCR1', 'RPS15A', 'GRK5', 'RPL37A', 'RPL17']",0.999745562664271,0,0,14,"ILF3",0.999745562664271,0.00899011583582085,0.0656179613196807,NA,NA,NA,0.0696174791726616,0.177461398472631
"TP53",0.303878490156391,1.12858606557377,1.34428974184843,"['CEBPB', 'CDKN1A', 'BTG2', 'HSPB1', 'ETS1', 'GRK5', 'IFI16', 'TMSB4X', 'RPS27A', 'RPS10', 'BANP', 'BARD1', 'SMAD1', 'NQO1', 'EGR1', 'GADD45A', 'TNFRSF10B', 'BMX', 'HIPK3', 'PML', 'KLF6', 'SERPING1', 'FAS', 'RPL26', 'CRYAB', 'HSPA1B', 'HSPA1A']",0.999745562664271,0,0,27,"TP53",0.999745562664271,0.022128532359942,0.968198323726415,0.558576646783829,0.555835895374054,-2.21959304726071,0.177032682294278,0.300381131193929
"ZNF274",0.323799279196055,2.85416149068323,3.21844229971419,"['SERPING1']",0.999745562664271,0,0,1,"ZNF274",0.999745562664271,0.239459284620828,0.834906222447623,NA,NA,NA,0.0493299037749397,0.0618053670690064
"LMO4",0.354168557809819,1.66536004645761,1.72861429659404,"['GADD45A', 'SMAD9']",0.999745562664271,0,0,2,"LMO4",0.999745562664271,0.0275144051634295,0.104432618710744,NA,NA,NA,0.953123858551817,0.973473032512164
"MXI1",0.356087350330261,2.49717391304348,2.57852987168504,"['SMAD1']",0.999745562664271,0,0,1,"MXI1",0.999745562664271,1.72281643355046e-05,0.00973286117330603,0.954416486226921,0.954227695879313,0.0965593818156808,0.00322245622168145,0.0324910937079565
"MAZ",0.356087350330261,2.49717391304348,2.57852987168504,"['FOS']",0.999745562664271,0,0,1,"MAZ",0.999745562664271,0.932984808075015,0.593070508134745,NA,NA,NA,0.343945915333222,0.880817514796762
"BCL3",0.364104170406309,1.42769882822239,1.44242592690412,"['BARD1', 'SHC1', 'FOS']",0.999745562664271,0,0,3,"BCL3",0.999745562664271,NA,NA,NA,NA,NA,NA,NA
"CBFB",0.371627383849862,1.598606271777,1.58240213201863,"['SERPING1', 'RUNX1']",0.999745562664271,0,0,2,"CBFB",0.999745562664271,0.000229101758488452,0.0346463381229583,0.920933281168624,0.921865093678197,-0.252716004006343,0.749197822149224,0.722358903087643
"SMAD1",0.375435275131034,1.16893424036281,1.14516886329447,"['RASL12', 'BTG2', 'COL4A1', 'VEPH1', 'NEDD4', 'SMAD9', 'HMGA2', 'RPS27A', 'RUNX1']",0.999745562664271,0,0,9,"SMAD1",0.999745562664271,9.13041238129881e-08,0.000148545731930492,0.889233170726339,0.8936418669261,0.0748959498683527,0.897185109664818,0.984697656012178
"YY1",0.385834782258287,1.21169590643275,1.15395378167681,"['SMAD1', 'BCL6', 'NEDD4', 'SPRY1', 'FOS', 'JUNB']",0.999745562664271,0,0,6,"YY1",0.999745562664271,0.0366664710363957,0.778754516546014,NA,NA,NA,0.984990406217192,0.93803969239934
"MBD4",0.386836236752361,2.21951690821256,2.10799469843363,"['FAS']",0.999745562664271,0,0,1,"MBD4",0.999745562664271,0.148403821300256,0.791633799734864,NA,NA,NA,0.937220951584137,0.869264582842881
"ETS2",0.388893637814778,1.53698740284106,1.45160682641187,"['FOS', 'ETS1']",0.999745562664271,0,0,2,"ETS2",0.999745562664271,0.699993673406011,0.185406019206901,NA,NA,NA,0.743135103757858,0.957094171840828
"PML",0.4034358724532,1.15067382713547,1.04451005028535,"['PLSCR1', 'RNF125', 'BCL6', 'FAS', 'FOS', 'SYNE2', 'RUNX1', 'BANP']",0.999745562664271,0,0,8,"PML",0.999745562664271,0.00784113443555132,0.113125167756387,0.960938680543942,0.961062913225815,0.223810219874273,0.605173372633304,0.956271884086468
"AR",0.405785517504056,1.11101260835303,1.0020562028877,"['EGR1', 'SMAD1', 'BTG2', 'CEBPB', 'IFI16', 'ACTN2', 'ARID5A', 'TAB2', 'FOS', 'HIPK3', 'RUNX1', 'HSPA1A']",0.999745562664271,0,0,12,"AR",0.999745562664271,0.320993271242988,0.391470517484676,NA,NA,NA,0.178012092699171,0.348803152213145
"CDKN2AIP",0.416119190309592,1.99739130434783,1.75127982776176,"['BARD1']",0.999745562664271,0,0,1,"CDKN2AIP",0.999745562664271,0.388044438407616,0.865107660163234,NA,NA,NA,0.620896526290189,0.932893225239524
"STAT5A",0.419725631945248,1.22969338353954,1.06756327696703,"['CEBPB', 'SHC1', 'BMX', 'MRPS6']",0.999745562664271,0,0,4,"STAT5A",0.999745562664271,0.928623504633309,0.528737318139601,NA,NA,NA,0.472029237136693,0.496281231697478
"NR2C2",0.439335429001945,1.37762825904121,1.13308833567384,"['CEBPB', 'TAB2']",0.999745562664271,0,0,2,"NR2C2",0.999745562664271,0.252119601171769,0.539510098751245,NA,NA,NA,0.128880241250746,0.526221405223016
"TBL1XR1",0.439335429001945,1.37762825904121,1.13308833567384,"['BCL6', 'TAB2']",0.999745562664271,0,0,2,"TBL1XR1",0.999745562664271,0.0368192356498789,0.578884256976489,NA,NA,NA,0.0323139877668364,0.113066061716831
