"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"RBPJ (human)",0.01067278402858,3.08777194298575,14.0186647202737,"['RPL7A', 'POLD4', 'RPL41', 'RPS15A', 'S100A16', 'KCNJ13', 'RPL14', 'RPL15']",0.998020917008461,0,0,8,"RBPJ",0.998020917008461,0.145763492272095,0.777291025069538,NA,NA,NA,0.265172480239993,0.350498752679025
"PLAU (human)",0.0444066501404452,2.88943355119826,8.99875373484128,"['PRELID1', 'RPL41', 'RPL13', 'RPS3A', 'RPL9']",0.998020917008461,0,0,5,"PLAU",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"SREBF2 (human)",0.0498831993968606,2.52121212121212,7.55877299171774,"['OST4', 'TSC22D4', 'POLD4', 'S100A16', 'KCNJ13', 'RPL9']",0.998020917008461,0,0,6,"SREBF2",0.998020917008461,0.0342344219286821,0.0121659911238645,NA,NA,NA,0.682057537663521,0.709393685629683
"JUN (mouse)",0.0551771612094383,2.45100354191263,7.10106255373627,"['RPL7A', 'POLD4', 'RPL41', 'TMED2', 'RPL13', 'FAU']",0.998020917008461,0,0,6,"JUN",0.998020917008461,0.0400163729110129,0.535939494029189,0.935379330653186,0.936179376047862,0.0208143791776347,0.913886871563383,1
"IRF7 (human)",0.0664769163322241,29.3157894736842,79.4721887644021,"['RPS27A']",0.998020917008461,0,0,1,"IRF7",0.998020917008461,0.00657704048244394,0.0130158908927932,0.953822121289462,0.953835651687823,0.155526116210162,0.701308588411344,0.725656101260222
"HIF1A (human)",0.0667779875836994,2.32098765432099,6.28147869910997,"['TSC22D4', 'RPS15A', 'TMED2', 'RPL13', 'FAU', 'COX7A1']",0.998020917008461,0,0,6,"HIF1A",0.998020917008461,0.0629494007900719,0.760191038465783,NA,NA,NA,0.295673026665261,0.228156716210574
"RARA (human)",0.0858454195976439,2.3373440285205,5.73866352918243,"['OST4', 'RPL13', 'RPL9', 'RPS12', 'RPL19']",0.998020917008461,0,0,5,"RARA",0.998020917008461,0.884401701684774,0.919178169951624,NA,NA,NA,0.904771109864956,0.820906956189189
"IRF2 (mouse)",0.0900055591260295,2.30026338893766,5.53876704769992,"['CHCHD5', 'RPL22L1', 'RPL26', 'RPL9', 'COX7A1']",0.998020917008461,0,0,5,"IRF2",0.998020917008461,0.0130431834267677,0.776230768043154,NA,NA,NA,0.773158211555077,0.949251663763978
"CRX (human)",0.0900055591260295,2.30026338893766,5.53876704769992,"['RPL41', 'TMED2', 'RPL13', 'RPS3A', 'FAU']",0.998020917008461,0,0,5,"CRX",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"TLX1::NFIC (human)",0.0980805067791734,14.6447368421053,34.0045903961574,"['RPL7A']",0.998020917008461,0,0,1,"TLX1::NFIC",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"PITX2 (human)",0.100744881423134,1.75617109478048,4.03070047117944,"['CHCHD5', 'RPS15A', 'KCNJ13', 'RPL14', 'TMED2', 'RPL13', 'RPS3A', 'A2ML1', 'RPL15', 'FAU']",0.998020917008461,0,0,10,"PITX2",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"PITX1 (human)",0.103119920988425,2.1953781512605,4.98759770474111,"['RPS15A', 'RPL14', 'TMED2', 'RPL13', 'FAU']",0.998020917008461,0,0,5,"PITX1",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"HOXD9 (human)",0.107699227935668,2.16238608119304,4.81868895918877,"['RPS15A', 'KCNJ13', 'RPL14', 'A2ML1', 'RPL19']",0.998020917008461,0,0,5,"HOXD9",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
"NR5A2 (mouse)",0.112380486357929,2.13031045751634,4.65657099474358,"['CHCHD5', 'RPL7A', 'PRELID1', 'TMED2', 'COX7A1']",0.998020917008461,0,0,5,"NR5A2",0.998020917008461,NA,NA,NA,NA,NA,NA,NA
