pathway,pval,padj,log2err,ES,NES,size,leadingEdge
sleep_No_Change_wake_No Change,8.4058824517145e-06,8.4058824517145e-05,0.593325476396405,0.500048124396099,1.3343499703726,245,UQCR10|ATOX1|UQCR11|MICOS13|MFGE8|BAG1|FAU|UXT|HINT3|RPL11|PDZRN4|TOP3B|SSR4|RPL35|MEA1|NDUFA7|ATP5IF1|RPS18|NDUFA6|PFDN5|BTF3L4|S100A1|GPSM1|BCAN|LSM7|RPS19|TXN|NDUFA12|COMMD3|WDR1|RPL17|PAQR8|KCNAB2|IFNGR2|INTS6L|PMM1|ARPC1A|RNF5|DNAJC27|CCDC85A|C12orf57|GADD45GIP1|SF3B2|CDK16|RAB40A|U2AF1L4|VEZF1|NDUFB7|DNAJC8|BSN|PNPLA6|UBE2V1|GLRX2|ARAF|CHMP3|SRSF3|PPDPF|YIPF1|IMP3|RPS7|SCN4B|BTF3|PES1|ACIN1|CHKA|IDH3B|MDP1|ZNF330|IP6K2|MRPL20|ACP1|YKT6|EIF2B5|XRN2|ITM2C|LGI3|AARSD1|CDH13|OAZ1|MSL1|SEC62|MMD2|SOD2|ERGIC3|STK11|PHF20L1|CHMP1A|FBXO44|NICN1|CEND1|SCAND1|RFLNB|SH3RF1|GM2A|REEP2|STMN1|DUSP8|ANKRD33B
sleep_UP_wake_No_Change,0.000517479396549912,0.00258739698274956,0.477270815362862,0.423013366725329,1.15449767259358,751,RPS10|RPL29|MZT2A|SNRNP25|TMSB10|COX5B|PRADC1|TMEM141|FIS1|SUN2|UQCRFS1|ATP5MC1|MZT2B|CENPX|RNASEK|COMMD5|GNB4|RPL18A|GBA2|RPS15|COX8A|MRPL54|NCBP2AS2|EIF3K|ACTL6B|CHCHD10|SMDT1|SHD|MRPL2|PSMB10|DIPK1B|NME2|NFU1|PHF20|DNAJC19|RPS18|KCNH2|RPL18|PIK3IP1|PFDN5|GABARAPL1|VPS45|TMEM203|GSTO1|ELOB|NMRAL1|DDX56|PRDX5|ZFP28|DCTN2|FBXW5|ISCU|ARFGAP1|KRT222|RPS5|NDUFA12|CTDNEP1|NDUFAF8|HMGN2|BRK1|NDUFA8|VPS51|SERF2|EIF2B3|ASPHD2|SELENOM|DBNDD2|CORO1A|NDUFB11|FASTK|PMM1|NIPSNAP1|PARK7|RPS9|SAC3D1|RPL19|SRGAP2B|SMU1|GLB1|NDUFA11|MRPS34|THAP3|RPL15|ATP5F1D|COA8|CDK16|MPDU1|RAB40A|BEX1|GMPPA|EXOSC4|MGLL|ZDHHC4|GPR153|NFKBIB|CLPP|SVOP|NUDT6|PTPMT1|EMC7|SMIM19|YDJC|GET3|REEP6|GPR162|COPS6|PPM1A|SMIM20|GPR137|RPL13|NDUFS8|TAF10|DUSP28|RPL3|AP2M1|HRAS|RASGEF1C|PRAF2|DMAC1|RPL14|SDHAF1|EMC9|RWDD2A|SLC35B2|DHPS|ID2|EMC4|TPGS1|NDUFS7|NDUFV1|MRPS26|GUCY1B1|SMYD5|ALAS1|SLC25A5|WNT9A|BORCS5|SLC29A1|MAN1B1|NDRG3|BABAM2|VPS37D|TSEN34|RPL28|NHP2|SNX4|UQCC3|LRRC24|HK1|BTBD6|IDH3A|FIBP|GNG3|APEX1|CDK10|ACP1|TTC9B|MED27|TIMM13|STOML2|EDF1|NOP53|WASHC1|TMEM18|SCG3|PCNX3|TAFA5|MRPL55|SLC6A6|TTYH1|VPS8|DOHH|LACTB2|BRD2|NEK6|SERHL2|GUCY1A1|DEGS1|LDHB|CSNK2B|UBE2M|LGI3|POP7|LSM10|RYK|PIGP|SPATS2L|VPS53|PRDX6|ADGRB2|MRPL16|NIPSNAP3A|DNAJC18|GART|TIPIN|RBFA|MAPK8IP2|STARD10|PIN1|BCL7A|ABCA2|PEX16|PTN|RAB3A|KCNJ9|ERGIC3|CCN3|OTULIN|NENF|MRNIP|NDUFB4|CCDC74A|VPS25|MORF4L1|ENY2|NSG1|ATP6V1G1|MYL12B|UFC1|BRI3|HINT2|SSU72|ZNF707|VEGFB|APOE|STMN1|UBA1|ZNHIT2|DGCR6L|TK2|BEX3|SLC25A11|LYRM9|PRR36|PHACTR3|DNAJC14|GRM2|ATP5F1A|AK1|NDUFV2|TMEM151A|SEC14L1|RTCB|ARHGAP1|PIK3R2|MFSD5|FDFT1|AP2S1|ZC3H6|C1QBP|CREB3|CSTF1|MRPL57|SGTB|MKRN2|NDUFAF3|MIF|DPYSL4|SYT5|MAN2B1|NISCH|DGAT2|ZFYVE19|PSMD8|SLC22A8|TRAP1|SQSTM1|RAN|NIPSNAP3B|LIMA1|SLC25A4|BCAP29|SMPD1|NAGA|PFKM|SAP18|RETREG2|MPG|EIF3D|SAR1A|SIK3|RNF208|CHID1|CLIP3|USP22|HDAC3|LDB1|NGEF|RUNDC3A|FIG4|TMEM147|COPS5|B4GALT2|EEF2|RABAC1|BET1L|ZWILCH|PRXL2B|STAMBP|ABHD16A|XPA|ARRDC4|LRPAP1|ZNRD2|UQCRC1|G6PC3|BOLA1|KEAP1|PCYOX1|SLC12A9|ME3|SORCS2|TCTA|COA3|GDA|RAB11A|TXNL4A|ATP6V0E2|TMEM132A|FAM131B|ADRM1|EIF5|TBC1D9B|WDR54
All_DE_sleep_wake_genes,0.0080991900809919,0.026997300269973,0.160146983509279,0.38603975942764,1.06616323851192,2621,UQCR10|RPS10|NEDD8|ATOX1|RPL29|MZT2A|SNRNP25|ANTKMT|UQCR11|MRPS18B|MICOS13|TMSB10|COX5B|PRADC1|SIAH1|NRIP2|TMEM141|MFGE8|PLCXD2|FIS1|PHF10|SUN2|UQCRFS1|BAG1|ATP5MC1|FAU|UXT|MZT2B|CENPX|HINT3|RNASEK|RPL11|PDZRN4|COMMD5|MRPL51|GNB4|RPL18A|ZFP36L1|GBA2|RPS15|PHPT1|TOP3B|COX8A|MRPL54|SSR4|TMEM201|RNF181|NCBP2AS2|SLC5A3|EIF3K|ACTL6B|CHCHD10|SMDT1|TMEM160|HRH1|FLII|SHD|RPL35|MRPL2|PSMB10|MEA1|NDUFA7|DIPK1B|NME2|NFU1|PPP2R5C|PHF20|ATP5IF1|BLOC1S1|DNAJC19|RPS18|NDUFA6|KCNH2|SPART|OCIAD2|VWA3A|RPL18|PIK3IP1|PFDN5|GABARAPL1|BTF3L4|SLC24A3|VPS45|TMEM203|GSTO1|ELOB|S100A1|GPSM1|BCAN|NMRAL1|DCDC2B|LSM7|NPTX2|DDX56|PRDX5|ZFP28|DCTN2|EGR1|HAX1|FBXW5|SLC38A2|ENPP5|BIN1|EIF4E2|RPS19|ISCU|ATG13|ARFGAP1|DCXR|TRIB2|ZNF322|KRT222|TXN|EXTL1|RANBP1|RPS5|GPS1|NDUFA12|CTDNEP1|NDUFAF8|GALNT9|ITM2A|COMMD3|PHLDA1|CHMP2A|WDR1|ZBTB33|RPL17|HMGN2|BRK1|NDUFA8|ILVBL|POFUT1|PAQR8|KCNAB2|VPS51|SERF2|DNAJC4|TTC30A|MAGED2|ABRACL|HSD17B12|SDF2L1|EIF2B3|LARP6|ASPHD2|IFNGR2|MIB2|TSC22D3|PKP4|SELENOM|LPP|DBNDD2|GNA12|EXOSC8|GSTP1|RTN2|CORO1A|RPL7A|NDUFB11|GABARAPL2|INTS6L|GUK1|FASTK|PMM1|HSDL1|NIPSNAP1|PARK7|NCOA5|FRMD8|RPS9|CYS1|SAC3D1|ITGAV|TESK2|GPAT4|ARPC1A|R3HDM1|ETNK1|RPL19|SRGAP2B|LRIG2|RAD51C|EFR3A|ATP7A|SMU1|RNF5|HSPA2|CYTH2|DNAJC27|CCDC85A|FOSL2|C12orf57|MYO5B|ACOX1|GPR12|PSMA7|GLB1|GADD45GIP1|SF3B2|ARSG|NDUFA11|PPCDC|COMMD7|MRPS34|FGFBP3|WBP4|THAP3|ELK3|HEXIM1|DRAP1|BICD2|RPL15|PLEKHO1|ATP5F1D|ABCF1|FEM1C|TUBG1|HOMER2|SLC35F5|COA8|KIAA0408|CDK16|KIAA1549|MPDU1|FKBP3|TAPBP|RAB40A|BEX1|U2AF1L4|SEPTIN4|RALGPS2|GMPPA|IDH2|ANAPC2|EXOSC4|TMEM33|VEZF1|PLPPR1|MGLL|ZDHHC4|GPR153|VDAC2|DAP3|RPL6|NFKBIB|EBPL|UBXN1|SLC9A5|PTPN1|IPMK|HINT1|TBC1D8B|ADAM8|NDUFB7|SND1|RND2|EIF2S2|C1orf122|GRB10|DNAJC8|CLPP|ACHE|COPE|BSN|PFDN6|SYNGR3|PHYH|SSTR2|PNPLA6|ORC6|SVOP|MRPL58|NEFM|UBE2V1|NUDT6|PTPMT1|EMC7|TSNAX|GLRX2|SMIM19|EHD1|YDJC|AGBL3|GET3|ARAF|SPRED3|REEP6|ARL6IP4|ZDBF2|CHMP3|SOCS7|ZNF451|SRSF3|TEX264|GABPA|KCNT1|PSME1|MBD3|PPDPF|TIRAP|YIPF1|IMP3|NFIL3|CAPN12|TMEM87B|HERC1|GPR162|COPS6|STX2|MAPK7|TIMM17B|PPM1A|CEACAM1|RPS7|SMIM20|GPR137|BAZ1A|RPL13|RTF2|NDUFS8|PTPN9|TAF10|CBLL1|NBR1|PSMC3|NDUFAB1|EIF4ENIF1|DUSP28|QRICH1|STAP2|EIF3J|RPL3|NPTN|AP2M1|HRAS|GPKOW|SCN4B|PICALM|RASGEF1C|PRAF2|DMAC1|NCL|ACLY|DNAJB11|CELF6|FMNL1|ARID4A|INHBA|RPL14|NR4A3|MFN2|METTL3|MRPS7|SDHAF1|EMC9|ACVR1|BTF3|DUSP6|POLK|GPC6|STT3A|PPP2R5B|PES1|RWDD2A|TMEM106C|SLC35B2|DHPS|SV2A|FAM43A|ID2|HGSNAT|EMC4|ACIN1|BAG6|TPGS1|KYAT1|WDR18|NDUFS7|ARC|C17orf100|BDP1|RPA2|ARHGDIG|NDUFV1|SLC6A7|ATP5MC2|MRPS26|GUCY1B1|SMYD5|UBE2S|DGLUCY|FASN|NDUFAF4|PLEC|PAQR9|ZFP90|C1orf50|ALAS1|SLC25A5|ZFX|SLC25A28|WNT9A|VAMP1|BORCS5|CHKA|PAOX|IDH3B|JAKMIP1|DENND11|LUC7L2|PMVK|SLC29A1|MAN1B1|NDRG3|MDP1|ATRAID|FZR1|PPM1K|EED|RSBN1|ZNF330|FOS|BABAM2|TMEM151B|VPS37D|LTV1|UBR7|VAMP4|TSEN34|OTUB2|SRSF6|RPL28|NHP2|SNX4|TRIM16|THAP1|HSPA1B|P2RY12|UQCC3|SPG21|FNDC3A|LRRC24|NUBP2|NDUFS3|KLF6|SMYD2|HK1|RFX3|DCTN6|IRF2|ELFN2|SLC25A42|BTBD6|IDH3A|CRTAP|FIBP|GNG3|IP6K2|EYA3|SET|GRHPR|RAB4A|SCARB2|AKTIP|TUBD1|RNF126|DDX19B|LDLRAD4|MMAB|CBFA2T3|RASGRP2|PRSS23|APEX1|CDK10|MRPL20|C2orf73|ACP1|GTPBP4|YKT6|ORC3|TTC9B|RANBP2|EIF2B5|MED27|GPX4|L3MBTL3|UBE3A|TIMM13|PCYT2|C1orf198|TLE5|F13A1|CDC37L1|STOML2|EDF1|TOMM34|UBL7|VAT1|NOP53|WASHC1|PDCD2|TMEM18|SCG3|XRN2|MAST1|CDH11|UNC119|PCNX3|TAFA5|MRPL55|HOOK3|RILPL1|CCPG1|SLC6A6|DNAJB1|ATP5F1C|IMPDH2|TTYH1|VPS8|SERBP1|DOHH|LACTB2|FLT3|EP400|E2F1|BRD2|JPT1|TJAP1|NEK6|SERHL2|OXA1L|GUCY1A1|PDE6D|DEGS1|TMEM214|SLC25A18|CPNE7|RNF8|LDHB|ACER2|CSNK2B|ITM2C|CTSA|UBE2M|LGI3|SERTM1|KCNF1|EIF3F|POP7|AARSD1|NT5C3B|VDAC1|LSM10|RYK|PIGP|CDH13|FZD1|SPATS2L|HOMER1|USH2A|SOD1|POLR3K|LAMP1|GADD45A|CDH2|PTPRU|CYGB|DCAF11|NRBP2|OAZ1|CPPED1|MSL1|SEC62|VPS53|C11orf54|PURA|LARGE1|PRDX6|PLEKHJ1|SLC44A2|ADGRB2|PPP2R3B|MRPL16|MMD2|DUSP4|GRK6|NIPSNAP3A|ZNF32|ZNF688|NAXE|DNAJC18|CENPP|GART|FH|BMP1|TIPIN|GCSH|THY1|SRP14|RBFA|MAOA|BCL6|RABGAP1|SURF2|MAPK8IP2|STARD10|PIN1|HSPH1|CD83|BCL7A|ALG1L2|PHF21A|SLC48A1|SOD2|ABCA2|SIK2|ACTR1A|FURIN|ZFAND4|GMEB1|SREK1|PEX16|INA|PTN|RAB3A|ZFY|SMG1|KCNJ9|LRRC8C|TSR2|ERGIC3|USP48|LIPA|DDR1|SLC4A3|RNF32|CCN3|STK11|OTULIN|NKTR|SYNCRIP|PRKCB|MAZ|PTK2|APOBEC4|PHF20L1|LETM1|CBY1|SMAD5|RUNDC3B|NENF|MRNIP|RTCA|SMIM14|OXCT1|NDUFB4|ENOX1|PLEKHA3|CCDC74A|CHMP1A|INSIG1|HUNK|VPS25|XPO6|MORF4L1|TMCC1|ENY2|NSG1|SBK1|ATP6V1G1|USP15|CWC27|MYL12B|MIDN|UFC1|EIF3G|BRI3|FBXO44|CCS|NICN1|CARNMT1|VPS35L|ANKRD44|CSDE1|ZBTB21|RBM33|CEND1|SURF1|HINT2|SCAND1|ATF4|RFLNB|SSU72|KCNS2|SH3RF1|MED7|NOTCH4|CYP1B1|JDP2|GM2A|ZNF707|IQGAP1|BDH1|TLCD4|CPSF2|HS3ST1|WDCP|SPRN|ACD|PAXX|VEGFB|DDX59|APOE|TAF9|TM6SF1|REEP2|COMMD8|DNAJC28|STMN1|DUSP8|LUZP2|UBA1|ZNHIT2|FCHSD2|DOP1B|ANKRD33B|DDX54|DGCR6L|PLCD4|TK2|MRPL12|TBC1D17|ABCC9|ARL4A|OPTN|CHMP7|RBM4B|BEX3|SLC16A2|RTRAF|KDM6B|AZI2|VPS4A|TRMT13|RNF165|RAD23A|SLC25A11|TUBB|GPT2|COL4A1|RSU1|LYRM9|API5|MANF|PRR36|BUB3|REX1BD|DDRGK1|MNAT1|WDR17|PHACTR3|DYRK3|NOXRED1|SS18|DNAJC14|HPS3|GRM2|ATP5F1A|ZSCAN18|AK1|CDC42EP4|ZNF131|NDUFV2|LRSAM1|TMEM151A|SEC14L1|RTCB|SLC1A2|MMUT|FAM174C|PPP2R1B|HSPA4|MATK|POLR3H|ARHGAP1|PPP1R7|FAM136A|PIK3R2|SYT3|CAMK2N2|MFSD5|NELFE|ZBTB2|SMARCAD1|MICALL2|FDFT1|AP2S1|ZC3H6|NRXN2|C1QBP|EDRF1|DYNC1H1|C14orf119|ZNF143|DYNLT3|RCOR1|CREB3|DENND1A|DHCR24|CSTF1|PLEKHG1|MRPL57|CASP8AP2|SHF|BACH2|DIO2|BTBD9|SLC22A23|HIGD2A|ARL15|CFP|SGTB|IK|KCTD13|HSPB1|RDH14|MKRN2|CDK5|PIGL|GNB2|NDUFAF3|LSS|MIF|KCNJ11|DPYSL4|SYT5|TPD52L1|PUF60|FAM13B|CCT2|SIRT7|SLC24A2|MCOLN1|MAN2B1|DNAJB2|LRP6|PTDSS2|TMTC3|CHPF2|AKR1B1|NISCH|FOXO3B|DGAT2|ST7|STARD4|ZFYVE19|TRMT1L|PSMD8|FASTKD5|RAB11B|ITGB1|FOXP4|DNAJB5|CDKL4|TPST1|HERPUD1|UBE2Z|ARSB|SLC22A8|PTBP1|NAT8L|NKAIN1|TRAP1|CABLES2|TMEM134|SQSTM1|RAN|NIPSNAP3B|COQ10A|OSTC|MAP6|LIMA1|SLC25A4|TM9SF3|BCAP29|SMPD1|TMEM30A|NAGA|MAFG|TMEM186|PFKM|SLC36A1|AP2A2|CCDC50|GRAMD2B|SAP18|CCDC66|RETREG2|MPG|GMCL1|CDS2|ZMYM3|ZBTB40|FBL|EIF3D|SAR1A|PBX2|SH3BGRL3|ZHX1|SIK3|RNF208|CHID1|CLIP3|HDAC6|USP22|HDAC3|CAPN5|APMAP|LDB1|ERLEC1|DDA1|HMGB3|NGEF|STOX2|RUNDC3A|FIG4|TMEM147|COPS5|ABCC1|PGLYRP1|AKAP1|NPC2|DRAM1|B4GALT2|RASGEF1B|HNRNPA1|DTD1|NUB1|EEF2|SREBF1|TMEM178A|CFAP20|MRPS9|OTUD1|RABAC1|PWWP2A|BET1L|SC5D|ARIH2|CERS5|MRPL23|GLCCI1|ZWILCH|PSPC1|EIF2S3|PRXL2B|ZMYND8
sleep_No_Change_wake_UP,0.270572942705729,0.676432356764324,0.0236893179822521,0.394898517521852,1.04981747955511,215,NEDD8|MRPL51|OCIAD2|VWA3A|NPTX2|SLC38A2|BIN1|ZNF322|PAQR8|LPP|ITGAV|RAD51C|EFR3A|ABCF1|SLC9A5|PTPN1|IPMK|HINT1|EIF2S2|AGBL3|TIRAP|YIPF1|PTPN9|CBLL1|QRICH1|NPTN|ARID4A|NR4A3|MFN2|POLK|GPC6|FAM43A|C17orf100|NDUFAF4|PAQR9|TRIM16|FNDC3A|ELFN2|SLC25A42|EYA3|DDX19B|C2orf73|GTPBP4|F13A1|VAT1|ACER2|FZD1|USH2A|PTPRU|ZFY|LIPA|NKTR|MAZ|PLEKHA3|TMCC1|USP15|CARNMT1|NOTCH4|CYP1B1|JDP2|WDCP|TM6SF1|LUZP2|KDM6B|RNF165|COL4A1|SS18|SLC1A2|FAM174C|EDRF1|PLEKHG1|MRPL57|CASP8AP2|DIO2|LRP6|FOXO3B|PTBP1|MAFG|TMEM186|CCDC50|DDA1|STOX2|PGLYRP1|ADCYAP1|C2orf81|RRM2B|SPATA5|AGO2
sleep_UP_wake_DOWN,0.769223077692231,0.976902309769023,0.00790219661025097,0.353848401971009,0.940326542622777,213,TMEM141|GNB4|PPP2R5C|PIK3IP1|BTF3L4|ZFP28|LARP6|GSTP1|CYTH2|FGFBP3|DRAP1|SLC35F5|UBXN1|C1orf122|ACHE|PHYH|AGBL3|ARL6IP4|KCNT1|PSME1|HGSNAT|SLC25A28|WNT9A|ATRAID|FZR1|UBR7|SPG21|NDUFS3|SMYD2|DCTN6|GRHPR|MMAB|TLE5|NOP53|MAST1|UNC119|CTSA|LGI3|LAMP1|ZNF32|ZNF688|ACTR1A|SLC4A3|CBY1|HUNK|XPO6|NICN1|SURF1|BDH1|TAF9|COMMD8|ARL4A|OPTN|SLC16A2|RAD23A|PPP1R7|NELFE|FDFT1|DHCR24|SHF|SGTB|KCTD13|LSS|DPYSL4|ARSB|TRAP1|TMEM134|COQ10A|MAP6|CAPN5|APMAP|HMGB3|RASGEF1B|DTD1
sleep_No_Change_wake_DOWN,0.770922907709229,0.976902309769023,0.00786435517865071,0.35377320130466,0.96494395407245,727,ANTKMT|MRPS18B|COX5B|SIAH1|FIS1|PHPT1|RNF181|TMEM160|FLII|PHF20|BLOC1S1|SLC24A3|NMRAL1|ENPP5|BIN1|ATG13|EXTL1|RANBP1|GPS1|ITM2A|CHMP2A|WDR1|ILVBL|POFUT1|VPS51|DNAJC4|MAGED2|PKP4|EXOSC8|RTN2|CORO1A|GABARAPL2|GUK1|HSDL1|FRMD8|TESK2|LRIG2|HSPA2|MYO5B|ACOX1|GPR12|SF3B2|ARSG|COMMD7|WBP4|THAP3|PLEKHO1|FEM1C|TUBG1|FKBP3|TAPBP|SEPTIN4|GMPPA|IDH2|ANAPC2|PLPPR1|VDAC2|DAP3|EBPL|SND1|RND2|GRB10|COPE|PFDN6|SYNGR3|ORC6|MRPL58|EHD1|TEX264|KCNT1|MBD3|TMEM87B|HERC1|STX2|MAPK7|PPM1A|RTF2|PSMC3|EIF4ENIF1|QRICH1|NCL|ACLY|MFN2|MRPS7|STT3A|PPP2R5B|TMEM106C|SV2A|BAG6|RPA2|NDUFV1|SLC6A7|ATP5MC2|UBE2S|DGLUCY|FASN|PLEC|ZFP90|VAMP1|PAOX|JAKMIP1|LUC7L2|PMVK|MDP1|PPM1K|BABAM2|VAMP4|P2RY12|KLF6|CRTAP|SET|RAB4A|SCARB2|AKTIP|RNF126|RASGRP2|ORC3|PCYT2|C1orf198|TOMM34|UBL7|PDCD2|TAFA5|SLC6A6|ATP5F1C|IMPDH2|E2F1|BRD2|JPT1|GUCY1A1|PDE6D|SLC25A18|SERTM1|EIF3F|NT5C3B|VDAC1|SOD1|CDH2|CYGB|DCAF11|NRBP2|CPPED1|C11orf54|PLEKHJ1|SLC44A2|PPP2R3B|GRK6|NAXE|DNAJC18|CENPP|FH|BMP1|GCSH|SRP14|MAOA|RABGAP1|SURF2|CD83|ALG1L2|SLC48A1|TSR2|USP48|DDR1|LETM1|RUNDC3B|RTCA|SMIM14|OXCT1|CCDC74A|INSIG1|CWC27|EIF3G|VPS35L|ANKRD44|CSDE1|KCNS2|GM2A|HS3ST1|DDX59|FCHSD2|DOP1B|DDX54|MRPL12|TBC1D17|OPTN|CHMP7|SLC16A2|RTRAF|VPS4A|TRMT13|RAD23A|RSU1|DDRGK1|MNAT1|WDR17|HPS3|ZSCAN18|CDC42EP4|LRSAM1|RTCB|MMUT|HSPA4|MATK|FAM136A|CAMK2N2|DYNC1H1|CREB3|DENND1A|SLC22A23|IK|RDH14|CDK5|GNB2|TPD52L1|PUF60|CCT2|SLC24A2|MCOLN1|AKR1B1|FOXO3B|STARD4|ITGB1|FOXP4|TPST1|UBE2Z|NAT8L|NKAIN1|CABLES2|TM9SF3|TMEM30A|AP2A2|SAP18|GMCL1|CDS2|ZMYM3|FBL|ZHX1|HDAC6|ERLEC1|RUNDC3A|ABCC1|AKAP1|NPC2|HNRNPA1|NUB1|SREBF1|MRPS9|BET1L|ARIH2|CERS5|GLCCI1|TVP23A|ADD3|HLA-F|CBR1|LRPAP1|RBM22|COPS7A|KLF16|ADGRF5|FBXO2|ECHS1|ABCB1|OCIAD1|PKIB|DCAF15|ARL2BP|DOCK7|USE1|RPP21|SHROOM2|IDH1|PSME4|MSL2|RWDD3|NUDT19|NCSTN|TPRG1L|SLAIN1|ANKRD11|KIAA0930|TMOD1|PLEKHB1|RRP1|EPB41L2|DIRAS1|MARCKSL1|PGD|EGFL7|BAX|RUSC1|LXN|IFIT2|NUCB2|WDR45|CDC42EP2|WWOX|NMNAT2|HSBP1|HNRNPR|SLC39A6|TMEM150A|RASGRF2|FBXO21|DYRK1A|DCTN5|INAFM1|ANKRD46
sleep_DOWN_wake_No_Change,0.783321667833217,0.976902309769023,0.0075877884294152,0.352508479443791,0.951565672852672,401,NRIP2|PLCXD2|PHF10|ATP5MC1|ZFP36L1|MRPL54|NCBP2AS2|SLC5A3|PPP2R5C|DCDC2B|EGR1|HAX1|GALNT9|PHLDA1|ZBTB33|TTC30A|ABRACL|HSD17B12|SDF2L1|NCOA5|CYS1|GPAT4|R3HDM1|ETNK1|SRGAP2B|RAD51C|PPCDC|HEXIM1|BICD2|KIAA0408|KIAA1549|PTPN1|IPMK|TBC1D8B|NEFM|TSNAX|SPRED3|SOCS7|ZNF451|GABPA|CAPN12|CEACAM1|BAZ1A|NDUFAB1|STAP2|EIF3J|PICALM|DNAJB11|CELF6|PES1|KYAT1|BDP1|C1orf50|DENND11|EED|RSBN1|TMEM151B|LTV1|OTUB2|SRSF6|FNDC3A|RFX3|IRF2|LDLRAD4|CBFA2T3|RANBP2|L3MBTL3|CDC37L1|CDH11|HOOK3|RILPL1|CCPG1|IMPDH2|SERBP1|TJAP1|OXA1L|TMEM214|KCNF1|HOMER1|POLR3K|SEC62|LARGE1|DUSP4|BCL6|HSPH1|FURIN|GMEB1|SREK1|INA|ZFY|SMG1|LIPA|SYNCRIP|PRKCB|PTK2|SMAD5|ENOX1|TMCC1|SBK1|ZBTB21|ATF4|MED7|TLCD4|CPSF2|DNAJC28|PLCD4|ABCC9|RBM4B|KDM6B|AZI2|API5|MANF|SMARCAD1|EDRF1|C14orf119|RCOR1|BACH2|BTBD9|CFP|FAM13B|TMTC3|TRMT1L|FASTKD5|DNAJB5|MAP6|SAP18|CCDC66|SIK3|DRAM1|TMEM178A|OTUD1|PWWP2A|ARIH2|ZMYND8|ALG8|SETD7|AGO2|LCOR|UCHL5|ATP2C1|MYO9B|PSD3|TXNL4A|PPM1H|TRAF4
sleep_UP_wake_UP,0.84051594840516,0.976902309769023,0.00628437726295782,0.344244237705325,0.897720469960721,126,TMEM201|EIF4E2|DCXR|TSC22D3|RPL7A|PSMA7|RPL6|TIMM17B|NDUFS8|DHPS|WDR18|ARHGDIG|NUBP2|DCTN6|PRSS23|GPX4|THY1|ZFAND4|CCS|RBM33|IQGAP1|SPRN|PAXX|TUBB|DYRK3|POLR3H|ZBTB2|PIGL|KCNJ11|SIRT7|CHPF2|RAB11B|SH3BGRL3|CHID1|DDA1|ADCYAP1|ABHD16A|TCTA|TUBA1A|FKBP5|RSPH9|CAMK1G|SETBP1|BRAT1|PATZ1|TOX|TNFRSF10B|P4HTM|TMTC2|GSTM4|ABHD18|APBB3|CRYL1|FBXO6|SYNDIG1|KCTD14|DTNB|TRAK1|PRKCA|ARID5B|SLC16A14
sleep_DOWN_wake_UP,0.899510048995101,0.976902309769023,0.00482207608045382,0.328258009229334,0.835031605106835,72,NPTX2|TRIB2|TMEM33|ADAM8|FMNL1|INHBA|THAP1|TUBD1|FLT3|CPNE7|PHF21A|SIK2|LRRC8C|RNF32|PTK2|APOBEC4|TAF9|RNF165|GPT2|NOXRED1|DIO2|ST7|DNAJB5|SLC36A1|ZMYND8|PPM1H|FOSB|PSME4|SCG2
sleep_DOWN_wake_DOWN,0.976902309769023,0.976902309769023,0.00221836754401438,0.314945114602867,0.83726545362957,215,ZFP36L1|SLC5A3|HRH1|SPART|MIB2|GNA12|ATP7A|FOSL2|GPR12|ELK3|HOMER2|KIAA0408|SEPTIN4|RALGPS2|TMEM33|SSTR2|ZDBF2|NFIL3|CEACAM1|BAZ1A|PTPN9|NBR1|GPKOW|METTL3|ACVR1|DUSP6|ARC|ZFX|LUC7L2|FOS|HSPA1B|L3MBTL3|UBE3A|DNAJB1|EP400|RNF8|GADD45A|DCAF11|MSL1|PURA|MMD2|MIDN|ACD|COL4A1|API5|CDC42EP4|PPP2R1B|MICALL2|NRXN2|ZNF143|ARL15|HSPB1|FAM13B|DNAJB2|TMEM186|GRAMD2B|GMCL1|ZBTB40|PBX2|SC5D|EIF2S3|ZMYND8|PDIA6|AGO2|POLB|APPL1|MYO9B|CAPRIN1|RWDD3|RPS6KA3|CRAT|E2F5|RASA2|UGP2
