Item ID	Item value	Change in Kuiper test statistic when item removed
NPM1	10.9623410203801	-0.003748728374047827
DUSP2	10.6872459420695	-0.0064102564102561654
NOP16	9.10916574795664	-0.0064102564102561654
NIP7	9.76886993981313	-0.0064102564102561654
NOC4L	7.91718372438407	0.04325566123860092
IMP4	10.6094647276689	-0.0064102564102561654
TMEM97	15.6713884867845	0.0769230769230771
GNL3	10.3523536236824	-0.0064102564102561654
BYSL	9.37450954352233	-0.0064102564102561654
AIMP2	9.22420265041119	-0.0064102564102561654
EXOSC5	10.1527956144683	-0.0064102564102561654
FARSA	9.98351319019655	-0.0064102564102561654
DCTPP1	10.8984643475111	-0.0064102564102561654
