"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"ANKRD65","0.76026805090063","0.14584143561143","0.58219192617458","2.98582235132707","3.11197962746693","2.90177540915424","3.35243129477317","3.12286988611619","3.02450600917821","2.9281684772317","4.25543623181637","3.47471840366539","4.34467983611479","2.97894953452796","1.09406620440898","4.63039651857034","3.87946735383908",0.906825747459788,1,0.999776569014154,1,0.945808564302513,1
"ATAD3C","0.862018249269753","0.763630827439821","0.819867294301176","5.94408246330632","0.112013657524029","5.89123982497493","6.26248879354529","3.99634769621367","6.21674603240878","5.86820799258881","0.461282101061208","0.983228461569143","0.440751619032549","0.8814617115624","0.545014329326728","0.470063421758561","0.662515668461065",0.948060468057325,1,0.999776569014154,1,0.981552836185962,1
"ATAD3B","0.248348986758927","0.399225802076229","0.35281630230416","0.333240734952548","0.344906793278781","0.177865907007774","0.444079745331078","3.19050761293059","0.276660179170127","0.288474819919542","3.89670240400327","10.5632111064869","3.69095212811625","6.83495770215294","3.56095030648437","4.43232090328062","4.41148747147402",0.547615438066618,1,0.999776569014154,1,0.904645031834744,1
"TMEM240","0.0381029950427478","0.830982769618298","0.645169977607208","3.02117032650486","1.02539588048026","2.94993467298639","3.13687610961587","2.82255323495718","3.00742448088083","2.94211200292782","7.02160499661303","7.02894538547752","6.39292305130755","7.19116951525786","4.34883071301434","5.40306326179263","7.82039626747313",0.198220517204868,1,0.999776569014154,1,0.963329344315859,1
"SSU72","0.000119577406509779","0.690100640512021","0.201353898166947","3.24372498949232","0.742721448692883","3.17816628264525","3.34753218230241","2.67512643478417","3.26240282630736","3.16612375391745","22.8444312321449","33.4000127742923","20.6048908588854","17.0089230591195","5.47452125264305","16.6209589905993","25.199531558216",0.00510665865447644,0.781318774134896,0.999776569014154,1,0.865463559654869,1
"FNDC10","0.362407182252483","0.746691665527336","0.608740887957215","3.10404815616061","2.82974147147658","2.93179231612934","3.04933962103155","3.08166138740318","3.06589190867574","2.89987474905828","3.73434596062173","7.02554949143896","3.72585254760214","5.97252633392653","6.80852349186116","5.08693989033705","2.07641917834587",0.659218090633229,1,0.999776569014154,1,0.952496551795356,1
"GNB1","0.245163576153116","0.706622333819779","0.0513179706660497","3.01071657317301","2.35977055572998","2.9569221306251","3.08192090330373","1.86544619419884","3.01752872923525","2.97507426752455","52.3831422795069","26.8843703971698","50.7297005356166","45.6201357156159","21.0530071917342","45.2706894502683","60.4400970434261",0.545234447441954,1,0.999776569014154,1,0.810026793913966,1
"GABRD","0.728199632051815","0.198913735775023","0.49717892508014","2.89677639708752","2.5076451544576","2.79543390971297","3.14200211800332","2.50327833359892","2.89860526150127","2.84935159079753","35.0493245341635","30.4144471576192","34.7852782942532","39.1025632389159","14.3299439012307","36.1600414392976","33.981947521634",0.893867442387105,1,0.999776569014154,1,0.93002207170731,1
"RER1","0.814480440507423","0.13315638602439","0.561611296614606","2.94818103253736","3.20157638255012","2.95432599372893","2.30615660189272","2.8052865206229","2.98000312112527","2.81553920389267","6.85782330567552","9.2284150384157","7.44748097813978","3.23602208168993","4.27706272838652","6.10095639894777","8.049303795183",0.930366434361264,1,0.999776569014154,1,0.941869218771081,1
"PEX10","0.165791559512365","0.563109710555203","0.449006125750858","2.86916022673178","3.47961281683864","2.85437533861979","3.13229304005309","2.90865107240353","2.85871956157616","2.85727890921976","2.80387854486884","5.15243661770222","2.79071251998372","3.09588899633082","3.30863242447095","2.28808229480353","3.41180266198232",0.447822261204544,1,0.999776569014154,1,0.920840852220287,1
"PLCH2","0.541954433596935","0.905945261413085","0.0383813937544631","2.46017235501642","1.38488108645966","2.42423716342133","2.21430623592288","1.65284489564976","2.54585340075634","2.38697888816744","2.96165857411478","3.31702729259388","2.84461586058729","3.04636323276154","4.34203246201985","1.84013156786531","4.46603132865642",0.796296440099477,1,0.999776569014154,1,0.810026793913966,1
"PANK4","0.470736544366737","0.132774992634393","0.378902660340552","3.19849040464852","3.68442941457572","3.30938034746592","2.09954467640139","1.17350341625489","3.19888435018909","3.41624702448288","2.83025061073929","4.85735144711646","3.13543863327491","1.32314675291822","1.41166141117722","2.9177309391566","3.01301612220251",0.746008387313184,1,0.999776569014154,1,0.907865780221917,1
"PRXL2B","0.252463319643491","0.704211123200863","0.380178967972562","3.174743213943","1.83006869040195","3.07621559295383","3.15481229323968","2.59589697096936","3.18538155623802","3.00370384220279","8.33386413057434","6.63817903504371","8.2412590776665","6.12299819734781","2.81878520824737","7.25393906808263","9.51070647960633",0.552998769879507,1,0.999776569014154,1,0.908075670379301,1
"PRDM16","0.793389754956553","0.474932822749552","0.819117688316579","4.77543006991083","0.377938747743705","4.56211173826651","5.92736419826105","6.22657982747245","5.45711920509594","4.48018218466279","0.423051024883535","0.0761353513843896","0.34443169368779","0.775948131534578","0.715048579143691","0.293651917029841","0.532722196973708",0.91934627409996,1,0.999776569014154,1,0.981552836185962,1
"TPRG1L","0.0592769064092737","0.677692215038687","0.101524671395608","3.13864911367662","2.09948781992409","3.08329607902165","3.2313818883929","2.39312235827778","3.1513347206709","3.10740504129098","29.3928181212022","12.4000881052502","27.7504817523552","29.0923099280865","6.35229379722328","27.4798192767073","30.647747121703",0.260381333022618,1,0.999776569014154,1,0.811220309330882,1
"LRRC47","0.697695673685498","0.426128280856014","0.409844871145781","3.12545052395033","3.18278240249347","3.06760506868766","3.29353381228946","3.10809256385035","3.10432815742349","3.10897699952536","11.566822045052","14.797046318986","11.6221791527854","12.422861054751","4.32979628295608","11.5405561500074","12.672307447829",0.880043725687543,1,0.999776569014154,1,0.918228032494938,1
"C1orf174","0.000133648318012288","0.959129043396021","0.681602750789261","3.09129598786529","0.549809734112397","3.029511515726","3.20037687263819","2.50116894141135","3.09250646231797","3.06687653008718","2.18502485898331","10.2272656965755","1.62194984202147","2.01985428927704","1.17852541408152","0.919378916322942","2.58274269970512",0.00549218937039176,0.87325810989229,0.999776569014154,1,0.964673911175289,1
"KCNAB2","0.733194917455491","0.243262780801492","0.186261446761723","3.21501381122353","3.41008530843492","3.16350799077303","3.23072301523333","2.69580427732877","3.23806766751592","3.1363685180225","39.6973990874728","52.4915627312542","40.8920709821571","24.047826938459","22.8482370777271","34.3036543185065","46.4028103586218",0.895959526959824,1,0.999776569014154,1,0.853760116801745,1
"RPL22","0.313898362286072","0.728140661647125","0.684772280189856","3.01195887423096","3.41539090612315","2.98426573178682","3.13054112307502","2.56992987154356","3.1548564038192","2.90808860505048","20.8795369373552","41.4384358011606","20.6999601706239","26.6448864937552","18.9482101016871","24.0030634443937","19.9997929062614",0.613340878940549,1,0.999776569014154,1,0.964673911175289,1
"RNF207","0.168452557107225","0.919132165506236","0.118860614914251","0.431100342607184","3.93359372360639","0.41811679860128","0.596402668008356","2.04656898472079","0.7404045984062","0.190952549103316","2.78789534981797","3.84967142058468","2.65616634977736","2.1288879028482","0.502978253061971","1.5308091485046","4.17190522131197",0.451278806124891,1,0.999776569014154,1,0.811220309330882,1
"ICMT","0.713450642770998","0.573261364835831","0.323489384628707","3.17976325661625","3.05495657260305","3.13411255161205","3.23288277595729","2.51210289538677","3.1324978362565","3.21843373789064","7.68717774562248","8.58077967923322","7.94046447852559","6.25717234614933","2.73521962296644","7.62819355440134","8.38644728644983",0.88805028066874,1,0.999776569014154,1,0.90441738454731,1
"KLHL21","0.96444065300958","0.491810959294622","0.543234419645499","3.7479587613718","3.65639991696703","3.70799139370652","3.93168507554864","5.38213955861168","3.69828954593799","3.77805635234645","7.28915364669353","6.0025208699824","7.43317768785898","3.43071833605488","1.43441181935361","6.45561541519269","8.01989479509804",0.986792237200845,1,0.999776569014154,1,0.937336169388813,1
"PHF13","0.911977684657953","0.652829849979403","0.0774483975248167","3.04568840817239","3.17055141136899","3.04763680874618","3.01086516877293","0.737009904998081","3.12787618269795","3.00552451069974","2.87028401991025","3.62667713335258","3.03011150793558","2.00375865268347","1.68688050154135","2.86369657841695","3.52283455948712",0.965629197526782,1,0.999776569014154,1,0.810026793913966,1
"THAP3","0.764561410844352","0.678203845007475","0.396118840876396","3.4629323229518","3.61378824037439","3.37664477225645","3.66504807556102","5.35063162656534","3.5352007195554","3.23670286540872","1.98966427089811","3.33622324917992","2.00328023126833","1.45966814408586","0.844360939879091","2.21066177687497","1.96555007209185",0.907886802343796,1,0.999776569014154,1,0.913917598557215,1
"PARK7","0.587213874948527","0.136067463568109","0.453070077500284","3.04159061945048","3.52037799382429","2.91656363345436","3.51436470118086","1.73990206990324","3.07639507828058","3.07820234063905","12.136191724197","15.8976577034989","11.6871419861695","15.8248161194027","6.16540177636736","10.3798333022119","14.3452399167223",0.823359540539415,1,0.999776569014154,1,0.920840852220287,1
"ENO1","0.0158862114445925","0.138924617943336","0.0465421126813274","3.10875862015346","1.22454130687432","2.99677433519374","3.40641300843613","2.57256211650557","3.16614048869587","2.98087028236101","34.9404737187645","22.8494032634523","32.3342608802822","36.7813259965548","10.9971005049214","27.5289976250751","40.5678886838822",0.117421386401547,1,0.999776569014154,1,0.810026793913966,1
"GPR157","0.21559283569251","0.68834417174718","0.629699579790025","6.22338599016336","3.75479268162875","0.0312447187763062","6.13310585789563","4.07841294114847","0.205119825085021","6.1304008642552","1.0242690295733","1.41864905152063","0.843897577513514","1.42929938119537","0.919675859905723","1.15088053571975","0.915781980317843",0.512596809627822,1,0.999776569014154,1,0.956040420340561,1
"H6PD","0.178652090897039","0.828076876078029","0.244367294351644","0.0852358415325665","4.07908490201649","0.105343787208243","0.132094851159381","0.0524960898576674","0.0694843996832476","0.0732807031405365","6.25625604817671","3.66524191226241","6.06384403809502","4.22454200935478","1.68950386032315","4.04023043060596","8.43042290621868",0.462668554071048,1,0.999776569014154,1,0.878596340321796,1
"SLC25A33","0.00822957051836613","0.738305395338865","0.0619728467069581","0.462121020838019","3.56150007061503","0.531663877404994","0.463529903432406","5.14333121870864","0.896462110189828","0.33728088398032","4.17500378611345","7.83653317781187","3.85511633720685","2.01924268429684","2.51464221051818","2.61622239460992","5.49580079605367",0.0780435613454344,1,0.999776569014154,1,0.810026793913966,1
"TMEM201","0.51641414693682","0.60884700525708","0.891745981922564","3.60295068049327","3.21785649420504","3.54012001993141","2.9826402482253","3.28874808329015","3.66177909932604","3.25545517264821","2.08124273274887","3.08531158387232","2.11517254042778","1.59244094421211","2.33828146787702","1.96374436869583","2.06365351057803",0.780353847383252,1,0.999776569014154,1,0.984479244959053,1
"PIK3CD","0.41302880038548","0.234332316007663","0.283584844339775","5.77755245366256","4.0473068280999","5.48603443805015","0.305346438198441","2.36619083674198","5.97476112516097","5.45818834929153","2.03816210065503","3.43887397515835","1.97814940574801","3.24540503540641","2.64235221038558","2.19138411597867","2.39341657024012",0.701333207307361,1,0.999776569014154,1,0.890320519691658,1
"CLSTN1","0.395329769076147","0.705184575090505","0.0286222610831453","3.08094907923532","2.70029664069904","3.01212597403714","3.15184510458498","1.50474056305109","3.17593506347942","2.94495207077942","105.821233762951","58.4037886664638","102.17486564597","94.9276349424369","32.7714902265444","105.355086359811","110.261997541954",0.690653416522518,1,0.999776569014154,1,0.810026793913966,1
"NMNAT1","0.0699338235174696","0.130775768765937","0.20391620561003","0.351932590870797","4.0672734475362","0.432892680810166","6.0578892045734","5.53214218049178","0.475186522804619","0.324291528084032","3.87007015294611","2.73365292227789","3.9171216566898","2.56034088700202","2.8445769448658","3.72426450914419","4.11915556082586",0.284702556301026,1,0.999776569014154,1,0.865463559654869,1
"UBE4B","0.000234071304057454","0.936458454381773","0.191722807788291","6.15650548824566","4.01815997902271","6.08630043909614","6.10903765132079","4.84893569316093","6.24187766076326","6.02839529013311","30.160151566169","64.5497435757067","26.6912139727997","30.6166194294012","20.6232633231979","25.2812617737542","32.4054128134915",0.0078778046180228,1,0.999776569014154,1,0.856129063317836,1
"CORT","0.997694964022441","0.753951846793015","0.305863324146106","2.27668378385919","2.05175873408805","2.3298572842154","1.32287177958082","4.46090080110055","1.21135650252552","2.37671859047964","0.367705005326606","0.358480908327349","0.41542424255344","0.0590004603191589","0.240940753568092","0.193305749450813","0.888402888743216",0.998918004125441,1,0.999776569014154,1,0.900451025624488,1
"SRM","0.881522404480662","0.840881863087896","0.371773305497972","2.92492770288662","3.10973464220812","2.85626230307439","2.94239448654083","2.72390161954117","2.96662195961157","2.79236018152532","8.58843474481111","8.77036511638067","8.56024405015249","7.64261954824474","3.04331227657269","8.02403961986042","9.77016960875886",0.956000177014524,1,0.999776569014154,1,0.905392015700242,1
"FBXO2","0.556563559354737","0.197457673335512","0.441502003194783","3.11576079758239","2.90937118965135","3.03282321376509","3.31255862944279","2.67570011748962","3.11290103607557","3.10666701357497","24.1139907777341","16.3065063930993","23.543203905709","23.0308364520298","12.4359328552845","22.8224290615438","24.7519700564526",0.80424571371184,1,0.999776569014154,1,0.920840852220287,1
"FBXO6","0.137444021950337","0.334760249611348","0.0139283339272607","2.11968210178376","3.19885261255242","1.97024923550824","3.03930682657365","3.27120251884904","3.06045219922958","0.998634525235037","0.463525036321058","2.25497547036859","0.564348229295273","1.30949509603165","1.05899813223212","1.14722758532384","0.990518700865665",0.407486650629217,1,0.999776569014154,1,0.810026793913966,1
"MAD2L2","0.516349507685014","0.766268395951689","0.472298336423525","3.1558574912336","2.7056635096055","3.13403734265239","2.8172245112951","2.96995578236969","2.82407500050163","3.37793229052276","1.58918150749468","1.95151450110674","1.68027433367262","1.26542004509657","0.585662347023151","1.48027921486438","1.84701269198808",0.780353847383252,1,0.999776569014154,1,0.921780825616397,1
"KIAA2013","0.849826595313776","0.254572801214826","0.692675961431847","3.135394249989","3.33423212015857","3.07375256523808","3.10134280207997","3.2073852320178","3.15647187776672","2.97873124175407","5.11515061171015","6.26751011606509","5.27918045849721","2.78759360080876","3.59464099366694","4.77524362935801","5.56116006343147",0.945795771381402,1,0.999776569014154,1,0.964673911175289,1
"MFN2","0.222942322544392","0.270757036588929","0.0659366253106","3.10062770259374","2.82353775441281","3.07689141204204","3.12822732753307","2.86155910948344","3.14262844008385","3.028461405123","20.9632342644128","11.3966640443596","20.945164607468","14.8547698019432","7.78320387590626","18.9320526680205","23.3875079586821",0.520809844656796,1,0.999776569014154,1,0.810026793913966,1
"DHRS3","0.164361777934348","0.548883061356376","0.832055741431461","3.36732965672296","3.76970567479821","3.30049461852123","3.99551203780419","4.31639645250882","3.24315478470549","3.4025720627067","1.92837233490303","7.53381408700935","2.12822621853426","1.37425070421494","2.09110283685296","1.76244003990913","2.25191097470113",0.44543337081005,1,0.999776569014154,1,0.981552836185962,1
"PDPN","0.26458113925312","0.924115405313491","0.461401504198484","0.0156076234331325","3.88064092544951","0.0934566585893417","6.09745936781536","3.75060158674095","0.237452957691702","6.19949144612427","1.28959160841847","1.74265745474173","1.21555783153391","0.999368118947574","1.26377805194047","1.61235723729015","1.16316670189251",0.566162962137143,1,0.999776569014154,1,0.920840852220287,1
"KAZN","0.0133709330831013","0.945549360165311","0.128159001313019","0.0951865303493362","4.39050535322516","0.0861016951058143","0.0621295434686107","5.30351713898668","0.167618600646017","0.0144561828570755","757.169281770014","535.721899388683","723.550888846968","654.183083694148","150.698474231502","721.871242467177","798.649540488986",0.104835984729674,1,0.999776569014154,1,0.819364887063861,1
"EFHD2","0.666334816177628","0.188847914787326","0.625048361171765","3.64206547289046","3.03909202791542","3.573754720388","2.66028112697589","2.34195312521464","3.60185629344052","3.63247191152007","11.2024450883965","7.39534658681088","11.4767833880301","2.23524292268342","5.67178037586078","10.30883000207","11.2513869450716",0.868352575648571,1,0.999776569014154,1,0.955560597074476,1
"CELA2B","0.572570322029648","0.788767263037848","0.395928181697538","2.77176368705817","3.64984091833654","2.98553101385769","2.34886475332184","2.95761363786961","2.93617038459207","2.91049822123886","1.548552138069","2.59488502392593","1.54776673697021","1.13539476641607","4.8144089108798","1.79056665762196","1.09291069407011",0.813691509288258,1,0.999776569014154,1,0.913917598557215,1
"SLC25A34","0.106906137734135","0.974085832148174","0.717691674138627","5.91599317106671","3.77772345240272","5.77364697473987","5.96280515966859","2.26455662799851","5.60754788166139","5.81578582714111","1.16767195267245","3.39912310974958","1.00108460878268","0.917231000808119","1.02808377992691","0.9383317668488","1.10261433344996",0.35913866527241,1,0.999776569014154,1,0.968683618843584,1
"FAM131C","0.953004981339821","0.963806534543105","0.499459966415701","5.68175471271607","4.07375060217572","6.1501465678772","4.90725420491136","1.17446361860079","4.15091710531405","0.498389387379434","0.120593486848489","0.402980496730864","0.114736708559707","0.162592725943827","0.501559569538063","0.448640616558148","0.473652878702982",0.983001948835173,1,0.999776569014154,1,0.931144917206249,1
"FBXO42","0.0694447075439587","0.693691174546048","0.233795132016815","0.0897491570266829","4.72490180279901","0.054135600441825","0.111870198669554","6.04333162550112","0.18475924662227","6.2338723843471","23.5007959324232","14.9995441699007","21.912835434582","27.6218977147836","6.2389805200969","25.7007092979959","21.848051729729",0.284314053639703,1,0.999776569014154,1,0.875495010183912,1
"SPATA21","0.293603310255397","0.729356272834657","0.831623474063577","2.24822995237821","3.62074931662496","2.27256796644602","2.71133396240649","2.96864997677475","2.50729445065636","2.11888445098845","0.77578391855996","2.14446343294131","0.68608801368891","1.13781392368263","1.35380859358729","0.89734177594157","0.573552649705405",0.594255072805894,1,0.999776569014154,1,0.981552836185962,1
"CROCC","0.084899412548305","0.170488506376278","0.0149684168608601","5.76138574996549","4.23152140735637","5.61319890104943","0.00409918503658142","5.64871615807744","6.02348357996438","5.55836355679786","10.3746409989555","9.62677824386188","9.92994170487133","11.1850554126967","8.55401173104175","7.42852718922007","14.7543288590944",0.319730698323127,1,0.999776569014154,1,0.810026793913966,1
"PADI2","0.852275808671276","0.753608817569194","0.474416336114115","6.19598589969241","5.35105333565382","6.22537211756054","6.06625929050742","3.48017483379977","6.16017474142634","0.0915523262790454","1.02098905521529","0.433214091894613","1.06056944734129","0.3815029014453","1.4776952558671","1.03838308991801","1.09153672073369",0.946908711759585,1,0.999776569014154,1,0.921870662010556,1
"ARHGEF10L","0.899379521588605","0.830741866977078","0.169803947458801","0.0575697431821978","6.10454013231346","0.029979309312647","6.13799550829669","3.98149142853622","0.0936657626221622","0.0388226766712689","5.94774126371049","5.85364589592282","6.09230509329794","4.55342889574149","4.46608284221722","6.16094093375345","6.65794190137506",0.96240241491528,1,0.999776569014154,1,0.852013167926561,1
"IGSF21","0.0313749739846642","0.835094483085958","0.103006065587498","0.274970651103765","3.1916298989829","0.34075192052665","0.374325500735749","0.717006329836824","0.530447394537261","0.0605461828572998","32.6803497229303","12.6692124358259","31.8516491179273","23.8684902397713","22.6611413695794","27.3839339380648","39.2426117167181",0.177066350284856,1,0.999776569014154,1,0.811220309330882,1
"EMC1","0.608373606118737","0.490867379941729","0.478064333414165","2.89759167973566","3.12130067450864","2.87470753444586","2.9577446118097","2.43797621976506","2.92986909430029","2.84143036187615","5.6613286146178","8.19463096065562","5.98566303906729","4.33304155813176","2.11196796555182","5.62490319940246","6.44168009982012",0.835107803020972,1,0.999776569014154,1,0.923446228391803,1
"MRTO4","0.738988365219218","0.0113786800848821","0.348735510425938","2.52798884940069","2.81625140324804","2.33664857511679","3.2635667871219","0.864552504227756","2.54473779042205","2.54351072844711","3.28706179466297","4.51544931754842","3.5662201402551","4.75316431167963","1.95287668716722","3.34906518514727","3.84037976285108",0.898000739881415,1,0.999776569014154,1,0.904645031834744,1
"MICOS10","0.33128683231417","0.458403893059769","0.923420515064883","2.89944362554251","3.40621131750897","2.8537722421753","3.16975633484751","2.66141876783656","2.99957612056953","2.8510145207013","22.1749214520397","36.9588723156022","22.1305214137353","24.8184947639286","19.5455029665791","23.3539302889709","21.5463007734361",0.629178036129939,1,0.999776569014154,1,0.985239750684557,1
"NBL1","0.686777843206569","0.846164604469294","0.498798405848457","3.1512094389596","2.65168874447996","3.0698757044667","3.20638006814482","2.27956214464643","3.14584752965953","3.12426778165874","19.6342015458178","15.3352979823284","19.1072710253266","20.399299082675","6.41126699614047","20.4638196395208","19.2102639883787",0.875209320448986,1,0.999776569014154,1,0.931144917206249,1
"UBXN10","0.969782897434706","0.817916557554457","0.578970490804953","2.99418287985858","3.15061463222023","2.92081748009763","3.02295930660359","2.64125559918111","3.15804338466256","2.75196305557281","1.83073737902257","2.1601580287199","1.87778356241497","1.44056077109225","1.34628337831138","1.72499738830492","2.14332133972654",0.988697371171535,1,0.999776569014154,1,0.944805138647891,1
"CAMK2N1","0.613271947172461","0.782527559722369","0.0654662738244349","3.26109167864198","2.53904624787947","3.16228967446172","3.33138647177536","0.452220321091451","3.24816265880073","3.18623309889175","158.142878103322","80.4213023113621","151.280886148265","132.955130050709","78.4426679949159","137.804228982535","182.346157340632",0.836927612181121,1,0.999776569014154,1,0.810026793913966,1
"MUL1","0.671939555327535","0.393359318564915","0.291290982148658","3.06359179038671","3.36173479746165","3.014428063169","3.27108477564222","2.62631065403332","3.01710966402383","3.10574557686498","3.80681653799416","5.1692883644625","3.88633769366311","3.1923413423982","0.323461078888996","3.76886315179794","3.99221320373578",0.870320646433612,1,0.999776569014154,1,0.890638875694587,1
"FAM43B","0.652183661705686","0.727713354341747","0.936757956321765","1.99301727932814","1.11058546926822","1.91030418273563","1.78198636590047","3.04594603340626","2.03210232159837","1.60085917061604","0.572436239761562","1.72031292380392","0.687563668727354","0.235058048900769","0.351885929986096","0.707305099860418","0.545204850608919",0.858735849432758,1,0.999776569014154,1,0.985403240846631,1
"PINK1","0.550357967539191","0.153219388281688","0.400097140005615","3.03086592361794","3.29347159680832","2.98228740199577","3.26456313747863","2.9219656713538","3.05542055466404","2.99450787450494","56.6370799845497","66.3669182842981","55.795996510287","61.4700976182253","30.7014972727592","54.1269474689104","60.9939524787007",0.801613678087622,1,0.999776569014154,1,0.914068914373583,1
"SH2D5","0.96425727752012","0.660075147471408","0.416164766418971","2.84012706289571","2.69881818786482","2.79343710144314","2.87030538082321","2.60173477579751","2.82359190067205","2.8053862349382","7.25061455740412","6.93692947605318","7.40664152539201","5.96711335349482","1.6166151789644","7.65748878209884","7.12461443560274",0.986759130981435,1,0.999776569014154,1,0.918228032494938,1
"EIF4G3","0.018653478195618","0.785875305607831","0.0826514154016845","6.18375825256112","5.21128355820859","6.18713423301117","0.0424680060861489","6.17154296616511","0.0379919231386742","6.06280886397216","147.019383759415","34.4189075543588","138.940896401106","139.744157110991","122.96504436321","121.012200701906","169.983616094871",0.128857850226048,1,0.999776569014154,1,0.810026793913966,1
"ECE1","0.758304214088457","0.57560290454682","0.685597176841666","0.12047339954776","5.75331114750022","0.155090030756495","6.12943817883051","6.19791479599992","0.210176330987112","6.24430844690224","10.3227993844573","6.79745578053793","10.154963741543","11.0784626545581","3.55621028158917","10.2656768158461","11.3057004280094",0.906205575252139,1,0.999776569014154,1,0.964673911175289,1
"NBPF3","0.0279175692919853","0.62447211006557","0.436861973138293","5.68315539611184","3.94396917467114","5.62120597240104","5.86188806745989","2.86191563393338","5.66632589211211","5.6472746311813","2.8099306936103","4.70134182137199","2.66108916615867","1.79906987349879","1.02593802603306","2.66611342643299","2.68576545185564",0.165830361594393,1,0.999776569014154,1,0.918955716724092,1
