"Gene_Symbols","p_cogdx","p_ceradsc","p_braak","acrophase_cog1","acrophase_cog2","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","acrophase_braak0to3","acrophase_braak3to5","acrophase_braak5to7","amplitude_cog1","amplitude_cog2","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","amplitude_braak0to3","amplitude_braak3to5","amplitude_braak5to7","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad","BHQ_braak","Bonf_braak"
"NOC2L","0.611050211656713","0.239237926254327","0.555673421753067","2.88219081777433","3.11527214154044","3.20409621821706","2.2891954968861","2.93587015409475","3.22524552491347","2.97656416796272","2.98144433907214","3.12113878312654","3.11160522373475","4.4182637840206","5.49427366545721","4.45799796677709","4.49716263351681","3.0902880660014","3.77275175237543","3.42743323150007","5.81432376048592",0.817318747792214,1,0.999050488701325,1,0.999940894447447,1
"HES4","0.708640741112075","0.699221222313987","0.173591624741374","2.2665728570862","2.10171949872148","2.04166662609099","2.16540676678966","2.04813347115766","2.19534973986399","2.54860939305148","2.01693792183881","1.97435886634557","6.1451703866141","8.14293242545005","6.54750735305524","4.23548105300267","6.07383102058166","6.76343950069636","9.16407319451106","6.40380642804123","6.14803430166052",0.868730454604966,1,0.999050488701325,1,0.929368515538005,1
"ISG15","0.00694266148621015","0.358798900237382","0.740343114709375","2.55355808782091","2.96517073831983","2.72288513178391","0.507162625572933","2.33449242523155","3.06782373491221","3.31382892263679","2.52894994010802","2.22900711868244","1.83744514525515","2.49107828453013","0.563984600006592","13.2517656130027","1.08891948076852","1.98317971487563","2.08385916313985","1.33554747539335","1.08634056510683",0.103333371642135,1,0.999050488701325,1,0.999940894447447,1
"C1orf159","0.0917474971778119","0.438462248009726","0.918910074174498","6.15515311760296","0.134242704193516","0.0119939611190627","3.94841191653522","0.000461982621632492","0.0390277854091932","6.26962667011712","0.00280832949331273","0.0432515760447982","7.14934953950201","7.70675265084208","8.35966007526637","3.76373245625344","7.97170376954717","6.60462595716306","6.22174777418322","7.49959512545563","7.94634295059929",0.389271523740145,1,0.999050488701325,1,0.999940894447447,1
"B3GALT6","0.157067932597523","0.749437156226214","0.352077365449167","2.65427059446238","3.03413780505563","2.9898754059268","2.73502068614382","2.85354552188873","2.88468475456631","2.63332263148953","2.9312797853263","2.86694233213255","3.00817512790255","3.66120425647859","3.08782000626374","3.09485924708839","2.96655013624182","3.27885879388812","3.01351789102567","3.00998195753404","3.53203795411215",0.489550318623995,1,0.999050488701325,1,0.993921543196192,1
"SCNN1D","0.718949534712265","0.75820862175639","0.361098723712433","0.207858904150714","0.0542702241485913","6.20286328952448","1.63437637360965","0.108463962474026","0.0144655917010269","6.1603747376199","0.124641847158734","0.10388893503678","2.35455039302252","2.03374674486809","3.49162681960354","1.14718036340061","2.7628428433011","1.97069415867948","1.16372629755423","2.19188465213285","4.41056438923006",0.873722396038486,1,0.999050488701325,1,0.995163677498855,1
"PUSL1","0.832448709419445","0.423520172347183","0.459103777522037","2.76653854456132","2.71222174038696","2.86748081832723","2.56318093461609","2.80734872311542","2.68960839881342","2.64829835053458","2.68380065501063","3.11634613856526","1.17945299360898","1.32349640719406","0.971001853737626","0.818339126413402","1.19657680128027","0.92043015620925","1.24383968700447","1.08298637753672","1.13980762488838",0.921459464722878,1,0.999050488701325,1,0.999940894447447,1
"CPTP","8.84555209542544e-06","0.932130691820861","0.140426773089472","2.97976539443491","3.03076106939685","3.13096619772982","0.646778983811279","3.07030777356422","3.04837709254737","3.00593559330528","2.98939673396469","3.13044590145839","3.1175700323497","2.18748612918373","3.04599987137402","14.7004537597665","2.43889139785292","2.67396466852033","3.74235382112388","1.91037917606901","3.64583689587734",0.000602050389494894,0.0577968373915098,0.999050488701325,1,0.911753042450734,1
"DVL1","0.447433980054859","0.228027467318754","0.0196943985442347","2.93681880184615","3.17340734708397","3.28638487664316","3.3228389336303","3.21597199890619","2.99377107277975","2.6974668877293","3.17948701626625","3.32608913850354","4.50816320172023","4.74594373796356","6.57182176020963","7.22480815484684","5.52737780649116","4.03326675254217","5.45141770099496","4.33693668674168","7.20163776509219",0.722152345046227,1,0.999050488701325,1,0.761950972164986,1
"AURKAIP1","0.530550333557761","0.096303250392447","0.396045723475179","2.64606631614582","2.77735565320199","2.89354940423346","3.18391647114387","2.64473444380803","2.8688260420707","2.90187538195042","2.66649654747988","2.77978895209107","9.84597123359772","9.39650929324369","7.31983545034625","7.17953157255116","7.19305980358122","10.4309512005442","11.7462206329432","8.10418498387473","6.72431130001003",0.771528903702935,1,0.999050488701325,1,0.999940894447447,1
"MRPL20","0.551211951994363","0.307057355141082","0.640718711964961","2.69155310684172","2.85815095721879","2.91996181271723","3.11423553241343","2.76925477883273","2.8905460368673","2.94183604695955","2.70567132114318","2.94649631744337","6.59152704498212","8.23239678025947","5.55302759989202","5.59561803300858","5.59286555705617","7.48085644269874","8.08687428635134","5.93194403062963","6.51370081164014",0.783516194851267,1,0.999050488701325,1,0.999940894447447,1
"ANKRD65","0.316412972467531","0.946986118551369","0.644702554822999","2.94446675740692","2.93832282589151","2.92334924087491","3.08998442864304","2.9290376200541","2.95784263159051","3.05409633698692","2.89082351423086","2.9981757886292","5.67569154948559","4.93325239142656","4.11678501515589","3.39407021029134","4.64655399359041","4.81421272457099","4.94894296382245","4.86269876647014","4.14209747446611",0.636920012970686,1,0.999050488701325,1,0.999940894447447,1
"ATAD3C","0.547082757509605","0.824693419668174","0.546192435266935","5.35754826427713","4.76595415506157","5.84606770229074","0.0860534556710974","5.34629980807254","5.21660878965346","4.30582209723962","5.34463922414297","5.58974506111962","0.345411125363657","0.600438405338184","0.476455343748936","1.05799808327314","0.440476602560688","0.326282359809817","0.34223346028274","0.382797067090132","0.639096228390063",0.782367856766855,1,0.999050488701325,1,0.999940894447447,1
"ATAD3B","0.440278014239253","0.652928243962108","0.491243021987365","0.365609002326956","0.111311694444562","0.306934010548825","0.313701120590408","0.154309216509536","0.374320181007532","0.668227942971658","0.253596666538015","0.137058663563941","3.3602551947285","2.60778296691065","3.83886856073149","10.7730247511258","3.40321913207394","3.14489530111609","1.92447141338222","3.3102028278438","4.39705723682305",0.717043007238105,1,0.999050488701325,1,0.999940894447447,1
"TMEM240","0.179593586471653","0.656930445587532","0.930662338056694","2.82093671001729","2.69752969608694","2.95580811017433","1.02831986320771","2.90637485481241","2.7618626672363","2.75515410941932","2.82082674545335","2.86720202364242","7.22526708534039","6.80086474210806","6.73818862733092","7.30088933258281","6.48920880526232","6.41192889735513","7.13397155112181","6.25683335396822","7.00722004257899",0.511536396689529,1,0.999050488701325,1,0.999940894447447,1
"SSU72","0.000216240757901244","0.822978244239637","0.206204345909826","3.01392009496989","3.03868114253803","3.2377388291523","0.74628291667065","3.11171471804536","3.08062083247745","3.03860810127213","3.07760751094026","3.15675078195359","20.7680355123944","19.3892082542943","22.7416798043763","33.4215146393411","20.2436815568056","18.6880332269251","21.383395748403","17.5620444858527","24.5526929785358",0.00888627114545112,1,0.999050488701325,1,0.953172250995823,1
"FNDC10","0.374718587962995","0.728424120830563","0.365625825090153","2.59492513511789","2.839906009199","3.07791431451632","2.80520807421057","2.68894215231701","2.88170198528536","2.72300316353906","2.76621706486724","2.94945394860676","4.87942864813177","2.65441922659279","3.56913917639789","6.83760716987286","3.49448949420723","4.16779773284511","6.44558507701666","3.43318989943676","2.93572696991258",0.675756385316447,1,0.999050488701325,1,0.995208736286661,1
"GNB1","0.818534867975314","0.288195179375087","0.607736098972976","2.8838980074208","2.94024594041567","2.97392745068154","2.3975376938626","2.84337547884808","3.01036993872802","2.92747001531784","2.89695116788938","2.96636226653033","48.356419108584","52.5212058473491","52.3548640909377","30.3625183466208","48.4127717354181","50.1283220665844","50.3574693995569","46.3083086222866","56.7366744978316",0.91505144182284,1,0.999050488701325,1,0.999940894447447,1
"GABRD","0.987612212728505","0.403559415796699","0.769441231524992","2.83383452081132","2.83613563767452","2.88144916171044","2.48582853664465","2.78288344407116","2.91337526433817","2.82179701418506","2.82863811267244","2.86007808967925","33.0560344394755","32.5935738353376","34.571949748829","29.9525231671035","32.3932458730329","33.9722938891142","38.2099667836264","32.3509724634929","31.3989598862289",0.994870036706093,1,0.999050488701325,1,0.999940894447447,1
"RER1","0.756003379786108","0.187291905689693","0.41766609795478","3.04827551913286","3.0259923230633","2.96186721568413","3.20025379727858","2.93829885995682","3.10285882374732","3.16312018300817","2.9670227408523","2.92850309730802","6.71517128594927","8.49461850087601","6.90727294160355","9.28437204045365","7.44948607286915","6.49727043904728","5.97259272070048","7.01415495769194","8.16077795420975",0.890286296636365,1,0.999050488701325,1,0.999940894447447,1
"PEX10","0.550117139014483","0.80738013672749","0.371434267870504","2.97272832981556","2.65555177259297","2.8553108785548","3.49951988496065","2.83080145648443","2.87941573669753","2.96327299132214","2.75602413330197","2.86741595490082","2.4879359528806","2.49599505891381","2.77033231759699","5.0598280732121","2.60260386511764","2.35992778568778","2.43509197189904","2.28270761335424","3.30440389824284",0.782937352716321,1,0.999050488701325,1,0.995208736286661,1
"PLCH2","0.504266377220536","0.964446253164297","0.0169196042251847","1.96856792519002","2.1162680910385","2.44125207506602","1.35486580538134","2.10174808302369","2.17163197809472","2.26368572526207","1.87436363614393","2.40884311610185","2.24309323211738","1.52068010756151","2.95525634010799","3.28344191983894","2.14276576990589","2.2574803404299","3.40170359561172","1.62927739605464","3.76257424118247",0.753881890662794,1,0.999050488701325,1,0.754857188965923,1
"PANK4","0.808276319442441","0.985911102221347","0.987593623275759","3.55283832519775","3.16293267876905","3.32288841366113","3.72888114249078","3.39401580473971","3.3524569438544","3.41576714173572","3.34034056551959","3.44616970295431","2.88020665707559","2.16219802091625","3.09350589082517","4.82041299808217","2.67467085627394","2.65870560323546","2.81300163252496","2.49455519755987","2.90033282146889",0.912295296465177,1,0.999050488701325,1,0.999940894447447,1
"PRXL2B","0.274106260091649","0.140034296048517","0.0834658546763793","3.00348853295858","3.18414856847385","3.1604195959751","1.79970996102718","2.93760284189587","3.28155250546818","3.09985098604679","3.03689208364517","2.9971059433474","6.05559926219382","4.48537333526955","8.15935685874176","6.69394521867893","6.39526100196567","5.49612954806384","7.35080701185619","4.77023712849633","8.92208293748047",0.601798456943657,1,0.999050488701325,1,0.876009517863533,1
"PRDM16","0.28315440767722","0.756178296337026","0.942809605812361","5.44435787947549","6.12085062041024","4.87646072842413","6.24461689261851","5.92791652955402","5.39686817733691","6.19001712196762","5.63055005285608","5.72886342532582","0.251523863389332","1.18443641874148","0.430444370087359","0.216919037311353","0.536698805321781","0.414410420071708","0.71398598395786","0.498881001895129","0.395069678859661",0.609397529566191,1,0.999050488701325,1,0.999940894447447,1
"TPRG1L","0.285280388674333","0.521161277002551","0.956014697951652","3.00963855995316","3.0208217783252","3.12800991598402","2.07276541327972","3.00870942963769","3.10827319718074","3.00503484903866","3.06485295070936","3.06737162289333","29.1014070677958","28.6661601420403","29.0405938313535","12.6326693064679","27.2102898027521","28.279878836304","29.5582345209764","27.4621914608225","27.7406900326643",0.610952691571179,1,0.999050488701325,1,0.999940894447447,1
"LRRC47","0.595359424608016","0.813923799069907","0.720883728733106","2.95710708866467","2.95191027261062","3.11258375923393","3.16696086574081","2.98755284671697","3.03780200395028","2.89136057749947","3.01554756962639","3.08358490819041","10.7762133121755","12.0240014771363","11.5045730629489","15.0167990420742","11.1726215890239","10.8755255110659","11.2989443212777","10.9833897048627","11.7042751348665",0.80934988239164,1,0.999050488701325,1,0.999940894447447,1
"C1orf174","3.93839286510821e-05","0.779403200252757","0.129485533425459","2.74856849686373","2.97445437243095","3.13741106774148","0.540336395759437","2.96888237932775","2.93219469242783","2.25079080258917","3.04619820863617","3.19306320935526","1.3146201024344","1.53008753145112","2.19136547803173","10.3373270110362","1.54942304615907","1.1749140442511","1.20803079649225","1.21118254305451","2.46953834641533",0.00229763026612652,0.25733458980617,0.999050488701325,1,0.910266283559798,1
"KCNAB2","0.0178718482136759","0.32659634760215","0.0021104600288275","2.90677146925216","3.19320938460948","3.18773598200848","3.38632211724929","3.04707383149287","3.10817704239065","2.85231657480601","3.12124157146027","3.13738593576521","25.2267641821222","29.7886606594214","39.5156682172901","54.1563884367691","32.1516981865932","26.7828318981913","36.3498311900759","25.8032483771597","41.2218547598685",0.180765721715415,1,0.999050488701325,1,0.405580759657614,1
"RPL22","0.177488965497816","0.125721487536638","0.761301776932888","2.86603896594725","2.8657060335161","2.9497406173015","3.38388414765544","2.91714000888037","2.89611585301488","2.79032747523495","2.93286037412","2.92005939741984","26.3457379988516","29.2646848775419","20.7783100081084","42.9226755577437","22.2969494022008","28.4488257077454","26.5806776241701","25.2235791705587","22.3022110328963",0.509763912335266,1,0.999050488701325,1,0.999940894447447,1
