Item ID	Item value	Change in Kuiper test statistic when item removed
GSTM4	12.8880687934715	-0.009523809523809712
GSTM3	12.9380953049097	-0.007477719659463866
G6PD	12.445710914279	-0.009523809523809712
RRM2	5.98815825381656	0.061904761904761685
GPX4	11.5500619876213	-0.009523809523809712
GSTO1	12.887645405323	-0.009523809523809712
GPX3	10.7586343881073	-0.009523809523809712
GSTP1	12.8889891481654	-0.009523809523809712
GSS	10.1529355709748	0.01571364119004448
ODC1	10.8942494394729	-0.009523809523809712
MGST1	11.5933655450139	-0.009523809523809712
MGST2	22.9264990478629	0.061904761904761685
SRM	11.0359929287528	-0.009523809523809712
GGCT	11.5885861330805	-0.009523809523809712
RRM2B	11.6823951560592	-0.009523809523809712
