Item ID	Item value	Change in Kuiper test statistic when item removed
PRPS1	11.6147104898418	-0.006012950971323483
CANT1	12.0200158096992	-0.006012950971323483
GDA	9.49866740184993	0.01572617946345911
GMPR2	11.7039539800533	-0.006012950971323483
PRIM1	21.546024549409	0.01572617946345911
ADK	23.1960292850148	0.01572617946345911
GMPR	21.6912621045388	0.01572617946345911
FHIT	22.5214373350294	0.01572617946345911
PFAS	11.635307325491	-0.006012950971323483
NT5C	8.37894114469761	0.01572617946345911
POLD4	11.064691659298	-0.006012950971323483
NT5E	11.4913047317658	-0.006012950971323483
GUK1	11.7027978099875	-0.006012950971323483
POLR2C	11.790123420364	-0.006012950971323483
POLD2	12.0164262327954	-0.006012950971323483
POLR2D	11.8075930295062	-0.006012950971323483
POLR2E	11.6360468572352	-0.006012950971323483
PDE6C	12.1297369888643	-0.006012950971323483
POLR2I	11.4601830477645	-0.006012950971323483
POLR2J	12.2845723804353	-0.006012950971323483
POLR2K	11.6281454864089	-0.006012950971323483
POLR2L	11.2555650991042	-0.006012950971323483
ENTPD1	10.2705901651459	0.0013467598856604646
RRM2	5.98815825381656	0.01572617946345911
PDE4D	0.0525959130969921	0.01572617946345911
ENTPD6	12.1906722223234	-0.006012950971323483
NME2	11.3605445876375	-0.006012950971323483
NME3	10.9830142978071	-0.006012950971323483
AMPD2	12.7817607273501	0.01241871603605571
DCK	12.339400719173	-0.006012950971323483
NME1	10.9839267608943	-0.006012950971323483
APRT	10.2605639230837	0.0013467598856604646
POLE4	10.9589361140861	-0.006012950971323483
ADCY10	19.9600424832648	0.01572617946345911
ADCY9	23.3816419830232	0.01572617946345911
PKM	11.740242099606	-0.006012950971323483
PDE10A	3.73088458413253	0.01572617946345911
RRM2B	11.6823951560592	-0.006012950971323483
POLE2	11.808393057084	-0.006012950971323483
IMPDH2	12.3042158971842	-0.006012950971323483
POLE3	11.4113222446336	-0.006012950971323483
PDE3A	21.6578269199435	0.01572617946345911
POLR1E	12.046498360672	-0.006012950971323483
PDE5A	11.1245739675268	-0.006012950971323483
POLR3H	11.2710006628798	-0.006012950971323483
PDE7B	1.18448411943647	0.01572617946345911
POLR3K	11.1914171276522	-0.006012950971323483
