"Ensembl","Gene_Symbols","p","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000188976","NOC2L",0.465548497364111,"3.73925220789405","2.7793576488735","0.964721758011695","0.717886227385858","0.0428333432913726","0.0607910254986703","16.7599858479983","15.8694766225452",0.537661300390565,1,0.295528627283589
"ENSG00000187961","KLHL17",0.164856193433306,"4.33159253256518","6.0532225955486","0.483838747634612","0.857301015682551","0.142674552720673","0.0725353751062571","6.00878712660812","6.67038320165625",0.229630638233722,1,-0.572037415269476
"ENSG00000188290","HES4",5.89889204888437e-16,"2.16030746290679","2.09883440163398","10.4587855905083","8.50428751703778","0.301939905465065","0.391327786884308","28.1654970512724","26.7264067133579",5.9836576405112e-14,7.12055259220832e-12,0.206871901471237
"ENSG00000188157","AGRN",0.0117572971242158,"4.57290342440045","5.81953600861951","1.73802412325528","1.32219866295234","0.153359240986913","0.183983271598444","8.62157803105695","9.44664212216334",0.0254706269896642,1,0.273452901953275
"ENSG00000131591","C1orf159",2.21502998315984e-06,"0.885888272219601","0.601098558286871","3.68924533237133","3.21625303647226","0.121032846571145","0.145593274069482","26.5733900142693","25.3393939792212",1.55813676729152e-05,0.0267376269267224,0.137204891446771
"ENSG00000078808","SDF4",0.00325080352069232,"2.51333801374024","2.16064013387025","2.53745676383911","2.22404360586776","0.0626531930249132","0.0729123422787068","35.4976897184378","34.8014709792165",0.00846064021092648,1,0.131835322190553
"ENSG00000176022","B3GALT6",0.00205466644657342,"1.68228719664618","2.79526796010936","0.59055989594781","0.982853136396032","0.175542118707327","0.100585875533196","5.59895906255237","5.8712010291436",0.00570945641726237,1,-0.509388642433259
"ENSG00000160087","UBE2J2",0.135977199426592,"3.17307636636543","4.33738347810282","1.15401821232534","1.68440803966615","0.060351930401774","0.0444376961467966","27.9097624293496","25.9693528780865",0.196296111395428,1,-0.378164240436643
"ENSG00000162572","SCNN1D",0.117360928736925,"4.34902122069522","0.589724010069498","1.00326158329367","1.48417854869156","0.0945606371811389","0.070852659584961","15.6955218676085","14.1598295557366",0.173738505124285,1,-0.391605177469557
"ENSG00000131584","ACAP3",0.109266198361019,"5.44544723436309","0.968607582600003","2.20701336377867","4.12972061563453","0.0799154030541686","0.0438965701554676","51.6761532546523","50.2775810493198",0.163926457918949,1,-0.626569574703984
"ENSG00000127054","INTS11",0.170061850697553,"4.18941758107107","1.03648794089883","2.16066402279921","1.59651919542243","0.0416664204570215","0.0634510965060333","38.3166871046489","34.0524300095233",0.235600018757245,1,0.302589835874738
"ENSG00000224051","CPTP",0.450168366282958,"0.118707676946391","0.590478666167901","0.239654057886759","0.645518404017381","0.0857356184113684","0.0309459085763354","7.52917417496327","7.74428895165883",0.523404194702522,1,-0.990857263121698
"ENSG00000107404","DVL1",0.607883768362658,"0.740904053386339","3.33017762292961","0.2646964689543","1.2148739638574","0.0479911569285264","0.0103061673646129","25.3145379609564","25.6833078281998",0.664532237629564,1,-1.5238118476016
"ENSG00000162576","MXRA8",0.269908548386558,"2.71184454528321","3.73253873475938","1.28320131687988","0.644973667118815","0.0624688715456411","0.1341529064185","10.3247209555816","9.56521443431752",0.344805385498375,1,0.687903773568531
"ENSG00000175756","AURKAIP1",6.17588857579323e-05,"2.64875517727364","2.79411084324058","1.67448688201519","3.7634872908901","0.158233198971145","0.0734506346672091","23.7844353483393","22.7974460615891",0.000279105769368776,0.745491509984001,-0.80983921929754
