"Ensembl","Gene_Symbols","p_mesor","p_wilcox","p_ttest","mesor_CTL","mesor_AD","BHQ","Bonf","BHQ_wilcox","BHQ_ttest"
"ENSG00000188976","NOC2L","0.309652817366825","0.852982378546907","0.544815231713153","16.5353486398584","16.1179298266493",0.670821815943099,1,0.945747248226299,0.799552364501766
"ENSG00000187961","KLHL17","0.0421668507249762","0.0353729758013359","0.0467908382562057","6.00820347799705","6.80623334621372",0.257393452031994,1,0.235917743433172,0.26905312393955
"ENSG00000188290","HES4","0.29971552758608","0.21580473403424","0.338206621552521","28.4598200704694","26.7451371336968",0.661164082833034,1,0.553309036645563,0.664054857049115
"ENSG00000188157","AGRN","0.0356249577214194","0.0152034664059578","0.0233385652942291","8.50006838528905","9.83221231142968",0.231812235613536,1,0.159328775285144,0.195367421405437
"ENSG00000131591","C1orf159","0.0491502089169302","0.012206551347512","0.0103993890835136","26.6862219331398","25.2881960722825",0.280850344246745,1,0.141542056979652,0.130083964380407
"ENSG00000078808","SDF4","0.436602982466091","0.498122503948519","0.698192687215343","35.448689773537","35.02206287052",0.762255510753281,1,0.780178635676991,0.87501235487803
"ENSG00000176022","B3GALT6","0.921803644545464","0.87014462950248","0.798290890358441","5.66866396158333","5.67959271311135",0.975803893125344,1,0.952279541624983,0.922562885353446
"ENSG00000160087","UBE2J2","0.00262705579245646","0.00599145336324486","0.00288489907112689","27.9809279214696","25.6591170252187",0.0542999836827773,1,0.0970776289231258,0.0688213768529105
"ENSG00000162572","SCNN1D","0.346956237429419","0.839293716940495","0.386257059234547","15.335879755057","14.9474384752266",0.701308588411344,1,0.940329910635671,0.702993156695142
"ENSG00000131584","ACAP3","0.952486846703232","0.40729092458398","0.642515979012883","50.761234250775","51.9701731230513",0.985073948842106,1,0.719299012531561,0.847359479473772
"ENSG00000127054","INTS11","0.00579895578400428","0.0160692001757896","0.00310718387679963","37.8419098449903","35.3578659078997",0.084540090904246,1,0.163508331484488,0.071572357350913
"ENSG00000224051","CPTP","0.400491563464281","0.232793687060902","0.334758730406659","7.48734719467705","7.90250377426731",0.739873532687073,1,0.569309743822139,0.661144893582637
"ENSG00000107404","DVL1","0.906687379702985","0.679268825742829","0.814210938039366","25.3586094803571","25.4206133235303",0.970370362968273,1,0.871262777126946,0.929337881682892
"ENSG00000162576","MXRA8","0.117664250255787","0.164020180891518","0.115885724662593","10.3893851974012","9.46119444812776",0.434675444592362,1,0.48676122163385,0.4119130101302
"ENSG00000175756","AURKAIP1","0.0310472635499758","0.527391896377999","0.484859547882643","23.6201344516447","22.6638424135348",0.213727470764519,1,0.79497347417318,0.766221521436218
"ENSG00000221978","CCNL2","0.674975186435499","0.555753814577178","0.607474827674925","95.6570062442218","94.5638630308587",0.8874442299818,1,0.810401581995786,0.830098039364922
"ENSG00000242485","MRPL20","0.295986318590936","0.81545752610588","0.791982934995213","29.8702634367994","29.2714675123317",0.656050468547776,1,0.93196248794017,0.91985240145552
"ENSG00000235098","ANKRD65","0.276317565136305","0.739752306279406","0.566450706998314","11.8872713071259","11.142859249299",0.639195377201847,1,0.899430918171226,0.809090815782351
"ENSG00000179403","VWA1","0.3595246782807","0.800560248507199","0.463566430556725","23.1554390125771","22.0205158301203",0.71216602400623,1,0.926249665458679,0.752718641814666
"ENSG00000160072","ATAD3B","0.122409569513347","0.195163958300327","0.150324507468687","17.9938741184949","17.0277075689379",0.44265329151137,1,0.528390094536721,0.46193484113442
"ENSG00000197785","ATAD3A","0.928850955713331","0.548739719338365","0.905941789081147","10.5897436292304","10.7251872062721",0.978471672749038,1,0.807686520196732,0.961880845808649
"ENSG00000205090","TMEM240","0.12232117187718","0.0522059663413732","0.0510652113294985","17.8808957452229","19.2112019212983",0.442607573659904,1,0.286314502365614,0.279788406962609
"ENSG00000160075","SSU72","0.356844317446243","0.0751220671439837","0.0408033999393419","37.478807788856","39.8470386760045",0.709410334348565,1,0.343875036971948,0.256271425181217
"ENSG00000228594","FNDC10","0.412230460317206","0.0994748951383743","0.158279712346486","7.20054817453642","7.8227756302882",0.745628665036855,1,0.39253398470589,0.47295410938152
"ENSG00000197530","MIB2","0.46936886633764","0.877041974417837","0.598207197806138","33.080394431043","32.8271685592884",0.782414666112265,1,0.95514017260896,0.824697716110526
"ENSG00000248333","CDK11B","0.0108645780765822","0.040638395670105","0.022572791125114","16.098518531671","17.7665424811023",0.120317726571031,1,0.251691161690014,0.192562658424912
"ENSG00000189339","SLC35E2B","0.0801112173935778","0.13475068957941","0.0719638932856628","26.0484854920358","27.7267035932568",0.360237178230432,1,0.444662540708873,0.327049899272931
