Item ID	Item value	Change in Kuiper test statistic when item removed
JPT1	11.2011873950409	-0.004192872117399604
CDKN1B	12.5170465778963	-0.004192872117399604
SUV39H1	10.7858241312239	-0.004192872117399604
AMD1	12.6481564967672	-0.004192872117399604
HMGB3	11.1582515334516	-0.004192872117399604
CKS1B	11.8969017937429	-0.004192872117399604
SMC2	13.8089223541146	-0.004192872117399604
SYNCRIP	11.8333751021684	-0.004192872117399604
RPS6KA5	18.2904687496572	0.014675052410902278
PTTG1	15.2451930525671	0.014675052410902278
SNRPD1	10.4427430498783	-0.0036972469089997517
STMN1	11.1740169922069	-0.004192872117399604
CHMP1A	12.4391016061174	-0.004192872117399604
FBXO5	14.3366627631962	-0.004192872117399604
KPNA2	11.8392354845898	-0.004192872117399604
HMGN2	10.8144029722522	-0.004192872117399604
POLE	20.8115765079761	0.014675052410902278
UPF1	13.7171987430623	-0.004192872117399604
KIF22	11.1955626214063	-0.004192872117399604
SLC7A5	10.4546380548799	-0.004192872117399604
ILF3	11.188758175763	-0.004192872117399604
RBL1	23.0424769963342	0.014675052410902278
DKC1	11.493959259289	-0.004192872117399604
NCL	12.5547715706268	-0.004192872117399604
CKS2	14.5864810497431	-0.004192872117399604
MCM3	12.0201772912455	-0.004192872117399604
SRSF2	10.9963443507875	-0.004192872117399604
ATF5	11.7193089368048	-0.004192872117399604
ODC1	10.8942494394729	-0.004192872117399604
NOLC1	11.6009826476832	-0.004192872117399604
EFNA5	22.8101633300918	0.014675052410902278
PURA	13.3827873775628	-0.004192872117399604
RAD21	11.9693175952849	-0.004192872117399604
E2F1	11.9075669330899	-0.004192872117399604
ABL1	0.501869539562991	0.014675052410902278
BUB3	12.9459790075615	-0.004192872117399604
E2F4	12.6455699907724	-0.004192872117399604
PLK4	12.8460478064688	-0.004192872117399604
POLQ	9.85933703363162	0.014675052410902278
CASP8AP2	23.014987050137	0.014675052410902278
HSPA8	11.4005448871016	-0.004192872117399604
CDKN2C	14.5995381411354	-0.003648826642720371
TGFB1	10.5392092276615	-0.004192872117399604
EGF	1.39801819308505	0.014675052410902278
HMGA1	11.5100021924162	-0.004192872117399604
RPA2	11.9645557213835	-0.004192872117399604
SQLE	12.8664050184875	-0.004192872117399604
STAG1	23.2857127048855	0.014675052410902278
MARCKS	10.9623580573254	-0.004192872117399604
PRC1	11.2499777556994	-0.004192872117399604
UBE2S	11.3114619728002	-0.004192872117399604
TACC3	20.9851695272182	0.014675052410902278
MAD2L1	12.0095888774749	-0.004192872117399604
EZH2	21.9143824407109	0.014675052410902278
