"Gene_Symbols","p_cogdx","p_ceradsc","acrophase_cog4","acrophase_cog5","acrophase_cerad1to2","acrophase_cerad3to5","amplitude_cog4","amplitude_cog5","amplitude_cerad1to2","amplitude_cerad3to5","BHQ_cogdx","Bonf_cogdx","BHQ_cerad","Bonf_cerad"
"KLHL17","0.764674150864223","0.29716330708609","4.89145412026061","0.111219499555214","4.84772326080841","0.297339281966885","1.61486051142658","2.15504019237131","1.83334048770043","1.25087116157676",0.968378330397725,1,0.999912777683626,1
"HES4","0.951574011757849","0.884872332075381","2.25815117399995","2.49140955186331","2.24204054812619","2.26245764722175","8.14173857336237","8.95104911187813","8.06999338090361","9.54457916590581",0.995889482246148,1,0.999912777683626,1
"GABRD","0.12542025559482","0.995543365751981","2.67450192105406","1.2557896436397","2.63558579120906","2.66251872988548","21.9871800588203","20.6960563143332","20.5882796446376","21.2346494356917",0.794971466231782,1,0.999912777683626,1
"PEX10","0.142887413773973","0.402403139126125","2.71410136610688","3.49367069422489","2.70763455955482","3.23059880190957","1.76760040078423","5.86998051306621","1.78689326495839","3.0315550123207",0.8356550391241,1,0.999912777683626,1
"PANK4","0.569279659981436","0.621394727246234","3.1661116648963","3.48260224244317","3.18123772866735","3.28817547186213","2.74848338385468","5.78493337356789","3.0546215564826","1.56625743122051",0.950959103864376,1,0.999912777683626,1
"LRRC47","0.0522909169497858","0.497544631103016","3.08773703659043","1.24454321950453","3.05362303435218","2.67030556190848","6.02268678826931","7.14990529496596","5.91958403916783","3.73155222851307",0.710993353632763,1,0.999912777683626,1
"KLHL21","0.742423392493807","0.115446874500238","4.12934744249168","4.82040597510915","4.11115115745974","5.6833112127886","4.36246117723268","2.685492167207","4.65938763481573","2.28158418330492",0.967856347802117,1,0.999912777683626,1
"NMNAT1","0.364071819019853","0.0769348105426225","0.732888012903426","4.29413072932184","0.748725943854733","0.510718537994752","3.55890307868491","1.10417157257086","2.92219511011021","6.8998590510145",0.917584664525772,1,0.999912777683626,1
"CORT","0.844015018597872","0.248584512094581","1.78650458759397","1.59375357073046","1.66886975350956","2.52297762676539","3.2035064956696","4.46072008153278","3.46013801603093","4.05286129295465",0.984983171934533,1,0.999912777683626,1
"SRM","0.451872769855549","0.374595433863129","2.7799147545651","1.53668786331129","2.76444837489265","1.97327134557285","9.42907330971286","8.64924445679254","9.44112717221938","7.42125953231128",0.944001534104582,1,0.999912777683626,1
"FAM131C","0.649281380778368","0.879177044952921","3.15854104000453","1.49835164707814","3.00526030093109","3.27724482981923","2.25228783626724","1.23965296899431","2.04775483479804","2.39266209081532",0.967366687054575,1,0.999912777683626,1
"IGSF21","0.157378054994721","0.0785235495916451","0.145401694614121","4.06069360072298","0.205379935086011","4.82644565128723","10.6802350709382","6.52186733696858","11.4416369899948","1.32778070423792",0.8356550391241,1,0.999912777683626,1
