"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"FOXO3A (mouse)",0.0482118665860478,4.35966735966736,13.2191657922236,"['NMNAT1', 'PHF23', 'CLGN']",0.995843786471757,0,0,3,"FOXO3A",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"BRCA1 (human)",0.0769426611434169,2.46520146520147,6.32248936643077,"['TMEM115', 'ARMCX6', 'NR2F2', 'CENPQ', 'ARF6']",0.995843786471757,0,0,5,"BRCA1",0.995843786471757,0.560970986442534,0.201425365845495,NA,0.335230369507152,NA,0.628885857284959,0.418874533853189
"NFIA (human)",0.0769426611434169,2.46520146520147,6.32248936643077,"['PANK4', 'KRTCAP2', 'ANKRD20A4', 'ABI3BP', 'NRIP2']",0.995843786471757,0,0,5,"NFIA",0.995843786471757,0.000456369428374099,1.52961373237171e-06,0.24533647959175,0.24686554414787,0.742031208008421,0.0111874870457771,0.0948843173273869
"TEAD2 (mouse)",0.0832246337972653,2.4,5.96690854964099,"['KRTCAP2', 'ST8SIA2', 'PHF23', 'NR2F2', 'MEA1']",0.995843786471757,0,0,5,"TEAD2",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CRTC1 (human)",0.0837698122281325,2.71428571428571,6.7305669820543,"['KRTCAP2', 'IGFBP5', 'ABI3BP', 'ZXDB']",0.995843786471757,0,0,4,"CRTC1",0.995843786471757,1.94997722825724e-11,7.40301993556476e-05,0.904268225391793,0.903809911118227,-0.0559125731157629,0.882665956731239,0.452185138732229
"MYC (human)",0.117777628156138,2.36111111111111,5.05031499624346,"['PANK4', 'NR2F2', 'HTR5A', 'ARF6']",0.995843786471757,0,0,4,"MYC",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"ZNF354C (human)",0.136777417126549,2.2156862745098,4.40788708745638,"['KBTBD6', 'LRRC29', 'ST8SIA2', 'TTTY10']",0.995843786471757,0,0,4,"ZNF354C",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"En1 (mouse)",0.142463737083384,2.54299754299754,4.95545739767872,"['LRRC29', 'ST8SIA2', 'DCUN1D3']",0.995843786471757,0,0,3,"En1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"GABPA (human)",0.151427248857511,9.1025641025641,17.1824548999976,"['PANK4']",0.995843786471757,0,0,1,"GABPA",0.995843786471757,1.26881335758408e-05,0.0913072832345154,NA,NA,NA,0.442443951279141,0.694600735560215
"GTF2I (human)",0.151427248857511,9.1025641025641,17.1824548999976,"['NLGN4Y']",0.995843786471757,0,0,1,"GTF2I",0.995843786471757,0.00059402492507788,1.05567678193773e-05,NA,NA,NA,0.262716707531307,0.99449886802842
"MZF1 1-4 (human)",0.154108063215621,1.72416472416472,3.22436254286356,"['PANK4', 'NLGN4Y', 'NRIP2', 'DCUN1D3', 'PCBD1', 'NR2F2', 'HTR5A']",0.995843786471757,0,0,7,"MZF1 1-4",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"MAPK14 (human)",0.167483724949112,2.02702702702703,3.62203195321764,"['KBTBD6', 'NRIP2', 'NR2F2', 'CLGN']",0.995843786471757,0,0,4,"MAPK14",0.995843786471757,1.19424394723449e-06,0.00107166091063652,NA,NA,NA,0.774878530056065,0.599833067432422
"Arnt::Ahr (mouse)",0.16779631042981,3.07017543859649,5.48027689107857,"['PANK4', 'LRRC29']",0.995843786471757,0,0,2,"Arnt::Ahr",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"TP53 (mouse)",0.178250140592068,1.97076023391813,3.39870891363201,"['NMNAT1', 'TMEM115', 'NRIP2', 'RBMS2']",0.995843786471757,0,0,4,"TP53",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"SPI1 (human)",0.187821725514292,1.77628032345013,2.97040614768466,"['NLGN4Y', 'ARMCX6', 'ENTPD7', 'NR2F2', 'CENPQ']",0.995843786471757,0,0,5,"SPI1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"Stat3 (mouse)",0.189256847426711,1.91737891737892,3.19176520865948,"['NMNAT1', 'NRIP2', 'NR2F2', 'CENPQ']",0.995843786471757,0,0,4,"Stat3",0.995843786471757,0.697829666008642,0.0471146514552524,NA,NA,NA,0.591790941410396,0.146144100171511
"Nobox (mouse)",0.196744825387588,6.05982905982906,9.8523590937146,"['NMNAT1']",0.995843786471757,0,0,1,"Nobox",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CEBPE (human)",0.196744825387588,6.05982905982906,9.8523590937146,"['CLGN']",0.995843786471757,0,0,1,"CEBPE",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"NR4A2 (human)",0.196744825387588,6.05982905982906,9.8523590937146,"['NLGN4Y']",0.995843786471757,0,0,1,"NR4A2",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"MIR133B (human)",0.23537242793691,1.72868217054264,2.50068780593427,"['PANK4', 'KRTCAP2', 'PHF23', 'RAB24']",0.995843786471757,0,0,4,"MIR133B",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CREB1 (human)",0.239441115468736,1.48484848484848,2.12251333584259,"['KBTBD4', 'LRRC29', 'ABI3BP', 'ST8SIA2', 'PCBD1', 'HTR5A', 'CENPQ']",0.995843786471757,0,0,7,"CREB1",0.995843786471757,0.176459503872099,0.00182583329249674,NA,NA,NA,0.222946314484912,0.739674091175694
"EIF4EBP1 (human)",0.239699590489066,4.53846153846154,6.4825970701913,"['RBMS2']",0.995843786471757,0,0,1,"EIF4EBP1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"VDR (human)",0.239699590489066,4.53846153846154,6.4825970701913,"['NRIP2']",0.995843786471757,0,0,1,"VDR",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CACYBP (mouse)",0.247343901686379,1.68686868686869,2.35651438955881,"['PANK4', 'IFITM3', 'ENTPD7', 'PCBD1']",0.995843786471757,0,0,4,"CACYBP",0.995843786471757,7.7547725257515e-06,0.00271695286473013,0.564364014326812,0.5652313273611,-0.00920974536848081,0.339316943354164,0.729355686693431
"FOXJ1 (human)",0.247343901686379,1.68686868686869,2.35651438955881,"['TMEM115', 'ERI2', 'RBMS2', 'ARF6']",0.995843786471757,0,0,4,"FOXJ1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"NRF1 (human)",0.259460484619573,1.64691358024691,2.22193487814292,"['C11ORF95', 'TMEM115', 'PHF23', 'DNAJB9']",0.995843786471757,0,0,4,"NRF1",0.995843786471757,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"Pdx1 (mouse)",0.267946562543694,2.15170278637771,2.83372309514955,"['NMNAT1', 'NR2F2']",0.995843786471757,0,0,2,"Pdx1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CRTC3 (human)",0.268542721592837,1.78116826503923,2.34178254371974,"['NLGN4Y', 'CENPQ', 'WDR77']",0.995843786471757,0,0,3,"CRTC3",0.995843786471757,0.000220932284590159,0.213003246103856,NA,NA,NA,0.114616509229391,0.823718554902973
"POU1F1 (human)",0.27170633445494,1.60869565217391,2.09618424351291,"['ABI3BP', 'ZXDB', 'PCBD1', 'CLGN']",0.995843786471757,0,0,4,"POU1F1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"SP1 (mouse)",0.27961675177382,1.49769585253456,1.90856677901151,"['KRTCAP2', 'IGFBP5', 'PCBD1', 'NR2F2', 'MEA1']",0.995843786471757,0,0,5,"SP1",0.995843786471757,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388
"RORB (human)",0.283522429881492,1.72297297297297,2.17174547638536,"['NRIP2', 'PHF23', 'ARMCX6']",0.995843786471757,0,0,3,"RORB",0.995843786471757,0.00882432907521044,0.000791895482533229,0.609310045648084,0.610702437702275,0.514731314915782,0.021755874438585,0.504075480329256
"SRF (mouse)",0.283522429881492,1.72297297297297,2.17174547638536,"['TMEM115', 'NRIP2', 'RBMS2']",0.995843786471757,0,0,3,"SRF",0.995843786471757,0.566939874462354,0.486810910227213,NA,NA,NA,0.648619787089759,0.798764404810656
"PLAU (human)",0.284065757735816,1.57210401891253,1.97857076829542,"['NMNAT1', 'ST8SIA2', 'DCUN1D3', 'CENPQ']",0.995843786471757,0,0,4,"PLAU",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"STAT1 (human)",0.290441710036342,1.47165532879819,1.81948456350689,"['NLGN4Y', 'C11ORF95', 'PHF23', 'PCBD1', 'CENPQ']",0.995843786471757,0,0,5,"STAT1",0.995843786471757,8.07179666707381e-08,0.0149718236688827,0.354654999729914,0.355162873682796,-0.582159657657805,0.0177634567296093,0.0150952150122767
"SREBF1 (human)",0.2924307018291,1.41399851079672,1.73855013486863,"['PANK4', 'NLGN4Y', 'KRTCAP2', 'ABI3BP', 'RAB24', 'DNAJB9']",0.995843786471757,0,0,6,"SREBF1",0.995843786471757,0.000851165208160392,0.0610422429759088,0.970502389423044,0.969564483519823,0.135667752983109,0.677073128593759,0.772025355353577
"NR2F1 (human)",0.298590139026278,1.66830466830467,2.01645218949736,"['NRIP2', 'PHF23', 'ARMCX6']",0.995843786471757,0,0,3,"NR2F1",0.995843786471757,5.0177386185504e-05,6.18123333230923e-05,0.479015588816396,0.481125180661059,0.315331805315562,0.806733688274543,0.883657240569642
"CBEPA (mouse)",0.313719743433491,1.61685214626391,1.87434430420008,"['IFITM3', 'DCUN1D3', 'CENPQ']",0.995843786471757,0,0,3,"CBEPA",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"HIVEP1 (human)",0.318995504382377,3.01709401709402,3.4472660598894,"['NLGN4Y']",0.995843786471757,0,0,1,"HIVEP1",0.995843786471757,0.000236317664614441,0.376828005227385,NA,NA,NA,0.0588948750141347,0.397801202303981
"NFATC2 (human)",0.318995504382377,3.01709401709402,3.4472660598894,"['NLGN4Y']",0.995843786471757,0,0,1,"NFATC2",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"NRF1 (mouse)",0.321671678929153,1.47111111111111,1.66856935863645,"['IFITM3', 'PCBD1', 'MEA1', 'CLGN']",0.995843786471757,0,0,4,"NRF1",0.995843786471757,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"TFAP2A (human)",0.328556988230063,1.3134374043465,1.46191490413401,"['PANK4', 'C11ORF95', 'KRTCAP2', 'ANKRD20A4', 'LRRC29', 'ST8SIA2', 'NR2F2']",0.995843786471757,0,0,7,"TFAP2A",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"NFYB (mouse)",0.344065692679252,1.52252252252252,1.62441379905147,"['NR2F2', 'CENPQ', 'RBMS2']",0.995843786471757,0,0,3,"NFYB",0.995843786471757,1.75633598383374e-05,0.203297302239033,0.488317555508378,0.490328599411045,-0.889141432686776,0.683186410497695,0.420344016712901
"CBEPB (mouse)",0.345685940072664,1.35294117647059,1.4371274051054,"['IGFBP5', 'ARMCX6', 'ENTPD7', 'CENPQ', 'RBMS2']",0.995843786471757,0,0,5,"CBEPB",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"THRA (human)",0.35555944863026,2.58241758241758,2.67038200334836,"['PHF23']",0.995843786471757,0,0,1,"THRA",0.995843786471757,6.96804545303265e-10,0.000755066582574572,0.587630090378858,0.588958741894793,-0.104864034542485,0.0404674010620617,0.148542090758014
"TCF4 (human)",0.35904006837246,1.24579831932773,1.27609773612257,"['NLGN4Y', 'KBTBD4', 'NRIP2', 'ERI2', 'PHF23', 'PCBD1', 'NR2F2', 'CLGN']",0.995843786471757,0,0,8,"TCF4",0.995843786471757,3.39495475495189e-10,4.44452075126362e-06,0.642612736584311,0.643784942052899,-0.0975693214872631,0.00152396825101363,0.0349135910955244
"PGR (human)",0.359235376336145,1.47918188458729,1.51435307407768,"['NLGN4Y', 'PHF23', 'NR2F2']",0.995843786471757,0,0,3,"PGR",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"CPEB1 (mouse)",0.359235376336145,1.47918188458729,1.51435307407768,"['NR2F2', 'CENPQ', 'RBMS2']",0.995843786471757,0,0,3,"CPEB1",0.995843786471757,0.24333371940803,0.0447025096440892,NA,NA,NA,0.257972661609435,0.0729839122219884
"ETS1 (mouse)",0.359757760775939,1.38155136268344,1.41239361370606,"['DNAJB9', 'PCBD1', 'NR2F2', 'MEA1']",0.995843786471757,0,0,4,"ETS1",0.995843786471757,0.0277094862463311,0.00364508157153728,0.645169618814241,0.646783083282732,0.586921721259125,0.92349159644547,0.756565992420676
"ELK1 (human)",0.359757760775939,1.38155136268344,1.41239361370606,"['PANK4', 'PHF23', 'NR2F2', 'CLGN']",0.995843786471757,0,0,4,"ELK1",0.995843786471757,0.00158906358864242,0.00303798375119974,0.574064472595197,0.575660380656649,0.486387404755736,0.879801610123535,0.852046911199861
"RXRA (mouse)",0.368835898630776,1.65071770334928,1.6464315372757,"['ABI3BP', 'CLGN']",0.995843786471757,0,0,2,"RXRA",0.995843786471757,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"NFYA (mouse)",0.374373662214648,1.43812233285918,1.41295646261817,"['NR2F2', 'CENPQ', 'RBMS2']",0.995843786471757,0,0,3,"NFYA",0.995843786471757,0.775043217150689,0.678386797817695,NA,NA,NA,0.609052322024312,0.289852380605596
"FOXA1 (mouse)",0.385227760572719,1.32727272727273,1.26611270837759,"['NMNAT1', 'ENTPD7', 'NR2F2', 'CLGN']",0.995843786471757,0,0,4,"FOXA1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"SMAD4 (mouse)",0.389460084149571,1.3991683991684,1.31940726358769,"['NR2F2', 'WDR77', 'CLGN']",0.995843786471757,0,0,3,"SMAD4",0.995843786471757,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229
"IRF2 (mouse)",0.389460084149571,1.3991683991684,1.31940726358769,"['KBTBD4', 'CENPQ', 'CLGN']",0.995843786471757,0,0,3,"IRF2",0.995843786471757,0.0240420500308635,0.0265805091123409,NA,NA,NA,0.890950545907066,0.537686030515806
"PURA (human)",0.390206734049836,2.25641025641026,2.12345938932841,"['MEA1']",0.995843786471757,0,0,1,"PURA",0.995843786471757,0.000154688480466184,0.000324411945383727,0.365714415040396,0.367233812068011,0.404141502716733,0.0597133899988757,0.105395406945412
"USF1 (human)",0.40447532368328,1.36216216216216,1.23298089895459,"['PANK4', 'NR2F2', 'ARF6']",0.995843786471757,0,0,3,"USF1",0.995843786471757,0.00967049291214358,0.0241340990657218,0.935531288678723,0.934557483315587,0.0148165035092992,0.263447983594246,0.282863055177108
"JUND (mouse)",0.419401202206388,1.32696110744891,1.15303272437502,"['IFITM3', 'DCUN1D3', 'MEA1']",0.995843786471757,0,0,3,"JUND",0.995843786471757,0.105116966589457,0.0261799615490139,0.667368639048203,0.668247069610718,0.724600956797381,0.939359027733481,0.961870328545092
"E2F4 (human)",0.423035386099524,2.002849002849,1.72304989228562,"['KBTBD6']",0.995843786471757,0,0,1,"E2F4",0.995843786471757,0.0117361814400315,0.0144022076630948,0.421846293035785,0.423099506217322,0.313543270381471,0.362763337930231,0.474596970455689
"NKX2-8 (human)",0.423035386099524,2.002849002849,1.72304989228562,"['ABI3BP']",0.995843786471757,0,0,1,"NKX2-8",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"LTF (human)",0.434220668028528,1.29343629343629,1.07898768923161,"['ANKRD20A4', 'NMNAT1', 'ENTPD7']",0.995843786471757,0,0,3,"LTF",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"HNF4A (human)",0.435604482720278,1.19548872180451,0.993475751380317,"['NLGN4Y', 'KBTBD4', 'PCBD1', 'MEA1', 'RBMS2']",0.995843786471757,0,0,5,"HNF4A",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"GLI2 (human)",0.448917779703757,1.26147077309868,1.01033152866312,"['DCUN1D3', 'RAB24', 'ENTPD7']",0.995843786471757,0,0,3,"GLI2",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"MYOD1 (mouse)",0.448917779703757,1.26147077309868,1.01033152866312,"['PHF23', 'ZXDB', 'PCBD1']",0.995843786471757,0,0,3,"MYOD1",0.995843786471757,NA,NA,NA,NA,NA,NA,NA
"JUN (human)",0.451655154999045,1.13636363636364,0.903223092895717,"['C11ORF95', 'ANKRD20A4', 'KBTBD6', 'NMNAT1', 'NRIP2', 'ZXDB', 'RAB24']",0.995843786471757,0,0,7,"JUN",0.995843786471757,8.243298215986e-07,0.034828872650036,0.694164762928851,0.694682526526075,-0.303755421619273,0.0244249520408038,0.287869680210983
