"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"BCL11A",0.0531912710448323,Inf,Inf,"['NR2F2']",0.221630296020135,0,0,1,"BCL11A",0.221630296020135,0.00385817813004761,0.0110215957348923,NA,NA,NA,0.0565050744629511,0.42058372792377
"BCL11B",0.0531912710448323,Inf,Inf,"['NR2F2']",0.221630296020135,0,0,1,"BCL11B",0.221630296020135,6.00956894604792e-11,0.00311166347732068,NA,NA,NA,0.463242159839679,0.388879857642835
"SUZ12",0.0531912710448323,Inf,Inf,"['WDR77']",0.221630296020135,0,0,1,"SUZ12",0.221630296020135,0.00917695522178752,0.234529233725301,NA,NA,NA,0.898829011622573,0.856383009762713
"HNF1B",0.0531912710448323,Inf,Inf,"['PCBD1']",0.221630296020135,0,0,1,"HNF1B",0.221630296020135,NA,NA,NA,NA,NA,NA,NA
"CEBPZ",0.0531912710448323,Inf,Inf,"['PCBD1']",0.221630296020135,0,0,1,"CEBPZ",0.221630296020135,0.0269206512791253,0.198273883082659,NA,NA,NA,0.00047514174984386,0.00276451878659466
"ZNF263",0.0531912710448323,Inf,Inf,"['PCBD1']",0.221630296020135,0,0,1,"ZNF263",0.221630296020135,0.119039055427212,0.30278161607353,NA,NA,NA,0.653602788471038,0.612004028071349
"MYC",0.0837698122281325,2.71428571428571,6.7305669820543,"['ABI3BP', 'PCBD1', 'RBMS2', 'WDR77']",0.23550092157621,0,0,4,"MYC",0.23550092157621,NA,NA,NA,NA,NA,NA,NA
"SMARCC1",0.103620405493532,18.2307692307692,41.3295367712173,"['ARF6']",0.23550092157621,0,0,1,"SMARCC1",0.23550092157621,1.10586213992103e-06,0.000970158320950043,NA,NA,NA,0.660087812244169,0.506168301058542
"HNF4A",0.103620405493532,18.2307692307692,41.3295367712173,"['PCBD1']",0.23550092157621,0,0,1,"HNF4A",0.23550092157621,NA,NA,NA,NA,NA,NA,NA
"POLR3A",0.103620405493532,18.2307692307692,41.3295367712173,"['PCBD1']",0.23550092157621,0,0,1,"POLR3A",0.23550092157621,0.0222481077853384,0.288812162725692,NA,NA,NA,0.254281782128084,0.158444330795394
"SREBF1",0.103620405493532,18.2307692307692,41.3295367712173,"['PCBD1']",0.23550092157621,0,0,1,"SREBF1",0.23550092157621,0.000851165208160392,0.0610422429759088,0.970502389423044,0.969564483519823,0.135667752983109,0.677073128593759,0.772025355353577
"TARDBP",0.151427248857511,9.1025641025641,17.1824548999976,"['ARF6']",0.270405801531269,0,0,1,"TARDBP",0.270405801531269,0.000106564971244019,0.0298690282333832,NA,NA,NA,0.583853026637885,0.575263436701714
"HNF1A",0.151427248857511,9.1025641025641,17.1824548999976,"['PCBD1']",0.270405801531269,0,0,1,"HNF1A",0.270405801531269,NA,NA,NA,NA,NA,NA,NA
"CCND1",0.151427248857511,9.1025641025641,17.1824548999976,"['WDR77']",0.270405801531269,0,0,1,"CCND1",0.270405801531269,NA,NA,NA,NA,NA,NA,NA
"RARA",0.239699590489066,4.53846153846154,6.4825970701913,"['NRIP2']",0.368962814139216,0,0,1,"RARA",0.368962814139216,0.53769392609247,0.726897350146413,NA,NA,NA,0.707907607608786,0.586107931058805
"CEBPB",0.239699590489066,4.53846153846154,6.4825970701913,"['NR2F2']",0.368962814139216,0,0,1,"CEBPB",0.368962814139216,3.59052450381653e-06,8.04513275494258e-05,0.896874382866601,0.896993246149158,0.0602683694043098,0.0263991432945905,0.293824280641756
"EP300",0.267946562543694,2.15170278637771,2.83372309514955,"['PCBD1', 'NR2F2']",0.368962814139216,0,0,2,"EP300",0.368962814139216,1.89494543731061e-13,5.37466541456109e-05,0.670892277845148,0.671305971042362,-0.0953296570415946,0.00876285349747977,0.489193039984772
"TRIM28",0.280411738745804,3.62564102564103,4.60998900569872,"['ARF6']",0.368962814139216,0,0,1,"TRIM28",0.368962814139216,0.000262167047676341,0.00177222225326413,0.137705108195627,0.13792239892904,0.405646607858332,0.532285817137458,0.72086338822407
"SMARCA4",0.280411738745804,3.62564102564103,4.60998900569872,"['WDR77']",0.368962814139216,0,0,1,"SMARCA4",0.368962814139216,6.13209260713134e-07,2.90618295340121e-05,0.680385972940595,0.680628794349885,0.332579923666618,0.635012814326174,0.0854991819664808
"FOXP3",0.318995504382377,3.01709401709402,3.4472660598894,"['CENPQ']",0.379756552836163,0,0,1,"FOXP3",0.379756552836163,NA,NA,NA,NA,NA,NA,NA
"NR3C1",0.318995504382377,3.01709401709402,3.4472660598894,"['NR2F2']",0.379756552836163,0,0,1,"NR3C1",0.379756552836163,0.0782853965622571,0.178507900003748,NA,NA,NA,0.267978775338528,0.714593055780828
"AR",0.35555944863026,2.58241758241758,2.67038200334836,"['WDR77']",0.386477661554631,0,0,1,"AR",0.386477661554631,0.200046744772851,0.861411560094761,NA,NA,NA,0.81419125889625,0.854594127053686
"NFKB1",0.35555944863026,2.58241758241758,2.67038200334836,"['PCBD1']",0.386477661554631,0,0,1,"NFKB1",0.386477661554631,1.32526612606581e-06,4.00762710655951e-06,NA,NA,NA,0.000115027406030369,0.0168182834819852
"POU5F1",0.454138542107029,1.8,1.42083534359919,"['NR2F2']",0.473060981361489,0,0,1,"POU5F1",0.473060981361489,NA,NA,NA,NA,NA,NA,NA
"RAD21",0.704795001828628,0.843711843711844,0.295171150839212,"['MEA1']",0.704795001828628,0,0,1,"RAD21",0.704795001828628,3.43510504429041e-08,0.00211333341251407,0.554465216526275,0.556364550203254,-0.104934269134778,0.587365411151445,0.595021688055369
