"Ensembl","Gene_Symbols","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"ENSG00000078808","SDF4","0.654376985112654","44.1783424550601","45.4512758033307",0.944674277657772,1
"ENSG00000160087","UBE2J2","0.973701889638072","44.3899202620754","44.4473813477638",0.998257369555358,1
"ENSG00000131584","ACAP3","0.696273544122814","67.0167911654368","68.5768684055297",0.957788607495956,1
"ENSG00000127054","INTS11","0.419590150135193","35.3496344304297","36.5745237666757",0.896584351485201,1
"ENSG00000175756","AURKAIP1","0.497701338483859","35.8299154079243","36.7268655511426",0.91255812795721,1
"ENSG00000221978","CCNL2","0.452230072773681","77.0318888237498","75.124222944647",0.906470409593366,1
"ENSG00000242485","MRPL20","0.0567454204797126","45.7646335774202","50.338314295757",0.609888504778611,1
"ENSG00000160075","SSU72","0.983960028126834","76.0310199362026","78.6769175024713",0.998257369555358,1
"ENSG00000197530","MIB2","0.552649146266845","35.6999777522055","38.3056346769888",0.924427517623586,1
"ENSG00000215790","SLC35E2A","0.271526950865059","33.2843425741848","35.4747450408922",0.831084192129184,1
"ENSG00000078369","GNB1","0.680566091873055","416.188642174622","411.602788918505",0.951208546546489,1
"ENSG00000142609","CFAP74","0.0988312847161684","48.839334766083","44.1699949972216",0.678244181649381,1
"ENSG00000187730","GABRD","0.693910658448095","41.8126879713318","44.6632492777614",0.957643068112978,1
"ENSG00000067606","PRKCZ","0.199419665493488","55.6881034901277","61.0194904829995",0.786067643926623,1
"ENSG00000157933","SKI","0.957090265837031","253.467834949176","252.627882301173",0.997816662781737,1
"ENSG00000157916","RER1","0.951402986865694","48.4662042348559","47.6355162764445",0.997475077016597,1
"ENSG00000158109","TPRG1L","0.791780592815922","35.9562284978083","36.8998342776045",0.978339572098628,1
"ENSG00000131697","NPHP4","0.750460698544092","45.3732095446408","44.5163805008932",0.969171157964061,1
"ENSG00000069424","KCNAB2","0.803936842215037","72.3623824858789","74.7348594830501",0.981142942179333,1
"ENSG00000116254","CHD5","0.469795179726867","87.4341052149271","93.9888207055431",0.908568719608337,1
"ENSG00000116251","RPL22","0.0576364196241858","153.155542712773","144.312543763588",0.609888504778611,1
"ENSG00000097021","ACOT7","0.497842330324382","39.171723689699","42.4219542460541",0.91255812795721,1
"ENSG00000215788","TNFRSF25","0.0769075456140993","47.7148587882778","44.3268185074885",0.634086457072075,1
"ENSG00000171680","PLEKHG5","0.186444789542735","33.654166221183","31.4367927606468",0.776314646715297,1
"ENSG00000162408","NOL9","0.91706463607264","39.0801738276166","39.4889409934974",0.993377497337696,1
"ENSG00000007923","DNAJC11","0.938562655647715","55.3012158219811","55.5198959009629",0.994429408853208,1
"ENSG00000171735","CAMTA1","0.934611594057813","243.509227621325","246.181484499005",0.994164971591415,1
"ENSG00000049246","PER3","0.937794912361265","75.3338967376519","74.5881976754279",0.994429408853208,1
"ENSG00000116288","PARK7","0.23583032791665","68.5017068920867","68.8654444963063",0.808461645800878,1
"ENSG00000142599","RERE","0.487058929999392","755.819379214581","758.795450837101",0.911077472173943,1
"ENSG00000074800","ENO1","0.339263774385828","125.272714023638","133.691811782315",0.867849754357831,1
"ENSG00000142583","SLC2A5","0.314085771774643","334.263177915836","315.259068565459",0.857185790902388,1
"ENSG00000171612","SLC25A33","0.98223836167659","36.3179773093786","35.9998048711626",0.998257369555358,1
"ENSG00000171608","PIK3CD","0.256328673061949","137.016794268367","130.083324046539",0.820028840279806,1
"ENSG00000171603","CLSTN1","0.580166040101322","191.717045226113","196.857014674259",0.931609862346373,1
"ENSG00000178585","CTNNBIP1","0.854310821140697","34.9097356214974","34.582567241137",0.991031617392078,1
"ENSG00000130939","UBE4B","0.90787111777204","124.851326589958","123.486742385676",0.993377497337696,1
"ENSG00000054523","KIF1B","0.718120891533074","173.994628473578","176.906129798682",0.960790961281414,1
"ENSG00000142657","PGD","0.624756326002492","35.5864902291468","34.5089506405376",0.938475264318637,1
"ENSG00000142655","PEX14","0.757682850763618","75.2935670918978","73.9076312767706",0.970496917559631,1
"ENSG00000120948","TARDBP","0.227302543575581","69.6188216885292","66.5974320417452",0.800503405276175,1
"ENSG00000116649","SRM","0.514968854882728","31.4385381430258","30.9932351728937",0.915541894936012,1
"ENSG00000171824","EXOSC10","0.812116807939835","37.4334753780814","37.6577862337495",0.981924156020091,1
"ENSG00000116661","FBXO2","0.801167188281086","48.4875696648387","50.1894306570546",0.979823903495169,1
"ENSG00000132879","FBXO44","0.706144124677956","51.7101238597101","53.3563023692088",0.959448032538383,1
"ENSG00000011021","CLCN6","0.863783831028682","67.1347367375834","66.7318991559748",0.992129957739857,1
"ENSG00000116688","MFN2","0.494764844585627","45.6122805000252","48.2687572569379",0.912397188889802,1
"ENSG00000028137","TNFRSF1B","0.369708448867293","214.906030448548","196.304133517044",0.881316132934627,1
"ENSG00000048707","VPS13D","0.558261838600047","262.786903453112","261.904133949402",0.925207362996541,1
"ENSG00000162496","DHRS3","0.714422818600588","94.202896853187","95.6769508756023",0.960415115414713,1
"ENSG00000162493","PDPN","0.885555775580574","42.5479050487531","41.0985672418962",0.993377497337696,1
"ENSG00000116731","PRDM2","0.226570736470933","211.006017210996","204.050023444001",0.800503405276175,1
"ENSG00000189337","KAZN","0.743994268612056","126.238452795298","134.298921055452",0.967732286316512,1
"ENSG00000171729","TMEM51","0.00556139320254748","98.4872172954606","111.033218068698",0.298005115761121,1
"ENSG00000142634","EFHD2","0.439705691062834","70.3952229272063","68.2057616372263",0.90540639785507,1
"ENSG00000116138","DNAJC16","0.461967446579016","49.4068556357768","47.998928216479",0.907982175245464,1
"ENSG00000197312","DDI2","0.996244753098841","80.7242246750474","79.5904582758994",0.99913811854885,1
"ENSG00000116786","PLEKHM2","0.942642924116415","102.729171651059","101.688115202069",0.995304377518919,1
"ENSG00000065526","SPEN","0.626029577814898","153.062316909074","150.405118412066",0.939363333282713,1
"ENSG00000037637","FBXO42","0.329480967537894","131.145075523145","133.554551107617",0.862843766868034,1
"ENSG00000055070","SZRD1","0.59818733653846","32.1004616640479","32.5512193298861",0.931609862346373,1
"ENSG00000219481","NBPF1","0.896425803766186","39.1357121807097","39.8158862776756",0.993377497337696,1
"ENSG00000058453","CROCC","0.32252876612715","50.3961144055464","44.2686672747724",0.860157928541165,1
"ENSG00000159363","ATP13A2","0.713057808149762","54.4295801620042","57.8330197198747",0.960415115414713,1
"ENSG00000117118","SDHB","0.220291173110595","60.3692720038464","57.809714037914",0.79960977698157,1
"ENSG00000117115","PADI2","0.603176472338975","338.333432625887","356.792350394299",0.933446562265662,1
"ENSG00000179051","RCC2","0.879004920872284","92.9746039171112","92.647710836066",0.992490198325359,1
"ENSG00000074964","ARHGEF10L","0.0628321687924488","97.590283814596","104.222305201921",0.618413408313289,1
"ENSG00000117154","IGSF21","0.0443288437839613","513.665760220547","477.773199494659",0.563444959847531,1
"ENSG00000127481","UBR4","0.730493432156832","89.9982119853587","90.2897004719112",0.962781091625535,1
"ENSG00000077549","CAPZB","0.115884346605913","537.840565912065","514.725068721768",0.709239493454958,1
"ENSG00000173436","MICOS10","0.157643555281751","275.377398354809","256.213333581453",0.746307680184778,1
"ENSG00000158747","NBL1","0.1366732975645","53.7627124896324","52.827357552883",0.734154451828762,1
"ENSG00000162542","TMCO4","0.0914858310549971","38.3371707451656","41.2386357319507",0.659287576537533,1
"ENSG00000162545","CAMK2N1","0.545034967622979","308.364778511319","318.033135745493",0.920718794207743,1
"ENSG00000158828","PINK1","0.153310477206361","73.9094025532991","73.5373673568111",0.74344842274606,1
"ENSG00000127483","HP1BP3","0.0662236805704509","270.024770970656","283.422161459403",0.621843776269433,1
"ENSG00000075151","EIF4G3","0.294588262335669","839.319580479551","851.074810697454",0.845263833875357,1
"ENSG00000076864","RAP1GAP","0.647124188624412","54.3335658130046","55.7552356093968",0.944428353199476,1
"ENSG00000090686","USP48","0.491214920054945","122.125476792502","118.387938377484",0.912397188889802,1
"ENSG00000070831","CDC42","0.13634617878562","156.050654095313","150.116555398811",0.734154451828762,1
"ENSG00000184677","ZBTB40","0.368660612099184","48.1261649717034","49.5571707268092",0.880151241364546,1
"ENSG00000173372","C1QA","0.0436912806923068","174.854768044309","156.612025328622",0.562575714052882,1
"ENSG00000159189","C1QC","0.0496814369769659","168.929061754042","151.104200197001",0.582627760911691,1
"ENSG00000173369","C1QB","0.0182862143775859","315.465680815648","277.049315834331",0.434750066055506,1
"ENSG00000133216","EPHB2","0.157899889999281","80.5330743839495","75.7516072042767",0.746307680184778,1
"ENSG00000004487","KDM1A","0.413688023503361","67.1937687084007","67.7787164314869",0.895259191662027,1
"ENSG00000169641","LUZP1","0.0590702021846124","142.1736607985","149.196404703622",0.611106388053802,1
"ENSG00000125944","HNRNPR","0.236724537964965","119.912558607309","122.507001978397",0.808488847495967,1
"ENSG00000142676","RPL11","0.143615612535037","288.214381964443","265.652786372073",0.734154451828762,1
"ENSG00000057757","PITHD1","0.378566963656247","58.8244178789712","63.6934487497036",0.884624783280423,1
"ENSG00000189266","PNRC2","0.200297167380097","38.4967750934534","36.6149550928115",0.786067643926623,1
"ENSG00000188529","SRSF10","0.0174290181444431","94.9501253979761","101.588619104398",0.426502268675644,1
"ENSG00000185436","IFNLR1","0.00623251402114201","32.1475416277758","39.9792427869035",0.312343112742987,1
"ENSG00000001461","NIPAL3","0.847757367876445","47.9577263349985","48.4717831429206",0.988447574584104,1
"ENSG00000133226","SRRM1","0.650492555738457","122.46745065944","122.899957279909",0.944428353199476,1
"ENSG00000169504","CLIC4","0.304863292055977","35.9705961887197","37.493813269724",0.85016199459299,1
"ENSG00000117616","RSRP1","0.19635743828771","288.821277520251","297.160319854738",0.782509104755256,1
"ENSG00000183726","TMEM50A","0.672297243877395","42.4238513417339","43.1365982152209",0.950742070213896,1
"ENSG00000204178","MACO1","0.325886824680583","90.9247802210979","87.9202988492316",0.861426748819538,1
"ENSG00000117643","MAN1C1","0.0695702739052359","121.33990441074","113.55071938968",0.623544487335148,1
"ENSG00000117632","STMN1","0.543468356867975","180.503522445338","186.272347347229",0.920104737640801,1
"ENSG00000142669","SH3BGRL3","0.0922509742702957","43.9637961044099","41.0169393662746",0.66066653363697,1
"ENSG00000117682","DHDDS","0.0622931502447539","36.6696163443349","34.0378668098558",0.616383642904767,1
"ENSG00000198830","HMGN2","0.0241954969193403","55.1804633520933","50.8567379406169",0.473913389091605,1
"ENSG00000117676","RPS6KA1","0.106092688345798","101.030353437551","103.562312879901",0.691555974734164,1
"ENSG00000117713","ARID1A","0.746327276606112","266.013507926732","266.628677521255",0.96836096405567,1
"ENSG00000090273","NUDC","0.426955977337362","66.2290817744018","66.9144474417253",0.899909498979742,1
"ENSG00000142784","WDTC1","0.445575079394374","52.394606386982","53.4697394768545",0.906470409593366,1
"ENSG00000158195","WASF2","0.807901397125101","336.817150815898","339.961627293169",0.981538395755823,1
"ENSG00000126705","AHDC1","0.5204252088238","46.9641062508994","46.4040811783899",0.916755688590899,1
"ENSG00000126709","IFI6","0.710999519103488","46.3178023167597","45.5548286848357",0.959905868093111,1
"ENSG00000117758","STX12","0.827296008726892","137.827301735489","135.550249413599",0.983323796640012,1
