"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","amp_ratio_CTL","amp_ratio_AD","mesor_CTL","mesor_AD","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000078808","SDF4",0.0182091019118955,"3.08612539722464","2.71273154782616","5.67590157312355","3.94470575178519","0.0888934257676448","0.126748705810592","44.3756747782014","44.780745782173",0.0376281827108466,1,0.363855054377741
"ENSG00000160087","UBE2J2",0.581471890667884,"0.14141456979239","5.66421445995669","2.72409456439967","1.97267329200795","0.0446690567097921","0.06046808695378","44.1619643957136","45.0501198505236",0.642431909657808,1,0.322746479080861
"ENSG00000131584","ACAP3",0.214639673688494,"1.12537584318616","1.01085708182103","2.69334445604121","6.98766162169604","0.103463793562376","0.040083951692859","67.5372647870611","67.1925881130387",0.289595190182849,1,-0.953362254756584
"ENSG00000127054","INTS11",0.721454250115061,"4.03694041357069","1.7286948517515","2.14001283308291","1.48978591682231","0.0415926224055687","0.0603094437094377","35.818513732927","35.483876180208",0.76579866233265,1,0.362179396134111
"ENSG00000175756","AURKAIP1",0.0083950104902751,"3.31721135867517","2.54696597149752","5.00389317172858","4.08563330976388","0.112546040248138","0.140667372810257","36.3018841067711","35.572521699671",0.0196570228824391,1,0.202739494515829
"ENSG00000221978","CCNL2",0.665128207815907,"5.28028313655602","5.60870537215068","2.16515722099409","3.11040529383974","0.0403875450516904","0.0288707880117683","77.0139727447869","74.9947393230668",0.718154171363456,1,-0.362260059048303
"ENSG00000242485","MRPL20",0.0178078439169635,"0.902660918826702","3.01370317684505","5.75360201052861","4.97040661138126","0.109995146116883","0.109352393807049","45.1875086024217","52.6152360293162",0.0368536662880475,1,0.146324445376212
"ENSG00000160075","SSU72",0.0108310221569665,"2.99642155444979","2.56497678569691","6.47442685325137","6.74121799777623","0.08818983025151","0.0832690635001123","76.4398568242035","77.753088375284",0.0243540672515909,1,-0.0403805336386579
"ENSG00000197530","MIB2",0.243229877419214,"2.32798371243464","0.705447627152289","3.50333468699751","3.70235564537172","0.103775795134249","0.0930036966133012","35.6764854519513","37.6687681734198",0.320472730490305,1,-0.0552539953650009
"ENSG00000215790","SLC35E2A",0.943566851623773,"2.89586521754713","5.87247102061362","1.03212133881546","1.06819581186141","0.0321915705524499","0.0291387329136818","33.1824696195235","35.4209409816458",0.951764652246047,1,-0.0343548316526071
"ENSG00000078369","GNB1",0.0452062243473723,"2.35858288326044","2.64044952432232","7.1307374351519","20.1330903732282","0.0482939596416679","0.0173141054416673","416.886304676858","411.845559054493",0.0806418844567978,1,-1.03795009247694
"ENSG00000142609","CFAP74",6.81217431513053e-06,"2.37471093086202","1.7797645359291","7.8199612428019","11.9108433545713","0.239326262047293","0.186714785081221","49.7682254036024","41.8818533272563",4.43906513369497e-05,0.0474536062791993,-0.42076959310607
"ENSG00000187730","GABRD",0.000735950244732688,"1.9560963271135","2.23869630596173","7.34961442318483","4.3110566234146","0.104381704568637","0.16087982438537","41.3008835334724","45.6838789528985",0.00250323701406636,1,0.533464822103604
"ENSG00000067606","PRKCZ",0.701971044811958,"2.05254944805845","3.02931547427691","0.733564586801285","2.85437282079356","0.0513011006464647","0.0119386926510233","55.6396019739249","61.4442978175178",0.749759322011668,1,-1.35869177387169
"ENSG00000157933","SKI",0.0245798124898336,"6.09744879736786","1.53410989674359","25.2155863339449","11.1591714875202","0.0436182287162314","0.100445075477383","255.837337185762","251.038552304365",0.0484501906633223,1,0.815200593909309
"ENSG00000157916","RER1",0.795460504862411,"3.96185623372061","2.35562519957243","1.51889548601257","1.79516787387075","0.0367697010857339","0.0323525751491327","48.8219327561315","46.9482098105347",0.827906451049089,1,-0.16711512383686
"ENSG00000158109","TPRG1L",0.0011723218288966,"2.73238430808401","2.60753190063254","4.24626750213025","5.65876668410258","0.156603060691383","0.115803391764284","36.1344577757282","36.6679027050732",0.00374949213043789,1,-0.287165605866806
"ENSG00000131697","NPHP4",0.00239091800274924,"0.0853177820540666","0.232365680068364","5.14796303960211","6.04848934626519","0.13288859894954","0.116653974554464","45.5154873636821","44.1301983859847",0.00687829388185863,1,-0.161207435887968
"ENSG00000069424","KCNAB2",8.47291868057749e-06,"1.46615341391118","2.49042233062267","11.6254859547132","10.1521840810333","0.14187433327413","0.149860723429799","71.5575809009597","77.5752691475495",5.36079487092669e-05,0.0590223515289028,0.135510890418507
"ENSG00000116254","CHD5",0.000195474177744732,"1.67917264091198","1.14000855315737","13.8320396541114","9.90760942643938","0.114244418892079","0.146083115416451","86.722918480583","94.6860943831822",0.000797232507125178,1,0.333684524385596
"ENSG00000116251","RPL22",4.29919929870671e-05,"3.57194232015154","3.3402422367635","6.95613198885944","31.4733900114599","0.206153861889975","0.0468406824050181","152.66941750651","148.506205112721",0.000216702042798777,0.299482223147909,-1.50951885614485
"ENSG00000097021","ACOT7",3.51536557453636e-05,"2.74294923460542","2.11827665687352","10.5130047036643","2.8049095285965","0.07207386735942","0.251158688809451","38.9171502981642","41.8580171504251",0.000183293687067517,0.244880365922203,1.32124174917297
"ENSG00000215788","TNFRSF25",0.123067791959169,"3.58132398064913","2.25808340976594","1.23492833054828","5.67302749720177","0.117092184279301","0.0286061676931777","48.4492413573039","43.1700024901554",0.184323852674171,1,-1.52470998891148
"ENSG00000171680","PLEKHG5",0.000184141998197569,"2.0315923207455","2.00787204759437","8.69456373037052","3.38139305674956","0.102629195002039","0.267167575278222","32.9476720214202","32.5434840710599",0.000757221463662494,1,0.944410200223932
"ENSG00000162408","NOL9",0.00144150699156747,"1.29268063491086","0.704136509757715","4.46201536780451","5.78491125532668","0.148340108930464","0.113715143132702","38.9976203808669","39.2385327484264",0.00447483854868939,1,-0.25965247989255
"ENSG00000007923","DNAJC11",0.525216868148428,"4.03481128708668","2.258864745136","2.89885690289076","2.55353095230081","0.0456532537073931","0.0534655740395386","55.9331645596881","54.2191298787331",0.593071924707724,1,0.126839399317579
"ENSG00000171735","CAMTA1",0.0315538243731142,"1.59878695856299","1.15681170420206","13.946575398257","9.48261423210223","0.0390677705345929","0.0564138652822614","242.722174885965","247.218929752051",0.0597932724755523,1,0.385773945833795
"ENSG00000049246","PER3",1.08032069317128e-12,"1.66547889496155","1.42944605975858","25.7474469875762","21.7719475803356","0.291368724034059","0.342840450969121","74.723008286197","75.1003766177381",6.43206320395824e-11,7.52551394863114e-09,0.167713143176018
"ENSG00000116288","PARK7",3.65944120314318e-08,"1.83375355378179","2.92169924981141","8.2436238835334","12.2183377156245","0.180440342958304","0.114916430434774","67.7140018429687","71.7358157779923",5.24519905783856e-07,0.000254916674210954,-0.393497875740286
