"Term.name","P.value","Z.score","Combined.score","Overlapping.genes","Adjusted.p.value","Old.p.value","Old.adjusted.p.value","gene.count","TF_NAME","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"HDAC8",0.0212893856370843,9.55311355311355,36.7751563458674,"['PPIL1', 'RPS10']",0.330127593682098,0,0,2,"HDAC8",0.330127593682098,1.24745752603698e-34,2.28932736027621e-23,0.807161755024846,0.807068829378932,0.0843062960992484,0.0031862206220775,0.970443567730733
"ILF2",0.0288938084135367,4.79249652616952,16.9852208817881,"['RPS15A', 'NEDD8', 'MRPL21']",0.330127593682098,0,0,3,"ILF2",0.330127593682098,3.5200782480735e-29,4.95097972971707e-21,0.875209995343366,0.87485519958397,-0.0155306062535701,1.5319464133528e-06,0.0459476609269091
"RAD21",0.0401100012020932,4.19026369168357,13.4764309616955,"['RPS15A', 'RPS27A', 'RPS10']",0.330127593682098,0,0,3,"RAD21",0.330127593682098,7.94137601101377e-22,5.3961587983296e-16,0.931056809246814,0.931195297025472,0.0980899705599007,0.0236612922567521,0.263611385869428
"POLR2A",0.0401100012020932,4.19026369168357,13.4764309616955,"['NEDD8', 'POLR2I', 'POLR2K']",0.330127593682098,0,0,3,"POLR2A",0.330127593682098,2.44412415074209e-11,1.19905899647589e-10,0.84009101752082,0.839619614918192,0.149299214073133,0.015622719740102,0.171315465697446
"KLF1",0.0501446666935091,21.9392033542977,65.6605937583498,"['RPS27A']",0.330127593682098,0,0,1,"KLF1",0.330127593682098,NA,NA,NA,NA,NA,NA,NA
"POLE",0.0550212656136831,19.7433962264151,57.2565503609331,"['NEDD8']",0.330127593682098,0,0,1,"POLE",0.330127593682098,2.86434868238664e-13,4.7764033956505e-10,0.728690099935244,0.728738933259623,0.206185926767563,2.22964185378982e-05,0.01206814118431
"RFX5",0.0695040987329038,15.1828737300435,40.4831522495795,"['CD74']",0.357449650626362,0,0,1,"RFX5",0.357449650626362,2.74292497856261e-10,8.10708441051652e-09,0.735943358549628,0.73604346991408,0.315420713179113,0.545461600122586,0.790868736407654
"ILF3",0.0828588661188846,3.06867721707973,7.64289819204853,"['RPS15A', 'NEDD8', 'RPL29']",0.372864897534981,0,0,3,"ILF3",0.372864897534981,2.69292009318988e-36,3.7376762105082e-23,0.760953611767452,0.761748681080659,0.130802087571629,0.000107358378291278,0.118967657211547
"KLF5",0.111657938172466,8.96397941680961,19.6518683682965,"['RPS27A']",0.409393261814942,0,0,1,"KLF5",0.409393261814942,5.21575193683571e-11,2.46055286743939e-06,0.990367624527067,0.990351166379798,0.0459610466220064,0.0158572690249032,0.128023652648656
"ESR2",0.113720350504151,2.65535112723503,5.77276763128771,"['RPL29', 'RPS27A', 'NEFH']",0.409393261814942,0,0,3,"ESR2",0.409393261814942,0.0229584522941577,0.000452765461234045,0.559070884624173,0.558290839809761,0.762765792734755,0.84541352720504,0.428400896345096
"NFYA",0.143143098004911,6.79570592062459,13.2102438475002,"['CD74']",0.456810336127025,0,0,1,"NFYA",0.456810336127025,0.775960584444909,0.556285015749876,NA,NA,NA,0.541937904052692,0.101552276930383
"TP53",0.158026341473613,1.98384236453202,3.66017635024037,"['RPS19BP1', 'NEDD8', 'RPS27A', 'RPS10']",0.456810336127025,0,0,4,"TP53",0.456810336127025,0.0856611584776267,0.206280298465481,NA,0.932887607650947,NA,0.169939845342364,0.217697839327482
"AHR",0.16495928804587,5.79356270810211,10.4403277687396,"['NEDD8']",0.456810336127025,0,0,1,"AHR",0.456810336127025,2.48205345843522e-07,0.0063204709340211,0.679198571970668,0.678429240963586,0.0239455926725743,0.0852973230294195,0.141912098450382
"BMI1",0.190419936424094,4.92169811320755,8.16275175424577,"['RPS27A']",0.489651265090526,0,0,1,"BMI1",0.489651265090526,2.18324539810324e-12,1.01226118709278e-09,0.657835217885001,0.657422073546596,0.269931895101794,0.0815456594457615,0.346191601459975
"GATA1",0.219162072924704,4.18586912886391,6.35391394048203,"['RPS27A']",0.525988975019291,0,0,1,"GATA1",0.525988975019291,NA,NA,NA,NA,NA,NA,NA
"EED",0.277421623364868,3.16859403530128,4.06282458053264,"['RPS10']",0.553871085381623,0,0,1,"EED",0.553871085381623,1.32061753901997e-13,0.000123983777149904,0.557525972716661,0.555916968654112,-0.348844104229664,0.107938286456768,0.79976899674182
"EPAS1",0.295876410836226,2.93072373979161,3.5690747674721,"['NEDD8']",0.553871085381623,0,0,1,"EPAS1",0.553871085381623,0.000280460614303386,0.00174798382130483,0.646057403289582,0.645292575717164,0.104296500592549,0.146006906555981,0.594689659885876
"ESR1",0.342142350416162,1.3848951048951,1.48533932995722,"['RPS15A', 'NEDD8', 'RPL29', 'RPS10']",0.553871085381623,0,0,4,"ESR1",0.553871085381623,0.000160127592785165,0.620936199705528,0.635858440247454,0.635012071511032,-1.23151048308644,0.806268154080142,0.901763669611147
"HDAC2",0.345942680429683,1.66851368970013,1.77109755061511,"['PPIL1', 'NEDD8']",0.553871085381623,0,0,2,"HDAC2",0.553871085381623,1.00106054894179e-08,2.73860568931938e-07,0.644728365918597,0.644192475292988,0.331293602579787,0.599382472260321,0.426382776361971
"E2F1",0.355228322560812,2.33378256963163,2.41545220335527,"['NEDD8']",0.553871085381623,0,0,1,"E2F1",0.553871085381623,7.27636490113767e-11,3.41388922613648e-09,0.586334801202892,0.584835015872579,0.435156491506317,0.39512466135215,0.757518630599718
"SMC3",0.358562384729686,2.30610432852386,2.36526194216017,"['NEDD8']",0.553871085381623,0,0,1,"SMC3",0.553871085381623,0.000302920079109154,0.000484210412267256,NA,NA,NA,0.476909841237351,0.744229992202993
"CREB1",0.368463372683621,2.22684391080618,2.22331206509427,"['CD74']",0.553871085381623,0,0,1,"CREB1",0.553871085381623,0.203842840058736,0.164067012684051,NA,NA,NA,0.438563819938428,0.694495446885467
"HIF1A",0.371730248690294,2.20161119355523,2.17868543240743,"['NEDD8']",0.553871085381623,0,0,1,"HIF1A",0.553871085381623,0.524431052539902,0.00186529445025647,0.333119346825934,0.332395158408244,1.84590119513897,0.000607543792814419,0.0107428676317449
"CTNNB1",0.383099815485849,1.53515625,1.47292056875649,"['RPL41', 'NEDD8']",0.553871085381623,0,0,2,"CTNNB1",0.553871085381623,8.28539732754051e-16,1.03882690054141e-09,0.982388337440416,0.982448742728286,0.0359859982868326,0.0002453916070929,0.019744950033467
"NANOG",0.384632698181683,2.10610671535808,2.01231426614016,"['RPS27']",0.553871085381623,0,0,1,"NANOG",0.553871085381623,NA,NA,NA,NA,NA,NA,NA
"BRCA1",0.406796592145492,1.45910780669145,1.31238283229004,"['POLR2I', 'POLR2K']",0.563256819893757,0,0,2,"BRCA1",0.563256819893757,0.868406009435612,0.369039423383267,NA,NA,NA,0.599244460879765,0.898272785296645
"SMAD1",0.45108147549235,1.69958982772765,1.35305586988281,"['RPS27A']",0.601441967323133,0,0,1,"SMAD1",0.601441967323133,1.52673112992389e-19,1.24378095986014e-10,0.848191547833779,0.847735447231294,-0.157188794314102,0.103455783142302,0.770617778691915
"FOS",0.513017791874248,1.41318020235165,0.943219710250514,"['TMSB10']",0.653921704390739,0,0,1,"FOS",0.653921704390739,1.61553907596238e-07,0.00104150169983918,0.557525972716661,0.555916968654112,0.164952456643663,0.706569654479933,NA
"TCF3",0.542554296577647,1.29861635220126,0.794061191409356,"['COX7A2']",0.653921704390739,0,0,1,"TCF3",0.653921704390739,0.177419248886588,0.511849127548809,NA,NA,NA,0.714955881036476,0.36917205273233
"SMAD4",0.544934753658949,1.28989129076596,0.783079084107052,"['RPS27A']",0.653921704390739,0,0,1,"SMAD4",0.653921704390739,1.94554072914142e-11,8.85755138270248e-09,0.787533504463605,0.787374581503896,0.196713553990633,0.269974084972642,0.718479866478671
"AR",0.602731856551292,1.09764417439505,0.555718435707632,"['COX5B']",0.699911520305024,0,0,1,"AR",0.699911520305024,2.14418282144554e-11,5.8832848057643e-11,0.578558240577813,0.577849443031047,0.38852576576674,0.00186562273269653,0.0480994892580543
"HTT",0.626915244161887,1.02675451732056,0.479436783571109,"['COX5B']",0.699911520305024,0,0,1,"HTT",0.699911520305024,1.02651761221649e-08,2.17911601153395e-06,NA,NA,NA,0.00397838317968004,0.71559196907756
"MYC",0.641585560279606,0.914506086794908,0.405869441593581,"['NDUFA5', 'POLR2I', 'RPS27A']",0.699911520305024,0,0,3,"MYC",0.699911520305024,NA,NA,NA,NA,NA,NA,0.0496718448560886
"POU5F1",0.677863942180925,0.891835492565864,0.346753386375372,"['RPL29']",0.702411051778152,0,0,1,"POU5F1",0.702411051778152,NA,NA,NA,NA,NA,NA,NA
"FOXP3",0.682899633673204,0.879416809605489,0.33541606079011,"['RPS19BP1']",0.702411051778152,0,0,1,"FOXP3",0.702411051778152,NA,NA,NA,NA,NA,NA,NA
"SMAD2",0.727762123097261,0.774797302417216,0.246215891132254,"['RPS27A']",0.727762123097261,0,0,1,"SMAD2",0.727762123097261,1.10590851456242e-15,1.22838266859519e-09,0.918063217588431,0.917938942839456,-0.128042748588536,0.000469750016243818,0.323329170426695
