"Ensembl","Gene_Symbols"
"ENSG00000157881","PANK4"
"ENSG00000116455","WDR77"
"ENSG00000163463","KRTCAP2"
"ENSG00000197454","OR2L5"
"ENSG00000115461","IGFBP5"
"ENSG00000126062","TMEM115"
"ENSG00000154175","ABI3BP"
"ENSG00000152969","JAKMIP1"
"ENSG00000196503","ARL9"
"ENSG00000169228","RAB24"
"ENSG00000128590","DNAJB9"
"ENSG00000157219","HTR5A"
"ENSG00000133863","TEX15"
"ENSG00000142089","IFITM3"
"ENSG00000123444","KBTBD4"
"ENSG00000053702","NRIP2"
"ENSG00000140557","ST8SIA2"
"ENSG00000185551","NR2F2"
"ENSG00000166828","SCNN1G"
"ENSG00000181031","RPH3AL"
"ENSG00000166960","CCDC178"
"ENSG00000198455","ZXDB"
