"Ensembl","Gene_Symbols","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ENSG00000241563","CORT",6.71827686733215e-07,"1.77799498942546","1.88698480975983","3.41532382938337","7.16609060626963",0.000188783579972033,0.000188783579972033,-0.741087948599109
"ENSG00000145741","BTF3",3.81417520540753e-06,"3.39464922311775","2.9695361351079","6.05701829046652","11.0698856075727",0.000535891616359758,0.00107178323271952,-0.60301076539659
"ENSG00000147571","CRH",6.85615831074278e-06,"1.87885062593459","1.77762554317221","19.8659820379102","34.3009741389488",0.000642193495106241,0.00192658048531872,-0.546164930690672
"ENSG00000180964","TCEAL8",1.5670123493429e-05,"3.0519920280292","2.51747155379944","3.77312510941333","6.67106694933692",0.00110082617541339,0.00440330470165355,-0.569876209987617
"ENSG00000198832","SELENOM",6.80517160323689e-05,"2.89167875271958","2.65215207158179","5.05826470723171","11.8172562957435",0.00382450644101913,0.0191225322050957,-0.848537379907411
"ENSG00000170860","LSM3",8.80011042254783e-05,"3.06780144904161","2.86829739058483","1.41024299249664","4.86093839056783",0.00412138504789323,0.0247283102873594,-1.23746947910688
"ENSG00000196683","TOMM7",0.000164198699859769,"2.94004291670245","2.77883593773389","9.74915886799436","24.0262785457756",0.00576747933257439,0.0461398346605951,-0.901967159407329
"ENSG00000232388","SMIM26",0.000146624841521586,"3.25207780822297","2.76864826410729","2.45798998564242","5.72342282903615",0.00576747933257439,0.0412015804675657,-0.845223086162315
"ENSG00000112667","DNPH1",0.00028630350193165,"2.91595492950213","2.51170368401818","0.840197204826285","2.60429852800689",0.00893903156031041,0.0804512840427937,-1.13128200691521
"ENSG00000127774","EMC6",0.000372295169955434,"3.21744927189977","2.60563574839929","2.34904043584184","3.51376343061921",0.0104614942757477,0.104614942757477,-0.402680745939923
"ENSG00000149806","FAU",0.000422545950977961,"3.13845486596751","2.87545957026749","14.5774473912185","29.7956859473835",0.0107941283840734,0.118735412224807,-0.714887980960501
"ENSG00000177954","RPS27",0.00061386022811061,"2.97391686571862","2.81399477956175","31.4978460371293","58.4091641256159",0.0143745603415901,0.172494724099081,-0.617553633762798
"ENSG00000241343","RPL36A",0.000666010449318108,"3.06015209377388","2.9116958044997","5.13009117827036","13.0108234846938",0.014396072019876,0.187148936258388,-0.930658154241572
"ENSG00000152457","DCLRE1C",0.000811568835158437,"3.11968912198629","2.83388263631942","3.17946829489453","7.38280325648078",0.0160880420974259,0.228050842679521,-0.842439431592336
"ENSG00000211450","SELENOH",0.00085879228278074,"2.6319673547478","2.49440868964153","8.03987127623624","15.1168443466492",0.0160880420974259,0.241320631461388,-0.631396569092477
"ENSG00000182899","RPL35A",0.000931620015548425,"3.0178854522924","2.8398516587927","14.6993963774709","29.0880728496126",0.0163615765230692,0.261785224369107,-0.6825217922633
"ENSG00000116455","WDR77",0.00109899232566511,"2.17460221034415","2.67109210162676","2.48635166848271","1.48878222334368",0.0175216576175917,0.308816843511896,0.512857956634238
"ENSG00000248485","PCP4L1",0.00117281903364978,"2.43781136576045","2.38891570542141","13.1319258740109","21.2029306589892",0.0175216576175917,0.329562148455588,-0.479093055815948
"ENSG00000135452","TSPAN31",0.00118473841542435,"2.62423320430666","2.69817314402681","2.47850226570807","5.08189331786461",0.0175216576175917,0.332911494734242,-0.718029439898962
"ENSG00000175768","TOMM5",0.00125505404037526,"2.91981826637248","2.59395220369716","5.62484852113998","8.61155787224579",0.0176335092672724,0.352670185345448,-0.42591122146272
"ENSG00000165502","RPL36AL",0.00135819324956694,"2.84550451131581","2.76285455304096","6.811273358078","14.0353629376405",0.0181739191965862,0.38165230312831,-0.723000982700778
"ENSG00000134419","RPS15A",0.00147544795185016,"3.02720079973269","2.86939544460997","8.74751253366339","17.0302828754497",0.0188454942940861,0.414600874469895,-0.666223726869743
"ENSG00000111652","COPS7A",0.00162810009656636,"2.45279507726735","2.52579379597922","5.64230300754935","9.68138734760108",0.0198911359623977,0.457496127135147,-0.539912895216253
"ENSG00000186468","RPS23",0.00178492591929503,"3.18557512591999","2.93343091279306","21.291570040004","37.729446524782",0.0208985076384126,0.501564183321903,-0.572129642894693
"ENSG00000110700","RPS13",0.00188526067453874,"3.16973693021583","2.91933526837829","9.04055635435385","16.907403990567",0.0211903299818154,0.529758249545386,-0.626030915805779
"ENSG00000143947","RPS27A",0.00209244700322768,"2.94767807532423","2.78107975892646","19.4434908113485","40.1182371695896",0.0217769484409992,0.587977607906978,-0.724318671788154
"ENSG00000234745","HLA-B",0.00205301484165362,"2.99751032954968","2.48954040493731","2.35323913548065","6.11968771414325",0.0217769484409992,0.576897170504667,-0.955718333501763
"ENSG00000089199","CHGB",0.00219732148763025,"2.66303080829274","2.58958169943884","5.4697403202933","9.91669835187951",0.0220516906437179,0.6174473380241,-0.594988896597101
"ENSG00000146386","ABRACL",0.00281312093911371,"2.3987391185148","2.01140318303529","1.70610988624882","3.00820219592227",0.0263495661296984,0.790486983890953,-0.567126764587664
"ENSG00000182916","TCEAL7",0.00274898714110331,"2.97853741070415","2.70613991011516","9.45850308994201","14.086613337358",0.0263495661296984,0.77246538665003,-0.398310802904534
"ENSG00000163463","KRTCAP2",0.00309744024640776,"3.29648318265997","2.44182176799561","3.81296620304241","2.74845484237961",0.0266452030605191,0.870380709240581,0.32736853895386
"ENSG00000169228","RAB24",0.00296325399163332,"3.3251564781983","2.40818607829584","2.79315961083861","1.42195117566867",0.0266452030605191,0.832674371648963,0.675143436249219
"ENSG00000147123","NDUFB11",0.00312915196084388,"3.31229805747547","2.72269692252407","5.60933728219741","7.22118410427117",0.0266452030605191,0.87929170099713,-0.252586361778397
"ENSG00000269893","SNHG8",0.00336315989038732,"2.79956391880044","2.85463734885985","3.39885906557931","7.15235260750581",0.0277955273293776,0.945047929198837,-0.744001532241241
"ENSG00000115226","FNDC4",0.00377984667953732,"2.66261500056032","2.45839806203197","3.68192317203301","6.11599749546246",0.028956603435634,1,-0.50747266179255
"ENSG00000197728","RPS26",0.00368782580478607,"3.17853230506465","2.62368743476134","9.43767687907839","12.9595332101905",0.028956603435634,1,-0.317121815989747
"ENSG00000168701","TMEM208",0.00381279119970982,"2.59640586987476","2.66142754050887","2.15080131462424","4.21959539686712",0.028956603435634,1,-0.673898768752836
"ENSG00000270170","NCBP2AS2",0.00409075242562739,"2.85928658110056","2.78319105018868","2.91954195959344","4.90081121892549",0.0297820413089674,1,-0.517974005473689
"ENSG00000187051","RPS19BP1",0.00413345057313071,"2.8201829767615","2.77408337490164","4.81637908034808","8.93350452679727",0.0297820413089674,1,-0.617786344506842
"ENSG00000245910","SNHG6",0.00437019208708707,"2.98800091146747","2.73898885703143","9.92389110717914","16.9762627756054",0.0307005994117867,1,-0.536870967898482
"ENSG00000101438","SLC32A1",0.00509109656768575,"2.73682541763508","2.66677583002151","10.7600062916086","15.3871770472233",0.0348926374516999,1,-0.357698363839628
"ENSG00000174446","SNAPC5",0.00580294631248839,"2.81920874241744","2.60792546398661","2.98829362997331","4.79132850398738",0.0388244741383152,1,-0.472105190264879
"ENSG00000113578","FGF1",0.00673692197229899,"1.57858230101963","1.99452738213139","4.37607187687146","6.6028757668498",0.039439064046167,1,-0.411353786153339
"ENSG00000118181","RPS25",0.00662806279770767,"3.18524699612297","2.84396398345075","19.8327156277169","27.6155893689346",0.039439064046167,1,-0.331047566895742
"ENSG00000184508","HDDC3",0.00645804042374068,"2.51348523209259","2.75349381255616","1.06153043188971","2.47289649809345",0.039439064046167,1,-0.845678464379717
"ENSG00000161970","RPL26",0.0062903612681576,"2.86846014762309","2.74075049763779","19.4088569666459","37.8655140266082",0.039439064046167,1,-0.668311271160547
"ENSG00000108106","UBE2S",0.00660440869524294,"3.12698076908291","2.5980697860441","3.43690040310165","4.42794957084548",0.039439064046167,1,-0.253366606493876
"ENSG00000054803","CBLN4",0.00614419987982895,"2.24389890793328","2.16272233796619","14.9006197373686","20.7050879528971",0.039439064046167,1,-0.32897665969624
"ENSG00000099977","DDT",0.00703498969493169,"2.87872732019551","2.68036273333319","2.91353605226778","5.32993760099771",0.0403435123321593,1,-0.603972049242523
"ENSG00000128285","MCHR1",0.00796347718561464,"3.32847781694127","2.84700372355812","1.89640445011833","2.50889000539591",0.0447547417831543,1,-0.27988072774888
"ENSG00000157005","SST",0.00880705359654275,"1.94216187440036","2.081789687691","5.32465515641992","9.11053608097281",0.0465866641838261,1,-0.537083604731611
"ENSG00000134575","ACP2",0.00906871562045213,"2.33270275998325","2.50413972268857","3.19116457850998","5.17335632175951",0.0465866641838261,1,-0.483135747908629
"ENSG00000175197","DDIT3",0.00858266658643154,"3.18655091814708","2.99361988811376","3.81341708807158","5.99401816766971",0.0465866641838261,1,-0.452236339168326
"ENSG00000281344","HELLPAR",0.00876454581255324,"2.3993374648403","2.34066893093363","5.80828595721646","9.21329229933686",0.0465866641838261,1,-0.461361745090742
"ENSG00000181031","RPH3AL",0.00911838622815102,"0.778335962138454","6.13791969402902","2.87769375128393","0.907494471075479",0.0465866641838261,1,1.15405699788795
"ENSG00000120875","DUSP4",0.00939430388255918,"1.80045385991013","1.55294073798901","9.30569348748943","13.8249019246542",0.0471392748392702,1,-0.395845037530392
"ENSG00000145248","SLC10A4",0.0115890225326869,"2.91428796825903","2.44608399517553","4.88145331262933","5.44909167623175",0.0571318479242986,1,-0.11000594437991
"ENSG00000185551","NR2F2",0.0120647709927557,"3.47468147199672","2.80854623963898","18.3779112871459","11.548593691665",0.0584517353269716,1,0.46458579868746
"ENSG00000138741","TRPC3",0.0137352837769518,"1.65054900781887","1.96345247534059","36.0279626116623","48.4033261273831",0.0654171990054823,1,-0.295273156838342
