"CHEM_ID","SUPER_PATHWAY","SUB_PATHWAY","CHEMICAL_NAME","SHORT_NAME","CHEMSPIDER","HMDB","PUBCHEM","KEGG","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"100000007","Lipid","Carnitine Metabolism","carnitine","carnitine",10455,"HMDB0000062",288,"C00487,C00308","5.31731832585971","0.133806314084578","0.00578345739798363","0.144183457862588","-0.110061350825246","0.0760961808727786",0.0372132299788291,1
"100000008","Xenobiotics","Benzoate Metabolism","benzoate","benzoate",238,"HMDB0001870",243,"C00180","2.92625169158722","0.0452364107519113","0.53703027310668","0.0409239278415972","0.00966614012166346","-0.0441916122455835",0.641657175629747,1
"100000014","Xenobiotics","Benzoate Metabolism","hippurate","hippurate",451,"HMDB0000714",464,"C01586","4.8357396379983","0.254130221447681","0.150865667538405","0.21533196249993","-0.25219932704059","0.031267697282028",0.280650024308193,1
"100000039","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","methionine sulfoxide","methionine sulfoxide",139840,"HMDB0002005",158980,"C02989","6.24484545841011","0.114396711203341","0.0666810838390772","0.120064818205419","-0.00438487816877702","0.11431264312221",0.18022901914397,1
"100000042","Amino Acid","Histidine Metabolism","3-methylhistidine","3-methylhistidine",58494,"HMDB0000479",64969,"C01152","2.00233593314005","0.195278111686973","0.293092072729636","0.134863147506666","0.177375572062339","-0.0816789283694879",0.426063084944344,1
"100000043","Xenobiotics","Drug - Analgesics, Anesthetics","4-acetamidophenylglucuronide","4-acetamidophenylglucuronide",3239926,"HMDB0010316",402266183944,NA,"3.47484238723957","0.42472230736851","0.170216552362172","0.354089955091828","-0.138933333840402","-0.401355910787947",0.298926160188602,1
"100000054","Amino Acid","Lysine Metabolism","5-hydroxylysine","5-hydroxylysine",1002,"HMDB0000450",3032849,"C16741","0.661117135306993","0.10051595806777","0.130414398085702","0.0900168127901067","0.0617166974784943","0.0793379296341274",0.263169287963842,1
"100000096","Amino Acid","Guanidino and Acetamido Metabolism","4-guanidinobutanoate","4-guanidinobutanoate",486,"HMDB0003464",500,"C01035","2.18598846593296","0.0864422743647401","0.0173725787606318","0.0829114340594475","0.0705941704158012","-0.0498871717042951",0.0765728246895452,1
"100000101","Lipid","Fatty Acid, Dicarboxylate","pimelate (C7-DC)","pimelate (C7-DC)",376,"HMDB0000857",385,"C02656","4.1217075832378","0.0343758981956943","0.650927780633999","0.0357255946319561","-0.0285512935614499","-0.0191448690966706",0.727889327347136,1
"100000125","Nucleotide","Pyrimidine Metabolism, Cytidine containing","2'-deoxycytidine","2'-deoxycytidine",13117,"HMDB0000014",13711,"C00881","2.17015804950315","0.204194389907037","0.00545508179034316","0.168597615295906","0.168602459366319","-0.115189233720586",0.0359852034068856,1
"100000135","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","2'-deoxyinosine","2'-deoxyinosine",58569,"HMDB0000071",135398593,"C05512","6.03792631118067","0.140465539843663","0.0198893445105077","0.135802302351362","-0.0341060975691154","0.136262034302214",0.0824783557289031,1
"100000257","Carbohydrate","Aminosugar Metabolism","glucuronate","glucuronate",58552,"HMDB0000127",4.4147823677977e+29,"C16245","4.48977169439779","0.120983581940334","0.199109215749151","0.116475696280235","-0.117998062601204","-0.0267111272969862",0.326306334787231,1
"100000258","Lipid","Glycerolipid Metabolism","glycerol 3-phosphate","glycerol 3-phosphate",734,"HMDB0000126",754,"C0093","1.88730327732708","0.0163957503763082","0.811819034149771","0.0160271258470829","0.0155813475729996","-0.00510315963022809",0.869410561811146,1
"100000263","Amino Acid","Histidine Metabolism","imidazole lactate","imidazole lactate",389128,"HMDB0002320",793,"C05568","5.38199881647926","0.146970902677008","0.0466295969762629","0.144680046958796","-0.115234578042004","0.091221917635926",0.143546014221045,1
"100000265","Amino Acid","Tryptophan Metabolism","kynurenine","kynurenine",141580,"HMDB0000684",161166,"C00328","4.94215935796503","0.301654227769255","5.59063765919375e-08","0.368505876795064","-0.293726367968855","0.0687029394632463",2.19432528123355e-05,4.38865056246709e-05
"100000269","Lipid","Phospholipid Metabolism","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)",571409,"HMDB0000086",71920,"C00670","5.32531539622262","0.113240962262924","0.017274223866611","0.135244233271783","-0.0926274904567049","0.0651434075400271",0.0765728246895452,1
"100000272","Amino Acid","Glycine, Serine and Threonine Metabolism","allo-threonine","allo-threonine",89699,"HMDB0004041",99289,"C05519","4.89453425269643","0.138498185923623","0.00918917221749761","0.159288713412967","-0.136207060567089","0.0250875298865355",0.0499083039087364,1
"100000275","Carbohydrate","Glycogen Metabolism","maltotetraose","maltotetraose",393830,"HMDB0001296",439639,"C02052","5.29941427527483","0.347346929074581","0.0619483548396093","0.310757032040901","-0.289198277913824","0.192390865659523",0.173058571349086,1
"100000276","Carbohydrate","Glycogen Metabolism","maltotriose","maltotriose",388669,"HMDB0001262",439586,"C01835","5.22107013505151","0.249378060408953","0.243952193984014","0.222065466494286","-0.217803700370865","0.121453551278215",0.373299166232848,1
"100000282","Amino Acid","Glutamate Metabolism","N-acetylglutamate","N-acetylglutamate",1266066,"HMDB0001138",70914,"C00624","4.36840138818625","0.0368606754396043","0.137333957458629","0.0366739977873879","-0.034701279878703","-0.0124310324850261",0.269544652038828,1
"100000298","Carbohydrate","Nucleotide Sugar","UDP-galactose","UDP-galactose",17069,"HMDB0000302",18068,"C00052","5.90591248245459","0.207016140890079","0.0298701111185797","0.227798045802208","-0.0762619437116501","0.19245726416621",0.108555727907801,1
"100000299","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","xanthosine","xanthosine",58484,"HMDB0000299",64959,"C01762","2.61074775536129","0.00540559525712848","0.974825253634226","0.00525473794908364","0.00273664824903943","-0.00466167528308433",0.985234704983692,1
"100000300","Carbohydrate","Fructose, Mannose and Galactose Metabolism","galactose 1-phosphate","galactose 1-phosphate",NA,"HMDB0000645",123912,"C00446","4.8651239674964","0.171069106495416","0.0368437084678907","0.177254751554218","-0.169077634403061","0.0260267697151396",0.122035068132043,1
"100000406","Carbohydrate","Pentose Metabolism","ribitol","ribitol",10254628,"HMDB0002917,HMDB0001851,HMDB0000568,HMDB0000508",6912,"C00379,C01904,C00474,C00532","1.87809298425967","0.0504518709602863","0.0715389360098074","0.0479555723703682","0.0480884413106305","-0.0152608353541812",0.186596131672205,1
"100000409","Xenobiotics","Food Component/Plant","2-isopropylmalate","2-isopropylmalate",76,"HMDB0000402",77,"C02504","3.07982833150398","0.0292594805491261","0.880833589498815","0.0264736144673582","0.00180604317770245","-0.0292036882952302",0.921208671141626,1
"100000442","Xenobiotics","Food Component/Plant","quinate","quinate",10246715,"HMDB0003072",6508,"C00296","1.08698944552604","0.116389959689345","0.742540305380106","0.0785065435213788","0.103031949336314","0.0541390813779342",0.808452343583056,1
"100000445","Xenobiotics","Xanthine Metabolism","theobromine","theobromine",5236,"HMDB0002825",5429,"C07480","1.21117975583759","0.0261489086627299","0.987548010259841","0.0215064838000739","0.0244762107509358","0.00920220253676047",0.992605874588957,1
"100000454","Amino Acid","Lysine Metabolism","5-aminovalerate","5-aminovalerate",135,"HMDB0003355",138,"C00431","3.61791847874214","0.098571240367994","0.210702318744885","0.101341820239238","-0.0451965984424446","-0.0875988408423152",0.33963310105695,1
"100000467","Amino Acid","Tryptophan Metabolism","3-indoxyl sulfate","3-indoxyl sulfate",9840,"HMDB0000682",10258,NA,"4.38735065894519","0.322200877402963","0.0363558602502413","0.312726773029262","-0.305329952728316","-0.10289327172446",0.121444043814636,1
"100000487","Peptide","Dipeptide","glycylvaline","glycylvaline",2006926,"HMDB0028854",2724807,NA,"5.79047817486985","0.268406214585005","0.00253584240209962","0.255179894246608","-0.126959562359137","0.23648079320196",0.022739811296771,1
"100000491","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine","gamma-glutamylphenylalanine",99868,"HMDB0000594",111299,NA,"6.27397516373633","0.0819724383391384","0.541087519868583","0.0769833636381778","-0.000754967241822803","0.0819689616362659",0.64356621681339,1
"100000565","Lipid","Eicosanoid","15-HETE","15-HETE",4444307,"HMDB0003876",9966861,"C04742","4.88712544350547","0.0400766866184793","0.708017654213993","0.0418116736527827","-0.0394664144094222","0.0069672766544432",0.780609351907282,1
"100000574","Lipid","Eicosanoid","prostaglandin F2alpha","prostaglandin F2alpha",4444062,"HMDB0001139",5283078,"C00639","1.67423977107835","0.0440111320327108","0.547872098844587","0.0441763688682177","0.0437758703556527","-0.00454454809698291",0.646736236981956,1
"100000580","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","1,5-anhydroglucitol (1,5-AG)","1,5-anhydroglucitol (1,5-AG)",NA,"HMDB0002712",64960,"C07326","0.607480838110476","0.0958584697768394","0.308394917649637","0.104584032010977","0.0547160930065705","0.0787082930449743",0.441770091888622,1
"100000584","Lipid","Monoacylglycerol","2-arachidonoylglycerol (20:4)","2-arachidonoylglycerol (20:4)",4445451,"HMDB0004666",5282280,"C13856","6.09190416727548","0.146607530102221","0.447746598757409","0.143967725122061","-0.0278725580642375","0.143933624944379",0.567820807794129,1
"100000616","Lipid","Phosphatidylinositol (PI)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)",21403055,"HMDB0009815",NA,NA,"3.45160643996157","0.0254078008961478","0.158349556816899","0.0256036088462433","-0.00775120268039449","-0.0241965948717115",0.289753851051901,1
"100000630","Lipid","Lysophospholipid","1-oleoyl-GPS (18:1)","1-oleoyl-GPS (18:1)",7826049,"HMDB0061694",85036846,NA,"6.14404060480128","0.168726747423237","0.0359689595934403","0.161657020009706","-0.0234017476241094","0.167096000862266",0.121444043814636,1
"100000639","Lipid","Phosphatidylserine (PS)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)","1-stearoyl-2-oleoyl-GPS (18:0/18:1)",7826037,"HMDB0010163",9547087,NA,"4.26642837882095","0.0707249719035466","0.107925898793656","0.0727181332237968","-0.0638078398307532","-0.0305054294657591",0.242281434824358,1
"100000641","Lipid","Phosphatidylglycerol (PG)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)","1-palmitoyl-2-oleoyl-GPG (16:0/18:1)",4446626,NA,70789105,NA,"5.10163883821726","0.0175790121863573","0.618772356747079","0.0179269414874016","-0.0162639965121997","0.00667113835108031",0.703195116066421,1
