"Symbol","Uniprot","p","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"DCLK1","O15075",0.382349861696799,"2.8154695137144","2.49002837185137","807.972636034774","2177.79220125346",0.611272708827367,1,-0.991538699230982
"LMO7","Q8WWI1",0.0956475583341657,"5.38034236115767","3.26529481141511","263.320669660717","1219.99175686678",0.329063879762314,1,-1.53322681529731
"ADD3","Q9UEY8",0.0691592944061525,"3.37627099591003","4.44461091974668","3255.6511902179","2012.95173978676",0.290932674233703,1,0.480790141993764
"SORBS1","Q9BX66",0.0873512840914949,"3.84365671040249","3.91164129168575","677.536548599324","2483.10099480189",0.32085618010193,1,-1.29879996161751
"MSN","P26038",0.58199032997595,"4.13748564813045","4.6667389235399","2217.66059707997","2401.54511571764",0.745975304959909,1,-0.0796594732572291
"ARHGAP35","Q9NRY4",0.429220256679698,"0.835821114135397","1.60093189195057","677.427118780802","515.808240870148",0.643389840082586,1,0.272566903021328
"ARHGEF2","Q92974",0.0565322798942631,"1.22970423849512","2.21479694375969","757.186956440527","1398.11771219639",0.274637462970194,1,-0.613271926531525
"OGT","O15294",0.482615040216205,"0.930218084960543","1.26383158864479","2052.16800973853","1286.31663103216",0.671831407517169,1,0.467113990671616
"TNKS1BP1","Q9C0C2",0.12625548512371,"0.834635775726149","3.44099187340239","90.5305290366281","462.846316171971",0.358392089182732,1,-1.6317079372293
"SIPA1L1","O43166",0.0419321775648842,"0.639600621612509","2.60810955166657","394.251776618496","643.208509760236",0.233486406976721,1,-0.489479215968211
"RELCH","Q9P260",0.634043727443628,"0.74555464820708","1.31693160423782","467.644167639407","457.30079977937",0.771300366340956,1,0.0223663015880889
"HNRNPM","P52272",0.0918652115960886,"3.59601179236897","5.35894295968477","1297.44459001956","1636.82722400448",0.324762931135468,1,-0.232363118574435
"APC","P25054",0.202917500643517,"1.98193567938933","3.1677325435025","150.654452157791","245.95823869126",0.451582103891654,1,-0.490172941975003
"LMNB2","Q03252",0.274732912161939,"4.46494961892095","5.31226477080926","1237.41979367754","2063.85623342268",0.525060616390711,1,-0.511547790673487
"KIAA1107","Q9UPP5",0.341139513269878,"2.14712665850982","2.75126537926737","608.013668263207","1640.73818874824",0.575022674160268,1,-0.992704172227681
"HNRNPA2B1","P22626",0.465451952790324,"4.29817500138301","4.78880605596659","1547.76577245965","3086.4421737523",0.657989465392069,1,-0.6902065735207
"CAP2","P40123",0.398963951853168,"0.899890798753166","1.20303945343631","3097.46615460455","1640.83717274842",0.624573504668265,1,0.63537782500205
"SOGA3","Q5TF21",0.00413690469224941,"3.98083382550987","5.35850047351632","2154.89785457424","1163.7902657105",0.0822141820806237,1,0.616061174186203
"CAMK2G","Q13555",0.165062722869411,"3.88096888411251","5.347991305172","522.452450618693","1068.93327216599",0.411563676558498,1,-0.7158825121806
"KIF5A","Q12840",0.145298694328254,"1.13478789904406","1.7689036020963","836.076931130858","1045.75733423193",0.381219222401308,1,-0.223775991933298
"PPFIA4","O75335",0.571773076042849,"4.65389339614066","5.37470372711951","404.657276858961","386.446538072489",0.73723480524018,1,0.0460469436417286
"UPF1","Q92900",0.199300435344343,"4.10577804070791","5.14265884101376","581.944236965418","648.268268353247",0.447979784520269,1,-0.107929974685639
"PGM2L1","Q6PCE3",0.593138122866721,"1.19558537629538","1.63995146305415","916.405145990753","1967.05527144087",0.748618230817686,1,-0.763834351348901
"ILF3","Q12906",0.082369218917326,"2.02614129744713","5.10253274193621","263.536397188617","896.776594259165",0.315754243851157,1,-1.22461528405113
"SORL1","Q92673",0.558696091473236,"1.45556546601706","1.53496255423343","625.18156099437","971.852240133",0.727851482490219,1,-0.441161671439574
"EIF4G1","Q04637",0.997071101187918,"3.04962281432269","3.05314239900146","653.978915092839","629.343639521243",0.997071101187918,1,0.0383976767571223
"ARHGAP32","A7KAX9",0.039789330279808,"5.79790104602989","3.22349443928737","65.4714147045074","547.57280983579",0.230472043851503,1,-2.12388180819161
"HDLBP","Q00341",0.254970932894731,"1.28840042044871","2.30364815443717","545.101599656148","554.18443187379",0.505245032815085,1,-0.0165253421883179
"SLC4A10","Q6U841",0.0772839451576518,"1.17206252668165","2.63631497470026","2724.44943999675","3118.74377141278",0.30790905134239,1,-0.135163916039365
"LRP1B","Q9NZR2",0.123008197975456,"0.961395351672334","2.32863505841021","219.313824554399","212.493162915645",0.358392089182732,1,0.0315938795684337
"ITGAV","P06756",0.155541063259807,"4.04804061255378","5.28591364432681","1261.00883140037","1057.15987384231",0.397025154693677,1,0.176326112544728
"PRRT2","Q7Z6L0",0.0982983543375458,"4.4917546497883","5.91884748879079","1557.82718807191","1660.41990235294",0.330116200967515,1,-0.0637785013901919
"HNRNPUL2","Q1KMD3",0.140261916841719,"3.43907398521059","5.20793445750604","288.862494624901","569.064923133238",0.373543497929835,1,-0.678043750287901
"PDIA4","P13667",0.582179677733079,"3.77939468798441","4.40779753843182","1027.47327765885","1008.65415965952",0.745975304959909,1,0.0184857328286382
"NBAS","A2RRP1",0.904524360662019,"2.05496006557743","1.7566180214102","222.541279617941","255.357910438861",0.947297418050765,1,-0.137553520651578
"DOCK4","Q8N1I0",0.0917167886075885,"0.813785152218142","1.88378769039445","880.590395938932","538.864059400049",0.324762931135468,1,0.49112925679882
"DOCK3","Q8IZD9",0.358459883313626,"0.868907527554315","1.91264508632522","195.996818981814","320.702721422881",0.586112287957581,1,-0.492416163132545
"TTC37","Q6PGP7",0.666632526723142,"1.73962926914557","1.85048583024972","375.583349786907","671.448948374734",0.789038506528699,1,-0.580957570114849
"FGB","P02675",0.0754698836080241,"3.73651804319473","4.83890187311582","11648.5490912488","6324.41198820143",0.303897445758514,1,0.610764566732376
"EEF1A1","P68104",0.0123217073314286,"3.28272113061485","5.64324886399938","2216.72120953472","1619.45313127894",0.138481277918892,1,0.313940652533072
"SYNPO","Q8N3V7",0.405044186830734,"2.30360012463111","2.98872605498023","484.328150132654","1744.10068875476",0.628862417904212,1,-1.28123166405716
"RTCB","Q9Y3I0",0.00161273381527269,"3.76182038757299","5.55283130283581","1819.4348240083","1303.35674722937",0.0578280268047779,1,0.333582866809242
"MPRIP","Q6WCQ1",0.0857258173909869,"0.350859048861494","2.47789608001321","204.837129698653","366.051366058503",0.319858323773792,1,-0.580558493886471
"TRIM3","O75382",0.00469582286418762,"3.2337446103352","6.09728413721395","347.437684120562","322.681277163051",0.0860632003116896,1,0.0739202446048653
"SRRM2","Q9UQ35",0.131404465585356,"1.76935014195191","3.91457811560716","109.566495149046","236.772111274792",0.35980931849372,1,-0.770566496158279
"CHGA","P10645",0.223221448660883,"4.34809944312163","5.09281030188692","3409.85301489941","2850.88760887109",0.468205434099289,1,0.179038798729534
"VGF","O15240",0.0221105910713354,"0.722931057404587","2.00869299414462","7000.85939444637","4458.08669083412",0.17164201110016,1,0.451313231253218
"RAP1GAP","P47736",0.147057209278705,"3.38021848421645","1.61196314301716","169.946804906714","520.515624821969",0.384493328426614,1,-1.11933443070518
"GLG1","Q92896",0.48967250715884,"1.52869652937164","1.99726489067544","1250.17717745489","1025.1810821105",0.67655669337726,1,0.198416020773156
"CAPN2","P17655",0.2173704615802,"4.10199212072397","5.32196351021093","817.093470224394","881.439321703175",0.462372761496866,1,-0.0758026692360314
"PRRC2C","Q9Y520",0.22165284411186,"5.17105852973962","3.75290608787352","64.1181355987203","209.086713035679",0.467519864471234,1,-1.18202181025974
"HERC4","Q5GLZ8",0.230806245231805,"0.488482584685737","1.30268894335929","488.165301980569","369.883851792693",0.476156445642601,1,0.277465039779494
"CAMSAP1","Q5T5Y3",0.016324341293523,"6.2676946390253","2.51701184772424","194.112096783516","276.495849980073",0.151755913506455,1,-0.353760001073846
"DTNA","Q9Y4J8",0.458835602933288,"3.82093542670678","4.02459857030137","612.055333817962","1368.84908637321",0.657989465392069,1,-0.804902889655092
"SERPINA1","P01009",0.381681636668466,"4.15296373481697","4.8837923249391","14286.2888354235","14932.8074307411",0.611272708827367,1,-0.0442603788375818
"FGA","P02671",0.0644494719813763,"3.88921405651881","4.87545463419281","14877.0126373364","8851.18043077396",0.280522846254199,1,0.519266413495761
"KLC2","Q9H0B6",0.755309388746621,"2.45485717882262","1.99098392987794","1050.79701905645","973.154041686083",0.851477310736347,1,0.0767618350954511
"TNIK","Q9UKE5",0.0168032485281972,"0.241667067863483","3.5794807977828","218.267294886132","525.644208223132",0.153100768461442,1,-0.878904138602285
"ME1","P48163",0.554643283149211,"2.38409768182097","2.50389333993673","421.928185750789","1194.6790797855",0.72501227293619,1,-1.04079775220974
"PAK2","Q13177",0.00193075209994833,"4.15454999284463","5.76614107205565","651.281629716248","339.989282689516",0.0600440560562424,1,0.650028063978725
"LTA4H","P09960",0.00124951210911431,"3.50654006838778","5.66126156052962","1676.53209180276","1184.62434717931",0.0495201377980566,0.940882618163075,0.347301711153808
"PPFIA1","Q13136",0.486436844167805,"5.25808686087893","4.51898978748582","93.9183030184476","161.796983825516",0.673321587607274,1,-0.543917075531609
"CTTN","Q14247",0.773401352298164,"3.0028118107166","3.34231600985516","1349.38157291756","1719.29758267046",0.856939128333434,1,-0.242269431888293
"KNDC1","Q76NI1",0.0454102006617234,"1.0567335688915","2.06857447579604","657.58066416281","484.5687679366",0.239118049638306,1,0.305308082519781
"HOOK3","Q86VS8",0.301948255609893,"1.13117673568467","2.30544458826554","64.41669596553","218.937669383673",0.547817988528442,1,-1.22341422098673
"SAFB","Q15424",0.206722811418882,"3.89864512191753","4.58908883039892","862.279882392572","660.568190839046",0.453288732927,1,0.266479547640586
"CUL4B","Q13620",0.00289607046055629,"3.85219899589319","5.62027108078584","1281.37317647136","848.212570054957",0.0703464857031899,1,0.41255629938604
"GSR","P00390",0.171964843833628,"4.2751466185412","5.74808525531674","674.482586219879","718.490276276509",0.419059959245055,1,-0.0632063140636472
"SRGAP2","O75044",0.450701501077069,"2.51525206112377","1.86478225267427","505.43257379256","567.615367923384",0.652893651636093,1,-0.116029375803582
"PLEKHA6","Q9Y2H5",0.0010491571279606,"0.18922332196942","3.72878958527464","543.088461417156","737.551832254823",0.0493759573346457,0.790015317354332,-0.306064147732259
"MAST1","Q9Y2H9",0.97730942762174,"0.426673780914073","0.550116952514825","261.056747010773","251.279834526717",0.987804025502242,1,0.0381706084786074
"WDR48","Q8TAF3",0.0226413213073432,"3.97318453159176","5.82325280996572","753.552708205036","678.495366599187",0.173968519841117,1,0.104921316424855
"MPP2","Q14168",0.0578946365934036,"3.03197456723872","5.90335194843175","505.804268329284","923.846710684727",0.279452957402775,1,-0.602396387382708
"OSBPL8","Q9BZF1",0.135712248499375,"0.94954771545322","1.84175162911616","820.65396501806","471.378743694073",0.364969011142962,1,0.55443964310552
"DLGAP4","Q9Y2H0",0.19178025808155,"1.04925628930958","2.0808456527813","515.961320913934","386.871353707898",0.443440100579992,1,0.287939584796059
"AGAP2","Q99490",0.0445436826677503,"0.654083340532173","1.94549603676631","1215.75443238836","742.940756661696",0.237882220204369,1,0.492503788858288
"SPECC1","Q5M775",0.0619026750759634,"5.61385089442508","3.30698635962196","182.150055004505","448.971040576799",0.280522846254199,1,-0.902127562632208
"LRSAM1","Q6UWE0",0.086367337508103,"4.97755168287671","1.34112970844617","131.700848695257","373.46424391379",0.319858323773792,1,-1.04228921461322
"UBAP2L","Q14157",0.00704833873925422,"0.786624449670237","3.04364897388049","455.372768066862","555.64109242021",0.104066648444283,1,-0.199006214576093
"GRIN2A","Q12879",0.192527334540872,"2.53387281594915","3.47275687553637","435.475285802803","422.472148738973",0.443440100579992,1,0.0303145211846395
"PBXIP1","Q96AQ6",0.49407248942846,"4.2821569270561","5.14287248307075","860.396231367361","1197.01633089977",0.680140008299141,1,-0.330194331365765
"RASGRF1","Q13972",0.170189703186358,"1.52437690061523","2.36402679600879","741.85121963648","655.398777242372",0.416080670452362,1,0.123904839845965
"DMTN","Q08495",0.722886535290452,"3.62691625026575","3.50814953442863","553.941095931223","1061.82679450827",0.831043604692687,1,-0.650687738756818
"NDRG4","Q9ULP0",0.0081600335906471,"3.51182438592124","4.9972050733312","2212.22336852934","1525.29035137427",0.105939746444091,1,0.371813272629263
"FGG","P02679",0.0814715282736532,"3.77572437475924","4.9535463280869","7866.60295325785","4820.16038334107",0.315754243851157,1,0.489819122107506
"KIF1B","O60333",0.067607108110215,"0.601030071847546","1.89008227994524","57.1042438036323","43.7799186670863",0.287231170312224,1,0.265703201876634
"MAGI1","Q96QZ7",0.333868025853417,"1.48172547344383","2.35306205386877","115.58935109097","222.716255896492",0.573978592391833,1,-0.655854732790305
"KIF3B","O15066",0.0115102044883528,"5.80543136338853","1.56595131050415","319.43850112076","299.845959437074",0.133341291995841,1,0.0632958962919675
"WASHC5","Q12768",0.102260701244288,"3.70614896458583","5.6438350535348","91.2079273892649","292.178748537206",0.335594902725478,1,-1.16422395107344
"BAG3","O95817",0.438413352086821,"5.20808467297204","4.55014982810699","500.920717727414","1150.04575609015",0.648785832541832,1,-0.831109167957009
"SKIV2L","Q15477",0.786729406443216,"1.63307372620301","1.94474277480884","191.532531124837","283.358699313645",0.869029887026092,1,-0.391655914279245
"MTDH","Q86UE4",0.211708526763158,"3.27636835613913","3.81364683929792","145.847422531446","599.142671248776",0.456508335737023,1,-1.41293872803264
"DHX15","O43143",0.00491463162470472,"3.94912262870629","5.51572051677575","844.904297606972","513.616693544426",0.0860632003116896,1,0.497746108818629
"PITPNM1","O00562",0.505100450190087,"1.30455501531648","2.04661847927917","158.913436308363","153.030583727144",0.685683784113011,1,0.037721833175337
"HP","P00738",0.0110507014802356,"3.81348996669571","5.25221817464944","23158.127111034","10664.8742868482",0.132082193882816,1,0.775390217631556
"CAPNS1","P04632",0.00410223049482379,"3.85890973439917","5.64628801026151","789.47150255055","510.786582505474",0.0822141820806237,1,0.435411881273438
"NOS1","P29475",0.604722568490779,"3.05092160069904","2.6850064655245","189.085566900727","325.680953312106",0.756405471882984,1,-0.543718583803383
"HEPACAM","Q14CZ8",0.447320930227539,"3.90068212152932","4.35156830506302","914.992642916185","2399.82371972813",0.652776473762281,1,-0.96423453881073
"EPB41","P11171",0.0375253200315151,"3.38143238784411","4.24473154745809","820.86888546168","466.658540898502",0.225462535367369,1,0.564765581254476
"RASAL2","Q9UJF2",0.00283973518779085,"0.785262793702034","2.31451058102453","503.039202066362","410.553845027684",0.0703464857031899,1,0.203161013912792
"ERBIN","Q96RT1",0.403739617036201,"5.1900154471729","4.74991589064176","120.315287959586","322.016846634829",0.628132090141032,1,-0.98448816605281
"PARK7","Q99497",0.00794762619112667,"3.70250749863967","5.74330764303485","4065.93466926072","2834.36797813711",0.105939746444091,1,0.360824670582601
"CDC42EP4","Q9H3Q1",0.0673905142253215,"1.3171543817517","3.82702482980568","268.539484461326","2130.72199463399",0.287231170312224,1,-2.07121820702567
"LCP1","P13796",0.792242550137041,"4.68597092587627","4.99319047835865","872.416857000623","941.978150410235",0.873438711937323,1,-0.0767147227137945
"MECP2","P51608",0.067897939330114,"3.03724442694793","5.01486020621712","550.555797271375","937.730039796589",0.287231170312224,1,-0.532533795060274
"PPP3CB","P16298",0.11118834229601,"4.27815445211841","1.93173489294759","260.772385338144","598.114113811106",0.345875951584775,1,-0.830133621510078
"NAV1","Q8NEY1",0.0812080305422083,"0.551559593498863","2.27332981346211","30.5233900421702","192.959457618618",0.315754243851157,1,-1.84398682635148
"MAP3K5","Q99683",0.453109098169263,"4.69652339461157","5.49161024336487","329.384590958716","286.072806391881",0.652893651636093,1,0.140979691305178
"KIF3A","Q9Y496",0.332773500062243,"0.955143292733773","1.77165370291106","576.996585575774","603.130748326671",0.573406053882995,1,-0.0442976540078846
"ADCY9","O60503",0.633146519654979,"5.42450958105887","5.80491513254454","320.327171028421","561.452994051966",0.771300366340956,1,-0.56118517276477
"NUCKS1","Q9H1E3",0.363851908092353,"0.210138716777431","0.116805063754381","1009.52176098018","2124.27621715343",0.591750511433136,1,-0.743954425930526
"OLA1","Q9NTK5",0.000867588957967264,"3.58749298105606","5.41967962562163","3087.88172221691","648.525447065897",0.0435529656899567,0.65329448534935,1.56053936514785
"ACIN1","Q9UKV3",0.292120849379653,"3.83390124524165","4.4872862572685","636.169390055006","379.73343430774",0.539502481992987,1,0.515995346545019
"SAMHD1","Q9Y3Z3",0.964528520962561,"5.22327528466752","5.19494775650082","538.046134100916","615.944430219268",0.980148416038878,1,-0.135212441178973
"ZNF638","Q14966",0.761231641674204,"4.42517976670524","4.79767108049706","208.018525310804","214.056402230756",0.851477310736347,1,-0.0286124023918917
"GPD1L","Q8N335",0.0128070553683245,"2.97686971827604","5.02305622102487","1887.57775775064","1978.41534793821",0.141414711531235,1,-0.0470017974960301
"AMPD2","Q01433",0.0325650776629728,"3.9580558429504","4.84644674305686","2154.57573354822","1004.05750597461",0.216334328560387,1,0.76354453229313
"SAFB2","Q14151",0.607746128161096,"4.25737984464535","4.50633602919041","389.604207156508","269.88965007948",0.757670255803486,1,0.36711819831937
"GBF1","Q92538",0.00156917194569449,"0.949142697703416","2.84988904300873","180.717658083253","162.118129078467",0.0578280268047779,1,0.108610651918868
"GRK2","P25098",0.466803871853676,"1.66858253635053","2.38642321672617","467.608520592725","410.081078899992",0.658245909186925,1,0.1312765578386
"HSPB1","P04792",0.646684294739141,"4.37164314854852","4.81123847268127","4184.47271671273","3590.02892846329",0.777880629294845,1,0.153220441851056
"DGKZ","Q13574",0.349976315438778,"1.41141608615095","1.89471911113659","425.716304704508","563.01836758263",0.578750400961769,1,-0.279539079060844
"GCC2","Q8IWJ2",0.0339009970386795,"0.688050363814634","1.92243347703563","111.904568461304","126.135539317147",0.216334328560387,1,-0.119710596887905
"ASPH","Q12797",0.89519063959671,"4.25880030951981","4.5238368238066","453.840504642501","517.322270189022",0.941334037767527,1,-0.130920201945567
"ANKRD24","Q8TF21",0.00441090851552028,"0.594232169711515","1.90792929249987","543.373268558816","227.680284618307",0.0832602654705582,1,0.869854118425506
"RUVBL1","Q9Y265",0.486400821327762,"4.68039502945372","5.61969067249239","381.983642755698","389.075657946671",0.673321587607274,1,-0.0183960304647118
"FAM169A","Q9Y6X4",0.861291472843041,"4.63954595247804","4.37841594351907","308.22677467738","263.299313191573",0.919932594398312,1,0.15754433543604
"MRTFB","Q9ULH7",0.532442255743329,"4.72985210471949","5.58808694096163","329.10724711481","472.090636349144",0.70835515649245,1,-0.360787316596224
"PCM1","Q15154",0.00529813623527604,"0.490349705810568","2.74946812391817","127.864125787991","226.936994191069",0.0886554796702857,1,-0.573704237495428
"NUCB1","Q02818",0.115077926608733,"1.0532607288548","1.96044648431369","782.106447899765","614.114934129359",0.346614714945504,1,0.241808754150231
"TIAM2","Q8IVF5",0.121874923074169,"4.25962382402309","5.47706118676821","512.512311236238","565.493672020692",0.358392089182732,1,-0.0983743727844891
"G3BP2","Q9UN86",0.302645794459272,"2.14292913893918","2.54350724114518","383.775024678667","1087.31986429245",0.547817988528442,1,-1.04141459954845
"ACADSB","P45954",0.705649822344015,"1.87480024467642","1.46485377094543","982.525888802444","1170.87471440298",0.814960607707122,1,-0.17537967428925
"PRKACB","P22694",0.0830270123273959,"3.86063646522532","5.69184544472181","1220.58751025249","1321.81823589417",0.315754243851157,1,-0.0796759316070028
"AGO1","Q9UL18",0.134575137197347,"4.38185798480223","5.73791524659951","99.3209295332446","191.842336564216",0.364208315001664,1,-0.658317551390483
"PDPK1","O15530",0.113451094647483,"4.36417544830889","5.74329920296481","480.925167964946","564.057323435526",0.345875951584775,1,-0.159444201584257
"LRRC40","Q9H9A6",0.318418446853859,"1.10285005238542","2.40028447777605","378.865179644739","393.643715841064",0.561772992820679,1,-0.0382658104143189
"MPP1","Q00013",0.309773023073986,"4.50653974492735","5.22182229463793","70.5515203569787","453.069599440468",0.554059587588388,1,-1.85970252670027
"SYAP1","Q96A49",0.414732200641045,"2.14746822641603","3.50162602349582","198.203872791728","402.169809376667",0.634643131213362,1,-0.707578249291211
"MMS19","Q96T76",0.0523056746414185,"0.329397554535721","1.77755864771622","152.834894532448","175.849152248552",0.260835582814491,1,-0.14026832001056
"IRGQ","Q8WZA9",0.0644029762405932,"2.51479441120612","1.36651310380353","264.389215430646","610.675790397514",0.280522846254199,1,-0.837143878756214
"PIK3R1","P27986",0.951761783848311,"5.42226907066146","5.27028801017005","262.68548285005","251.184598939237",0.97280777609089,1,0.0447693110807716
"ACSBG1","Q96GR2",0.130859543237405,"0.910568074220941","3.48186095406251","222.728605316542","740.623686087146",0.359624949115934,1,-1.20153863648601
"IRS2","Q9Y4H2",0.337584967913018,"4.81223863670547","5.06954321508788","116.78331588933","269.357951147942",0.574049904729682,1,-0.835720951675255
"CLU","P10909",0.952035743843622,"4.55722287379118","4.66238835328962","2499.61156842328","2689.67774361569",0.97280777609089,1,-0.0732860413531322
"ADGRB1","O14514",0.347915174563991,"1.96948632994749","2.53779700799984","252.494228581856","397.51611427402",0.577048736666708,1,-0.453847080974213
"AKR1B1","P15121",0.000254455410009191,"3.44871174701195","5.79186892083659","2920.2909775012","1301.14648293293",0.021289435970769,0.191604923736921,0.808437475382845
"MAT2A","P31153",3.84732098899846e-05,"3.82022279008844","0.156762311696249","1334.45954679945","894.387529166638",0.0144851635235792,0.0289703270471584,0.400142495944732
"NGEF","Q8N5V2",0.996459826391945,"1.77420533370564","1.81315050582726","715.854686054359","739.022938846831",0.997071101187918,1,-0.0318517669296264
"MTCL1","Q9Y4B5",0.342875405973387,"5.09381943328515","3.96573093710929","121.538687510874","174.084041258191",0.575022674160268,1,-0.359305550521931
"PPM1B","O75688",0.000294616614743945,"3.77634038465698","1.31862858190518","412.936346907393","168.380221996376",0.0221846310902191,0.221846310902191,0.897068809038343
"ITGB1","P05556",0.0951437982575745,"3.56777939905728","4.88909592540773","979.483133511752","820.406877316021",0.329063879762314,1,0.177224608703955
"HDHD2","Q9H0R4",0.000165851752726447,"3.55146358329814","0.376133976855862","872.896434973598","495.145045206209",0.0208143949671691,0.124886369803015,0.566966177350056
"CELSR2","Q9HCU4",0.24920877042176,"1.13474750975691","1.97781265584753","121.460365089718","193.834802111297",0.497522767781426,1,-0.467418264484101
"OXSR1","O95747",9.71451396265073e-05,"3.09669879397767","4.6634710205098","720.502918831166","247.152611335777",0.0197899086410822,0.07315029013876,1.06994346105997
"JCAD","Q9P266",0.00630071126589919,"1.12972847595519","2.61233023070633","201.659076160955","157.985404701849",0.0988424079837936,1,0.244075876327722
"ITGB8","P26012",0.60651020116288,"4.76415374137008","5.49442072996182","535.941112129904","685.744662804787",0.757383385531756,1,-0.246481057177234
"AGAP1","Q9UPQ3",0.0214894731283927,"3.21603916615946","5.59757462245838","518.872536734902","239.81449743116",0.168675216061756,1,0.771792561933572
"SPART","Q8N0X7",0.0431417997158361,"4.02894243423174","5.55653716375222","820.779167295148","549.819814309229",0.233486406976721,1,0.400663478915039
"PDLIM5","Q96HC4",0.158032250147825,"0.637535262883788","4.58859800189546","84.6538650249765","452.814184871146",0.402021230950379,1,-1.67691108698446
"RAPH1","Q70E73",0.0888929560588463,"0.470782819583086","2.48384126502863","68.6733515692137","306.763159296736",0.323364231460441,1,-1.49671475343105
"FKBP5","Q13451",0.0884559808119442,"4.1827856573225","4.98859071626121","1364.24358698384","1604.96753734693",0.323336667725213,1,-0.162503404115382
"MACROH2A1","O75367",0.16711002166586,"3.68280643461397","4.96072714153187","859.888138917164","747.471028968792",0.413180710754244,1,0.140106762479655
"CCDC6","Q16204",0.623386666581705,"5.17449698561907","5.80082809657935","420.972441555368","718.191273214041",0.769524852354137,1,-0.534168558753443
"KCNQ2","O43526",0.0336931065777572,"0.848072474491367","1.91674678369388","632.78526406615","422.655033707118",0.216334328560387,1,0.403574806132982
"NUP98","P52948",0.287282781699939,"3.73413037890443","4.69083221217335","121.418878201647","128.937313437453",0.538119240348393,1,-0.0600799732400345
"VPS33A","Q96AX1",0.313249661485894,"4.34105558003812","5.6171327276443","90.254073676806","173.490358229257",0.556313667686033,1,-0.653493291789602
"SERBP1","Q8NC51",0.850498827264856,"3.56518426489782","3.80121068699867","755.100546428837","781.521765171393",0.913588611883647,1,-0.0343920855208596
"USP32","Q8NFA0",0.75220886419781,"1.33129272652306","1.69970745716287","153.400063585723","150.019197222839",0.851477310736347,1,0.0222860360494288
"ARHGEF6","Q15052",0.503730112355173,"4.02943455837768","4.46843098228707","199.800475938857","239.388250978272",0.685683784113011,1,-0.180767466682009
"SORCS2","Q96PQ0",0.596675324264659,"3.04612752902598","2.53106082498382","208.729457101697","299.176759704128",0.751331971858341,1,-0.359995618503006
"PCSK2","P16519",0.237999802603522,"4.83817719916084","5.68715338980616","435.269612251499","306.465458229398",0.486994161305576,1,0.350860585804039
"SLTM","Q9NWH9",0.267730984164521,"3.80498031172545","4.47971201293729","8.84762400384378","171.671409288115",0.520747722804529,1,-2.96543328970281
"NEMF","O60524",0.0672635377014463,"1.42290271654098","2.67975064971285","376.786326308978","313.407519854401",0.287231170312224,1,0.184173928990652
"KCTD12","Q96CX2",0.928256845833193,"4.82264913964625","5.02906961915635","357.29187093141","340.914789867209",0.960579327994997,1,0.046920450418931
"TMPO","P42166",0.359529950142991,"4.54930753600287","4.83732544785895","204.457135025648","463.126708620957",0.586112287957581,1,-0.817642340538198
