"Symbol","Uniprot","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"ANK3","Q12955","3.7713949484985","4231.68925742322","0.139943911164378","0.0358435347350723","-2492.40147729702","-3419.81415392105",0.742881604509816,1
"MYH10","P35580","2.79558890674966","3342.20854128607","0.604727674252114","0.0138775232773448","1133.4803086382","-3144.13427247867",0.85969597665562,1
"RYR2","Q92736","0.320369894203415","3049.43046684162","0.150715501352332","0.0304965335201011","960.31949404274","2894.27238549923",0.747950401575455,1
"MYH9","P35579","3.57424788962583","6724.20602218387","0.32682280577283","0.0317479383101528","-2819.344256096","-6104.6084718344",0.79802754786512,1
"TLN1","Q9Y490","3.62150563812427","2522.10641517133","0.434495404015732","0.0231309059964859","-1164.46155470298","-2237.19691959985",0.813323076194531,1
"NEFM","P07197","3.81352102753187","86243.0269285922","0.0633957146285236","0.133506816091278","-53685.9679899051","-67495.7519759042",0.718500551150925,1
"DMXL2","Q8TDJ6","1.39763765699716","1725.47417653128","0.565422590181226","0.0138197473684669","1699.67050383638","297.289946457788",0.849911429882831,1
"MYO5A","Q9Y4I1","2.02447918219714","4216.48055255869","0.362623738155094","0.0211570390710134","3789.93751858119","-1847.99400847413",0.807653264680958,1
"LRP1","Q07954","1.39467009255472","1774.22033940232","0.216317216501676","0.0188957157872946","1746.77284538197","310.873671103023",0.765226432005424,1
"FLNA","P21333","0.283381014639358","796.981318964506","0.986994517235856","0.00739318665620923","222.838690770434","765.194184945313",0.996379981291826,1
"SYN1","P17600","0.544284393363106","12264.6298267429","0.533650334329004","0.0351527089028012","6350.69919480266","10492.3669648066",0.83716998844546,1
"FASN","P49327","3.56592476502393","7901.35009307429","0.136464104728027","0.0562504116070514","-3253.08236784887","-7200.61027978295",0.73866648675633,1
"ATP1A1","P05023","2.0325760419944","10443.0494412917","0.115912775701012","0.0341448666490491","9349.25465274087","-4652.81840086901",0.732999240834499,1
"ATP1A3","P13637","1.52314451786675","7068.75592488313","0.393649201406897","0.0219923869277222","7060.73194939565","336.711544729043",0.808627534012811,1
"DNM1","Q05193","0.231849884431659","10012.8913485432","0.45109193712061","0.0261383642665634","2300.74517954787","9744.97638665781",0.817808800754941,1
"PRKDC","P78527","3.30581587487449","5429.6739159918","0.276664489721311","0.0540183953865586","-887.675956142025","-5356.62115805188",0.787964983501911,1
"GFAP","P14136","3.57239107097778","81400.5513988563","0.591370165731636","0.0941638677273989","-33992.5775103638","-73963.1965388176",0.857767829008975,1
"ATP1A2","P50993","2.57579364679483","16144.9602128339","0.191230454752579","0.0278756206819656","8655.15942264797","-13628.9381700313",0.764288067625138,1
"HUWE1","Q7Z6Z7","3.18212710935973","674.485445570503","0.594270516009883","0.0091734258670238","-27.3324143080409","-673.93141744137",0.857841477726843,1
"AHNAK2","Q8IVF2","4.15925689343486","1206.18437408867","0.665035713495012","0.0252664250670873","-1026.32206979569","-633.674800939691",0.882125805843389,1
"MAP6","Q96JE9","1.00046519007961","7561.18181623298","0.229231408787207","0.0311738510945894","6364.41487290171","4082.36374955977",0.767096701955916,1
"CNTN1","Q12860","1.38771175669029","1575.16521296688","0.898287195131179","0.00689789280492475","1548.8391364817","286.780015767487",0.963253099601793,1
"UBR4","Q5T4S7","3.01377318441825","1228.64430658361","0.165574551848879","0.0168985412017728","156.617384437742","-1218.62128119946",0.757034337487574,1
"TUBB4B","P68371","4.39252527596122","11278.1477752089","0.844588894022808","0.0136610808331502","-10706.1007588125","-3546.26899453562",0.945990578595889,1
"TUBB4A","P04350","3.78415767860576","5184.42735748927","0.152991025577163","0.0494536217966555","-3106.77260552468","-4150.45190342505",0.747950401575455,1
"TUBB2A","Q13885","3.96052373920701","2840.22232160186","0.890719126926117","0.0161078107869102","-2074.54432744539","-1939.87851928661",0.961795802074503,1
"TUBB2B","Q9BVA1","3.26775450651376","659.653581912387","0.254827820551464","0.114017393029934","-83.0025193466501","-654.41075015005",0.782099210443496,1
"SPTBN4","Q9H254","4.6464158338885","623.823116560576","0.521040557720344","0.010761079420688","-622.466027538655","-41.1257257151385",0.831069793432694,1
"VCP","P55072","3.61773833034053","4310.91714745799","0.129906255726236","0.0283593054443292","-1975.93900270235","-3831.40597037784",0.737452778377744,1
"RTN4","Q9NQC3","2.4065816070898","4193.96420283243","0.0599242800830471","0.0328912558221588","2812.45289345219","-3111.18055675852",0.718500551150925,1
"DPYSL2","Q16555","3.80539011500578","1519.44610475179","0.993850846892981","0.00270206166455369","-936.149569548346","-1196.80426498231",0.998197520021782,1
"MYO18A","Q92614","3.56911094836607","1778.5167233929","0.390202647209083","0.0190130349518041","-737.397463173905","-1618.44577193458",0.808627534012811,1
"TUBB","P07437","0.780812991600709","2193.20058293856","0.446942947917713","0.0382027038482429","1543.69991926044","1557.92148591555",0.815603034803599,1
"EPB41L3","Q9Y2J2","3.73883277060532","1775.10634948894","0.905399925662076","0.00660187485670483","-998.25323761277","-1467.81913926463",0.966766195562102,1
"TUBA1A","Q71U36","1.29389858892462","6846.03781971806","0.928673982459504","0.00979822968402202","6585.25950545838","1871.52105913346",0.977196135057711,1
"MYH14","Q7Z406","3.95349831139576","1003.14543329347","0.642497996295681","0.0203879737692686","-727.882132299449","-690.281364239791",0.87187155401833,1
"NEFL","P07196","3.82194792863518","40182.377324352","0.122469185613355","0.121343117604838","-25277.4974246817","-31235.7418894095",0.737452778377744,1
"ACTN1","P12814","1.26054104763587","2590.54295498687","0.801743365495184","0.0189846170403804","2466.85920105789","790.897265002291",0.93237344332626,1
"VPS13C","Q709C8","3.54460221953556","604.28893429104","0.497373417445724","0.0121071034733384","-236.995212010038","-555.87623225941",0.828319668354835,1
"ATP5F1B","P06576","1.3018261826885","4323.93191090706","0.882443012275298","0.0162863867620604","4168.46528570103","1149.03626229368",0.95942809209951,1
"UBA1","P22314","3.34793085087538","8455.04049901636","0.00596969011344515","0.0569954122384629","-1732.24463434664","-8275.68960067885",0.634573841963653,1
"DCTN1","Q14203","5.52349201904921","1746.55051244655","0.63017916213138","0.0131394169686026","-1202.84776061539","1266.33169324227",0.868597813215777,1
"SPTB","P11277","3.26780300496748","5517.3875666926","0.273533075208288","0.106789865590259","-694.504192227256","-5473.50248817636",0.787964983501911,1
"PYGB","P11216","3.8766445439504","7857.57739472395","0.384758683726901","0.0361568439595177","-5269.4929367644","-5828.71913060382",0.808627534012811,1
"GAPDH","P04406","4.17250628067051","12847.0770683582","0.703311420205414","0.021297148575342","-11019.8242412338","-6603.8521252864",0.893816799279508,1
"ACO2","Q99798","1.48190441466758","8652.78381893814","0.0397388161684708","0.040711389466737","8618.62016131698","768.149941234263",0.702032181770732,1
"ADD2","P35612","3.00779839376722","2256.06241374623","0.626378829051775","0.0142131899656003","300.948447183031","-2235.89973989367",0.867824080861934,1
"KIF21A","Q7Z4S6","0.457761940490982","2339.65021828864","0.290831237342255","0.0244883903278774","1033.98870939019","2098.76880403529",0.787964983501911,1
"ATP2B2","Q01814","2.59870572832438","5187.6416004062","0.0914389564092832","0.0324692059298264","2679.98745760019","-4441.76683329625",0.720856604656473,1
"HSPG2","P98160","1.29202040661562","1430.71705956894","0.533358177638727","0.0279032046141345","1375.48136546377","393.703337303017",0.837047760608358,1
"EPB41L1","Q9H4G0","4.18241231136685","1204.41072668428","0.902465806038953","0.00814524942555668","-1039.18829603414","-608.845533725774",0.96476018010281,1
"ACTN4","O43707","2.13503492078211","2222.61203267473","0.678355510760184","0.014426901233134","1878.09833136064","-1188.5919844635",0.885363280621359,1
"TUBB3","Q13509","0.0479972243101755","732.440514811756","0.974061795276843","0.0054611633366577","35.1416152363284","731.597002875417",0.991057144309017,1
"ITPR1","Q14643","3.50044713850539","12440.0560685742","0.455646092383045","0.162605971255591","-4368.97155694164","-11647.6213247128",0.818803834357483,1
"TNR","Q92752","1.55018340779859","1272.13597373596","0.862790661950975","0.00799787538530823","1271.86572283283","26.220578865948",0.952603597991239,1
"HSPA4","P34932","3.62925578672891","4609.13302419982","0.159319646942484","0.0338403417647073","-2159.66786333223","-4071.84748668948",0.752668062297773,1
"TUBA4A","P68366","0.259327772293483","6062.56237677054","0.44873645333642","0.0835649494370425","1554.62808248085","5859.84591072117",0.816587481688585,1
"STXBP1","P61764","4.89026476098283","2038.97247260945","0.967611543980447","0.00489418800458761","-2006.80109779459","360.774303338656",0.989569660301408,1
"LRPPRC","P42704","1.60186535423782","7994.39232380992","0.00844942881472651","0.0676705160423106","7990.53420280995","-248.338037189827",0.634573841963653,1
"HSP90AA1","P07900","3.49869168557751","8698.5568761022","0.311723699839724","0.0470251047876203","-3040.64795275318","-8149.80685379738",0.793131951631335,1
"MYH11","P35749","0.679536528926594","1358.55375844905","0.849531175153742","0.0574450501279526","853.759435386624","1056.77014581428",0.947296130207428,1
"OXR1","Q8N573","0.960028927489726","1528.00516019058","0.832508827896836","0.0132930348004419","1251.7542933845","876.305288448333",0.942441194709439,1
"HSPD1","P10809","2.88189540430779","8909.07880023144","0.203826200998563","0.0298997346442693","2287.74421384545","-8610.33747775021",0.765226432005424,1
"ATP2A2","P16615","2.52338814503808","2782.40596446129","0.631851777300094","0.0158714347243427","1612.60712982199","-2267.43934779236",0.868906944630033,1
"NFASC","O94856","3.71152866396005","3169.89947537192","0.64049719380913","0.0185253748516882","-1710.40857289581","-2668.85091335723",0.87187155401833,1
"ATP2B4","P23634","5.35450486238738","2106.82672376839","0.823450205352988","0.0103587191542104","-1687.21082107098","1261.76007594378",0.939711899305638,1
"AP2B1","P63010","0.954360817234561","5568.48274475475","0.519991557748951","0.0217601140229776","4543.57217928914","3219.30923184168",0.830413658747252,1
"FLNB","O75369","3.42596734652635","936.725892587344","0.619146552524339","0.0238333617939487","-262.805299588842","-899.104427945706",0.864984760195303,1
"AP2A1","O95782","1.0774266027789","2299.67816965314","0.762798927120184","0.0129124726994279","2025.42308793575","1089.11936849734",0.917739250867134,1
"PKM","P14618","3.22640057180395","13925.2235214966","0.372876360263333","0.0275747576823763","-1179.55406271862","-13875.1757587702",0.808627534012811,1
"C3","P01024","3.92417349417388","11055.9674759754","0.0608444419220204","0.142295839015271","-7795.69345382856","-7839.74364400782",0.718500551150925,1
"CKB","P12277","3.52231049854546","11370.5925918397","0.359921390046992","0.0306265246338891","-4225.16451463657","-10556.4369326897",0.807653264680958,1
"ALDOA","P04075","0.0926791084816394","11547.7783481626","0.583201677341856","0.0272645384980319","1068.70634029553","11498.2194941871",0.853656505393932,1
"PI4KA","P42356","1.99670784279222","1770.66071376247","0.319713255373255","0.0189839708022944","1612.47434331128","-731.55030956502",0.796466652535056,1
"HSPH1","Q92598","4.32337488389846","2764.39364751524","0.725737101450278","0.0231162149965665","-2557.84766198014","-1048.46915859522",0.900884480377678,1
"HK1","P19367","1.44402207555329","5236.70920225901","0.774211329886087","0.0157682486618553","5194.6840942692","662.103035615122",0.922132352951315,1
"GDI1","P31150","3.40298561789104","5648.35363903713","0.511418377677322","0.0237441261185695","-1459.68397241495","-5456.48435646057",0.829299019388719,1
"HSP90AB1","P08238","3.42549800862107","8929.42867211716","0.619847437018371","0.0295682628593869","-2501.19363989528","-8571.97333093002",0.864984760195303,1
"ATP2B1","P20020","0.99706849051848","1387.85809283522","0.777754978621878","0.01346598236349","1165.63907094995","753.28324163169",0.923613587074674,1
"CKAP5","Q14008","3.52388526892917","3148.95616403689","0.0326027602091227","0.0336188293459575","-1174.71357365131","-2921.63874271021",0.702032181770732,1
"TUBA1C","Q9BQE3","0.128249027733761","1364.96921332333","0.264628528074903","0.227330400619286","174.57648766512","1353.75921170459",0.783972895224797,1
"CTNNA2","P26232","1.95223481913034","1943.66914871187","0.40645984603217","0.019864138639613","1803.97785823968","-723.542429049808",0.809200500300786,1
"NRCAM","Q92823","2.16554048290648","947.478721565722","0.848269373812031","0.00860237988943689","784.788926309506","-530.869352064882",0.947296130207428,1
"HTT","P42858","0.331071353997826","208.429642226082","0.907021546375512","0.0050945735329054","67.7513867541162","197.110794608988",0.967704309581957,1
"CADPS","Q9ULU8","2.46765862493856","2111.11793126948","0.294219650965202","0.0210424263731833","1317.47428528563","-1649.5697703761",0.788519588188116,1
"PFKP","Q01813","3.40088944974996","3075.94752381715","0.343326002015667","0.0248239251780282","-788.675772647366","-2973.12019516802",0.802499227298245,1
"ALB","P02768","2.09883189090701","24398.3998103081","0.41075007221397","0.0766704899855152","21075.3009859188","-12292.8272442337",0.80939902616631,1
"BASP1","P80723","0.38827874207867","24151.6573166698","0.389872339835509","0.0699668167145433","9143.7171260409","22353.8584647214",0.808627534012811,1
"ATP6V1B2","P21281","0.808871124723965","3610.55698172544","0.314899863978833","0.0238674829922298","2612.26814356729","2492.42389339972",0.793131951631335,1
"NBEA","Q8NFP9","1.42259807129016","302.828321557373","0.573278745257434","0.00684941249351779","299.508936201463","44.714533126535",0.850629222917477,1
"SYNJ1","O43426","2.41768943897669","3036.81611247997","0.491377636833896","0.0212486942611027","2011.32613266327","-2275.26246597701",0.826970677195792,1
"NCAM1","P13591","0.495987504593062","3009.72009417872","0.874752201126331","0.00950241595571851","1432.32697460206","2647.04636966005",0.956620568913706,1
"CEP170B","Q9Y4F5","0.551216654134786","2107.52313411699","0.0296397067754754","0.0435224645144284","1103.76059195715","1795.37358688399",0.699804287284229,1
"PLCB1","Q9NQ66","1.60398821403739","3963.71428295969","0.475146475622826","0.0345789408435889","3961.53106866305","-131.539001653443",0.821802083389357,1
"ENO1","P06733","2.98435017632406","17881.1138030407","0.347991774810961","0.0441663239313833","2800.09842796539","-17660.5118734141",0.805164492347336,1
"HSPA8","P11142","2.17083777839852","333.125046095811","0.999240218686769","0.000827853478676532","274.932167621466","-188.107946518212",0.999657569629817,1
"NDUFS1","P28331","1.74384943411246","5971.44210740068","0.0764285889720015","0.0402334692731496","5882.25051210601","-1028.22650951358",0.720856604656473,1
"CLASP2","O75122","3.25626279301224","1665.47071031872","0.0858300399626154","0.0252613420233152","-190.561493836235","-1654.53286579519",0.720856604656473,1
"ACTN2","P35609","0.696702161332387","3095.26366276607","0.356118178127541","0.0428526759592428","1986.20550469217","2373.95131272117",0.807653264680958,1
"IMMT","Q16891","2.00782739326041","1884.97803505873","0.792760080691348","0.0105270659386481","1707.81320927313","-797.819675669944",0.929934608422361,1
"NSF","P46459","2.73190171806124","6384.34484179523","0.570167335442084","0.0184166860239604","2543.04964638118","-5856.00184041961",0.850629222917477,1
"OGDH","Q02218","1.96595564840161","2198.38480453576","0.329522018227002","0.0229842928674844","2028.96681683764","-846.279743929562",0.798154353055462,1
"OPA1","O60313","1.17173131895006","1348.11545274824","0.820999024202073","0.0114801653997161","1242.18686912443","523.819679005512",0.938982889978669,1
"EPRS1","P07814","2.78067063553976","1632.11480356194","0.196005026330333","0.0261958359615149","576.360120782935","-1526.9602952196",0.765226432005424,1
"APOB","P04114","0.627573683376991","1145.44195345899","0.622706826486502","0.0470262352985208","672.583464270352","927.183235576469",0.866293176695119,1
"NUMA1","Q14980","3.74265457746335","3800.80952486904","0.36165487033446","0.0883437896985896","-2149.42847549778","-3134.66270483038",0.807653264680958,1
"EPB41L2","O43491","3.54274099999959","6336.98843450573","0.0979406094224946","0.068629099515697","-2474.44051701704","-5833.91519880122",0.728864687645117,1
"HSPA9","P38646","2.34225106919105","4084.69759657678","0.328239127058932","0.0250575818056451","2928.30832242237","-2847.76488220358",0.79802754786512,1
"VPS13A","Q96RL7","2.72019568183382","489.789693596517","0.75170031778373","0.00987342779882364","200.341428162142","-446.942117186693",0.913749535334991,1
"SYN2","Q92777","6.2612036190695","6237.69600086542","0.385411155447389","0.0505501616612587","-137.104046071364","6236.18905099607",0.808627534012811,1
"ROCK2","O75116","2.70173950282636","1300.19104069402","0.423571973140969","0.0131058907919416","553.629924285744","-1176.43131938773",0.811313715497116,1
"KIF1A","Q12756","0.923319370948827","608.1586038456","0.702173804754236","0.0101316332221033","485.072274195297","366.826629674608",0.893816799279508,1
"ACACA","Q13085","3.26258287896296","804.75573376503","0.343399200584232","0.0216151771475759","-97.1301966795276","-798.872653131078",0.802499227298245,1
"ITSN1","Q15811","2.61659837234095","1036.34406427361","0.517984771431942","0.0150246751759805","519.423993898422","-896.776301046011",0.829756713466071,1
"SBF1","O95248","4.91486574409963","722.786257168374","0.407372246474553","0.0131830418887966","-708.020829184148","145.349506338545",0.809200500300786,1
"ADD1","P35611","2.70603796170479","1756.36624566157","0.501150693559929","0.0142214335237711","741.034401597466","-1592.38513072321",0.828427550272192,1
"EEA1","Q15075","2.9243397826381","1803.02123211682","0.326752459451329","0.0188735449147587","388.637416372444","-1760.6381008201",0.79802754786512,1
"VIM","P08670","1.04396628739222","7444.58637277359","0.572405335245469","0.0471347796414461","6435.13957138213","3743.10632476798",0.850629222917477,1
"SRCIN1","Q9C0H9","0.479155036092776","537.067231285498","0.911950051352329","0.00648058507416455","247.603854339448","476.585293769037",0.970047918011734,1
"USP9X","Q93008","3.10261567417531","1854.11318731831","0.0176490070066286","0.0254138272110154","72.2494346751795","-1852.70497666973",0.651505531562032,1
"GAP43","P17677","3.21967106341867","1180.23012830426","0.991600161066411","0.00491534595724367","-92.0568916290154","-1176.63447359861",0.997986045668848,1
"HECTD4","Q9Y4D8","6.19704933194801","431.930810888644","0.0586586642839408","0.0146646544661958","-37.1587924609622","430.329466267144",0.718500551150925,1
"A2M","P01023","4.02636235790186","7068.03961796866","0.281253647207834","0.0950198048756488","-5469.03081487978","-4477.37489909769",0.787964983501911,1
"PC","P11498","1.6014919182764","1722.49932212298","0.425036042190041","0.0224259996571697","1721.68789975335","-52.8648328951041",0.811313715497116,1
"VCL","P18206","2.85884663256379","3399.43886525531","0.371956620257668","0.035205428833896","948.421964870181","-3264.45713330105",0.808627534012811,1
"KIF5C","O60282","2.84854001362535","1114.82562241555","0.462235154972543","0.020926545505383","322.046435368281","-1067.29670750958",0.820482235125876,1
"ATP2B3","Q16720","3.56860179994556","530.269895803701","0.830432527078149","0.00952870096340298","-219.611467428311","-482.656156875318",0.941500494180907,1
"SEPTIN7","Q16181","0.667106438136972","4882.94289413084","0.564615120448764","0.0269674740728791","3021.15174159072","3836.11437024839",0.849238229216037,1
"WDR7","Q9Y4E6","0.990101456506963","1594.61235776021","0.126291697289109","0.0271876338790577","1333.22611915408","874.812372298725",0.737452778377744,1
"ALDOC","P09972","2.80942319511922","6606.02170325699","0.561679106837008","0.0340632284789642","2154.1884263694","-6244.9175308885",0.849238229216037,1
"TRIO","O75962","2.7495959848683","420.566572306779","0.629921559434167","0.00899408556251882","160.670895184338","-388.66580140596",0.868597813215777,1
"NEFH","P12036","3.67244743577618","16458.3419402058","0.226222755337543","0.130718948675506","-8332.37577720348","-14193.2566146114",0.767096701955916,1
"DNM1L","O00429","0.635200906935312","2183.56056099576","0.693506608307764","0.0150113894385446","1295.59217875753","1757.6625472139",0.891584300560043,1
"ANXA6","P08133","3.34188837305663","10779.4604470743","0.0457808150554185","0.0518870218969199","-2144.67225426758","-10563.9551519217",0.702032181770732,1
"KTN1","Q86UP2","3.46545355032083","4057.43193183723","0.0416709500513164","0.0561603517016481","-1291.19293993397","-3846.50161489074",0.702032181770732,1
"ATP6V1A","P38606","1.46553808444828","3496.77857242593","0.606472322642404","0.0165863173889157","3477.42552531833","367.385492965647",0.860616526974861,1
"ENO2","P09104","0.0283144538489979","6468.30899738349","0.648265276425537","0.0390084651658012","183.122165872066","6465.71632210991",0.874576117056137,1
"AGL","P35573","1.13766019385748","1124.11953440106","0.694646176325767","0.0164334117401496","1020.31150147388","471.814759818069",0.891584300560043,1
"UTRN","P46939","1.39840994095511","119.306781844468","0.952052022673762","0.00461152629117724","117.538443754048","20.4651516964778",0.985670239211701,1
"ALDH1L1","O75891","3.85797325745882","1131.90008698234","0.946779187291464","0.0107988721442769","-743.272691838337","-853.66475415003",0.984506758484438,1
"SACS","Q9NZJ4","6.2055774370043","397.426630151963","0.829740445822765","0.013927461744488","-30.8124820672986","396.230384123678",0.941500494180907,1
"DNM3","Q9UQ16","2.9362271770626","2254.3498602931","0.0163021158425577","0.0282220109390295","459.718227877303","-2206.97812484875",0.651505531562032,1
"MADD","Q8WXG6","0.0720568888494762","1508.61532688816","0.305586178754608","0.0291375267408882","108.612080772521","1504.7005085505",0.793131951631335,1
"ATP5F1A","P25705","2.4899410067662","15214.7531601228","0.146020246288057","0.0342100081242837","9227.75431814021","-12096.9940054342",0.747950401575455,1
"HSPA4L","O95757","3.10260940835297","3102.48213451418","0.145176569879836","0.0272946732973586","120.914191045415","-3100.12502221821",0.747950401575455,1
"CAND1","Q86VP6","3.42406778358461","7303.83740893225","0.000379822867410083","0.0571673954626","-2035.82443293609","-7014.37522338081",0.634573841963653,1
"SHANK3","Q9BYB0","0.0386893100942165","2063.13087295388","0.481443925780042","0.0365288399327508","79.8011980583969","2061.58695371403",0.822487925448026,1
"PTPRD","P23468","4.09247951725123","620.574301463658","0.348115108817289","0.0177696802986797","-505.104698024523","-360.529759757309",0.805164492347336,1
"ACTB","P60709","1.1487758651539","11126.2196445285","0.888012101738787","0.0159022023227543","10150.0408790551","4557.34941954224",0.961170242321507,1
"MYCBP2","O75592","1.34130068969677","592.171539916702","0.14691256522387","0.0225215565007032","576.645545057338","134.71097970412",0.747950401575455,1
"GOLGB1","Q14789","6.27780754501131","818.218536678771","0.430474463301008","0.0462714633136681","-4.40016348283794","818.206705133901",0.811313715497116,1
"AARS1","P49588","2.74564016868941","3896.03829902753","0.113676513981179","0.0299826117517973","1502.65192503095","-3594.60034213682",0.731857704038454,1
"CNP","P09543","3.84487769994806","37608.5445437952","0.201326935005202","0.137572831456363","-24322.4517367746","-28684.8560082651",0.765226432005424,1
"AGRN","O00468","1.62001184867038","704.046062506181","0.504679616293645","0.0196040714032736","703.193575820699","-34.6360080690045",0.829177149225934,1
"CTNND2","Q9UQB3","2.23423434243879","1127.44147034063","0.401239696807172","0.0212053840032773","888.288204002824","-694.311411164528",0.808814849604267,1
"TKT","P29401","3.58101622096159","10165.6475638639","0.211830833054241","0.080842802276121","-4324.64809263261","-9199.8809376851",0.765226432005424,1
"VPS13D","Q5THJ4","1.28226122963956","436.860757622335","0.0605979406856416","0.0181108857176387","418.801693788297","124.307935508617",0.718500551150925,1
"MAPT","P10636","3.03607041760957","4508.52558808655","0.690438543775393","0.0195269716211704","474.867284877599","-4483.44778492893",0.889984622411897,1
"TPR","P12270","3.69706208760043","1448.9001746375","0.569667873287701","0.0336058552816982","-764.066226393244","-1231.06235331512",0.850629222917477,1
"DLG4","P78352","0.709336096339481","1705.79739355921","0.608449366205861","0.0207095519953747","1111.03726911079","1294.34961834901",0.861345070027022,1
"PGK1","P00558","3.61520711944988","17872.5198531627","0.0208469569146924","0.0567840434386214","-8151.76109464338","-15905.21162882",0.653078458602592,1
"RANBP2","P49792","3.61311121227226","1397.73424730764","0.193151855793855","0.0353760469623985","-634.906331281989","-1245.21282381555",0.764288067625138,1
"PLXNA1","Q9UIW2","0.882395016681695","3245.51268607689","0.135602442285534","0.0481801310877594","2506.38824229539","2061.88519912469",0.73866648675633,1
"SYNGAP1","Q96PV0","0.782960299048558","2767.72659054789","0.399569753089775","0.0333885317471188","1952.30133846801","1961.84351155791",0.808814849604267,1
"SGIP1","Q9BQI5","1.06925997929753","2959.77220744523","0.0276877487820713","0.0484632519719441","2595.26134949688","1422.97928578488",0.697633938021086,1
"HSPA1B","P0DMV9","4.18472949422326","8414.94362816458","0.155252000631608","0.0598181059416236","-7270.40959160588","-4237.029694901",0.747950401575455,1
"CLASP1","Q7Z460","3.10679606725711","1208.47597088102","0.135358671239497","0.0220963602395195","42.0423530892896","-1207.74443188264",0.73866648675633,1
"AP2A2","O94973","6.19046096631301","243.67329129734","0.982854305515238","0.00286459400355551","-22.5620821383222","242.626514093703",0.994418334688126,1
"PLXNA4","Q9HCM2","1.60999845778928","854.811335974979","0.740082571396263","0.0152676326820953","854.154580036128","-33.5018434512664",0.906711384899718,1
"AP1B1","Q10567","2.68244420141584","1002.49128320391","0.0835300999098538","0.0257388745316689","444.289013674407","-898.663477186002",0.720856604656473,1
"MAP4","P27816","3.73244599960591","4170.10675431097","0.378069089406823","0.0370572869047875","-2323.0409533389","-3463.13024176976",0.808627534012811,1
"COL6A3","P12111","4.01487351889422","1074.96355800355","0.922543838933306","0.0326088673994668","-823.895508660962","-690.465670286328",0.974815085520602,1
"CRMP1","Q14194","1.8506934600837","2115.53641860919","0.563710149185248","0.0161998994586945","2033.20790933101","-584.431292707391",0.849238229216037,1
"NNT","Q13423","1.96532877301193","7583.49100185034","0.263111322343336","0.0317912524520286","7000.89978597539","-2914.91645881573",0.783972895224797,1
"INA","Q16352","4.51625992489092","5976.16397569039","0.497815727509027","0.0365846858894703","-5861.59058021833","-1164.59938787347",0.828350105356801,1
"PYGM","P11217","2.48509262059774","827.886216359584","0.891603623079525","0.0129895803159856","505.298825206339","-655.796221766549",0.961795802074503,1
"IPO5","O00410","3.31064940449384","1507.39472186378","0.441141267009886","0.0290123374627656","-253.623114345745","-1485.90516634554",0.81466781313771,1
