"Symbol","Uniprot","p_mesor","mesor_CTL","mesor_AD","BHQ","Bonf"
"HIST1H2BB","P33778","0.175007980397004","79849.831502131","89131.8936326455",0.429360238248725,1
"PCDHGC5","Q9Y5F6","0.0672220057495103","1172.81014971214","1141.72338375576",0.276191411497906,1
"SSH3","Q8TE77","0.00468888558081689","2717.04991106613","2826.84099870457",0.0781086284127807,1
"HDAC2","Q92769","0.826832366025073","7204.66181335882","7237.16276188995",0.926609565227931,1
"KYAT1","Q16773","0.0196186708165647","8121.99625953583","8342.48047254761",0.152385977893277,1
"UBTF","P17480","0.902630876659281","6332.72782080949","6351.66016671153",0.960266531002808,1
"IDI1","Q13907","0.0179051647935707","10484.3315883149","10093.293787709",0.143941314503047,1
"TUBG2","Q9NRH3","0.832762965311897","4098.43100364694","4091.32471447015",0.928937874510658,1
"DNAJB11","Q9UBS4","0.000720558901716422","9163.80019082259","8832.47625685495",0.0288740885026263,1
"KLHL22","Q53GT1","0.129603030786108","4452.49003169267","4561.86290009754",0.373517031915214,1
"ITPA","Q9BY32","0.174949207419563","10330.7871236219","9922.42043033513",0.429360238248725,1
"PLXNB3","Q9ULL4","0.0794847027463408","1612.80772127526","1662.04218465186",0.300293951647301,1
"STRADA","Q7RTN6","0.440558235466503","4486.21786874349","4515.51613626818",0.684655494670248,1
"SZT2","Q5T011","0.411239196821252","1556.87505221163","1537.64456892494",0.65902852419222,1
"PARS2","Q7L3T8","0.0417441713560511","5551.17173305858","5427.27094428404",0.220696180633412,1
"SLC30A3","Q99726","0.0897131206599705","9406.75222114933","9057.24725389823",0.316772853518757,1
"AHCTF1","Q8WYP5","0.0424975209656798","1537.66239503969","1595.19241276307",0.222716849674717,1
"PHKA2","P46019","0.0127562388427534","3239.8645208642","3360.31245263712",0.124285848275904,1
"PLPP3","O14495","0.122412648433501","14891.9802666438","14506.1366626038",0.362579127636926,1
"TMF1","P82094","0.362642965668029","1809.38232521448","1830.24968099014",0.619264517263137,1
"DTX3","Q8N9I9","0.223192375671523","4586.09445099737","4668.9778448592",0.48485549721915,1
"SSH1","Q8WYL5","0.0416727801398042","1026.03278006794","1046.75274561541",0.22046791063807,1
"BZW1","Q7L1Q6","0.334662591695924","16403.1908139693","16179.3699839599",0.593620473723693,1
"CACHD1","Q5VU97","0.61235448145963","3810.51822087921","3837.44683178385",0.810579421371369,1
"HIST2H2BF","Q5QNW6","0.36077776471568","11310.69186479","12352.3710535925",0.618141498524958,1
"FGF12","P61328","0.371471217250995","11953.447314834","11774.6476252806",0.627741369290501,1
"OSTF1","Q92882","0.271676602196321","6404.72302601526","6481.82313694301",0.532050368311291,1
"RBP1","P09455","0.867838336795741","18837.6143901493","18931.6130051199",0.945755770420965,1
"COL18A1","P39060","0.00571800394501173","9430.32506466262","8132.05930973295",0.0857317056886071,1
"TGOLN2","O43493","0.0211877132099258","5967.47747879409","6130.4976148102",0.15858313316318,1
"ERICH3","Q5RHP9","0.109951133379216","676.099177953462","700.186439358619",0.346626713975998,1
"UBE2L3","P68036","0.333261610010944","18027.3417448678","18278.7310423487",0.591976863065587,1
"NT5DC1","Q5TFE4","0.015744092276708","7270.00952679937","6968.7955165305",0.136283507898975,1
"SH3PXD2B","A1X283","0.306924038239542","3617.01281078413","3676.34876450955",0.568710946609195,1
"FAM3C","Q92520","0.0029203806495871","12391.4638479369","11969.9667303625",0.0611792343052912,1
"TXNDC5","Q8NBS9","0.0108600019577072","11361.6382037503","11067.1998941369",0.115298988175984,1
"ACE","P12821","0.517965971633453","5261.09321293367","5335.51383858368",0.747652313522263,1
"BTAF1","O14981","0.244240721352567","1305.57024025222","1328.51211845644",0.509221062270336,1
"DUSP3","P51452","0.476173223329269","14412.6341418342","14552.8517721771",0.715346287441201,1
"C12orf4","Q9NQ89","0.52638138027113","4303.99844730085","4280.65019020449",0.755121003385094,1
"HDGFL3","Q9Y3E1","0.641401378728601","16761.9389358586","17095.2622051406",0.826911462363519,1
"SYNE2","Q8WXH0","0.175243166879522","944.502777161874","977.552684390743",0.429667432066704,1
"SSBP1","Q04837","0.152574009660614","27600.8706097937","27056.7974845534",0.401418623396646,1
"CDK17","Q00537","8.72040684676686e-05","6947.84535960738","6620.35452007155",0.00873605885905593,0.681412591006362
"VASP","P50552","0.734164554641571","4172.86811856991","4196.8970587266",0.884620174243521,1
"GPT","P24298","0.0319684044091148","4159.78395515573","4302.82887457861",0.195004771313679,1
"WWP2","O00308","0.990534579017611","2568.4097206153","2572.57006174607",0.996421934970953,1
"PPP4R4","Q6NUP7","0.317710746322351","4055.95769532189","4130.52250426476",0.578706014000022,1
"RABGAP1L","Q5R372","0.777863400492885","4061.31069588891","4051.30668476687",0.904497710037411,1
"ACTL6B","O94805","0.0155695809324123","8501.39603586799","8816.20312886996",0.135908169007918,1
"MTX3","Q5HYI7","0.107400455364883","10716.1444988886","10487.8544737562",0.342401941338717,1
"GABRA2","P47869","0.508741082885661","4656.6579151524","4711.29678432931",0.741172310795711,1
"WNK3","Q9BYP7","0.871839174969998","954.531922037291","959.311212203632",0.948158223267979,1
"SRSF1","Q07955","0.164673584657094","23330.2861853288","24108.9125343638",0.416553344671338,1
"CAMLG","P49069","0.406427645541808","7057.55184971662","7142.94660585701",0.655385014130728,1
"RPS27A","P62979","0.498088355959883","132287.276336989","134362.030167598",0.733464407450634,1
"ISYNA1","Q9NPH2","0.53419282080032","7100.94931140849","7129.11040119946",0.760463235877883,1
"ARF6","P62330","0.796389068096892","13232.290796606","13314.816814625",0.913666741757321,1
"CDK5RAP3","Q96JB5","0.00764100115687194","12993.1662045921","12658.0942094391",0.0989407773734939,1
"FIG4","Q92562","0.387689334877531","4063.39885915234","4031.29980601347",0.639740452937118,1
"TBC1D13","Q9NVG8","0.0211219399445513","10862.286627858","10497.2635972224",0.158394279008372,1
"LIG3","P49916","0.0996069251427347","2880.46997808216","2960.17857235085",0.332431974072727,1
"DRG2","P55039","0.196984733967615","8030.72674791257","8120.74775623935",0.454819948357893,1
"CLVS2","Q5SYC1","0.0899532921314556","7777.0320385008","7884.85021256619",0.317129258033796,1
"PTPRJ","Q12913","0.142077908641878","4456.98610639349","4386.92111621023",0.389893422691048,1
"IFIT5","Q13325","0.00915181485262577","4245.68187501242","4366.05093254713",0.107703804349193,1
"OMG","P23515","0.396945010370396","34601.2540528842","33830.2202444095",0.647129821596491,1
"HIST3H2BB","Q8N257","0.196622436453027","1495.38461457974","1841.37227642619",0.454819948357893,1
"RRAGC","Q9HB90","0.141947821635946","8795.59103750132","8907.49505923965",0.389733056311765,1
"LRFN1","Q9P244","0.532907367408372","1758.41694660614","1776.33641682221",0.759602000899128,1
"DIS3","Q9Y2L1","0.0801230402278496","2632.66490534688","2703.55245663048",0.301201396076113,1
"DKC1","O60832","0.25732819272691","6827.5955023361","6921.41070410952",0.518797279571111,1
"SMG8","Q8ND04","0.0275949120035073","1709.55576763551","1759.51899016348",0.182512909214825,1
"RPL8","P62917","0.00579968480931061","15004.6128351774","14440.9816554434",0.0858485046897805,1
"SH3GLB1","Q9Y371","0.00794686303775897","9179.338554709","8869.21414983566",0.100643092021148,1
"SRRM1","Q8IYB3","0.0171962440111409","4446.95480095673","4678.47379265827",0.140555910777254,1
"PSMD14","O00487","0.246004660965085","10609.3072162463","10437.1963549119",0.510034900647341,1
"MAP7","Q14244","0.206165951653205","7586.1988509622","7747.53314068234",0.464795368210659,1
"MMAB","Q96EY8","0.902149870727252","8319.36506829673","8273.2634253693",0.960266531002808,1
"UBFD1","O14562","0.834517796692965","6711.69521568483","6709.65232610119",0.930098711076712,1
"CPSF1","Q10570","0.0297371090583638","2551.30878679863","2647.95251444253",0.189841315508215,1
"DFFA","O00273","0.990968787291447","8369.91713650678","8388.38413322922",0.996681573002696,1
"HDAC11","Q96DB2","0.524207865171238","5556.66888385065","5457.82279400116",0.752832247463344,1
"GMDS","O60547","0.114169779863891","8755.61068107136","8599.93584405461",0.352617652117172,1
"SYNJ2","O15056","0.818047354048924","1362.17331931829","1349.71182881735",0.921508974317341,1
"DHTKD1","Q96HY7","0.102339017654372","2985.87450513917","2838.94435845799",0.336422837169231,1
"CA4","P22748","0.976752506266106","19397.3673945049","19461.7314183431",0.99089712194382,1
"DERA","Q9Y315","0.456330878424795","4112.36721752641","4176.87038863123",0.697380623208996,1
"ZMPSTE24","O75844","0.599184111410165","13739.5749776847","13785.9130253051",0.803229481310521,1
"MEAK7","Q6P9B6","0.15946932515806","4132.22594281772","4056.00704534578",0.411645190963678,1
"IFT122","Q9HBG6","0.17820727786494","1708.49471113903","1769.42467210832",0.433649213893106,1
"SERPINC1","P01008","0.236595168733987","5142.91817711882","5361.73579024531",0.501153333826884,1
"TMED10","P49755","0.0151746313061707","17050.051562994","16659.102152051",0.134897120621636,1
"NLGN3","Q9NZ94","0.275468032830702","4364.92803783237","4440.02283279752",0.535585985957316,1
"ARNT2","Q9HBZ2","0.273100379266025","3320.43635203334","3367.2244543367",0.534035626522703,1
"MAP3K10","Q02779","0.0708161908893922","3273.59242610556","3346.0547056655",0.282613746480955,1
"PAG1","Q9NWQ8","0.051162129256543","3264.72742930794","3417.0324447507",0.24148531045764,1
"STK11","Q15831","0.574490580271376","5857.57528153483","5923.82382218042",0.78803897378915,1
"GRIK2","Q13002","0.0166657452937765","4891.01599047148","5027.82634878146",0.139308310827898,1
"TAPT1","Q6NXT6","0.0301743216801311","4801.00391092184","4902.96590413821",0.190741718664877,1
"ARL6","Q9H0F7","0.700868752533018","7627.58413098885","7595.34932615831",0.863406658094435,1
"CNST","Q6PJW8","0.000136652280478951","5176.77849121543","5405.19800525642",0.0105722863332923,1
"RPL23","P62829","0.326816832250302","17950.5201635629","17668.9944078761",0.586394196832115,1
"SETD7","Q8WTS6","0.412662768140547","4209.81852518231","4161.96882522591",0.660097878202735,1
"BSDC1","Q9NW68","0.473207989748185","6999.45346341767","7062.07276976407",0.712730769447247,1
"ICA1L","Q8NDH6","0.101063424758798","4143.05748222865","4074.5506671382",0.334056514833015,1
"CCDC43","Q96MW1","0.102774687868343","5319.8268971053","5386.15786924059",0.337004368864134,1
"GID8","Q9NWU2","0.791363392045562","3481.16976814198","3465.67249937278",0.911475019894205,1
"NCS1","P62166","0.860467112963906","25123.4029854787","25270.0217665517",0.942485284650962,1
"GNPAT","O15228","0.076295916974895","5526.64431994885","5407.56744566065",0.293827646743139,1
"MCC","P23508","0.767640290741148","2178.18792691183","2197.92664267821",0.898762545977125,1
"PYCR3","Q53H96","0.442654085774543","5437.58815290463","5378.99054173762",0.686151546795461,1
"HBG1","P69891","0.0907614594849625","15918.7645583779","10451.3367105632",0.318305176462503,1
"TIMM10","P62072","0.0108493577217626","13256.3239630809","12834.4574629929",0.115298988175984,1
"GABRB3","P28472","0.644761526973306","4266.9867716466","4248.95019237789",0.829948166516053,1
"CLPX","O76031","0.346652712034386","5688.44370126626","5742.45045895865",0.604856197490148,1
"STXBP6","Q8NFX7","0.670548690512131","15127.15857176","15275.6439467178",0.846898320936429,1
"PLD2","O14939","0.379968446884766","2409.2971637385","2445.66760349695",0.633740329553375,1
"BCAP29","Q9UHQ4","0.220897903310278","25823.3112910258","25363.5660901471",0.482244754789336,1
"MAP6D1","Q9H9H5","0.485417896902237","8519.66746167612","8759.23083369429",0.724211261506159,1
"SH3BGRL2","Q9UJC5","0.175807891240318","19833.6998446474","20219.8520939458",0.430253835454218,1
"STK4","Q13043","0.418693850324722","3840.95856880736","3864.05276568365",0.667294110694905,1
"CD81","P60033","0.788013249929454","34830.0695968454","34785.2176444543",0.910204809305063,1
"RPS12","P25398","0.113662025008312","19215.0203528461","18863.34722292",0.352243507225514,1
"PIK3R2","O00459","0.0341485488800385","1443.53294433638","1486.09235120585",0.201538339085061,1
"MICU1","Q9BPX6","0.505837649211761","11348.3233585603","11268.8660912641",0.739221131651524,1
"ARIH1","Q9Y4X5","0.741524129580547","7111.23455890385","7138.565734454",0.887398748940094,1
"CDH11","P55287","0.000221066790058167","7201.01537263626","6954.63487594807",0.0148915163578838,1
"CDH4","P55283","0.739647567377254","3472.58688008316","3448.87791000342",0.887207269687285,1
"U2SURP","O15042","0.233384034485496","5556.01160944248","5665.67285827718",0.497317383547768,1
"TM9SF2","Q99805","0.686436821840649","7677.11903244275","7635.65566381054",0.856976725653113,1
"WDR19","Q8NEZ3","0.235499778859013","1700.19453452276","1734.72572094169",0.499851454953083,1
"GFM2","Q969S9","0.576661119865437","3844.04403082562","3769.6297708194",0.789147108691511,1
"RAC1","P63000","0.0421706045373012","43924.0485341277","42652.5158448907",0.222049261357461,1
"MEGF10","Q96KG7","0.78892910873371","2574.55123444484","2592.83707865626",0.91058966848526,1
"MTA2","O94776","0.802249438697728","6982.38200933317","7009.92602343017",0.916128304842271,1
"NGLY1","Q96IV0","1.59767751260024e-05","5962.79857705394","6192.71516513108",0.00331878699437896,0.124842520834583
"CORO1B","Q9BR76","0.251993849126529","28010.8650296219","27512.634380598",0.513633979285034,1
"PDCD4","Q53EL6","0.0216944768491405","2723.89288942849","2825.87735146659",0.160988264101789,1
"PAPLN","O95428","0.102398775877885","1901.26671200276","1835.62316758317",0.336432556789575,1
"C9orf64","Q5T6V5","0.101202764035351","9583.40216527394","9371.25964416093",0.334238200258459,1
"PRPF3","O43395","0.105611573315856","3224.93874056365","3315.84542488423",0.340361910775248,1
"STAMBP","O95630","0.126574893675998","10045.3590631671","9926.45136702442",0.368363582563966,1
"EIPR1","Q53HC9","0.519853982201736","10034.8816563699","10088.9252089892",0.748931682138276,1
"NF2","P35240","0.340125376275991","4515.59960018358","4562.27615245461",0.598859776976249,1
"SNW1","Q13573","0.355023418265461","3537.10653222718","3608.74012335759",0.611855533817008,1
"INPP5D","Q92835","0.498304819597072","1044.41969274224","1062.92579929902",0.733464407450634,1
"MTREX","P42285","0.0222391457622903","3020.97476161533","3137.49187670655",0.163631530119149,1
"RAF1","P04049","0.000681361092678024","1756.83353822443","1811.95927026133",0.0279818732546475,1
"ABRAXAS2","Q15018","0.717837225257712","6897.23662140006","6867.99803649148",0.875340211948153,1
"HBG2","P69892","0.277180916455734","823.097387740249","595.045192816755",0.536377335608,1
"COG3","Q96JB2","0.131146667624402","2352.47959641848","2319.80937451132",0.375239861156015,1
"RBM12B","Q8IXT5","0.172543598481759","4753.96312058536","4820.88493313497",0.425867477043234,1
"KANK3","Q6NY19","0.919762915149733","3105.11497709402","3112.59670374353",0.966190053546949,1
"SEH1L","Q96EE3","0.104187005378656","5324.66683320483","5399.53490046095",0.338547645878318,1
"STAMBPL1","Q96FJ0","0.829292058090093","4227.86262433126","4229.58219064824",0.927135367051311,1
"SLC25A27","O95847","2.44552625954547e-05","8029.12267298463","7514.72839545706",0.00417320320783458,0.191093421920883
"NKRF","O15226","0.0114983530062547","4352.33334048382","4560.03693142123",0.118065874363829,1
"CUX1","Q13948","0.974632172433088","2574.02874293474","2572.4721560965",0.990433511626636,1
"CLEC16A","Q2KHT3","0.0111159322887237","3028.38689984369","2975.61887178914",0.116313807000608,1
"KCNB1","Q14721","0.710045489262896","4002.88647459036","3998.93118088693",0.870560106015453,1
"AACS","Q86V21","0.705719186897223","6636.6452569548","6555.73140831818",0.867058133084104,1
"ALPL","P05186","0.0123202135453849","5562.09891371302","5151.43453045891",0.122488862615361,1
"GOLM1","Q8NBJ4","0.87195610345581","6382.82563288313","6390.68570548295",0.948158223267979,1
"ADNP","Q9H2P0","0.0309449176115641","1746.80385077424","1824.45439476523",0.192621787378467,1
"CBR4","Q8N4T8","0.0160741198324953","9233.89766670293","8927.45993038459",0.136971834646803,1
"RANBP1","P43487","0.876870047018113","17853.7634786767","17848.9235256742",0.950225692052935,1
"TARS2","Q9BW92","0.535933291105079","3785.8497522239","3741.23569185141",0.761284508620354,1
"TTC5","Q8N0Z6","0.016900961240876","3182.32468689152","3105.43649867208",0.139586951580663,1
"MAP3K7","O43318","0.00575664625593259","4314.27754831735","4389.39309553476",0.0858198440434176,1
"ATE1","O95260","0.377366747397196","4734.08758563734","4787.84487384523",0.632109557639759,1
"PNPLA7","Q6ZV29","0.526844353135462","1438.47229003789","1452.96093995186",0.755230558686571,1
"OGFRL1","Q5TC84","0.0788184395184453","8486.16368211413","8266.64967217431",0.298958453777518,1
"RBM12","Q9NTZ6","0.879374424406218","5685.56562391329","5720.41861666121",0.951054720840337,1
"PCNP","Q8WW12","0.67509523891256","10415.7895358721","10555.7913981303",0.849775919560363,1
"AMPD3","Q01432","0.533136306875801","6445.49709600438","6368.8093594949",0.759789732250139,1
"TUB","P50607","0.435517660168925","4045.17974472308","4013.23752519643",0.681444732991586,1
"RPRD2","Q5VT52","0.252760930830616","1377.1012031974","1418.05852967104",0.513940648844765,1
"ECSIT","Q9BQ95","0.155894565925457","2675.15183820801","2752.09835568559",0.406188775639053,1
"TMLHE","Q9NVH6","0.298310213228961","6906.92411625208","6733.54327791797",0.561621211799273,1
"CCDC90B","Q9GZT6","0.0468955924218426","9278.73731559187","9058.56940673371",0.232141594630773,1
"CRPPA","A4D126","0.0178847937440175","3464.36136379249","3552.08856440498",0.143941314503047,1
"SHOC2","Q9UQ13","0.809611085287794","6484.40864137739","6472.70232139477",0.918500603491252,1
"SMG6","Q86US8","0.0158667006272537","1442.47640484778","1488.18339924023",0.136394277999296,1
"INPP5F","Q9Y2H2","0.406951933162397","4300.55970841795","4351.42974927853",0.65552012600558,1
"AGPAT5","Q9NUQ2","0.456412145775634","7513.94907334473","7554.55981891708",0.697380623208996,1
"EIF3F","O00303","0.780390911742056","9612.52199598299","9634.60319097513",0.905743722065554,1
"ITIH1","P19827","0.180558203681848","1785.47031356985","1850.46558224149",0.435114279783038,1
"YME1L1","Q96TA2","0.0791440873498996","7040.33431708467","6555.86854850586",0.299584261803724,1
"MYH7B","A7E2Y1","0.0111367994043125","646.583955910644","694.428345119524",0.116340842974997,1
"PLS1","Q14651","0.0909966130039356","1310.40773556209","1350.62073347065",0.318712476025438,1
"C7","P10643","0.994445747251479","2209.70910499698","2197.04328482607",0.998456222749254,1
"AKAP6","Q13023","0.14722430203751","1148.30144577515","1120.01928400667",0.395986601272105,1
"ARFIP1","P53367","0.394430120767705","6957.534717866","7013.94843942998",0.644651111415781,1
"SPHKAP","Q2M3C7","0.85171519057859","1415.89879917505","1406.14744197185",0.93864454864032,1
"DOP1B","Q9Y3R5","0.324140997216554","1606.28438840373","1627.43325687678",0.583737670488627,1
"DDX18","Q9NVP1","0.450109076030353","2464.95104983246","2489.99402262467",0.692489135676546,1
"SCAPER","Q9BY12","0.193885856167085","2026.62556832019","2091.4203813387",0.451437449371157,1
"WDR77","Q9BQA1","0.338094254581566","4977.26525930353","5044.03583729406",0.596737949259957,1
"CCDC51","Q96ER9","0.426057903156057","5468.46648639567","5412.96549552293",0.672568980860895,1
"MECR","Q9BV79","0.00554207507473058","16942.4189319323","16215.4266325307",0.0847722838793306,1
"UBASH3B","Q8TF42","0.37554434639559","4640.45740545636","4783.29254944477",0.631124551306307,1
"MIGA1","Q8NAN2","7.47719576900776e-05","4900.71149537555","4657.13461404914",0.00800367229301735,0.584268077390266
"RAB31","Q13636","0.0715392721615305","7433.55872946157","7681.36631830196",0.28401669859114,1
"RPL6","Q02878","0.0863014685414133","25299.6794897957","24770.2353709346",0.312287847378113,1
"EHHADH","Q08426","0.368843965762519","1653.87931690762","1629.1283452455",0.625330168901784,1
"NSDHL","Q15738","0.0899973130306064","6879.59882397427","6686.15225669796",0.317129258033796,1
"COQ6","Q9Y2Z9","0.493726536013806","7997.62225134135","7913.57320130957",0.730538745988178,1
"TMEM43","Q9BTV4","0.404965170470488","6607.8770101914","6720.41873899713",0.654200938526128,1
"BICD1","Q96G01","0.308858544278424","1132.38763012546","1149.76812150536",0.570548620565391,1
"TSC22D2","O75157","0.288823984737043","2526.31466352534","2574.6317226332",0.552072068673007,1
"TRNT1","Q96Q11","0.711056612894098","11508.6429084607","11456.0150599634",0.870629112933968,1
"MINDY1","Q8N5J2","0.304670806034704","2497.6981915056","2552.46862342751",0.566775118102472,1
"RHEB","Q15382","0.00692342951876202","23129.2927021222","22368.8519887831",0.0945268539391894,1
"PTPRC","P08575","0.539051153835803","2029.04392665621","1990.41134076257",0.762232250184882,1
"WDR82","Q6UXN9","0.0634827816746703","7636.45041328896","7818.38229404851",0.268455575811188,1
"SRR","Q9GZT4","0.0851292348786602","4717.41932589254","4883.32706372601",0.310893363633126,1
"ZC3H18","Q86VM9","0.0287388855632013","4189.09951239433","4361.32139136799",0.186361536755896,1
"CARS2","Q9HA77","0.429970572641759","9727.18156463077","9557.15229824829",0.675751287741145,1
"CTBP2","P56545","0.334301039165056","4001.31043055086","4060.34399389655",0.593203180852205,1
"MTX1","Q13505","0.0568002828530919","13480.7234234937","13224.7332938553",0.254595561917211,1
"OS9","Q13438","0.0259985297357978","2570.60813254874","2444.92704892031",0.177270952317211,1
"RSU1","Q15404","0.108865197813294","13277.3497985457","12928.1746082178",0.344708289562409,1
"SCRN3","Q0VDG4","0.391722081693519","6846.48894917038","6935.58002645603",0.643455191581492,1
"JPH3","Q8WXH2","0.312212235454901","4614.02582577192","4683.19313166119",0.573894708973088,1
"RAB39B","Q96DA2","0.432492537537167","12972.4728089498","12865.4153629076",0.67847755236206,1
"C16orf70","Q9BSU1","0.059909463301557","7540.14283990262","7390.37575463879",0.262848144996275,1
"PRUNE1","Q86TP1","0.00526844997927805","8713.87342971175","8933.20397017269",0.0820377492361305,1
"SYP","P08247","0.468512041276651","66630.0046882637","65908.9626301424",0.708937469120014,1
"KBTBD3","Q8NAB2","0.879488279087826","2710.39336945534","2715.69855638899",0.951054720840337,1
"PLG","P00747","0.170305706791668","2465.52318429276","2581.28618312406",0.423811717474552,1
"MRAS","O14807","0.107376286992284","15011.3202813985","14728.0329952754",0.342401941338717,1
"TAMM41","Q96BW9","0.483140596084813","4840.29092448071","4780.2722687851",0.721709160353036,1
"GFOD1","Q9NXC2","0.885447868927436","6185.47879892092","6169.16639228166",0.953862130482371,1
"SCRN2","Q96FV2","0.38634169529823","4570.08913451746","4634.65886891239",0.6390319546625,1
"RSF1","Q96T23","0.00798762181263549","1441.74857239822","1531.97961556095",0.100832434319764,1
"SPATS2L","Q9NUQ6","0.0401214979788354","4159.39655120561","4014.13837381806",0.216213369108014,1
"UBE2N","P61088","0.105070525895205","30960.3436554876","31578.4765248965",0.33954552909228,1
"DNAJC3","Q13217","0.000113897409167784","5487.26047179861","5242.81710901972",0.010011376212852,0.889994355237064
"APOL2","Q9BQE5","0.634902159576862","19705.2927921243","19549.2319990299",0.823013516080557,1
"PLEKHA7","Q6IQ23","0.0258820364732209","2785.12664601297","2918.52342865964",0.177005019614529,1
"EFHD1","Q9BUP0","0.873992019017832","3222.88047644139","3203.37068166352",0.949321495471576,1
"CSTF2T","Q9H0L4","0.197387095675401","3396.46490447284","3474.6362171897",0.454819948357893,1
"UBXN4","Q92575","0.792445962103176","5625.02477377914","5652.942805379",0.911552001748008,1
"RPLP1","P05386","0.228010729383491","3391.08803614379","3524.4839283571",0.491108244411775,1
"PAFAH1B2","P68402","0.650833752124495","9476.40622318525","9545.40137334441",0.833574105004506,1
"ABHD6","Q9BV23","0.0101630106485248","5568.12680502329","5776.05209545255",0.111855451906499,1
"UFSP2","Q9NUQ7","0.00402810019659135","2840.40287718465","2750.00832202948",0.0710509592238483,1
"PRKCI","P41743","0.0173018114594489","3231.06100328978","3343.43664762009",0.140976386594509,1
"UROS","P10746","0.631968622154062","5678.18449987993","5633.000319298",0.822400667851452,1
"LMAN2","Q12907","0.00787990248209481","8614.90061738526","8381.97470832151",0.100282667744444,1
"RFTN2","Q52LD8","0.00485057326567273","3768.03544573993","3926.566349042",0.078963290620764,1
"PPP4C","P60510","0.789519690955145","1977.88931195288","1966.69203065177",0.910814528097299,1
"SERPINH1","P50454","0.00236433217175417","3763.30866403737","3467.66661268531",0.0554258185501977,1
"FPGT","O14772","0.658209683932423","3842.23526968354","3819.46043995329",0.838911052127594,1
"SHMT1","P34896","0.904596640339747","5232.75277855486","5230.8862035597",0.961308548763917,1
"RPS10","P46783","0.450201568138068","23830.0102445125","23694.5218170779",0.692495089258044,1
"PPIL3","Q9H2H8","0.251269027274016","14450.8052177861","13961.6321941464",0.513633979285034,1
"PLD3","Q8IV08","0.600417563690132","10752.7130346319","10828.9320237025",0.804153413110255,1
"CD163","Q86VB7","0.124113546073382","2996.12400717746","2700.08099653107",0.364595206397521,1
"ABCB6","Q9NP58","0.900020697765594","3465.33689807299","3479.57691422203",0.960103990763188,1
"BECN1","Q14457","0.527892385510125","7676.53298249694","7619.15779766046",0.755630367303909,1
"SRGAP1","Q7Z6B7","0.0210023087276667","832.700471062576","881.742800392439",0.157951915686225,1
"CKMT2","P17540","0.141440617856315","564.285408148661","541.96594364431",0.388887047124998,1
"ITGA2","P17301","0.802813750680935","2468.4607753478","2450.71685166494",0.916128304842271,1
"HSD17B11","Q8NBQ5","0.408816818389258","8944.48744215283","8795.4253043318",0.656889024364657,1
"DHX38","Q92620","0.00323800836327703","2052.92201090099","2235.49276456546",0.0648764034631967,1
"ALDH1A3","P47895","0.736137999756501","3124.54885977509","3167.31042588541",0.885632383386805,1
"ICAM1","P05362","4.95995605884523e-05","4444.45455885656","5139.83442055551",0.00613189515128154,0.387570966438166
"RRAS","P10301","0.0130249531719261","10436.0620358674","10100.6417622391",0.125618406989432,1
"D2HGDH","Q8N465","0.0852660623002078","11286.6728209874","10755.18955126",0.310919425391755,1
"CEP250","Q9BV73","0.327584404369836","605.415094254442","583.402489698998",0.58672514759158,1
"BTN3A3","O00478","0.305638749606824","6605.73533035863","6717.11399818193",0.567919500607466,1
"KCNT1","Q5JUK3","0.234769119550222","2568.76951579402","2620.9123012903",0.499044042482436,1
"CSNK1G3","Q9Y6M4","0.817094328427094","6795.16324127007","6810.51481756111",0.921323965704085,1
"PGK2","P07205","0.506645105193108","2227.87521472234","2285.86473177757",0.739709426752419,1
"MELTF","P08582","0.369896123182968","2874.76486182992","2932.23704505363",0.626162978022468,1
"UPF3B","Q9BZI7","7.2365936155583e-09","4263.21282723344","4535.11386462062",2.82733712559863e-05,5.65467425119726e-05
"CLTB","P09497","0.134287966344675","39911.2826516155","39130.7351199574",0.379777838949436,1
"CYTH3","O43739","0.165705881726604","3530.34670706469","3596.68181943111",0.417537787051273,1
"NRP2","O60462","0.12741920074771","2712.66560596174","2791.0165473672",0.370107565610384,1
"CNNM3","Q8NE01","5.0222842293578e-05","3819.54630193438","4046.30483032514",0.00613189515128154,0.392441289682018
"FAM117B","Q6P1L5","4.04438317168894e-05","2034.35861492282","2165.68306777883",0.00566286762223478,0.316028101035774
"DCTN6","O00399","0.115111169317259","10561.2100116515","10766.480442118",0.353423099748525,1
"CNOT10","Q9H9A5","0.74758180702607","2260.36234601992","2267.2052726854",0.889942826425221,1
"NT5C3A","Q9H0P0","0.0701380989747848","4374.6043447269","4284.88578189911",0.281736986197555,1
"SSH2","Q76I76","0.727657583925612","1356.24678523341","1348.29455771505",0.880172811268534,1
"NCOA5","Q9HCD5","0.00705143247314524","4596.85639139247","4850.7577371908",0.0949998161123395,1
"CXADR","P78310","0.252013965138537","9471.93811276266","9283.44431891095",0.513633979285034,1
"SFXN5","Q8TD22","0.325000721267387","13088.0469976072","12939.0544097329",0.584612255060627,1
"ARMC6","Q6NXE6","0.691905631761441","7253.45647293228","7222.14984596281",0.859000731900842,1
"COG5","Q9UP83","0.26125506050805","4313.57035311134","4269.86655361546",0.521842291106826,1
"CHUK","O15111","0.312424902290564","5276.97598497975","5318.32005555567",0.574144497738326,1
"PIGS","Q96S52","0.184116302343804","5570.61857376","5481.02863940023",0.438891027002588,1
