"Symbol","Uniprot","p_mesor","p_wilcox","p_ttest","mesor_CTL","mesor_AD","BHQ","Bonf","BHQ_wilcox","BHQ_ttest"
"AIFM3","Q96NN9","0.0393651448497181","0.0305952662373005","0.039799765098231","13942.8580615461","14267.9653498832",0.194729114373806,1,0.16812335469639,0.209424487863688
"SCAMP1","O15126","0.212434246179147","0.0478452113660954","0.249408658936529","19937.2221756694","20157.5064506076",0.476315982681163,1,0.211460679646306,0.529155379019831
"PCSK1N","Q9UHG2","0.967454700221215","0.918128274433873","0.999061177809339","24851.4950268086","24828.6654573703",0.986132406408632,1,0.967532614487698,0.999769148364086
"ADCY5","O95622","0.00377448875147453","0.000884747603908932","0.00300655513036351","8652.47502238732","8516.151825471",0.0517436054456526,1,0.0239218608198768,0.048741124042864
"WIPF2","Q8TF74","0.115429743098243","0.294306859950253","0.15224157987094","16360.7121185982","16136.7401488985",0.347847285989075,1,0.559949793925317,0.416557023120733
"ADAP1","O75689","0.0330727802513282","0.0478452113660954","0.0477005730152973","22470.7410662119","22150.7821595365",0.177446474485951,1,0.211460679646306,0.228670108921186
"JUP","P14923","0.318674546119422","0.601305128143958","0.30517881325392","2662.53879692091","2594.3838560507",0.587430313029963,1,0.804968009476938,0.588605933905826
"NUP133","Q8WUM0","0.463365877636816","0.719933762172435","0.447975591382256","5206.23364699264","5229.98129834316",0.710785427533192,1,0.876802122446292,0.710464296260502
"ARAP2","Q8WZ64","0.858700259729059","0.799084673641275","0.861755563568358","2755.42413502282","2759.09650376527",0.942531792319549,1,0.911672892368656,0.947032985369612
"CSMD1","Q96PZ7","0.0879425923127304","0.137388887536819","0.0960864121841123","3410.6863479208","3366.01111337036",0.299426325198987,1,0.372245758395528,0.328586094007288
"PGRMC1","O00264","0.00402322290973314","0.00374389120497357","0.00712322594685948","38206.419560662","36817.1628427919",0.0535561564167883,1,0.0488393420294883,0.0804425069492358
"FBXL18","Q96ME1","0.519459134423321","0.358091935197202","0.521847954746954","6519.58949295","6485.24597086123",0.754123727223451,1,0.618644789217541,0.763046391914801
"ATP5PO","P48047","0.0559880725674817","0.119574896821995","0.0781965296788023","83126.1698072626","81433.2596019675",0.231299687174639,1,0.347087014772314,0.296297118883732
"NLGN2","Q8NFZ4","0.109475400445599","0.0673325329808011","0.137174515419038","11668.2783363431","11810.1947096578",0.337535573575933,1,0.255229499079728,0.394364114600575
"RALY","Q9UKM9","0.000977028866663116","0.00251656579050631","0.00268594190550225","20117.1718647967","19491.6928605355",0.0237096383978434,1,0.0395662879014413,0.0465790312894585
"SRC","P12931","0.0708432804305716","0.0150358781472841","0.100111339694557","13437.6248738231","13589.2781782477",0.266305978403698,1,0.112538651190496,0.334160096525322
"MEGF8","Q7Z7M0","0.0559987586317963","0.0623621821198803","0.0633588605068914","4938.73826891634","5019.84826302952",0.231299687174639,1,0.245985911703556,0.264610441475601
"BGN","P21810","0.00701115227001982","0.0011483812526543","0.000139321621847876","12974.6930268186","7777.71791844117",0.0710295819422974,1,0.0264703572514475,0.0100706756842455
"DHRS7","Q9Y394","0.00824576381796934","0.0321357536801841","0.0180015129280404","20651.0588393646","20100.8946536727",0.078672037208318,1,0.172110198256997,0.133743424120654
"WASF3","Q9UPY6","0.106696106067517","0.096552977666789","0.109873273079437","12144.7228242566","12338.6176431694",0.333382125057553,1,0.310735159591552,0.351194615113426
"TSFM","P43897","0.202253053700696","0.273956019847668","0.234790251330332","22540.0024365799","22154.8125892754",0.466196271863492,1,0.538945704705357,0.514197723545661
"ERLIN2","O94905","0.334733164999055","0.219219627123238","0.406694577970581","29952.3363162871","29649.7323486142",0.600598151849051,1,0.476534708461952,0.675145832220548
"MX1","P20591","0.71910275613535","0.695363012942919","0.694087075985429","7899.39047997467","7799.48999296742",0.873820806844694,1,0.863979421710283,0.862942945385862
"ENOPH1","Q9UHY7","0.835715978620377","0.643677811151852","0.769808971958759","17850.4035294779","17817.6691360609",0.933478269762103,1,0.833145339794695,0.908379236920227
"GYS1","P13807","0.451507357451364","0.368424955477492","0.500821131874383","10133.1730047625","10051.2539693201",0.700958897293093,1,0.627615566187295,0.747910143182536
"FSD1L","Q9BXM9","0.0788693223782899","0.0103936308789513","0.0949364181545044","19985.9130464723","20339.7334019597",0.282181723930383,1,0.0904407925257522,0.327375627298896
"BAG5","Q9UL15","0.986536834708251","0.778362567449974","0.966553414563046","9986.8750196148","9988.09336896276",0.99481208238615,1,0.905482373389027,0.986112439390079
"COL12A1","Q99715","0.0078232005162985","0.00628467726320526","0.000283506969711884","5380.32839724149","4287.14735211883",0.0760329463113887,1,0.0666329282695874,0.0140210345653713
"PRKRA","O75569","0.817224605271192","0.689043465954057","0.9278365261069","21770.023249983","21702.930708936",0.92745610835513,1,0.860093553189297,0.973277314655858
"AARS2","Q5JTZ9","0.0929942416035038","0.0714626425424674","0.0977778160205307","7040.76779874774","6900.47628578097",0.308403131151262,1,0.263152256751574,0.331654750019663
"ISOC2","Q96AB3","0.061650871591252","0.110582351258009","0.0868111093568198","4594.82190647891","4721.6531071791",0.244910986585685,1,0.333496909583204,0.312710847364984
"CPNE7","Q9UBL6","0.502742559489807","0.280993869584817","0.476914944198617","9645.70209990663","9543.72903382778",0.740958407496818,1,0.547322076786791,0.732863987014355
"SLC4A8","Q2Y0W8","0.00788936368713755","0.00971811014259113","0.00914455647919849","8292.22929274347","7948.07929457314",0.0763909390970171,1,0.0868847970871935,0.0931581875882643
"ELAVL3","Q14576","0.0290277613188113","0.0576992771882015","0.0377629524330866","5466.92709930845","5373.98208524464",0.165202423121043,1,0.235786634848475,0.201832907190245
"NDUFB7","P17568","0.0444871708641203","0.0860035635918793","0.0563705121186875","20770.4189425363","20035.7004058954",0.206059723255623,1,0.291174976562801,0.24898273010272
"EIF2A","Q9BY44","0.0152921720446656","0.0347807827804196","0.0407791848451692","11160.6103414625","11379.4027410303",0.114020069042955,1,0.178737969038028,0.212442367404896
"BLVRB","P30043","0.456312060044341","0.42922572325041","0.428047104592759","18919.9329441859","19130.0741555219",0.704250925772562,1,0.680318418149838,0.69422168436858
"ABCB8","Q9NUT2","0.062438147427965","0.100291131865169","0.0707969932297351","16393.6925279403","15962.8298912482",0.246534453765598,1,0.316954607966543,0.279963413510703
"SCYL2","Q6P3W7","0.0420267739735661","0.0331319365317512","0.0597297040693301","8963.95509279717","9100.66242594362",0.200486698308575,1,0.174752211985066,0.256302049027041
"ACTBL2","Q562R1","0.0541520910016782","0.0318925431069796","0.0510363114725618","2327.35830400714","2263.85553357007",0.228253124851538,1,0.171395001264057,0.236254584032345
"ABI2","Q9NYB9","0.20146376847294","0.194164564165621","0.208243847035705","17381.8072755766","17194.5754185643",0.465750854096909,1,0.448080893204419,0.486405319025471
"DOCK5","Q9H7D0","0.725863376645157","0.561860156658023","0.723459511306342","4402.9679859894","4445.85569041221",0.877866649915687,1,0.778711469337672,0.879588084852615
"L2HGDH","Q9H9P8","0.0618315178083377","0.0616775554983989","0.0632800341359338","12643.3979161761","12352.8421968165",0.245130126917479,1,0.244768115116551,0.264422559753041
"RNF40","O75150","0.183293340044644","0.301691851564902","0.208030328763154","5221.39568773231","5264.64616936967",0.445491184792799,1,0.566131030414838,0.486259704971649
"HIBCH","Q6NVY1","0.397015414723125","0.436403851657586","0.402617501607983","28121.7273660381","27726.3010805539",0.657943747875543,1,0.685567705976336,0.67147257733371
"SNX9","Q9Y5X1","0.654137955567378","0.959985204207088","0.652912367419332","12495.1621512043","12458.7489093595",0.835747871943017,1,0.983651243859715,0.837880972083209
"TCEAL3","Q969E4","0.894038853049442","0.968763819787366","0.904431540575438","5657.5076864666","5643.06867883965",0.958038891624841,1,0.987338005454347,0.961715494268296
"FAM120C","Q9NX05","0.00256224956452398","0.00383250135269976","0.00249921968084509","7667.73247282879","7864.20710666972",0.0410466489236923,1,0.0495813999503244,0.0452563328819075
"ZW10","O43264","0.0393067663539237","0.0805577000098125","0.0459643012478387","6817.8946900072","6721.59816052562",0.194729114373806,1,0.282403709231348,0.224899843425555
"FCSK","Q8N0W3","0.577345566377254","0.664874062309191","0.568982953316559","6463.5848649078","6431.79460901552",0.79244304508552,1,0.846144287114661,0.794424591486964
"AIMP1","Q12904","0.188412453746431","0.216477856137974","0.16128979312782","17255.2224173675","17123.0829095595",0.452009959123206,1,0.474623447772763,0.430142813481497
"DMWD","Q09019","0.69265466090724","0.866859887909419","0.771521891313071","7938.39318109632","7965.48792804018",0.858123168532624,1,0.945659861805718,0.909164840705827
"ANXA4","P09525","0.623803206059897","0.653358125872268","0.5919374528951","29891.1758139549","30112.4146587064",0.81946214255812,1,0.838590735145516,0.807930001209137
"ANKRD28","O15084","0.0201180104947468","0.0688110662237736","0.0200140401303451","4056.41235922017","3995.77380260933",0.132660028697005,1,0.25779313970792,0.141100546047091
"ATL2","Q8NHH9","0.416188391070068","0.533370680642025","0.529062827255272","6429.761997502","6468.13909939174",0.673033130757763,1,0.757774272461233,0.767991256208935
"TAB1","Q15750","0.0590939676822808","0.0502373370948667","0.0506288021524978","5670.01393417197","5606.7572364624",0.238743186683277,1,0.217381587783693,0.23548420239263
"TOP1","P11387","0.431388739917213","0.143985003361096","0.50647522738266","11508.8828963542","11429.7846538944",0.685973059363676,1,0.381131035319649,0.75259757793955
"CHN1","P15882","0.17161561479661","0.162637948532838","0.168666288584119","15683.1523610641","15877.584687349",0.42980910705792,1,0.408109482927295,0.441083794844815
"DYNC2H1","Q8NCM8","0.614814497085952","0.741730593592621","0.680889411252279","3081.48293811577","3099.44574453301",0.813768929710984,1,0.88724586951007,0.855349809150674
"TALDO1","P37837","0.529684447998151","0.244029977851932","0.577538478185512","74913.0688452824","74094.7763243702",0.760906958946428,1,0.506198632050703,0.799269717598435
"THSD7A","Q9UPZ6","0.247604535585889","0.232344243605209","0.269675286380946","5097.01388778265","5159.3772786276",0.513793889489897,1,0.493755213361736,0.551099046851789
"IMPA1","P29218","0.502283981808832","0.457607273978557","0.501603887642725","53179.4874195191","53729.1230773107",0.740816729681807,1,0.700252923729068,0.7480024385573
"CNTN4","Q8IWV2","0.832023655912025","0.768994309113382","0.811148609167783","9164.06032320565","9145.65349754647",0.932321217456774,1,0.900078120343314,0.926701445120308
"CNNM2","Q9H8M5","0.100444181852979","0.0534810809535516","0.109784610892699","5737.53521541255","5676.8400962042",0.321536598524858,1,0.225526803330303,0.35114897646973
"AGFG1","P52594","0.131323634554606","0.188756838298924","0.165885940319678","11887.6310598961","11994.3618673069",0.37130947324564,1,0.441997582999039,0.436736097593654
"SEMA4D","Q92854","0.697590698796047","0.720849557602775","0.681109229528638","17663.1377345072","17595.5346844823",0.860751288111986,1,0.877097234990359,0.855349809150674
"APOA1","P02647","0.332618363857174","0.437125449457335","0.327259944462886","36238.4539350377","34434.4332864577",0.599004354731495,1,0.685607840638221,0.606404838992884
"PUF60","Q9UHX1","0.20434898338691","0.240089726671888","0.230986894825682","15251.6635007664","15116.4017080746",0.467990315411874,1,0.501620621447629,0.510877893056292
"PSAP","P07602","0.112972944174855","0.0807700241574385","0.120008954599228","64321.9744129698","61606.5729129169",0.343223400381927,1,0.282894203839634,0.368612410077975
"NRDC","O43847","0.962138945571516","0.879391878644165","0.83426007604787","5835.12769809433","5832.86298905886",0.983871517679056,1,0.951213751346277,0.935818006637677
"RAB10","P61026","0.359617574196397","0.781179406503128","0.452169518420214","48360.5722843783","47877.8075662148",0.622657151511333,1,0.906669169710658,0.713356070449334
"USP10","Q14694","0.0142342060438161","0.00679252043324189","0.0161693946999612","10156.1154492537","10001.5055295043",0.109074503783128,1,0.0693813786475191,0.125744556550228
"PDE12","Q6L8Q7","0.805962360026423","0.627967526458804","0.718446018683006","10443.3904038708","10431.0970977294",0.922888317884887,1,0.821382365542199,0.876630668839391
"CUL9","Q8IWT3","0.870034514116459","0.988283859801832","0.967378784077488","4457.20715539237","4463.85987311647",0.946685663043316,1,0.996043449430152,0.986112439390079
"TNXB","P22105","0.00151895271567514","0.00228876181689395","5.26707298152382e-05","2271.09987128757","2058.95078071499",0.0315667460645892,1,0.0376030202952389,0.00605248651141575
"VPS4B","O75351","0.821179792615768","0.922014178127303","0.876998733882436","20193.6218448246","20155.7037178724",0.928974235270755,1,0.969013959366072,0.95308087232318
"SUPV3L1","Q8IYB8","0.0487814687107558","0.0209356674011744","0.0642127363902011","8327.98492794401","8209.48217241126",0.216226020928996,1,0.137819128115229,0.265317792886007
"ACAP2","Q15057","0.591911371216942","0.502479446396978","0.600687996542345","7806.4497592567","7779.15323669087",0.801654306523258,1,0.734863259244991,0.812915830443693
"NASP","P49321","0.415426493617864","0.672893425779454","0.392146492775967","6427.54060993432","6469.50523567928",0.67249691757406,1,0.850394505748124,0.662680081001602
"ZYG11B","Q9C0D3","0.00643858492224601","0.00958098484984423","0.0113397528339697","6089.15340956491","6199.76044678676",0.0678976704792051,1,0.0862509396505562,0.102913854407246
"PSMD6","Q15008","0.456597345580594","0.874568128610618","0.487679604552226","23968.9624034822","23838.9509530291",0.704552065238302,1,0.949281199744877,0.738703381649032
"SDCBP","O00560","0.830276785524127","0.734633878884958","0.819769278007067","5348.15191810421","5338.81467443806",0.932321217456774,1,0.884231227604292,0.929884359014772
"ETFB","P38117","0.33323135739612","0.242547094770254","0.362756687492977","46993.7959147036","46517.5098313732",0.599376764820855,1,0.504864943669357,0.637841304861541
"CFL2","Q9Y281","0.648580359681322","0.747576947329331","0.603304331546468","30238.0203464893","30464.2154016061",0.831265468705526,1,0.890754233978559,0.81456621050994
"SLC6A1","P30531","0.315697938108601","0.34107307009192","0.33451552127022","29067.6021770255","29424.5962702406",0.583760648805749,1,0.603246937459996,0.613448552735391
"SESTD1","Q86VW0","0.00303551300048795","0.00425529892030037","0.00561912834250169","8396.60315299003","8194.93760361309",0.0452662186752153,1,0.0531164628805545,0.0707108229347164
"NUMBL","Q9Y6R0","0.0409659716243625","0.0378350244633265","0.07569525884475","19219.9033918187","18793.5141649693",0.197964194355454,1,0.185606321200725,0.291034771827542
"APLP2","Q06481","0.757806608001848","0.920070987700941","0.752595768989105","7608.84166031516","7627.27533955503",0.89725288841413,1,0.968404458229412,0.896187646888276
"CNTN3","Q9P232","0.611187813528137","0.867822741434982","0.560512739999923","5087.63773296452","5061.27144107628",0.81228887038892,1,0.945659861805718,0.789385193661518
"SLC25A23","Q9BV35","0.0272164633326755","0.037948196694476","0.0261679006493645","20147.0631933725","19785.2676169664",0.158787877512139,1,0.185677651202652,0.164200944529166
"ZC2HC1A","Q96GY0","0.194498272404768","0.437125449457335","0.216664467743342","39386.4494528008","38880.3720815751",0.459108345679075,1,0.685607840638221,0.496586920356204
"MAGED2","Q9UNF1","0.140925415268797","0.306297260805546","0.164954291467518","9411.31157617704","9259.37181205426",0.388399174085523,1,0.56884708565754,0.435574449890091
"TBC1D24","Q9ULP9","0.00049878625233399","0.000482977634292824","0.0010855517468977","29076.561346497","27873.4067816083",0.0157124772010027,1,0.016960672083762,0.0295240475848823
"FAF2","Q96CS3","0.855763006249939","0.613283088038698","0.873144307962263","11082.4685732498","11091.9448051864",0.941821426878454,1,0.811685984067477,0.952631893663379
"STMN1","P16949","0.201162586001593","0.320987999395069","0.216443667758673","112896.320551165","111222.927241344",0.465743539856725,1,0.583786304485948,0.496562190213233
"CRK","P46108","0.000525188990136621","0.000715523401794268","0.00174300420629635","15877.3986899205","16223.1541433974",0.0162206591657216,1,0.0208623129164941,0.0383150156987538
"ANKRD44","Q8N8A2","0.560810849803064","0.648950622169304","0.643436880610817","4000.328527685","4017.39863844795",0.781415117753413,1,0.836490411842649,0.832884710916563
"ARL8A","Q96BM9","0.562734158841418","0.574331784236639","0.583602351250056","8465.81625321949","8515.47534247102",0.782420768182712,1,0.787476497986506,0.801312383178341
"NT5E","P21589","0.1141201826058","0.164859519101189","0.115641481544237","11718.9552090983","11381.616201031",0.345098725573422,1,0.411175321499103,0.360849270432665
"C2CD4C","Q8TF44","0.110756642563691","0.111924867182506","0.105512517771207","12088.9947894855","11788.2561582156",0.339190811769328,1,0.335088472093526,0.344392152825485
"SUN2","Q9UH99","0.309759387160158","0.262322228960053","0.308572974108489","5095.6033421474","5182.56230975098",0.578089288576421,1,0.529139595969821,0.591122632920749
"MOGS","Q13724","0.440998439247973","0.272884059548955","0.460795691978898","10303.2165688257","10261.7960710855",0.692516439767617,1,0.538578758235602,0.721250191365661
"LGALS1","P09382","0.800763219202011","0.669324602672601","0.803680409246789","67151.4493084378","66924.5044732521",0.919765367462078,1,0.847978091429468,0.925461697445638
"COPG2","Q9UBF2","0.207800256235091","0.364528520219614","0.225019188682991","6597.48791602675","6531.9574732465",0.470516140892785,1,0.62438094191058,0.505208731215076
"FN3K","Q9H479","0.616574539255219","0.57016949000677","0.613117736495995","29627.2777169624","29760.9007105255",0.814912932271625,1,0.784522696762265,0.818957605637556
"CTPS1","P17812","0.18933234358216","0.134179437924267","0.217488235472227","24394.2584219347","24638.6485741274",0.453677685602882,1,0.368274720035203,0.497480927276608
"PURB","Q96QR8","0.866210070059667","0.970715174941224","0.867139674048568","10972.7798413972","10956.8751877827",0.945594507885755,1,0.98832114227399,0.950593351994319
"CPNE3","O75131","0.86506543626585","0.993165422842172","0.91646252160782","18724.1984842215","18690.2605909524",0.944814841176269,1,0.998789525622745,0.968584811981298
"APEX1","P27695","0.376909408746382","0.630574481363274","0.454008504855578","17685.3283749912","17533.471661396",0.638865535779659,1,0.822726498142031,0.715246463093042
"CBARP","Q8N350","2.732359971279e-05","2.06919378437551e-05","9.36035817448771e-05","4733.98092132663","4419.25230853639",0.00257623639626477,0.213506608155741,0.00317032945708044,0.00814254432227258
"GAA","P10253","0.199956713214501","0.334903429984142","0.211004620976441","11774.2273953239","11495.5140714571",0.463638503578074,1,0.597883345189876,0.489400447702556
"MLYCD","O95822","0.328294999076476","0.407414375344137","0.419031613079949","9904.84474973811","9814.90666477408",0.595887833399206,1,0.662270840220322,0.686582726904324
"PPAT","Q06203","0.329863331587002","0.539015175363998","0.401920725834988","11553.2295646702","11646.6500831582",0.597298109819985,1,0.761776918121592,0.67121362506403
"NDEL1","Q9GZM8","0.191788330337454","0.131028277809627","0.210465598254059","17408.0735807602","17269.3461402094",0.456594241700439,1,0.36475061019039,0.488977415007697
"VPS33B","Q9H267","0.819848717509729","0.53096079137515","0.801938911051063","17296.9742849299","17326.7459057959",0.928220130677995,1,0.755586891969663,0.924922605306717
"NRAS","P01111","0.607390438327012","0.392344142572472","0.588716161834725","2317.95847385434","2305.703230436",0.81075314060254,1,0.648292901260583,0.805362060325025
"POLR2B","P30876","0.773982343327113","0.980474347174694","0.885027408566682","6183.9556203294","6203.35197311413",0.906584480642909,1,0.991770427032111,0.955688860058738
"EIF2S3","P41091","0.276447152546866","0.903574295362146","0.346265978013516","23121.213184728","22942.0515990914",0.545728545320723,1,0.961401081693874,0.624521699367293
"PRRC2B","Q5JSZ5","0.0366611206369827","0.0214791173185639","0.042976679581452","1776.58964410851","1818.5093813354",0.188343193068628,1,0.139310464530176,0.218348357769484
"FBXL16","Q8N461","0.00923193701548778","0.00684275972396818","0.0131604438137069","10426.1658236858","10109.9817105822",0.0851692512857397,1,0.0697122874616524,0.112143629182449
"NCK2","O43639","0.230946869616595","0.635802184092279","0.299742501581331","15061.2030431596","14899.0321903257",0.496319812756896,1,0.827320514368047,0.582199330687676
"NAP1L4","Q99733","0.730055302774556","0.298268200311198","0.65923194996223","19461.6606709983","19522.0995328959",0.880347551833392,1,0.563371456908799,0.841914987511863
"ARHGAP12","Q8IWW6","0.936785036448359","0.918128274433873","0.929700231169631","5580.37358101301","5583.6499354714",0.974243117765738,1,0.967532614487698,0.97394792952936
"NUAK1","O60285","0.66552496603422","0.642800741372945","0.620957716693442","8219.41902081749","8187.37629035971",0.84176304379919,1,0.833145339794695,0.823796875762743
"CACNG8","Q8WXS5","0.0304805706743317","0.0252900206062017","0.0355050222820028","11565.6559162078","11255.4916086749",0.169135321781719,1,0.151895634909193,0.195235211737043
"DGKG","P49619","1.14790077908479e-07","2.80828267983028e-06","3.28018117367826e-06","7973.23447878127","8660.70035260423",9.96632965307617e-05,0.000896969668776855,0.00109719604300969,0.00160195848069512
"EIF4A3","P38919","0.771050218506839","0.629704983207626","0.754142579129529","10603.3187452241","10621.3251489159",0.904381027831348,1,0.822039932812717,0.897209213355381
"ABCD3","P28288","0.0269593786159264","0.0214155715022659","0.0380711939739012","16996.8516724498","16694.8200301565",0.158052381770636,1,0.139310464530176,0.202786850519471
"PSPC1","Q8WXF1","0.116295107899552","0.168991619685296","0.174990086339641","21430.3472952284","21756.4441358454",0.349359438319613,1,0.416824657898012,0.448545688466368
"PPFIBP1","Q86W92","0.0315705604687424","0.0284036048068094","0.0198082466296274","3092.83873602178","3024.14252966424",0.173239016504742,1,0.16246444782181,0.140617777957703
"TAGLN2","P37802","0.00614957207453649","0.0155514087287809","0.00904397397300119","19663.4184033306","18661.7880129074",0.0662796637109354,1,0.114424395298205,0.0926071196084611
"RPS6KA1","Q15418","0.0121248784615322","0.017480284615804","0.0216726001667566","2191.55899278493","2266.09040007212",0.0995277929526668,1,0.122174368504376,0.147260606698292
"SYNPO2","Q9UMS6","0.411486055946322","0.788704932607144","0.374852736863651","4803.09262483325","4736.33132741382",0.670283936035972,1,0.907868351444965,0.646298427017379
"TSNAX","Q99598","0.109122830576415","0.111373920207781","0.113225682171978","10100.9570368323","9905.76430522629",0.337234574802258,1,0.334592776817993,0.357040145476931
"CRTC1","Q6UUV9","0.000560293623737278","0.00016877077590901","0.000113669051635245","5979.77351245362","6270.1322002732",0.0169695130848182,1,0.00955633944168844,0.00897181787351318
"CALB2","P22676","0.430073718058592","0.163745894460506","0.434508262452311","27839.8583344933","28236.6699877159",0.684541115760866,1,0.409574397987962,0.700484333155015
"EEF1B2","P24534","0.163841983059897","0.141317997715763","0.193286666084106","35608.4223154781","35084.2404984722",0.420033220351061,1,0.377776521824568,0.468323103498048
"LRP4","O75096","0.0558103087031114","0.140987308976555","0.0533235985011638","4129.77931488593","4234.02798553129",0.231248921793614,1,0.377156738220747,0.241968988785188
"TNS2","Q63HR2","0.969859047900287","0.612424034159964","0.972912499339667","4356.44111311911","4358.37725965442",0.987038108920662,1,0.811014404447447,0.988343508819573
"HADH","Q16836","0.388288077259943","0.267567321989412","0.410942450152747","36940.9425117029","36554.7467796958",0.650671892710529,1,0.533632224100374,0.678813952872734
"HPCA","P84074","0.0865342664253503","0.107844762967906","0.0931492810999906","13257.2857987076","12887.4181967219",0.296937687728123,1,0.32905075276502,0.324073233533093
"MAT2B","Q9NZL9","0.808437873501082","0.218760942017195","0.813299857757507","17556.1130757696","17593.348045918",0.924503665086705,1,0.4761554320118,0.926701445120308
"PRMT1","Q99873","0.883633713914683","0.263365524883674","0.896683855238266","18371.4478460576","18389.9065233326",0.95316314750543,1,0.529577511950857,0.960174110819921
"NME1","P15531","0.879393651761077","0.947313820483964","0.850594600754111","24927.9865907699","24891.1102406703",0.950820810137132,1,0.977718953013036,0.941837354441352
"ARPC5L","Q9BPX5","0.301532769451572","0.719933762172435","0.371033814707052","30922.1890758541","30616.8003072918",0.569813073880189,1,0.876802122446292,0.643538096529347
"EFL1","Q7Z2Z2","0.43497428780111","0.493940787581745","0.52206799155148","4995.94275213383","4971.95247993997",0.68845231615918,1,0.728373903408899,0.763082545077303
"IGSF9B","Q9UPX0","0.361081746408259","0.293743846812031","0.403544941937403","6637.60011701324","6696.3964982152",0.623947980193307,1,0.559681351430202,0.671772513058983
"NAGK","Q9UJ70","0.95049810884024","0.767124649479351","0.95994637253811","14598.0634777335","14607.052717011",0.979524434219697,1,0.89920977986906,0.984109079077035
"PON2","Q15165","0.504358704688644","0.603862934585934","0.542469030312514","12179.3175729583","12053.4347549543",0.742615209805363,1,0.806320056536994,0.77841578153411
"CARNS1","A5YM72","0.456234119265991","0.282635266938463","0.464881910486526","7215.73782279353","7001.24635588647",0.704250925772562,1,0.548669210338237,0.724491980495198
"CDK18","Q07002","0.0426109359888019","0.0109945674445511","0.0654511298859544","9144.59578663621","9391.98540140638",0.201720721203656,1,0.0937899017595221,0.268434645924703
"NECAB1","Q8N987","0.268319563079166","0.524561541178243","0.285769394936988","15349.8557292126","15112.2191391083",0.536631578595716,1,0.75058119076484,0.568917720264363
"SPAST","Q9UBP0","0.00105887882573794","0.00267344053838491","0.00194933176051037","9091.44417398543","9271.41879631848",0.0250729671039887,1,0.0407217628985179,0.0405685080307951
"NCALD","P61601","0.0229888275480656","0.00282786866284096","0.0250965915524947","19527.4489481337","18947.4264182238",0.143478193658614,1,0.0421697819302276,0.16024977501858
"INPPL1","O15357","0.00806837752909531","0.0243457760869055","0.0103846982116853","6093.78573249831","6207.78887436246",0.0773209268481272,1,0.148739557735011,0.0984781939637244
"TMEM132B","Q14DG7","0.0690532835910268","0.187934835945384","0.0807898945279227","5787.36301523775","5706.91605347076",0.261806093149094,1,0.441114454462363,0.300661331266673
"VPS4A","Q9UN37","0.60664891504924","0.380933780660602","0.569447211413528","13490.710389577","13546.8005490895",0.81045556884848,1,0.637937540094716,0.794424591486964
"MTCH1","Q9NZJ7","0.477041981721131","0.433524333845417","0.491469283645428","29102.9521977081","28915.8876878102",0.72156524296727,1,0.682975634005663,0.740806516667703
"DYSF","O75923","0.00511803367693403","0.0215544345555392","0.0114037829033979","3230.41892503866","3372.56359617425",0.0604113521926926,1,0.139310464530176,0.103178175020821
"PCK2","Q16822","0.634390373481416","0.742020956904058","0.645464625136711","8260.3472779148","8195.54098155582",0.823169441777447,1,0.88724586951007,0.833662905920373
"RCN1","Q15293","0.849024586411543","0.619311291921537","0.904707522968476","24710.576935867","24626.6278287421",0.938901516872318,1,0.815168086835167,0.961715494268296
"CEP41","Q9BYV8","0.557998372505398","0.605570849714651","0.575337875407367","9642.44321734883","9684.63444119714",0.780079423345527,1,0.807083510092151,0.797390946866471
"TAGLN","Q01995","0.00171509902367385","4.75185213782132e-06","0.000145017366436894","37550.4231781426","26855.6300914064",0.0333848167289206,1,0.00148523890419743,0.0101175509048026
"SART1","O43290","0.108577375250594","0.12732298907414","0.0851212122881542","4782.0197462347","4839.91767188385",0.336206934358747,1,0.360341121559337,0.310087250731765
"PLCB3","Q01970","0.718358086272008","0.783058898040694","0.755554056497366","5749.02289860451","5729.82231898899",0.873529513726067,1,0.906669169710658,0.89806805559331
"SLC12A6","Q9UHW9","0.176422284799586","0.0809828025029738","0.136580467829438","8542.70790250503","8615.3802587561",0.435929486089172,1,0.283131820473484,0.393795368762381
"NDUFS8","O00217","0.102414580374852","0.0615073744009624","0.113180083510328","34048.0374601569","33220.0775964927",0.325179817573789,1,0.244589630315074,0.357040145476931
"EIF3L","Q9Y262","0.0866931677621907","0.0649857441314738","0.0542990706872919","20207.0716050897","20438.3764469332",0.297244586614198,1,0.249532483854219,0.24479762530206
"SUOX","P51687","0.151866839594789","0.157182903243001","0.150134365441376","11456.4535733823","11287.3458584458",0.405012793376683,1,0.40085744319217,0.413226464092607
"IGBP1","P78318","0.669170079371504","0.673786787837429","0.680100120407041","13030.1467636845","13058.604712165",0.843234155815019,1,0.850835481603373,0.855349809150674
"MYRIP","Q8NFW9","0.48664050069189","0.584379547959098","0.53433427906504","4227.5977724815","4259.83954643395",0.730428135306652,1,0.792630062099009,0.771772284032204
"GTPBP1","O00178","0.0406391791732346","0.0348861225552245","0.0442749523907669","8072.29693283721","7957.05329594873",0.197730103399536,1,0.178754204358377,0.220523842954056
"PRR36","Q9H6K5","0.573211602567948","0.599602645540328","0.565230224852419","11527.1780060925","11445.954877669",0.789542651589273,1,0.803239340348384,0.792945956372855
