"Symbol","Uniprot","p_val","acrophase_AD","acrophase_CTL","amplitude_AD","amplitude_CTL","BHQ","Bonf","Log_AD_CTL_ampRatio"
"ARHGEF2","Q92974",0.0164374109819138,"0.92066014449279","2.3075856907489","1062.10792944498","1491.84388692498",0.0445843044950543,1,-0.339757316743624
"TCP1","P17987",0.000745466586147797,"3.44685351906865","6.15622589182799","4312.03363435273","807.277035400894",0.0106386298048268,0.503935412235911,1.67549801291412
"CADPS2","Q86UW7",0.00255360661045556,"3.32559271287238","5.39321638624323","2615.43959373333","622.909693918578",0.0140535772949769,1,1.43478591235022
"OGT","O15294",0.360028478442634,"0.846070066064984","1.32898000875915","2308.02237908887","1355.71043924978",0.440107145438012,1,0.532065418572237
"CCT4","P50991",0.000199905113442993,"3.15828098543845","5.59140102821146","4768.7294358617","651.540812609748",0.00643504079464111,0.135135856687463,1.99049514408332
"SIPA1L1","O43166",0.0057003658167348,"0.337131057198203","2.65209514470287","826.40864960068","661.809921658348",0.0229371862625757,1,0.222110997049872
"DOCK9","Q9BZ29",0.00115167639204838,"3.81348797203437","1.16632062748812","779.761374207549","208.254869767684",0.012164581891011,0.778533241024705,1.32022527736209
"CAP2","P40123",0.148129893173622,"0.704114558038043","1.44748452126542","4051.58591109456","2002.4081340196",0.218637134902551,1,0.704757864193736
"SOGA3","Q5TF21",0.00128489877059743,"3.77954467261656","5.51270153130293","2354.9939198761","1326.82044683985",0.0122229003403834,0.868591568923863,0.573752707057409
"KIF5A","Q12840",0.0844562940548261,"1.10576968468681","1.85061313802309","818.794359850302","1054.67382318601",0.138573919371511,1,-0.253153860319397
"GARS1","P41250",0.00178940446977609,"3.40075079799178","5.37892876676187","2881.55423988593","793.62745017451",0.0137458797905527,1,1.28947094938332
"UPF1","Q92900",0.043380654011535,"3.79997787147902","5.20326530761976","838.941227536832","728.633625474968",0.0835479262444378,1,0.140969619089491
"WNK2","Q9Y3S1",0.0460765199127162,"2.90859704594891","1.45834550810647","805.732627653256","425.458492771985",0.0874936164634723,1,0.638584566042394
"STIP1","P31948",5.50763076865141e-05,"3.5939205036632","5.27798677380102","12541.4630942263","2961.33819298979",0.00449395459325951,0.0372315839960835,1.44339894418025
"SORL1","Q92673",0.653690259959839,"1.36293559039321","1.53563108856427","719.62803176133","1000.07234699892",0.705901942065257,1,-0.329093167403158
"EIF4G1","Q04637",0.90273283103353,"3.11441686528504","3.01361158047884","770.855268228444","624.916029049448",0.919047279787148,1,0.209883349204472
"ACAT1","P24752",0.00308360603481791,"2.11034298713857","0.292147722830161","3569.06621967056","789.001695783184",0.0159568359067176,1,1.50929080731743
"CAPN1","P07384",0.000834093756887307,"3.47574412608803","5.57167829251219","2927.68353274857","1158.30791063415",0.0106386298048268,0.56384737965582,0.927251264726173
"DLG3","Q92796",0.00936893570860945,"0.468121482625605","1.61045071025274","1612.0179615822","460.376858869751",0.0310460810736274,1,1.25319665293857
"HDLBP","Q00341",0.138472148463838,"1.16107274224417","2.44182204248004","503.2411386019","610.792374500016",0.205278886757795,1,-0.19368763279705
"GPHN","Q9NQX3",0.0613350144451384,"2.90891323945078","2.74366142844711","2375.05142159208","507.182425960521",0.107410943452364,1,1.54390361403977
"SLC4A10","Q6U841",0.0336887872515245,"1.14753392117211","2.68073070120989","3725.16997851803","3290.61623608657",0.0690109702485775,1,0.124037629568216
"LRP1B","Q9NZR2",0.0454198665741408,"0.839157092285671","2.41565054790945","291.655197058169","227.629735003336",0.086489661420054,1,0.247851932940939
"PGM1","P36871",0.0240640929481866,"3.46750572268438","4.02651703916017","6682.42441486649","972.99502315128",0.0559722379175215,1,1.92685716982199
"PRRT2","Q7Z6L0",0.242657405794214,"4.83450083262268","6.02200591486776","1338.55612963709","2041.93214191336",0.323543207725619,1,-0.422304970172172
"PDIA4","P13667",0.339976818460594,"3.62436862118332","4.38765370444189","1504.60031146482","1076.27764135015",0.41862355059993,1,0.335018829702466
"COPB1","P53618",0.00221589961766025,"2.87973635505514","3.7115064161124","1390.60362904895","362.808415558527",0.0140535772949769,1,1.34361828325259
"DOCK4","Q8N1I0",0.0357861085179529,"0.787017226656656","1.96661519196898","1053.06490638799","563.243178062066",0.0717845975018877,1,0.625748682230774
"FKBP4","Q02790",0.00968257027698033,"3.71388391216361","4.98901531925092","5376.50225818832","1454.68678317334",0.0314683534001861,1,1.30724741670618
"FGB","P02675",0.0872730693845797,"3.74282548872987","4.94426476549558","11460.0673497007","6926.05101103563",0.141140179196115,1,0.503578777102479
"RTCB","Q9Y3I0",0.00114202273329382,"3.57975556081084","5.49745448210531","4009.63759657908","1315.88259589413",0.012164581891011,0.772007367706622,1.11419324623947
"TRIM3","O75382",0.000645864562521725,"3.24185322682294","6.09569392127036","729.899907192295","348.094771842016",0.0106386298048268,0.436604444264686,0.740432635728355
"PCBP1","Q15365",0.000937497977513553,"3.39029493883111","0.175426472969372","2701.56887970133","132.555670609642",0.0114964882753156,0.633748632799162,3.01458523706455
"CHGA","P10645",0.271848187239852,"4.43772940394316","5.22154929703544","3222.71994106285","3077.88843299849",0.350704913309427,1,0.0459819170190488
"VGF","O15240",0.00688776860701262,"0.648195208740176","2.17090885264307","7795.55710442081","4691.2834350604",0.0259570629829954,1,0.507847770860476
"GLG1","Q92896",0.52371564258382,"1.55851303856668","2.00540154818092","1312.88820923767","1082.62895536217",0.595011385523802,1,0.192837149061849
"CUL5","Q93034",0.000387528689007375,"3.54304645639436","5.30508870502843","1633.20910568863","508.887605185046",0.0100757459141918,0.261969393768986,1.16607495758972
"DTNA","Q9Y4J8",0.61586879715703,"3.57939235182394","4.09688208179505","1126.47027973283","1272.66802741178",0.670819497540018,1,-0.12202640813868
"SERPINA1","P01009",0.328214531249556,"4.1476019041991","4.99082698991278","14940.0285742235","16270.6190769598",0.407854821920404,1,-0.0853168784182345
"FGA","P02671",0.0664481688899878,"3.89544945531558","5.01152810170663","14759.7072674585","9602.82573968571",0.114297613663185,1,0.429843583101759
"KLC2","Q9H0B6",0.568000912286092,"2.69418388970266","2.06599172913203","1291.10495647495","1140.9151246033",0.631921346845436,1,0.123667725883928
"PAK2","Q13177",7.77918462791843e-05,"3.94094962849174","5.85786360207776","889.137507232738","389.498391906406",0.00449395459325951,0.0525872880847286,0.825392163162768
"LTA4H","P09960",0.00135484220627984,"3.47395559970775","5.74991263541983","3972.81619306563","1280.80141328082",0.012376666641151,0.915873331445172,1.1319892256108
"DDX17","Q92841",0.000998245118010047,"3.43470095930219","5.64066816886386","5612.24912617359","1180.54847815046",0.0114964882753156,0.674813699774792,1.55897241046873
"TXNL1","O43396",0.000709794747261998,"3.72909076809229","6.02819088966105","1541.72350304886","642.428185765491",0.0106386298048268,0.479821249149111,0.875401190046701
"APPL1","Q9UKG1",0.0025778751251141,"3.45441881124857","4.82107419689514","1890.7841340564","421.345623181423",0.0140535772949769,1,1.50129345319998
"KNDC1","Q76NI1",0.0168830357101986,"1.01766072273037","2.105241562889","787.258954137811","531.350783648886",0.0451533722665662,1,0.393134821217168
"SAFB","Q15424",0.0307664985878259,"3.66114333733657","4.79375340288222","2085.39612886694","703.134628521271",0.0658169400169946,1,1.08716572685541
"CUL4B","Q13620",7.33814880471629e-05,"3.55838048377151","5.75344681028797","2232.33041349531","1072.74782701888",0.00449395459325951,0.0496058859198821,0.732822649013133
"PLEKHA6","Q9Y2H5",0.00130184737353196,"0.0275860300372387","3.77442343268711","999.144699560265","753.360289937676",0.0122229003403834,0.880048824507605,0.282356026503154
"DARS1","P14868",0.0031158318634419,"3.18976663673943","4.20717039637822","2080.1915437684","344.113158729645",0.0159568359067176,1,1.79924470372893
"OSBPL8","Q9BZF1",0.0315824760995735,"0.72064855375078","1.96118713027307","1056.15743490569","498.047989315912",0.0668095221518557,1,0.751696102768805
"SYNCRIP","O60506",0.00588282993104525,"3.27633852198345","3.15868923188702","1703.63788848521","153.093232619717",0.0232560996104479,1,2.40947407871556
"DLGAP4","Q9Y2H0",0.0353317672313281,"0.63897848703297","2.13238797751291","775.954555771151","418.767285016323",0.0714806358008457,1,0.616778596379512
"AGAP2","Q99490",0.0216130797047878,"0.624856741841259","1.92198189474381","1647.91922421524","796.040910335769",0.052532787003629,1,0.727618115417778
"UBAP2L","Q14157",0.00400865392261988,"0.684278876458728","2.97652432125104","694.121304547579","535.670675700377",0.0184373166091329,1,0.259127174410868
"ARRB1","P49407",0.00210193481931445,"3.72874698877813","5.76548424904929","1497.87857936828","711.163110393577",0.0140535772949769,1,0.744903292301573
"DDX3X","O00571",0.0335440598399254,"2.70589015212852","1.62262278040454","1345.50115968117","382.924304607899",0.0689233569963209,1,1.25668450051448
"ARHGAP26","Q9UNA1",0.0249861514966027,"3.32468922343206","4.7236951273178","2219.98887272706","949.017926548509",0.0573512239426924,1,0.849829774201936
"RASGRF1","Q13972",0.153752490582502,"1.50928850834179","2.35953357651085","803.213893762635","717.228053004195",0.225206553216168,1,0.113227191214853
"NDRG4","Q9ULP0",0.00293620835183909,"3.43533727734818","5.10056706257255","2556.85747396332","1591.67841810642",0.015386642215839,1,0.473989886861838
"FGG","P02679",0.0739865786596061,"3.73097353246908","5.06518805545278","7657.60316129102","5346.52524493922",0.125665646165562,1,0.359252168589693
"MAGI1","Q96QZ7",0.0808200885753218,"0.808621022953866","2.47534073173069","156.520375072699","245.700080515048",0.134899703399796,1,-0.450925413559887
"APPL2","Q8NEU8",0.0591070659071951,"3.47896470190871","3.55967318145035","832.775347329592","186.972794104473",0.104597844380272,1,1.49380079451462
"KIF3B","O15066",0.00582554715023738,"6.06246245949228","1.60486648183398","569.267589077427","323.258785330144",0.0232539176925484,1,0.565897407741758
"ZFR","Q96KR1",0.0245658699862605,"3.92952597839232","5.1320864183488","793.097496182098","209.264214659265",0.0568277371199277,1,1.33234852155441
"CLUH","O75153",0.0300261279615918,"0.50752184624408","1.98825970234427","435.754422421848","204.729744304821",0.0647406442139619,1,0.755388044412172
"HP","P00738",0.0246309570652941,"3.85317567608867","5.39451629274482","23722.2010782223","13198.0772065007",0.0568277371199277,1,0.586340211208118
"CAPNS1","P04632",0.000659556418877392,"3.73486931398363","5.68931627540541","1043.92364201853","536.073502388752",0.0106386298048268,0.445860139161117,0.666470342947282
"PDZD2","O15018",0.00539477393321032,"6.17787166858464","3.90746995095411","339.924607394509","15.8156425985342",0.0226513489369576,1,3.06772436191372
"RASAL2","Q9UJF2",0.0038214417664633,"0.793426668679173","2.39687028475466","657.222180789053","459.50373324964",0.0181922157333042,1,0.357875069679503
"AHCY","P23526",0.00206429852334634,"3.55606252531519","5.87263264068572","2981.49925661335","999.058334987474",0.0140535772949769,1,1.09336838890544
"RAB7A","P51149",0.0140194615095699,"3.13342651863526","1.8464453220022","3497.97002509216","505.583428850577",0.0402899550148997,1,1.93422501930668
"ERBIN","Q96RT1",0.591435574930942,"4.81662145797502","4.76074158873771","151.772389788496","324.282974877452",0.648830539866172,1,-0.759234550902902
"LCP1","P13796",0.675227251042432,"4.58544126368587","5.02007892857679","987.621874169426","1018.7463868021",0.722236743203614,1,-0.0310282118109861
"NAV1","Q8NEY1",0.0331778345362864,"0.0680754791669139","2.34120370007909","87.718175822003","206.9240333129",0.0686417011734322,1,-0.858222609211263
"KIF3A","Q9Y496",0.0842786449578422,"0.635418117534727","1.92279750322973","803.008583434723","603.202472955416",0.138573919371511,1,0.286112486686012
"TENM2","Q9NT68",0.0230959312821668,"0.296916843302052","1.59325268029461","299.586800069372","123.940134643085",0.0545903830305761,1,0.882605528268656
"NAA15","Q9BXJ9",0.0012793977945245,"3.29021310405609","6.16865022117284","954.147763675965","157.483506119365",0.0122229003403834,0.864872909098562,1.80149781827333
"SKP1","P63208",0.0289947080238341,"3.23836501305703","2.52711804803178","4686.76702609689","1234.66575995962",0.0638450248342406,1,1.33394271756222
"OLA1","Q9NTK5",0.000145910966640823,"3.53242007016142","5.51482599779821","3890.82050783735","690.934649028685",0.00565955113386092,0.0986358134491964,1.72833009702797
"NUDC","Q9Y266",0.0508741921465467,"3.65880166136099","4.45577529536475","3091.86116510642","935.959094726417",0.0932004170489582,1,1.19495673406804
"SAMHD1","Q9Y3Z3",0.911032096290763,"5.41582930842093","5.26379923795824","798.76657431666","668.056149947662",0.924711256895729,1,0.178696528982709
"ZNF638","Q14966",0.173127221105335,"4.03400238121104","5.02397753163892","377.971242989166","232.9616836187",0.246907176091153,1,0.483944123923131
"GPD1L","Q8N335",0.00706656690374896,"2.9649722766238","5.08194926219758","2741.26938278738","2062.79532658385",0.026247248499639,1,0.284359073886335
"AMPD2","Q01433",0.0138126872483966,"3.91092587687197","4.9778109755285","2416.93234758037","990.646079837961",0.0399041222725655,1,0.891897053896858
"HBD","P02042",0.185516304141456,"3.14565915719197","3.89193364562711","6158.29551222606","3956.06339622655",0.260725616631236,1,0.442550597728119
"NRBP1","Q9UHY1",0.00399005020794352,"0.173228536125228","1.83419525873944","860.991897752797","135.13672939274",0.0184373166091329,1,1.85179801789926
"SAFB2","Q14151",0.0869972322404443,"3.9622732664409","4.81103506412509","652.527602420971","235.346399376916",0.141140179196115,1,1.01979497214747
"GRHPR","Q9UBQ7",0.00077175746210951,"3.37583203936693","5.67572126155727","2332.41318154959","340.83661940608",0.0106386298048268,0.521708044386029,1.92325547033657
"GBF1","Q92538",0.00229954205059103,"0.788549199870237","2.89896172527008","170.695612394563","187.233871229352",0.0140535772949769,1,-0.0924765578660891
"PITPNM3","Q9BZ71",0.00336912049441666,"0.240915882595877","2.16422537690287","705.988196811883","141.461012117356",0.0167262133680021,1,1.60757437257908
"GRK2","P25098",0.669655286383864,"1.94409121693292","2.47213381972268","501.895892520451","446.150154149396",0.719693121773437,1,0.117737148910626
"HSPB1","P04792",0.5702911185312,"4.38677681604721","4.89550319650117","4402.44875224054","3714.54413958279",0.632673885427728,1,0.169904958129004
"DGKZ","Q13574",0.250701608165445,"1.2958360139263","1.96454667922796","540.73687019629","632.201565885612",0.32861476468279,1,-0.156275492851428
"GCC2","Q8IWJ2",0.0188376952457985,"0.349228339228453","1.84573001829387","219.869101905773","177.712835316811",0.0478732405494729,1,0.212863415127451
"KARS1","Q15046",0.0036071716905962,"3.18861418661135","3.65137502610035","2087.16826327013","463.075382747371",0.0174174861631645,1,1.50567367375507
"PPA1","Q15181",0.00100339172817104,"3.31751569200413","6.03469719186215","2691.55443532022","430.218478586457",0.0114964882753156,0.678292808243623,1.83358099330752
"ANKRD24","Q8TF21",0.00198185588890084,"0.388902673920611","1.76724775515868","924.056104095494","269.805189622239",0.0140535772949769,1,1.23107260985647
"EIF2S2","P20042",0.017835375646166,"3.45935072456878","4.06907209779754","1547.52432394412","409.537142500255",0.0462552157586114,1,1.3293841213981
"PCM1","Q15154",0.00292168310763286,"0.146406631667628","2.72784451014847","193.167017027189","247.737831244047",0.015386642215839,1,-0.248815867043057
"NUCB1","Q02818",0.191141049121101,"1.16598247599787","2.08174471766112","741.173696740943","628.790431187925",0.266415153001782,1,0.164436982961218
"ACADSB","P45954",0.803276944374049,"1.8694523006267","1.53999616376222","1138.37334143286","1252.61885227045",0.835408022149011,1,-0.0956360915626935
"LMTK3","Q96Q04",0.00253659059514255,"0.62334851832008","1.82409606116835","527.936837588339","112.816388147698",0.0140535772949769,1,1.54321503726243
"PLIN3","O60664",0.0606952514046445,"3.93941693942587","4.94379220641735","2181.54644428181","806.136999494206",0.10684893216026,1,0.995535579783174
"GPSM1","Q86YR5",0.0519184991521787,"6.16393302129993","0.609815580648971","591.151790327172","169.871654677955",0.0943465199647118,1,1.24702964142187
"PA2G4","Q9UQ80",0.000973412142253506,"3.57919132380529","6.26412664879229","2266.93696132831","385.990221767427",0.0114964882753156,0.65802660816337,1.77037280609627
"PDPK1","O15530",0.118465275279356,"4.33201527172084","5.8154234038718","435.649629243362","603.01593864799",0.180877547903829,1,-0.32510531099542
"RO60","P10155",0.00244279728020451,"3.45650463002109","5.14598439218041","1402.12853146165","209.499836208828",0.0140535772949769,1,1.90102378306942
"ARPC1A","Q92747",0.00450410916532721,"3.20964670645922","1.05765190031712","3094.91255888547","319.11317691446",0.0196437277145884,1,2.27196910591142
"PGM2","Q96G03",0.00050480476440456,"3.47763252869961","5.19660087572706","1958.25504341929","358.993279429257",0.0106386298048268,0.341248020737483,1.69650540365638
"MMS19","Q96T76",0.0516795001456631,"0.422469542469312","1.93086900558466","146.71391969987","198.748203796317",0.0941653425834724,1,-0.303554149863515
"IRGQ","Q8WZA9",0.154246500205748,"2.29764289118541","1.50857035312139","243.437562331039","633.274009692691",0.225206553216168,1,-0.956042711082558
"IDH1","O75874",0.00106623512178059,"3.61132921677397","5.17264368982704","2667.53711531763","454.685696833487",0.0119020446128434,0.720774942323679,1.76930449291012
"AK1","P00568",0.000578570868476145,"3.44895401030339","5.79866790076327","4429.57834588536","520.7000474874",0.0106386298048268,0.391113907089874,2.14088552562541
"PIK3R1","P27986",0.715457135554606,"4.77786003491251","5.30367510755655","219.512640690292","266.532425709751",0.753347388839429,1,-0.194086089237939
"CLU","P10909",0.921238950047506,"4.54976481543247","4.68750603651975","2460.34015953598","2765.2432438773",0.933669460617862,1,-0.116828986955001
"ADGRB1","O14514",0.182791045580761,"1.60885169130758","2.57406023397185","287.832852960525","426.470870464288",0.258176313402647,1,-0.393164125580339
"HECW1","Q76N89",0.0147043978104188,"0.09597444757339","6.23583530296352","578.876652813677","97.8320314145902",0.0414166775777669,1,1.7778373770192
"AKR1B1","P15121",7.53148729201034e-05,"3.41180237341076","5.91825763659874","4177.45276222025","1505.18045070508",0.00449395459325951,0.0509128540939899,1.02078888194224
"MAT2A","P31153",4.00960302956268e-06,"3.75750285427555","0.125251580611404","1826.5913322457","883.013861592261",0.00135524582399219,0.00271049164798437,0.726865950178942
"EIF2S1","P05198",0.0040901093909622,"3.52535388838482","3.98689761954017","1081.22755851903","87.4476845564531",0.0184699990409688,1,2.51481157913158
"PPM1B","O75688",0.000831500896073449,"3.66126229553706","1.32647029150815","560.768187792492","245.497880583679",0.0106386298048268,0.562094605745652,0.826019293498849
"HDHD2","Q9H0R4",0.000137453329203862,"3.52033140327763","0.347384306063834","1074.13847878344","519.895235586246",0.00565955113386092,0.0929184505418107,0.725646882920634
"CELSR2","Q9HCU4",0.0712497724112254,"0.708649386370549","1.9091564682566","201.523886864242","229.060653157405",0.121936319367059,1,-0.12807890984136
"ENAH","Q8N8S7",0.0531584779370945,"3.03847861996904","3.78374476771719","963.41839521067","323.798266226231",0.0960832381964596,1,1.09036710129647
"OXSR1","O95747",0.000554801213766948,"3.12817578843463","5.08511867649548","1039.53997547586","179.273288707019",0.0106386298048268,0.375045620506457,1.7576221689127
"FAM114A2","Q9NRY5",0.568355294204179,"4.44326607782134","5.03911118940252","486.914289173914","410.511201399976",0.631921346845436,1,0.170684894272844
"LNPEP","Q9UIQ6",0.0292630992961985,"3.78471608949178","4.27906864005351","639.724247844621","138.17056024459",0.0640480838259405,1,1.53254835495413
"JCAD","Q9P266",0.00363327378808685,"1.01673757097721","2.62071138944962","246.079092168671","152.542417630191",0.0174190998634518,1,0.47821029137288
"NAMPT","P43490",0.516999554444649,"4.57301175981773","4.22996212616716","2569.52821654245","1627.27866836981",0.588369863307378,1,0.456813217730508
"SPART","Q8N0X7",0.00470459761798236,"3.66769863001437","5.66074550098066","1251.02331165355","649.504433500466",0.0203865896779236,1,0.655507482600511
"FKBP5","Q13451",0.033305440806044,"4.09595131817485","5.08513619076833","1566.67092143387","1701.82930035383",0.0686417011734322,1,-0.0827507957042358
"SNX5","Q9Y5X3",0.00015069810711464,"3.42316755020457","5.21455315975492","1441.42112040065","388.629529256395",0.00565955113386092,0.101871920409497,1.31075827220344
"CSNK2A1","P68400",0.00148569082086539,"3.37058762983357","0.841401345501204","925.474702239236","189.435751819642",0.0129309442937819,1,1.58625687097898
"KCNQ2","O43526",0.0209645627716163,"0.691435534797526","1.87871816002708","773.940554638275","448.092951935555",0.0516333027206933,1,0.546494374954737
"GNPDA2","Q8TDQ7",0.0158751766059403,"4.04245787191602","5.19306193427736","1100.33463831538","324.688615898554",0.0434478517636261,1,1.220503011046
"SERBP1","Q8NC51",0.431073749367043,"3.40699706178609","3.88580096903553","1090.65740689511","772.911961083814",0.507675704829479,1,0.34437076942442
"PPP1CC","P36873",0.00907613761175148,"3.22205139083168","1.65586822704332","513.238687357827","62.5300479332486",0.0305247215201194,1,2.10509380632045
"USP32","Q8NFA0",0.41454581994807,"1.23405298344323","1.83982950775358","195.542422394113","162.052905975287",0.490775786838696,1,0.187854488217766
"USP11","P51784",0.0275396412325655,"0.690095198190288","1.77476175328295","711.658339160589","283.969327959775",0.0618498254924062,1,0.918731703325327
"ARHGEF6","Q15052",0.283631504984944,"3.81383512983166","4.49740510882331","266.108343280916","239.519555366275",0.363823334667594,1,0.105268467106289
"CHORDC1","Q9UHD1",0.0140657239401129,"3.6067118427031","4.41065745973311","3235.05788068582","709.052691752726",0.0402899550148997,1,1.51787225661458
"SORCS2","Q96PQ0",0.682878765681747,"3.08768466365028","2.60139948088638","414.678894473797","361.400687665",0.72811679116855,1,0.137517191539935
"FBXO2","Q9UK22",0.0170206457863692,"3.28596739278293","1.9994627739148","1575.75897369955","397.896339076926",0.0452872061136529,1,1.37630080647251
"PCSK2","P16519",0.5489564629927,"4.94943183474023","5.51978409515169","460.278888262346","339.56339784309",0.616436161101437,1,0.304171916175994
"NEMF","O60524",0.0646250941397421,"1.44614925331168","2.684592354412","414.593416277812","317.63484747882",0.111445315404249,1,0.266395875544089
"ASAH1","Q13510",0.00558910827104432,"3.48931413928145","5.71298142475205","2868.35366809768","2019.24949181817",0.0228984072195513,1,0.351012326699333
"TBCE","Q15813",0.00228407821474624,"3.78315619209403","4.70417584766968","1006.4047777051","169.278418012108",0.0140535772949769,1,1.78259483002249
"PHACTR1","Q9C0D0",0.0385532355889466,"0.0837124982873809","1.65591094343701","622.565759221415","788.963196357088",0.0762046411056371,1,-0.236870413759556
"ITPKB","P27987",0.791818418210941,"4.22154502254087","4.41473473975445","279.92665553714","413.268606820159",0.826032794306475,1,-0.389570136920055
"OSBPL3","Q9H4L5",0.029851218377371,"0.991228574505838","2.28372654688532","287.388020196296","133.870373827705",0.0647401068314214,1,0.763961317133121
"CAPN5","O15484",0.120768981126352,"0.327886728801344","1.28540330851533","958.586161455966","531.698950899047",0.182117744742096,1,0.589382003017077
"ESD","P10768",4.08683119443973e-05,"3.45940847045161","5.85570266523573","3335.32464598772","991.909628923262",0.00449395459325951,0.0276269788744126,1.21269329547647
"NANS","Q9NR45",0.000995503730874959,"3.95250500193635","0.333003738039295","1509.74117296236","492.07605396734",0.0114964882753156,0.672960522071472,1.12106022070234
"PMPCB","O75439",0.27994935391195,"1.54645911378353","1.9380851537286","796.247783798135","379.79433962088",0.360468120465673,1,0.740280528894843
"ITIH4","Q14624",0.0228506006440506,"3.71051247518906","5.13171407680635","1881.83575559368","1960.5670408756",0.0542000211767656,1,-0.0409859718199073
"OAT","P04181",0.167026875598247,"1.307697179302","2.10222579423668","1135.66765675684","973.57363170753",0.240234399796628,1,0.154002542791345
"TRIM25","Q14258",0.0558040697206909,"3.96388890095325","5.2806038804773","449.052132384517","347.838215293513",0.0997977543153097,1,0.255401515669122
"NLN","Q9BYT8",0.109711867407206,"1.05633778232704","2.04106756391699","1460.85582294085","666.73106333099",0.169326991706099,1,0.78439096185695
"APC2","O95996",0.0318849202951976,"0.83104183283592","2.03287389593805","90.6269703213307","111.875445682679",0.066938528321595,1,-0.210634305927625
"BSG","P35613",0.0235883356033593,"3.69738341207494","4.87536980615729","1534.31860067366","528.206542697286",0.055559982118017,1,1.06635426654241
"EPHB6","O15197",0.00569181930335522,"0.330355823547252","1.46714554971243","775.539667517502","108.661957914823",0.0229371862625757,1,1.96531737251385
"LDHD","Q86WU2",0.195733878822957,"0.923457214860407","1.8780978556849","459.342776120356","401.139495464278",0.271696308181353,1,0.13548748448327
"UPF2","Q9HAU5",0.400469247164471,"4.56660640822853","5.27441770648903","214.459696411053","233.97847783167",0.479145506341916,1,-0.0871073108554707
"CPNE9","Q8IYJ1",0.0621235176381168,"0.97346135448116","1.74405774724396","443.137415812796","257.378534083446",0.107680763906069,1,0.543332019138109
"C2CD2","Q9Y426",0.543307989568862,"4.44829327877498","4.80405141400905","152.395532988055","299.93491073036",0.611108487435192,1,-0.677086155162958
