"Symbol","Uniprot","acrophase","amplitude","p_statistic","amp_ratio","sin_coff","cos_coeff","BHQ","Bonf"
"SPTAN1","Q13813","4.74187413868006","7170.28529894071","0.497670487873","0.0068350707308677","-7167.16869292967","211.386364967321",0.778804332220645,1
"PLEC","Q15149","4.69823996516546","12891.9669722936","0.127502265989112","0.0206065975020928","-12890.6765425321","-182.402550752752",0.449141683274018,1
"ANK2","Q01484","5.18628013560958","4735.98441949343","0.276701198266481","0.00990821502032268","-4214.07558413601","2161.27633422319",0.625077526237144,1
"DYNC1H1","Q14204","6.09927183162359","2234.94541941317","0.903786632738478","0.00362789084435083","-408.723333792808","2197.25425569486",0.958364601468105,1
"SPTBN1","Q01082","4.37157449335639","6627.85810447833","0.434397195747384","0.0084396896055353","-6246.641813227","-2215.3936693832",0.740094102048453,1
"SYNE1","Q8NF91","0.268119176977561","1207.22065443186","0.613638331827503","0.00591288491039175","319.814823561972","1164.0877059384",0.838071313559964,1
"MACF1","Q9UPN3","4.0168451023236","1918.12401398384","0.121218258559057","0.00821985422189958","-1472.55396511251","-1229.13976131802",0.436965798812941,1
"AHNAK","Q09666","4.60026610377209","17432.5811247499","0.0141382373608744","0.0592584470785149","-17323.1186820712","-1950.49834602831",0.143414620551214,1
"MAP1B","P46821","3.5647343877892","4764.98708859429","0.80766046844485","0.007511904638381","-1956.63291880542","-4344.73124318609",0.925375205341357,1
"MAP2","P11137","2.81155183876497","24165.1489256822","0.00156823842624724","0.0470256180392944","7831.48111105085","-22860.9344998767",0.0412149615907197,1
"DST","Q03001","4.99698594756628","3815.39797160222","0.000774311948735614","0.0212603685865045","-3661.92316999947","1071.25178120149",0.0272543854388292,1
"BSN","Q9UPA5","1.2160818172616","2987.83675814062","0.15805620460484","0.0160351070524092","2801.83102546549","1037.74341628133",0.495422514443529,1
"MAP1A","P78559","4.49703703390774","1732.69344054203","0.870145079540071","0.00520399091046042","-1692.67038243173","-370.261441870176",0.946759727541526,1
"CLTC","Q00610","0.0180796072122102","2010.62430682746","0.872027148530404","0.00399578404663873","36.3493173797045","2010.29570718624",0.947707946956408,1
"TLN2","Q9Y4G6","5.50939859733402","910.364575608546","0.811211620797519","0.00467657541166056","-636.207155299931","651.155984436985",0.926377379454521,1
"SPTBN2","O15020","3.53384360365283","712.50337287307","0.844041689171712","0.00397036783577174","-272.368218539988","-658.389405963412",0.938305559213595,1
"PCLO","Q9Y6V0","1.1739522584509","927.562085227903","0.676980441892991","0.00689581520886525","855.476952845839","358.511652672455",0.866595127057253,1
"AKAP12","Q02952","4.26398159077995","4541.27687206105","0.109559166858212","0.0260427393710625","-4092.32029478022","-1968.78394793501",0.416956919983419,1
"ANK3","Q12955","5.77272141128564","1278.5971881194","0.451436729235666","0.0107042596968649","-624.699644161684","1115.59899787114",0.748785099182232,1
"MYH10","P35580","3.30026062418679","2443.02418090534","0.388124734786558","0.00997692049961219","-386.005271550035","-2412.33643566228",0.710592005066112,1
"RYR2","Q92736","5.58268615376852","435.305254723601","0.809930722411884","0.00434975556343394","-280.597497546648","332.799803426231",0.926075309471241,1
"MYH9","P35579","4.26340547919965","8578.96671696976","0.00288573596223548","0.0398198442290259","-7728.69485093953","-3723.70055615859",0.0602918203446739,1
"TLN1","Q9Y490","4.59368169049934","3668.00327021662","0.034165355281558","0.0333339328351222","-3642.18991526935","-434.396836349102",0.235105816879362,1
"NEFM","P07197","5.78955778902541","4213.92435316043","0.983950129677548","0.00650982929512664","-1996.65623051282","3710.8654450563",0.992716115338975,1
"DMXL2","Q8TDJ6","1.75259881320562","471.932798142585","0.827227116529244","0.00375985689241312","464.155060750275","-85.3266988849242",0.930536999759774,1
"MYO5A","Q9Y4I1","5.37773343584789","872.444719859827","0.825895015815433","0.0043886702821727","-686.355915836639","538.586433181658",0.930096728238448,1
"LRP1","Q07954","2.37828575270264","673.756111429465","0.55047151837809","0.00739105264323923","465.777460056368","-486.825076790414",0.802587661126963,1
"FLNA","P21333","3.53749246525435","11714.0799811168","0.359525326914747","0.0950627216006706","-4517.400888658","-10807.995143187",0.689815536931979,1
"SYN1","P17600","5.94343669387608","4715.37815142094","0.498616471034333","0.0140288408069239","-1571.40017271496","4445.83992155469",0.779549640788771,1
"FASN","P49327","1.67606605196547","2126.6286669218","0.163666932309586","0.0152548824784751","2114.85619810495","-223.456367800679",0.503898112319584,1
"ATP1A1","P05023","5.46597003179803","985.240869353966","0.934212119216471","0.00323874125017347","-718.480203439827","674.155596216796",0.969900910721484,1
"ATP1A3","P13637","1.68965678395594","2316.16408873551","0.649655812506641","0.00721282183752796","2299.82218085427","-274.652548502079",0.856346068981029,1
"DNM1","Q05193","0.351930779219091","3433.84994777841","0.453353048990341","0.00917028319174775","1183.68546646027","3223.38551531593",0.749576962507517,1
"PRKDC","P78527","5.21192757381326","900.266653773863","0.323822835971686","0.00898135300780748","-790.257380367265","431.246241342758",0.662497897646215,1
"GFAP","P14136","4.46253055821632","87097.6343313048","0.0046989580811522","0.120969358643143","-84393.0297209635","-21536.3516089948",0.0802316367020236,1
"ATP1A2","P50993","2.5010092698536","3663.06909746927","0.762471672835783","0.00622146981866142","2189.28185258303","-2936.85549232252",0.90354165173473,1
"HUWE1","Q7Z6Z7","4.50468456062921","196.61518589398","0.858759312588945","0.00268802888402867","-192.389310885542","-40.5448440755498",0.943524362847303,1
"AHNAK2","Q8IVF2","1.12155656105855","1115.52587383875","0.256674787706614","0.0222827973064433","1004.84062769367","484.451533323933",0.61211755287082,1
"MAP6","Q96JE9","0.410488313260445","2382.45196673927","0.437992967244364","0.0100417530995159","950.734426821913","2184.53231229832",0.742514780213044,1
"CNTN1","Q12860","0.18200313820321","2457.34002679184","0.27359069618004","0.0108089064368251","444.778514897515","2416.75238283918",0.622365420862718,1
"UBR4","Q5T4S7","4.78931613194093","88.7013982451457","0.946138266458516","0.0012138380653806","-88.4390696754423","6.81681784898245",0.97586119510386,1
"TUBB4B","P68371","5.99577539558744","951.951544182769","0.991785979210486","0.00116404745910191","-269.84906867142","912.903731293244",0.996107270676252,1
"TUBB4A","P04350","0.0866953485795525","1346.81151514785","0.628852411009181","0.01306243295644","116.616082876577","1341.75331061614",0.846310627398435,1
"TUBB2A","Q13885","3.08459790531493","2904.98007259581","0.661840947851651","0.0162958827254759","165.478983658027","-2900.26307912684",0.861069084027611,1
"TUBB2B","Q9BVA1","3.90777824860598","225.236670489172","0.210421535673513","0.0404411129886049","-156.177255638308","-162.296711471103",0.561171972611888,1
"SPTBN4","Q9H254","5.7638047570137","396.592353029871","0.609880949278133","0.00690593585182006","-196.845628918911","344.292452512814",0.83651215335428,1
"VCP","P55072","5.56609879274837","1314.27402569584","0.477966832008275","0.00865732894381828","-863.729720158703","990.59940699221",0.767187028042234,1
"RTN4","Q9NQC3","2.50740171997754","3608.00486974207","0.0107071390094309","0.0274285076325926","2137.83656296162","-2906.43320414335",0.126574257518446,1
"DPYSL2","Q16555","5.4585798717432","5527.68801982939","0.545731455122333","0.0101149476819131","-4058.87070692421","3752.45298825154",0.799015475047013,1
"MYO18A","Q92614","5.26868420691663","485.690368720338","0.424372951792205","0.00524028065326561","-412.456623061895","256.465725507475",0.732343252054834,1
"TUBB","P07437","1.52331377373031","779.327688051681","0.515479979854442","0.0138710690889662","778.449319785617","36.9905648684548",0.787165843996668,1
"EPB41L3","Q9Y2J2","5.47993699245318","2684.01770185286","0.406600660066658","0.00987120671655431","-1931.46053916756","1863.70899270729",0.721590449930251,1
"TUBA1A","Q71U36","0.757598952115414","10851.5321256138","0.294523068244754","0.0158897076813443","7456.94602529871","7883.50844795704",0.640167803967874,1
"MYH14","Q7Z406","0.211613177287121","238.19778570806","0.873941854364913","0.00482260113703647","50.030435301289","232.884393336665",0.94817147468567,1
"NEFL","P07196","6.15700675009641","4333.74449273088","0.934004121720498","0.0132934643593255","-545.375777119164","4299.29140556986",0.969900910721484,1
"ACTN1","P12814","3.85096980624992","2614.67194398796","0.273276400364373","0.0192077661226784","-1703.09611896509","-1983.92867418257",0.622365420862718,1
"VPS13C","Q709C8","6.11810509723381","78.2829263754971","0.972208068343232","0.00157080888831952","-12.864346881755","77.2186838868507",0.986395991718862,1
"ATP5F1B","P06576","2.00076629351747","2329.85865059015","0.568269726232355","0.00893190015474411","2117.79088383714","-971.186441455025",0.812938943694072,1
"UBA1","P22314","0.436851055093082","721.628410784718","0.808404536045056","0.0049661252534777","305.312569921011","653.859157540755",0.925527922093528,1
"DCTN1","Q14203","6.032547941854","1571.78436397532","0.129891362906095","0.0119594991997628","-389.836252981242","1522.673235694",0.452506067654136,1
"SPTB","P11277","4.24893076783237","1646.52773981475","0.0190547861470732","0.0328033358813327","-1472.83861680882","-736.070653413221",0.173600964111225,1
"PYGB","P11216","5.38817474059256","6740.68984250059","0.0290624941884375","0.031586047335848","-5259.191981435","4216.37276046609",0.217523304203497,1
"GAPDH","P04406","6.05428950102734","9051.21006862336","0.36036811082784","0.0153194609877334","-2053.74009570581","8815.13217856881",0.690319381031483,1
"ACO2","Q99798","1.70140361353982","3168.88816879018","0.24833197764582","0.0150123660628172","3141.89870319662","-412.704210239962",0.607023295932212,1
"ADD2","P35612","4.20065815452233","2287.68147791453","0.255227566677799","0.0144782932072848","-1994.62547943395","-1120.24807127086",0.611575653486759,1
"KIF21A","Q7Z4S6","1.55813249798742","1038.23995168889","0.380103908806341","0.0109117086822455","1038.156700202","13.1477415798625",0.705855138178514,1
"ATP2B2","Q01814","4.22893518275426","2332.98847429211","0.315658144543937","0.0146167937319869","-2065.61573243038","-1084.46616688392",0.659044194494774,1
"HSPG2","P98160","3.91926667877077","3281.01997335439","0.245735181978452","0.0616533689801307","-2302.04219792585","-2337.88232905746",0.603508687260759,1
"EPB41L1","Q9H4G0","4.76639252201659","2740.65623417297","0.0289040550017167","0.0186995603139371","-2736.6608043794","147.933213595312",0.21737852337191,1
"ACTN4","O43707","3.24911400131908","2917.15497944966","0.166077952894837","0.0182698458723873","-313.052428851025","-2900.30883716172",0.506122459545163,1
"TUBB3","Q13509","2.64075747548354","997.053066587634","0.694711368331744","0.00746691677756992","478.743314491904","-874.596853653791",0.87438714914347,1
"ITPR1","Q14643","3.8370002182868","1069.39103511865","0.176574294017085","0.0142087596449914","-685.157144327497","-821.070565523535",0.519876237170121,1
"TNR","Q92752","0.426921949500283","2903.0906182163","0.038948631523857","0.0181312006614608","1202.08560509457","2642.522532657",0.253832032299765,1
"HSPA4","P34932","4.30615141178064","1711.69437833197","0.30624778060837","0.0124345450364387","-1572.386536404","-676.386150766499",0.651397546119842,1
"TUBA4A","P68366","2.33472923163866","320.102274688415","0.943240041649189","0.00455245325512728","231.152558521309","-221.436132891067",0.974544186889695,1
"STXBP1","P61764","5.20596039588455","8589.20283269011","0.205218270596849","0.0204335738508331","-7564.05084994261","4069.3414750515",0.555447026825001,1
"LRPPRC","P42704","1.84522834597763","3163.77097170875","0.0514016193493384","0.0259680473353051","3045.38037084218","-857.382737356028",0.290211165892869,1
"HSP90AA1","P07900","4.38155690137984","2513.98833318691","0.645462519657315","0.0136454035488771","-2377.6607459139","-816.619076889608",0.853724404262113,1
"MYH11","P35749","3.3589239391814","4433.26594731744","0.531879485823478","0.140796055369471","-955.920564705832","-4328.97942171326",0.792393956572861,1
"OXR1","Q8N573","3.96626535410199","1278.2903890901","0.420396631261088","0.0114304273427422","-938.681422850262","-867.700124026684",0.729995394816476,1
"HSPD1","P10809","3.02825216888766","3036.58033499389","0.541788685864648","0.0100287584452793","343.431093806835","-3017.09715035467",0.797840251890333,1
"ATP2A2","P16615","4.38309440552272","3032.37772310156","0.179990437019475","0.0174019938053906","-2869.45017924281","-980.596922494664",0.524401668482542,1
"NFASC","O94856","5.82167944193753","1881.85167015771","0.576051573104277","0.0109267994349674","-837.982785384289","1684.97791079733",0.816926858845158,1
"ATP2B4","P23634","4.87309521000043","2034.64163434401","0.511557999117589","0.0100650138535218","-2008.42430423376","325.573946084761",0.786252809087915,1
"AP2B1","P63010","2.01717162399934","969.386822465705","0.911601304164751","0.00373464752169289","874.404173258858","-418.483157794493",0.962527876022602,1
"FLNB","O75369","4.82375094014957","932.018570397434","0.248692350758762","0.0240614803171133","-926.245332827854","103.577019556914",0.607275634009052,1
"AP2A1","O95782","0.91084843442774","1151.64306799103","0.666805371017187","0.00635362411806693","909.825868706388","706.044364529918",0.863451903972165,1
