"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"ZNF75D","ZNF75D","MA1601.1","3.03699",0.00118164,0.856601,0.837522,0.0568496,76,"False",0.3319317,0.013478412218613,0.0389180513439035,0.97735437071095,0.976352016654861,0.162285400446162,0.891667321571463,1
"SMAD2","SMAD2::SMAD3::SMAD4","MA0513.1","2.9307",0.0016722,0.821593,0.806328,0.0490308,76,"False",0.3319317,0.786338881654887,0.372485248898129,NA,NA,NA,0.408662072333748,0.595459985130088
"SMAD3","SMAD2::SMAD3::SMAD4","MA0513.1","2.9307",0.0016722,0.821593,0.806328,0.0490308,76,"False",0.3319317,0.144756738356305,0.623171646413718,NA,NA,NA,0.96912235183743,1
"SMAD4","SMAD2::SMAD3::SMAD4","MA0513.1","2.9307",0.0016722,0.821593,0.806328,0.0490308,76,"False",0.3319317,0.697580503134212,0.729732435244116,NA,NA,NA,0.891667321571463,0.995397726935177
"SPIB","SPIB","MA0081.2","2.65531",0.00393384,0.792318,0.777921,0.0443958,76,"False",0.583014917142857,NA,NA,NA,NA,NA,NA,NA
"SPI1","SPI1","MA0080.5","2.61637",0.00441393,0.765883,0.751331,0.0448456,76,"False",0.583014917142857,0.113612884367349,0.569181732892748,NA,NA,NA,0.984215435344917,1
"ETV4","ETV4","MA0764.2","2.56345",0.00513993,0.902161,0.883767,0.0651078,76,"False",0.583014917142857,NA,NA,NA,NA,NA,NA,NA
"STAT3","STAT3","MA0144.2","2.28691",0.0110285,0.870693,0.857659,0.0512441,76,"False",0.957419636363636,1.25751558748003e-05,0.00164987817696805,0.901885121540135,0.907136432403251,0.21052860862789,0.984215435344917,1
"Stat4","Stat4","MA0518.1","2.22444",0.0129626,0.845358,0.832738,0.0559502,76,"False",0.957419636363636,NA,NA,NA,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","2.21926",0.0131547,0.826831,0.813569,0.0531562,76,"False",0.957419636363636,NA,NA,NA,NA,NA,NA,NA
"STAT1","STAT1","MA0137.3","2.21606",0.013264,0.83971,0.82571,0.0559878,76,"False",0.957419636363636,0.619095866789856,0.100824886494154,NA,NA,NA,0.785274266865591,0.750048865982797
"PRDM1","PRDM1","MA0508.3","2.15298",0.0155551,0.862725,0.848109,0.0654873,76,"False",0.979570031331593,0.510995706602378,0.370839924688628,NA,NA,NA,0.873066300526672,0.995397726935177
"NHLH1","NHLH1","MA0048.2","2.09865",0.0178184,0.84216,0.828809,0.0587434,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"Ascl2","Ascl2","MA0816.1","2.07397",0.0189322,0.8499,0.83739,0.0554831,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","2.05463",0.0198786,0.843453,0.828844,0.0546685,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"RELA","RELA","MA0107.1","2.04566",0.0202643,0.838752,0.826197,0.0606028,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"ELF1","ELF1","MA0473.3","1.9664",0.0245094,0.818971,0.80716,0.0526832,76,"False",0.979570031331593,0.00109854969242985,0.104683052651794,NA,NA,NA,0.693012885840123,0.970624946430401
"RUNX1","RUNX1","MA0002.2","1.96097",0.0248186,0.862125,0.852338,0.044716,76,"False",0.979570031331593,1.7180735455654e-06,2.99109818884973e-06,0.765012832344032,0.775665647232366,0.287093427220659,0.771767096230565,0.906271658729581
"NFIB","NFIB","MA1643.1","1.89752",0.028715,0.721812,0.711735,0.0527939,76,"False",0.979570031331593,0.808193715473083,2.07582449117581e-05,0.229686516960842,0.224662653601413,1.99090663944404,0.909789492517843,1
"STAT1","STAT1::STAT2","MA0517.1","1.88482",0.0295955,0.794122,0.78214,0.0559191,76,"False",0.979570031331593,0.619095866789856,0.100824886494154,NA,NA,NA,0.785274266865591,0.750048865982797
"STAT2","STAT1::STAT2","MA0517.1","1.88482",0.0295955,0.794122,0.78214,0.0559191,76,"False",0.979570031331593,0.147400353011361,0.0622481894927802,0.853533515263083,0.858911297520925,0.527416645624971,0.954652961076833,1
"MYF5","MYF5","MA1641.1","1.87472",0.0302858,0.830856,0.818577,0.0568152,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"ELF3","ELF3","MA0640.2","1.84891",0.0321093,0.83075,0.820002,0.0487753,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","1.8298",0.0334603,0.828236,0.816155,0.0654868,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"IKZF1","IKZF1","MA1508.1","1.82349",0.0339972,0.842132,0.831165,0.0478751,76,"False",0.979570031331593,0.588730159467944,0.0436253167063951,0.652811258495272,0.663072197315139,1.13139906238984,0.812492769710658,0.897705996846706
"GABPA","GABPA","MA0062.3","1.80588",0.0353266,0.816977,0.806282,0.051361,76,"False",0.979570031331593,0.806378245923374,0.412699825733298,NA,NA,NA,0.649332731579657,0.89202980051265
"ATOH1","ATOH1","MA1467.1","1.77148",0.0380807,0.839789,0.83003,0.0497063,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"Nr5a2","Nr5a2","MA0505.1","1.76889",0.0382791,0.788094,0.778761,0.0499946,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"Smad4","Smad4","MA1153.1","1.76113",0.0389492,0.867642,0.855839,0.0598173,76,"False",0.979570031331593,0.697580503134212,0.729732435244116,NA,NA,NA,0.891667321571463,0.995397726935177
"NFAT5","NFAT5","MA0606.1","1.73323",0.0413673,0.881525,0.871135,0.0529359,76,"False",0.979570031331593,0.00176836211688746,0.0129965885101855,NA,NA,NA,0.540683980456244,0.725768345822857
"NFATC1","NFATC1","MA0624.1","1.6966",0.0447373,0.889677,0.879874,0.0481208,76,"False",0.979570031331593,0.0528481056981024,0.660443026516999,0.787186833706947,0.797162435572516,-0.701672395276373,0.988597853062605,1
"MYOG","MYOG","MA0500.2","1.68371",0.0459439,0.840018,0.827764,0.0653247,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","1.66412",0.0478934,0.86229,0.849665,0.062347,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"SPIC","SPIC","MA0687.1","1.658",0.048499,0.812376,0.803793,0.0436674,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
"Stat5a","Stat5a","MA1624.1","1.63241",0.0511095,0.815012,0.804115,0.0602098,76,"False",0.979570031331593,0.247925835921688,0.161802754295959,NA,0.892319432004325,NA,0.105132337484809,0.279167401965045
"NFATC4","NFATC4","MA1525.1","1.6156",0.0529372,0.871793,0.861923,0.049404,76,"False",0.979570031331593,NA,NA,NA,NA,NA,NA,NA
