"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ZBTB14","ZBTB14","MA1650.1","3.32861",0.00043193,0.846877,0.820331,0.0638408,86,"False",0.155484785333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","3.2907",0.000494644,0.802956,0.780667,0.0543803,86,"False",0.155484785333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.24183",0.000587474,0.868955,0.844252,0.0638879,86,"False",0.155484785333333,3.58224966932471e-05,0.0648675988669415,NA,NA,NA,0.719991786825469,0.995397726935177,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","2.99895",0.00134146,0.84872,0.829929,0.0537015,86,"False",0.170432982222222,0.000186674779545553,0.129715591367388,0.833385288013133,0.841453210022725,-0.368486136769713,0.903170878061804,0.995397726935177,0.243142161949713,0.884405893899267,NA,0.81228887038892
"KLF15","KLF15","MA1513.1","2.94625",0.00159515,0.891845,0.860109,0.0860688,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","2.86184",0.00208399,0.841175,0.821895,0.0626881,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","2.82754",0.00232645,0.860144,0.839568,0.0601454,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","2.78536",0.00265684,0.888514,0.873406,0.0397089,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","2.78443",0.00266022,0.827645,0.809526,0.0535074,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","2.77833",0.0027084,0.847419,0.828844,0.0580368,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","2.7708",0.00277274,0.836231,0.819262,0.0523422,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prdm15","Prdm15","MA1616.1","2.73168",0.00311827,0.788072,0.774667,0.0472781,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","2.70318",0.00340786,0.832923,0.812172,0.0641575,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","2.68284",0.0036222,0.832801,0.816155,0.0522636,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","2.68095",0.00364936,0.824026,0.808129,0.0435813,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","2.67278",0.00373395,0.822107,0.804318,0.0549335,86,"False",0.170432982222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","2.66507",0.00381452,0.868913,0.853063,0.0543888,86,"False",0.170432982222222,0.034707610349347,0.114072584070988,NA,0.947322784731604,NA,0.916598761890717,1,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","2.66114",0.00386372,0.868708,0.852902,0.0507974,86,"False",0.170432982222222,0.0180179403871596,0.365325373394781,NA,NA,NA,0.979638759644307,1,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","2.62631",0.00428517,0.89917,0.879556,0.0618932,86,"False",0.179074998947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","2.55543",0.00525979,0.821931,0.805366,0.0589963,86,"False",0.204535534285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","2.54598",0.00540963,0.872167,0.850645,0.0724167,86,"False",0.204535534285714,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177,0.720492130913634,0.832563051062031,NA,0.599376764820855
"SP2","SP2","MA0516.2","2.51703",0.00588201,0.804215,0.78945,0.0463494,86,"False",0.212287088181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","2.49968",0.00618362,0.866636,0.853662,0.038031,86,"False",0.213469316521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","2.46742",0.00675311,0.744989,0.730391,0.053612,86,"False",0.223415389166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","2.44012",0.00730494,0.870287,0.857551,0.0384959,86,"False",0.223670094074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
