"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ELK3","ELK3","MA0759.1","3.20633",0.000671264,0.878514,0.827514,0.0477159,12,"False",0.2112834,0.0213078154326968,0.0109515237181255,0.880071102685131,0.885036330830457,0.381013313970415,0.934305357314346,0.999976985188991,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","3.12909",0.000875403,0.859616,0.805366,0.056716,12,"False",0.2112834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","3.1054",0.000947697,0.87785,0.821895,0.0775913,12,"False",0.2112834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","3.07113",0.0010644,0.811076,0.7698,0.0478859,12,"False",0.2112834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEV","FEV","MA0156.2","2.96423",0.00151531,0.885372,0.840666,0.0466373,12,"False",0.218836325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYBL2","MYBL2","MA0777.1","2.87794",0.00199582,0.747356,0.71184,0.0604328,12,"False",0.218836325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","2.8559",0.00214355,0.866045,0.819262,0.0465403,12,"False",0.218836325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","2.84663",0.0022049,0.784208,0.747338,0.0530227,12,"False",0.218836325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","2.76086",0.00287833,0.790629,0.755513,0.0455017,12,"False",0.251902058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","2.72903",0.00317257,0.889268,0.848397,0.0469214,12,"False",0.251902058,0.0927802071396906,0.247612291873173,0.89170285641272,0.896388307136384,0.228179955924151,0.801639238411311,0.645318614601085,NA,NA,NA,NA
