"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"NFIB","NFIB","MA1643.1","3.33327",0.000412973,0.722836,0.711735,0.0514403,194,"False",0.1426970845,0.808193715473083,2.07582449117581e-05,0.229686516960842,0.224662653601413,1.99090663944404,0.909789492517843,1
"HINFP","HINFP","MA0131.2","3.24986",0.000561712,0.832532,0.819262,0.0545308,194,"False",0.1426970845,NA,NA,NA,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","3.23166",0.000598634,0.711937,0.701599,0.0430768,194,"False",0.1426970845,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","3.17891",0.000718877,0.795027,0.780667,0.0620324,194,"False",0.1426970845,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","2.92942",0.00166175,0.864388,0.852237,0.0541093,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"INSM1","INSM1","MA0155.1","2.92563",0.00167773,0.865842,0.857047,0.0415924,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","2.88056",0.00193219,0.796056,0.786209,0.0505652,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"EGR4","EGR4","MA0733.1","2.87076",0.00200107,0.790627,0.780201,0.049732,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","2.85377",0.00211812,0.841562,0.828844,0.0568845,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","2.81151",0.00241886,0.866488,0.850645,0.071813,194,"False",0.175337187692308,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177
"EGR1","EGR1","MA0162.4","2.79947",0.00250719,0.826501,0.812172,0.0679923,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","2.78088",0.00265208,0.835122,0.820331,0.0732036,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"MYOG","MYOG","MA0500.2","2.7552",0.00287076,0.840334,0.827764,0.0626885,194,"False",0.175337187692308,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","2.71324",0.00326463,0.879599,0.860109,0.0974868,194,"False",0.176201833333333,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","2.70739",0.00332875,0.878004,0.865208,0.0613039,194,"False",0.176201833333333,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","2.58827",0.00473435,0.883182,0.870747,0.0650969,194,"False",0.211810086666667,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","2.584",0.00478362,0.783289,0.774101,0.0508272,194,"False",0.211810086666667,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","2.58194",0.00480174,0.783269,0.774242,0.0526034,194,"False",0.211810086666667,NA,NA,NA,NA,NA,NA,NA
"SPIB","SPIB","MA0081.2","2.56068",0.00512336,0.786626,0.777921,0.0475028,194,"False",0.214102517894737,NA,NA,NA,NA,NA,NA,NA
"RELB","RELB","MA1117.1","2.53856",0.005444,0.833699,0.824403,0.0550986,194,"False",0.2161268,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.49878",0.00613173,0.861547,0.849665,0.0619435,194,"False",0.231837791428571,NA,NA,NA,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","2.46078",0.00681848,0.830968,0.819408,0.0628047,194,"False",0.240271423846154,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","2.44586",0.00710582,0.831992,0.822293,0.0536164,194,"False",0.240271423846154,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","2.43383",0.00734607,0.864083,0.852593,0.0642568,194,"False",0.240271423846154,0.00668403130228064,0.273407951218111,NA,NA,NA,0.613704027134799,0.636816781010561
"KLF14","KLF14","MA0740.1","2.41594",0.00771617,0.828327,0.818128,0.0580125,194,"False",0.240271423846154,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","2.40918",0.00786783,0.814916,0.803708,0.062344,194,"False",0.240271423846154,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","2.37696",0.00859361,0.851101,0.839568,0.0649535,194,"False",0.247152213103448,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","2.36758",0.00882372,0.890908,0.877914,0.0712163,194,"False",0.247152213103448,0.302148443241299,0.194181902338888,NA,NA,NA,0.983065549235966,1
"SP1","SP1","MA0079.4","2.35833",0.00902697,0.823424,0.812589,0.0642011,194,"False",0.247152213103448,0.920097585454071,0.620007370850362,NA,NA,NA,0.938231607217119,1
"KLF11","KLF11","MA1512.1","2.34219",0.00943833,0.875511,0.865068,0.0603515,194,"False",0.249801134,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","2.28707",0.0109201,0.802095,0.791926,0.0624918,194,"False",0.27626485625,0.0347569114072693,0.795992268780344,0.693506164981703,0.704989586522857,-1.08973556750617,0.984215435344917,1
"KLF4","KLF4","MA0039.4","2.27987",0.0111341,0.890911,0.879556,0.0691056,194,"False",0.27626485625,NA,NA,NA,NA,NA,NA,NA
"NFIX","NFIX","MA1528.1","2.23304",0.0125305,0.764742,0.756761,0.0562331,194,"False",0.294660405882353,0.0183824844965965,0.141238732354644,NA,NA,NA,0.916598761890717,0.987839404598904
"SPI1","SPI1","MA0080.5","2.23138",0.0126177,0.759114,0.751331,0.0509808,194,"False",0.294660405882353,0.113612884367349,0.569181732892748,NA,NA,NA,0.984215435344917,1
"Ascl2","Ascl2","MA0816.1","2.2101",0.0133487,0.845747,0.83739,0.0529176,194,"False",0.300976727777778,NA,NA,NA,NA,NA,NA,NA
"ZNF140","ZNF140","MA1589.1","2.20154",0.0136463,0.692483,0.686559,0.0375953,194,"False",0.300976727777778,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","2.15609",0.0153446,0.749069,0.742723,0.0386286,194,"False",0.30677836097561,0.853470596068397,0.900128234664073,NA,NA,NA,0.834782926235424,1
"ZIC4","ZIC4","MA0751.1","2.15432",0.0153813,0.813278,0.806296,0.0459418,194,"False",0.30677836097561,NA,NA,NA,NA,NA,NA,NA
"SP8","SP8","MA0747.1","2.15279",0.0154499,0.878539,0.870403,0.0524462,194,"False",0.30677836097561,NA,NA,NA,NA,NA,NA,NA
"NFIC","NFIC","MA1527.1","2.14825",0.0155738,0.751152,0.743314,0.0565723,194,"False",0.30677836097561,0.0674447520536455,0.151080142285841,NA,NA,NA,0.169569332604161,0.382057472634142
"VEZF1","VEZF1","MA1578.1","2.14364",0.0158412,0.876862,0.867548,0.0558426,194,"False",0.30677836097561,0.10070730839566,0.474048432798857,NA,NA,NA,0.735949984150745,0.930362316256601
"KLF5","KLF5","MA0599.1","2.13238",0.0162866,0.936969,0.92756,0.0578634,194,"False",0.307894295238095,NA,NA,NA,NA,NA,NA,NA
"ZNF75D","ZNF75D","MA1601.1","2.09697",0.0177121,0.845784,0.837522,0.0598936,194,"False",0.327055986046512,0.013478412218613,0.0389180513439035,0.97735437071095,0.976352016654861,0.162285400446162,0.891667321571463,1
"MZF1","MZF1","MA0057.1","2.03739",0.0205615,0.915618,0.909997,0.036903,194,"False",0.371041613636364,0.750159140268479,0.276362816348984,NA,NA,NA,0.558183122734439,0.708364837967364
"ETV6","ETV6","MA0645.1","2.01018",0.0219877,0.8591,0.851358,0.0477202,194,"False",0.379278595744681,0.00147000234799666,0.0116377514333398,0.855783435227596,0.861569328569659,0.309481241470309,0.942754260117685,0.985501378612174
"NHLH1","NHLH1","MA0048.2","2.00192",0.0223436,0.836794,0.828809,0.0579292,194,"False",0.379278595744681,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","1.99987",0.022451,0.865709,0.856546,0.0667773,194,"False",0.379278595744681,0.0106866741815332,0.23897597826767,0.819848299047968,0.828987081616977,-0.283862590696753,0.561817577118635,0.897592144139462
"Zic1","Zic1::Zic2","MA1628.1","1.97215",0.0240156,0.877254,0.869542,0.0534168,194,"False",0.387579984,NA,NA,NA,NA,NA,NA,NA
"Zic2","Zic1::Zic2","MA1628.1","1.97215",0.0240156,0.877254,0.869542,0.0534168,194,"False",0.387579984,NA,NA,NA,NA,NA,NA,NA
"Tcf12","Tcf12","MA0521.1","1.96511",0.0244068,0.871289,0.863658,0.0540395,194,"False",0.387579984,0.0992729047489016,0.321105686767412,NA,NA,NA,0.982388018596308,1
"SPIC","SPIC","MA0687.1","1.86895",0.0303969,0.809863,0.803793,0.0503917,194,"False",0.473238011764706,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","1.84702",0.0320451,0.861135,0.85239,0.0640122,194,"False",0.489304026923077,NA,NA,NA,NA,NA,NA,NA
"EHF","EHF","MA0598.3","1.82178",0.0339247,0.809873,0.803084,0.0489561,194,"False",0.498995181481481,NA,NA,NA,NA,NA,NA,NA
"REST","REST","MA0138.2","1.82066",0.0339367,0.695412,0.690243,0.0413651,194,"False",0.498995181481481,0.121143433066324,0.120476936123658,NA,0.288731814191624,NA,0.983744787855001,1
"EWSR1-FLI1","EWSR1-FLI1","MA0149.1","1.80151",0.0354559,0.695864,0.688734,0.0541723,194,"False",0.508140498245614,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","1.78932",0.0364184,0.817291,0.809526,0.0596236,194,"False",0.508140498245614,NA,NA,NA,NA,NA,NA,NA
"BHLHE22","BHLHE22","MA1635.1","1.78862",0.0364786,0.867355,0.85853,0.0673949,194,"False",0.508140498245614,NA,NA,NA,NA,NA,NA,NA
"EGR2","EGR2","MA0472.2","1.77664",0.0374574,0.815155,0.808129,0.0533912,194,"False",0.508603103225806,NA,NA,NA,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","1.75972",0.0388692,0.902192,0.894352,0.0596709,194,"False",0.508603103225806,NA,NA,NA,NA,NA,NA,NA
"Znf423","Znf423","MA0116.1","1.75489",0.0392473,0.831696,0.826226,0.0435412,194,"False",0.508603103225806,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","1.75183",0.0394808,0.742405,0.736319,0.0501962,194,"False",0.508603103225806,NA,NA,NA,NA,NA,NA,NA
"HES5","HES5","MA0821.1","1.74998",0.0397146,0.754912,0.748255,0.0497903,194,"False",0.508603103225806,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","1.71574",0.042763,0.879611,0.873406,0.046097,194,"False",0.537868635820896,NA,NA,NA,NA,NA,NA,NA
"Hand1","Hand1::Tcf3","MA0092.1","1.68899",0.0451544,0.885397,0.880692,0.0404502,194,"False",0.537868635820896,NA,NA,NA,NA,NA,NA,NA
"Tcf3","Hand1::Tcf3","MA0092.1","1.68899",0.0451544,0.885397,0.880692,0.0404502,194,"False",0.537868635820896,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","1.68829",0.0452815,0.784719,0.779428,0.0423562,194,"False",0.537868635820896,0.0284099809550743,0.316063337380249,NA,NA,NA,0.80486262941615,0.968101601404686
"SP2","SP2","MA0516.2","1.68698",0.0453869,0.79605,0.78945,0.0542111,194,"False",0.537868635820896,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","1.6751",0.0465352,0.811753,0.804318,0.0614974,194,"False",0.543366894117647,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","1.63835",0.0502505,0.822934,0.816155,0.056344,194,"False",0.578244884057971,NA,NA,NA,NA,NA,NA,NA
"NFYB","NFYB","MA0502.2","1.58921",0.0555047,0.809777,0.803189,0.059939,194,"False",0.624475408450704,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","1.58681",0.055841,0.77888,0.772676,0.0527076,194,"False",0.624475408450704,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","1.57937",0.0566777,0.843301,0.835763,0.0648697,194,"False",0.625029080555556,NA,NA,NA,NA,NA,NA,NA
"NFIC","NFIC::TLX1","MA0119.1","1.56326",0.0584823,0.744401,0.738771,0.0520687,194,"False",0.627499272972973,0.0674447520536455,0.151080142285841,NA,NA,NA,0.169569332604161,0.382057472634142
