"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ZNF148","ZNF148","MA1653.1","7.17521",2.84084e-13,0.877773,0.850645,0.0695275,433,"False",2.25562696e-10,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177,0.720492130913634,0.832563051062031,NA,0.599376764820855
"KLF15","KLF15","MA1513.1","7.04587",7.20008e-13,0.894068,0.860109,0.0915644,433,"False",2.30415359333333e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","7.01928",8.70587e-13,0.893375,0.870747,0.0615634,433,"False",2.30415359333333e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","6.70427",8.24681e-12,0.947404,0.92756,0.0537944,433,"False",1.636991785e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","6.63317",1.3157e-11,0.873605,0.852593,0.0605642,433,"False",1.81975536666667e-09,0.00668403130228064,0.273407951218111,NA,NA,NA,0.613704027134799,0.636816781010561,NA,NA,NA,NA
"SP9","SP9","MA1564.1","6.62868",1.37513e-11,0.886228,0.865208,0.0587709,433,"False",1.81975536666667e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","6.53102",2.65312e-11,0.848376,0.828844,0.056179,433,"False",3.00939611428571e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","6.48674",3.59783e-11,0.834445,0.812172,0.0633782,433,"False",3.570846275e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","6.42348",5.38765e-11,0.884286,0.865068,0.057668,433,"False",4.75310455555556e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","6.30184",1.2125e-10,0.901122,0.877914,0.0690367,433,"False",9.62725e-09,0.302148443241299,0.194181902338888,NA,NA,NA,0.983065549235966,1,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","6.17858",2.624e-10,0.838893,0.819408,0.0626941,433,"False",1.89405090909091e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","6.01679",7.38616e-10,0.899663,0.879556,0.0643166,433,"False",4.88717586666667e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","5.85122",2.02513e-09,0.858626,0.839568,0.0644666,433,"False",1.23688709230769e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","5.82241",2.37957e-09,0.809307,0.791926,0.0611598,433,"False",1.34955612857143e-07,0.0347569114072693,0.795992268780344,0.693506164981703,0.704989586522857,-1.08973556750617,0.984215435344917,1,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","5.81186",2.61763e-09,0.798279,0.780667,0.0569445,433,"False",1.38559881333333e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP8","SP8","MA0747.1","5.78962",2.97528e-09,0.885083,0.870403,0.0484725,433,"False",1.4764827e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","5.65548",6.69149e-09,0.867974,0.852237,0.0510231,433,"False",3.12531944705882e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","5.61508",8.39872e-09,0.840367,0.820331,0.0674472,433,"False",3.70476871111111e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF14","KLF14","MA0740.1","5.49201",1.68269e-08,0.83369,0.818128,0.0563326,433,"False",7.03187294736842e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","5.42339",2.51556e-08,0.820639,0.803708,0.0597878,433,"False",9.9867732e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","5.35814",3.6274e-08,0.803515,0.78945,0.0503765,433,"False",1.37150266666667e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","5.34302",3.952e-08,0.87575,0.861439,0.0511697,433,"False",1.42631272727273e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","5.32395",4.28362e-08,0.829013,0.812589,0.06389,433,"False",1.47878012173913e-06,0.920097585454071,0.620007370850362,NA,NA,NA,0.938231607217119,1,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","5.24691",6.724e-08,0.910039,0.894352,0.0570219,433,"False",2.22452333333333e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","5.02127",2.27091e-07,0.865685,0.849665,0.0593899,433,"False",7.21241016e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","4.86791",4.92675e-07,0.785718,0.774101,0.048062,433,"False",1.50455365384615e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","4.79722",7.05945e-07,0.871297,0.856546,0.0617553,433,"False",2.07600122222222e-05,0.0106866741815332,0.23897597826767,0.819848299047968,0.828987081616977,-0.283862590696753,0.561817577118635,0.897592144139462,NA,NA,NA,NA
