"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ZFP57","ZFP57","MA1583.1","4.86519",5.59546e-07,0.851224,0.822293,0.0480077,86,"False",0.000444279524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","4.54389",2.67648e-06,0.799332,0.772676,0.0609676,86,"False",0.00106256256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","4.08366",2.18268e-05,0.844269,0.819262,0.0494417,86,"False",0.00486723985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","4.05509",2.45201e-05,0.7748,0.755513,0.0459239,86,"False",0.00486723985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.95412",3.78232e-05,0.874382,0.844252,0.0633293,86,"False",0.00600632416,1.7178235289542e-05,0.0587231922966933,0.720897276182633,0.728275514409667,-0.237433802913667,0.840060826706456,0.998235052923222,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","3.78653",7.52808e-05,0.719765,0.701599,0.0404102,86,"False",0.00833753595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","3.77141",7.98833e-05,0.862759,0.835763,0.0633566,86,"False",0.00833753595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBED1","ZBED1","MA0749.1","3.75562",8.40054e-05,0.718493,0.700738,0.056627,86,"False",0.00833753595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","3.61435",0.000148545,0.834292,0.817285,0.0398249,86,"False",0.01310497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","3.53054",0.000204658,0.873872,0.852902,0.0507716,86,"False",0.0162498452,0.18418445051325,0.475552636266946,NA,NA,NA,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","3.44651",0.000279886,0.764028,0.747338,0.0443867,86,"False",0.0202026803636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","3.25607",0.00055919,0.850329,0.829929,0.050518,86,"False",0.0369997383333333,0.001313058597371,0.168863331841806,0.901439085348822,0.905288511871007,-0.267045165701509,0.925207362996541,0.999976985188991,0.184114186503812,0.898898033394353,NA,0.787845757961382
"ETV6","ETV6","MA0645.1","3.20532",0.000667835,0.869878,0.851358,0.0473175,86,"False",0.0407893069230769,0.00509262076953292,0.0186081447095587,0.895797598445153,0.900790655537138,0.30916443342094,0.916755688590899,0.947746069017772,NA,NA,NA,NA
"HES1","HES1","MA1099.2","3.10298",0.000948957,0.874421,0.85239,0.0579913,86,"False",0.0538194184285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","3.04407",0.00115518,0.845617,0.827514,0.0514901,86,"False",0.061147528,0.0213078154326968,0.0109515237181255,0.880071102685131,0.885036330830457,0.381013313970415,0.934305357314346,0.999976985188991,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","3.00247",0.00132512,0.892457,0.860109,0.095554,86,"False",0.06575908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","2.92791",0.00168954,0.824345,0.805366,0.0572024,86,"False",0.0789114564705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","2.81412",0.00241775,0.840856,0.821895,0.066553,86,"False",0.0985018354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","2.79976",0.00253772,0.783866,0.7698,0.0405223,86,"False",0.0985018354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","2.78285",0.00267001,0.820193,0.802357,0.0566964,86,"False",0.0985018354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.78281",0.00267501,0.869511,0.849665,0.0566167,86,"False",0.0985018354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","2.7748",0.00272927,0.799493,0.777914,0.079184,86,"False",0.0985018354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES2","HES2","MA0616.2","2.75205",0.00294107,0.826429,0.807232,0.0540702,86,"False",0.0986629875862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","2.70682",0.00336622,0.932231,0.913397,0.0629937,86,"False",0.0986629875862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","2.70682",0.00336622,0.932231,0.913397,0.0629937,86,"False",0.0986629875862069,8.92555522463109e-05,0.616339372995782,0.377832081943306,0.361164605943884,-1.58037224222272,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","2.70504",0.00338881,0.869148,0.853063,0.0496667,86,"False",0.0986629875862069,0.0433511502731114,0.0907622932070424,0.910635364744606,0.913155440335978,0.223039903432394,0.937719262335893,0.999976985188991,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","2.69369",0.00351324,0.822242,0.804318,0.0480336,86,"False",0.0986629875862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","2.68486",0.00360356,0.908007,0.890666,0.0510361,86,"False",0.0986629875862069,8.92555522463109e-05,0.616339372995782,0.377832081943306,0.361164605943884,-1.58037224222272,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","2.68486",0.00360356,0.908007,0.890666,0.0510361,86,"False",0.0986629875862069,0.101538524707099,0.0105579465012743,0.729454802639618,0.736791926465463,0.631687056935267,0.999056738173017,0.999976985188991,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","2.66653",0.00381064,0.826874,0.809526,0.0469989,86,"False",0.100854938666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","2.59978",0.00463115,0.798278,0.780667,0.0565818,86,"False",0.118617196774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","2.57093",0.00504373,0.840832,0.820331,0.0588588,86,"False",0.125147550625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUNX2","RUNX2","MA0511.2","2.55803",0.00521957,0.844045,0.830783,0.0476922,86,"False",0.125586017575758,0.00319540193569457,0.000343897815518479,0.639071585074422,0.639651020948781,0.445479340717451,0.786067643926623,0.811435354165928,NA,NA,NA,NA
"FEV","FEV","MA0156.2","2.40339",0.0080673,0.854218,0.840666,0.0492881,86,"False",0.188395182352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","2.37817",0.008652,0.882066,0.865208,0.0562593,86,"False",0.1962768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZSCAN29","ZSCAN29","MA1602.1","2.35923",0.00907882,0.795753,0.784442,0.047924,86,"False",0.200238418888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","2.34887",0.00937473,0.830725,0.816155,0.044146,86,"False",0.201176638378378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","2.31623",0.0102154,0.829952,0.812172,0.0632485,86,"False",0.208550878048781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
