"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"ZBTB33","ZBTB33","MA0527.1","3.17927",0.000737611,0.859036,0.772676,0.0687873,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"TCF7","TCF7","MA0769.2","2.99882",0.00135441,0.917878,0.825329,0.0615573,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"NR2F1","NR2F1","MA1537.1","2.9726",0.00147544,0.816146,0.753464,0.0503145,4,"False",0.303569298181818,0.803255478311251,0.00333131088822689,0.377222982859643,0.366288665784594,1.80775140271752,0.984357652027108,1
"RARB","RARB","MA1552.1","2.82624",0.00235409,0.811223,0.754601,0.0321698,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1::JUN","MA1129.1","2.79179",0.00261924,0.848684,0.765238,0.0719078,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"JUN","FOSL1::JUN","MA1129.1","2.79179",0.00261924,0.848684,0.765238,0.0719078,4,"False",0.303569298181818,0.550621086863162,0.379405074105125,NA,NA,NA,0.97267103599385,0.985501378612174
"Nr2f6","Nr2f6","MA0677.1","2.73253",0.00314039,0.804367,0.744364,0.0572411,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"RARG","RARG","MA1553.1","2.67977",0.00368223,0.796663,0.741353,0.0376496,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"PPARD","PPARD","MA1550.1","2.6573",0.00393552,0.808234,0.75284,0.0598005,4,"False",0.303569298181818,0.0409208008939796,0.0339961923231969,0.669426574919053,0.680782656230475,0.566513873305089,0.906704325491114,0.930362316256601
"Esrrg","Esrrg","MA0643.1","2.63849",0.00416303,0.884739,0.81775,0.0246099,4,"False",0.303569298181818,0.845765571724537,0.446862206009755,NA,NA,NA,0.444266214754468,0.557509200638269
"ZBED1","ZBED1","MA0749.1","2.6349",0.00420562,0.75839,0.700738,0.0547276,4,"False",0.303569298181818,NA,NA,NA,NA,NA,NA,NA
"THRB","THRB","MA1574.1","2.55047",0.00537493,0.846496,0.798607,0.0556443,4,"False",0.309349546,0.108214529476892,0.164451160573171,NA,0.963462892418646,NA,0.523872635122463,0.978140588001681
"Rarg","Rarg","MA0860.1","2.53122",0.00567756,0.751387,0.695376,0.0789659,4,"False",0.309349546,NA,NA,NA,NA,NA,NA,NA
"Nr2f6","Nr2f6","MA0728.1","2.49602",0.0062764,0.77229,0.713006,0.060101,4,"False",0.309349546,NA,NA,NA,NA,NA,NA,NA
"FOSB","FOSB::JUNB","MA1136.1","2.48708",0.00643618,0.85184,0.780211,0.0753017,4,"False",0.309349546,NA,NA,NA,NA,NA,NA,NA
