"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"ELK4","ELK4","MA0076.2","4.71751",1.17638e-06,0.890792,0.852902,0.0551903,47,"False",0.00054129759,0.18418445051325,0.475552636266946,NA,NA,NA,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","4.68781",1.36347e-06,0.785652,0.755513,0.0411339,47,"False",0.00054129759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","4.50681",3.2448e-06,0.863755,0.827514,0.0563752,47,"False",0.0008587904,0.0213078154326968,0.0109515237181255,0.880071102685131,0.885036330830457,0.381013313970415,0.934305357314346,0.999976985188991,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","4.36464",6.28341e-06,0.843621,0.805366,0.0615535,47,"False",0.001247256885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","4.30377",8.25123e-06,0.806809,0.772676,0.0649464,47,"False",0.001310295324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","4.15387",1.62035e-05,0.843711,0.817285,0.0379006,47,"False",0.00199874754285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS1","ETS1","MA0098.3","4.13405",1.76212e-05,0.877322,0.846278,0.0514276,47,"False",0.00199874754285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY1","YY1","MA0095.2","4.05654",2.43757e-05,0.832181,0.796807,0.0840102,47,"False",0.00225904604615385,0.0105744798452241,0.0622304299361897,NA,NA,NA,0.434477101630802,0.523871291576677,0.6233827343592,0.913749535334991,NA,0.979809304931412
"FLI1","FLI1","MA0475.2","3.98935",3.27455e-05,0.86041,0.82927,0.056095,47,"False",0.00225904604615385,1.53466748633973e-06,0.0173639262177246,0.731655690717933,0.739144039147918,-0.469330753908787,0.91255812795721,0.999976985188991,NA,NA,NA,NA
"ETV2","ETV2","MA0762.1","3.97678",3.446e-05,0.833985,0.805106,0.0564978,47,"False",0.00225904604615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEV","FEV","MA0156.2","3.97502",3.48024e-05,0.870974,0.840666,0.0534858,47,"False",0.00225904604615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP42","ZFP42","MA1651.1","3.96946",3.53058e-05,0.763282,0.732999,0.0725312,47,"False",0.00225904604615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","3.96098",3.69869e-05,0.773269,0.747338,0.041645,47,"False",0.00225904604615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","3.72051",9.84952e-05,0.861453,0.829929,0.0579513,47,"False",0.00558608491428571,0.001313058597371,0.168863331841806,0.901439085348822,0.905288511871007,-0.267045165701509,0.925207362996541,0.999976985188991,0.184114186503812,0.898898033394353,NA,0.787845757961382
"ETV6","ETV6","MA0645.1","3.64423",0.000132919,0.879833,0.851358,0.0532255,47,"False",0.00703584573333333,0.00509262076953292,0.0186081447095587,0.895797598445153,0.900790655537138,0.30916443342094,0.916755688590899,0.947746069017772,NA,NA,NA,NA
"ERF","ERF","MA0760.1","3.53202",0.000204322,0.857159,0.83128,0.0523791,47,"False",0.01013947925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","3.42935",0.000299381,0.874366,0.848397,0.0594967,47,"False",0.0139828537647059,0.0927802071396906,0.247612291873173,0.89170285641272,0.896388307136384,0.228179955924151,0.801639238411311,0.645318614601085,NA,NA,NA,NA
"ERG","ERG","MA0474.2","3.36865",0.000374475,0.87346,0.84857,0.0534099,47,"False",0.0160687451428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBED1","ZBED1","MA0749.1","3.35439",0.000393269,0.722168,0.700738,0.0532845,47,"False",0.0160687451428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","3.34661",0.000405231,0.852381,0.821895,0.0693065,47,"False",0.0160687451428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","3.33441",0.000424992,0.849104,0.822293,0.0475675,47,"False",0.0160687451428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF2","ELF2","MA1483.1","3.30734",0.000467667,0.815261,0.790052,0.0505694,47,"False",0.0168785271818182,0.00294064611688399,0.0223920322772671,0.831880528523475,0.837376338560544,-0.0447349014502943,0.960415115414713,0.991462635049616,NA,NA,NA,NA
"ZSCAN29","ZSCAN29","MA1602.1","3.22241",0.000629718,0.80533,0.784442,0.0509542,47,"False",0.0217389605217391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","3.20146",0.000679432,0.877239,0.844252,0.0664671,47,"False",0.0224778753333333,1.7178235289542e-05,0.0587231922966933,0.720897276182633,0.728275514409667,-0.237433802913667,0.840060826706456,0.998235052923222,NA,NA,NA,NA
"E2F1","E2F1","MA0024.3","3.17287",0.000750408,0.791355,0.7698,0.042303,47,"False",0.02383295808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GMEB2","GMEB2","MA0862.1","3.12212",0.000888328,0.836947,0.813104,0.0661773,47,"False",0.0271281704615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atf1","Atf1","MA0604.1","3.06578",0.00107428,0.864406,0.839285,0.0715636,47,"False",0.0315917896296296,0.259877584978417,0.0626156434827764,0.654372150010362,0.657063526527615,0.538738761271792,0.908568719608337,0.860864236538924,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","3.02048",0.00125374,0.721194,0.701599,0.0450923,47,"False",0.0355524842857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","3.00881",0.00130604,0.844174,0.819262,0.0455477,47,"False",0.0357584744827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IKZF1","IKZF1","MA1508.1","2.93645",0.0016463,0.853623,0.831165,0.0619046,47,"False",0.0435720733333333,0.630930338181539,0.250727809838403,NA,NA,NA,0.753742833033934,0.823258330493545,NA,NA,NA,NA
"E2F3","E2F3","MA0469.3","2.8984",0.0018665,0.711612,0.69333,0.038903,47,"False",0.0478064838709677,0.00943520046037274,0.000314059128418549,0.668897396411614,0.672186882007579,0.536685741972565,0.831084192129184,0.835603067479287,NA,NA,NA,NA
"RUNX2","RUNX2","MA0511.2","2.87358",0.00201684,0.850927,0.830783,0.0497305,47,"False",0.0500428425,0.00319540193569457,0.000343897815518479,0.639071585074422,0.639651020948781,0.445479340717451,0.786067643926623,0.811435354165928,NA,NA,NA,NA
"ELF4","ELF4","MA0641.1","2.86148",0.00209807,0.802051,0.779983,0.0488967,47,"False",0.0504808357575758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ahr","Ahr::Arnt","MA0006.1","2.83994",0.00224677,0.94011,0.913397,0.0551819,47,"False",0.0509695822857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Ahr::Arnt","MA0006.1","2.83994",0.00224677,0.94011,0.913397,0.0551819,47,"False",0.0509695822857143,8.92555522463109e-05,0.616339372995782,0.377832081943306,0.361164605943884,-1.58037224222272,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","2.76986",0.00278669,0.875338,0.853063,0.0594495,47,"False",0.0614619961111111,0.0433511502731114,0.0907622932070424,0.910635364744606,0.913155440335978,0.223039903432394,0.937719262335893,0.999976985188991,NA,NA,NA,NA
"ETV3","ETV3","MA0763.1","2.66528",0.00382679,0.854596,0.835857,0.0486084,47,"False",0.0804014325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THAP11","THAP11","MA1573.1","2.66103",0.00386292,0.735876,0.713794,0.073748,47,"False",0.0804014325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","2.64675",0.00405045,0.91378,0.890666,0.0480698,47,"False",0.0804014325,8.92555522463109e-05,0.616339372995782,0.377832081943306,0.361164605943884,-1.58037224222272,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"HIF1A","ARNT::HIF1A","MA0259.1","2.64675",0.00405045,0.91378,0.890666,0.0480698,47,"False",0.0804014325,0.101538524707099,0.0105579465012743,0.729454802639618,0.736791926465463,0.631687056935267,0.999056738173017,0.999976985188991,NA,NA,NA,NA
"MYBL1","MYBL1","MA0776.1","2.57955",0.00492675,0.76017,0.74297,0.0420132,47,"False",0.0954107195121951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","2.43197",0.00748872,0.873115,0.849665,0.0518959,47,"False",0.141572468571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZKSCAN1","ZKSCAN1","MA1585.1","2.4096",0.0079551,0.808553,0.790744,0.0480274,47,"False",0.146891846511628,0.0218720067095678,0.389750612968686,NA,NA,NA,0.75448283036666,0.920568574406944,NA,NA,NA,NA
"RFX7","RFX7","MA1554.1","2.32241",0.0100568,0.897176,0.884452,0.0419367,47,"False",0.179057586666667,0.142528990671208,0.53856142021374,NA,NA,NA,0.984512454288581,0.999976985188991,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","2.31982",0.0101481,0.858211,0.835763,0.0548497,47,"False",0.179057586666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F7","E2F7","MA0758.1","2.28071",0.0112521,0.707666,0.69133,0.0416086,47,"False",0.194221030434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REST","REST","MA0138.2","2.26659",0.0116588,0.703289,0.690243,0.0418386,47,"False",0.19695930212766,0.0704337600973364,0.147373592677506,0.361345580843589,0.339991849005893,0.0575493375173666,0.998257369555358,0.999976985188991,NA,NA,NA,NA
"ETV1","ETV1","MA0761.2","2.2252",0.0129687,0.830475,0.813569,0.0615292,47,"False",0.2145239125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2F8","E2F8","MA0865.1","2.19491",0.0140426,0.747799,0.732586,0.0438265,47,"False",0.227547436734694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELF5","ELF5","MA0136.2","2.11953",0.0169569,0.878313,0.864397,0.0488837,47,"False",0.265297196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GABPA","GABPA","MA0062.3","2.11709",0.0170405,0.822225,0.806282,0.0638091,47,"False",0.265297196078431,0.662194070491985,0.591250235861135,NA,NA,NA,0.768470638248358,0.78348208740051,0.686797527053122,0.847640704925879,NA,0.159421775449755
"PROX1","PROX1","MA0794.1","2.10817",0.0174579,0.772426,0.758873,0.0411558,47,"False",0.266568703846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","2.09602",0.0180027,0.823179,0.804318,0.0490852,47,"False",0.269700826415094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EHF","EHF","MA0598.3","2.07371",0.0189692,0.818763,0.803084,0.061235,47,"False",0.278917496296296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","2.05984",0.0196587,0.820205,0.802357,0.0523787,47,"False",0.283800141818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CREB3L4","CREB3L4","MA1475.1","2.02369",0.0214096,0.79596,0.780213,0.0631937,47,"False",0.300524821052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUNX1","RUNX1","MA0002.2","2.02016",0.0215742,0.865158,0.852338,0.0562193,47,"False",0.300524821052632,8.99077593658994e-06,0.000289119216147725,0.865994654115554,0.870567662891681,0.243338580363931,0.793127574100543,0.881380230021908,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","1.97677",0.0239883,0.826917,0.809526,0.0484192,47,"False",0.328391555172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","1.9249",0.0270056,0.791666,0.779428,0.0540507,47,"False",0.363431294915254,0.0221661326587756,0.26092468804582,0.677092979637917,NA,-0.043640744533342,0.800503405276175,0.956581961764326,0.880616565379577,0.81466781313771,NA,0.561730401026475
"Spz1","Spz1","MA0111.1","1.91164",0.0278747,0.875245,0.866532,0.0331181,47,"False",0.36610428852459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXO3","FOXO3","MA0157.2","1.90772",0.0281264,0.841781,0.823193,0.0710218,47,"False",0.36610428852459,0.0059160943967689,0.912438684440379,0.595599695067329,0.595731595266875,-1.87304100869766,0.950742070213896,0.999976985188991,0.747142772405502,0.731857704038454,NA,0.103611414503409
"FOXG1","FOXG1","MA0613.1","1.8662",0.0309168,0.847022,0.825753,0.0819179,47,"False",0.395934503225806,0.00124494606209825,0.067172406501236,0.645437585688173,0.646770920178942,-0.426628020028925,0.449318983711608,0.765355143328312,0.408231810889205,0.842504530889715,NA,0.631124551306307
"GCM1","GCM1","MA0646.1","1.83139",0.0334325,0.815927,0.804757,0.0424762,47,"False",0.421355634920635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXN3","FOXN3","MA1489.1","1.81095",0.0349615,0.787234,0.765425,0.0936681,47,"False",0.433741109375,0.00398846598507184,0.0561107581541956,NA,NA,NA,0.889463574767613,0.999976985188991,NA,NA,NA,NA
"BARHL1","BARHL1","MA0877.2","1.75946",0.0391785,0.897011,0.884044,0.0439201,47,"False",0.473322962318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPIB","SPIB","MA0081.2","1.7506",0.0398789,0.78999,0.777921,0.0551241,47,"False",0.473322962318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","1.74013",0.0408584,0.830752,0.816155,0.0450698,47,"False",0.473322962318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1::JUND","MA1143.1","1.73583",0.0411326,0.823344,0.80978,0.0703213,47,"False",0.473322962318841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUND","FOSL1::JUND","MA1143.1","1.73583",0.0411326,0.823344,0.80978,0.0703213,47,"False",0.473322962318841,0.00120073515327394,0.000495677909746966,0.975531427267768,0.976673972397241,0.108520797963651,0.513292202110523,0.836375502693931,0.125047817580638,0.634573841963653,NA,0.794448381561388
"Nkx3-1","Nkx3-1","MA0124.2","1.68926",0.0455042,0.845481,0.832362,0.0473166,47,"False",0.51614764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUNX3","RUNX3","MA0684.2","1.64013",0.0503549,0.837254,0.823821,0.0630264,47,"False",0.563123811267606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THRB","THRB","MA1574.1","1.60264",0.0543148,0.807394,0.798607,0.0495889,47,"False",0.598971544444445,0.0449703940747914,0.123813039851377,0.958710108342348,0.960510356170407,0.0630150516558863,0.634086457072075,0.646590318837508,NA,NA,NA,NA
"GLI2","GLI2","MA0734.2","1.59099",0.0556858,0.775172,0.764694,0.0466775,47,"False",0.60567842739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX7","PAX7","MA0680.1","1.56784",0.0583302,0.736845,0.718947,0.0829884,47,"False",0.621152387012987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SREBF1","SREBF1","MA0595.1","1.56045",0.0591768,0.863048,0.852476,0.0528905,47,"False",0.621152387012987,0.688331181953923,0.44497691842926,NA,NA,NA,0.929722838789457,0.823026462932867,NA,NA,NA,NA
"GRHL1","GRHL1","MA0647.1","1.55255",0.0601193,0.761033,0.748851,0.0602318,47,"False",0.621152387012987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPI1","SPI1","MA0080.5","1.55162",0.0602377,0.762304,0.751331,0.0529185,47,"False",0.621152387012987,0.10267587489709,0.711704001430256,NA,NA,NA,0.99792158860458,0.999976985188991,NA,NA,NA,NA
"ELF1","ELF1","MA0473.3","1.53205",0.0625978,0.818859,0.80716,0.0604768,47,"False",0.6234279575,0.0142120830045406,0.378881748472548,NA,NA,NA,0.845882254340179,0.904205159828185,NA,NA,NA,NA
"MTF1","MTF1","MA0863.1","1.53144",0.0627529,0.737861,0.728912,0.032237,47,"False",0.6234279575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF135","ZNF135","MA1587.1","1.53025",0.0628139,0.79764,0.785202,0.0655053,47,"False",0.6234279575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TBP","TBP","MA0108.2","1.52058",0.0640662,0.832666,0.819899,0.056724,47,"False",0.624304024096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLAG1","PLAG1","MA0163.1","1.51119",0.0652607,0.811676,0.800424,0.0485232,47,"False",0.624304024096386,0.0972696960911643,0.719128779718618,NA,NA,NA,0.593834910052674,0.679619255145145,NA,NA,NA,NA
"ZBTB7C","ZBTB7C","MA0695.1","1.51087",0.065261,0.831947,0.822194,0.0493674,47,"False",0.624304024096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPIC","SPIC","MA0687.1","1.47303",0.0701902,0.81349,0.803793,0.0546284,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYBL2","MYBL2","MA0777.1","1.46939",0.0707455,0.721005,0.71184,0.0414962,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXK1","FOXK1","MA0852.2","1.467",0.0710808,0.804566,0.792099,0.0537925,47,"False",0.631954621359223,0.680645935896081,0.0901736711759681,NA,NA,NA,0.884624783280423,0.890822525037441,0.678923572372288,0.808627534012811,NA,0.812912634878332
"ZNF460","ZNF460","MA1596.1","1.44172",0.0745253,0.793072,0.777914,0.0821695,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hmx3","Hmx3","MA0898.1","1.43901",0.0749795,0.745329,0.733844,0.0466565,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOX18","SOX18","MA1563.1","1.43797",0.0751114,0.926361,0.919466,0.0302831,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXP3","FOXP3","MA0850.1","1.43629",0.0753437,0.918572,0.908238,0.0469969,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX3","PAX3","MA0780.1","1.43369",0.0756873,0.745627,0.72919,0.083089,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR5A1","NR5A1","MA1540.1","1.41854",0.0778765,0.855388,0.845569,0.0492692,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXD1","FOXD1","MA0031.1","1.41684",0.0781254,0.848621,0.834363,0.0713432,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSL1","FOSL1::JUN","MA1129.1","1.41218",0.0787529,0.777563,0.765238,0.0733528,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUN","FOSL1::JUN","MA1129.1","1.41218",0.0787529,0.777563,0.765238,0.0733528,47,"False",0.631954621359223,0.702790638365488,0.288566867708973,NA,NA,NA,0.983532123145174,0.901710560543135,NA,NA,NA,NA
"Zic2","Zic2","MA1629.1","1.41094",0.0790043,0.815218,0.804892,0.0492573,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stat5a","Stat5a::Stat5b","MA0519.1","1.40613",0.0797257,0.857483,0.847036,0.0479206,47,"False",0.631954621359223,0.22884739290146,0.115095163792943,NA,0.934854249921481,NA,0.146307035640627,0.221679227388255,NA,NA,NA,NA
"Stat5b","Stat5a::Stat5b","MA0519.1","1.40613",0.0797257,0.857483,0.847036,0.0479206,47,"False",0.631954621359223,0.0125603850338245,0.00960842737504936,0.729454802639618,0.736791926465463,0.412574864686489,0.912951935634053,0.999976985188991,0.834937268788144,0.96476018010281,NA,0.730994277723856
"Alx4","Alx4","MA0853.1","1.40534",0.0798535,0.752851,0.74091,0.052337,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","1.39578",0.081256,0.874952,0.86117,0.0684174,47,"False",0.631954621359223,8.92555522463109e-05,0.616339372995782,0.377832081943306,0.361164605943884,-1.58037224222272,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"HES1","HES1","MA1099.2","1.39224",0.0818432,0.865754,0.85239,0.0514116,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOSB","FOSB::JUNB","MA1136.1","1.39068",0.081979,0.791905,0.780211,0.0678199,47,"False",0.631954621359223,NA,NA,NA,NA,NA,NA,NA,0.612057162167849,0.733254755506136,NA,0.925476980655362
"JUNB","FOSB::JUNB","MA1136.1","1.39068",0.081979,0.791905,0.780211,0.0678199,47,"False",0.631954621359223,0.232877123004986,0.394741100716467,NA,NA,NA,0.768470638248358,0.808358160446614,NA,NA,NA,NA
"GLI3","GLI3","MA1491.1","1.36876",0.0854024,0.791545,0.782675,0.0444249,47,"False",0.652014476923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OVOL2","OVOL2","MA1545.1","1.35705",0.0872312,0.796244,0.786856,0.0503233,47,"False",0.659634026666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GCM2","GCM2","MA0767.1","1.33913",0.0901314,0.84353,0.835222,0.0419362,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR2C2","NR2C2","MA0504.1","1.33866",0.0901528,0.831164,0.823751,0.0446237,47,"False",0.667056365811966,0.00142090371435498,0.304533823084067,0.655825272066486,0.659244035839304,-0.806764401512066,0.864414698887372,0.971332170590255,0.928475964820423,0.808627534012811,NA,0.362579127636926
"Zfx","Zfx","MA0146.2","1.33151",0.0914144,0.867888,0.855406,0.0535021,47,"False",0.667056365811966,0.399228823548656,0.00809957202756423,NA,NA,NA,0.866788047028847,0.882469224825428,NA,NA,NA,NA
"BARHL2","BARHL2","MA0635.1","1.32937",0.0917414,0.873688,0.863159,0.050971,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STAT1","STAT1","MA0137.3","1.31658",0.0938613,0.836282,0.82571,0.052888,47,"False",0.667056365811966,0.731619779720488,0.0462892674691634,0.714904020618162,NA,1.25665296755186,0.891421397223844,0.82473961671859,0.74514749917916,0.767096701955916,NA,0.932075319301075
"FOXC1","FOXC1","MA0032.2","1.31404",0.094308,0.838547,0.825264,0.0610988,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Esrrg","Esrrg","MA0643.1","1.31326",0.09437,0.827485,0.81775,0.057596,47,"False",0.667056365811966,0.945075310272966,0.546060716184803,NA,NA,NA,0.538859077495266,0.21637954255302,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0812.1","1.30881",0.0951786,0.863904,0.853532,0.0504649,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF15","KLF15","MA1513.1","1.29498",0.0975553,0.878971,0.860109,0.0870467,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUX2","CUX2","MA0755.1","1.29363",0.0977417,0.771961,0.75931,0.0705594,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX3","PAX3","MA1546.1","1.29317",0.0978577,0.756054,0.749015,0.0341454,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXF2","FOXF2","MA0030.1","1.29056",0.0982942,0.787368,0.775928,0.0593716,47,"False",0.667056365811966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hmx2","Hmx2","MA0897.1","1.28117",0.099966,0.746111,0.735962,0.0457511,47,"False",0.672070957983193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foxj2","Foxj2","MA0614.1","1.27665",0.100726,0.866018,0.852875,0.0695463,47,"False",0.672070957983193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOXA9","HOXA9","MA0594.2","1.26227",0.103277,0.867754,0.859193,0.0474919,47,"False",0.675694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","1.26108",0.103573,0.833928,0.820331,0.0499503,47,"False",0.675694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arid3b","Arid3b","MA0601.1","1.25585",0.10445,0.810948,0.79376,0.09107,47,"False",0.675694,0.0196057426517202,0.831169491535346,0.837390184335891,0.842979344673726,-0.834351423516892,0.857595601728014,0.999976985188991,NA,NA,NA,NA
"HNF4A","HNF4A","MA1494.1","1.25107",0.105157,0.735633,0.727653,0.0632022,47,"False",0.675694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VENTX","VENTX","MA0724.1","1.24996",0.105524,0.833157,0.821439,0.0619891,47,"False",0.675694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS3","GLIS3","MA0737.1","1.24052",0.107237,0.750129,0.742723,0.0423319,47,"False",0.676931705882353,0.794358984000966,0.859611506373369,NA,NA,NA,0.957994408125873,0.999976985188991,NA,NA,NA,NA
"Nkx3-2","Nkx3-2","MA0122.3","1.23375",0.108533,0.786655,0.775699,0.0542552,47,"False",0.676931705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAX5","PAX5","MA0014.3","1.23291",0.1087,0.822075,0.813171,0.0421214,47,"False",0.676931705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL2","ISL2","MA0914.1","1.22637",0.109903,0.875481,0.865869,0.0501277,47,"False",0.676931705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nr2f6","Nr2f6","MA0728.1","1.21908",0.1112,0.72146,0.713006,0.0567787,47,"False",0.676931705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIF1A","HIF1A","MA1106.1","1.2189",0.111322,0.844457,0.833935,0.0533959,47,"False",0.676931705882353,0.101538524707099,0.0105579465012743,0.729454802639618,0.736791926465463,0.631687056935267,0.999056738173017,0.999976985188991,NA,NA,NA,NA
