"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"KLF15","KLF15","MA1513.1","2.4863",0.00643313,0.903996,0.860109,0.103979,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZFP57","ZFP57","MA1583.1","2.41697",0.00780447,0.845844,0.822293,0.0531879,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RREB1","RREB1","MA0073.1","2.26424",0.0117481,0.814571,0.795519,0.0490847,32,"False",1,8.30179040264119e-05,0.0169659606997069,NA,NA,NA,0.989633950902417,0.999976985188991,NA,NA,NA,NA
"HES2","HES2","MA0616.2","2.2513",0.01215,0.832967,0.807232,0.067596,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","2.24143",0.0124762,0.848614,0.825276,0.0505198,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","2.21686",0.0132698,0.861766,0.835763,0.0799824,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","2.08897",0.0183163,0.889474,0.865208,0.064499,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","2.01937",0.0216763,0.792077,0.772676,0.0561897,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0815.1","1.96852",0.0244664,0.830513,0.809526,0.0529359,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","1.96573",0.0246077,0.875261,0.85239,0.0713893,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","1.96507",0.0246683,0.890872,0.873406,0.0420424,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REL","REL","MA0101.1","1.9548",0.0252498,0.88518,0.869717,0.0467355,32,"False",1,0.761663892542785,0.175142921670326,NA,NA,NA,0.993377497337696,0.999976985188991,0.8077514164217,0.859408892601487,NA,0.455333950271783
"Prdm15","Prdm15","MA1616.1","1.95131",0.0254432,0.790354,0.774667,0.053007,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYBL2","MYBL2","MA0777.1","1.92006",0.027353,0.726354,0.71184,0.0506007,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0811.1","1.89918",0.0287326,0.873794,0.857551,0.0403757,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0003.4","1.87206",0.0305608,0.83745,0.81862,0.0471464,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","1.86265",0.0312022,0.8742,0.852593,0.0641641,32,"False",1,0.00936760127821934,0.354515341236192,NA,NA,NA,0.597700674554982,0.615072415453889,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0872.1","1.83902",0.0329089,0.824372,0.804318,0.0553428,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0524.2","1.81529",0.034697,0.869102,0.853662,0.0405465,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFAP2B","TFAP2B","MA0813.1","1.80429",0.0355475,0.834496,0.816155,0.0494223,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","1.77731",0.0376995,0.837096,0.819262,0.0552166,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXF2","FOXF2","MA0030.1","1.6949",0.0449795,0.794133,0.775928,0.0603883,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES7","HES7","MA0822.1","1.68583",0.0458581,0.746729,0.730391,0.0488778,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","1.67098",0.0472827,0.900005,0.879556,0.0737886,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCL6","BCL6","MA0463.2","1.6655",0.0478095,0.75186,0.738985,0.0514266,32,"False",1,3.1849626465269e-06,0.0064658445195227,0.978890486760332,0.98006861918218,0.0685874255740931,0.993377497337696,0.999976985188991,NA,NA,NA,NA
"MAFA","MAFA","MA1521.1","1.65632",0.0487676,0.772453,0.760444,0.0376442,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES6","HES6","MA1493.1","1.63376",0.0510489,0.814235,0.801229,0.054371,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","1.61862",0.0526785,0.823545,0.805772,0.0666578,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","1.61829",0.0527318,0.798628,0.780667,0.0599257,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","1.6107",0.0535619,0.882712,0.865068,0.0555517,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF16","KLF16","MA0741.1","1.59837",0.0549081,0.889616,0.870747,0.0651189,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","1.58243",0.0566949,0.832077,0.812172,0.072968,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L","MA1485.1","1.56882",0.058246,0.783035,0.770135,0.0525793,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","1.55205",0.0602447,0.911345,0.894352,0.0625229,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXI1","FOXI1","MA0042.2","1.53311",0.0625559,0.868067,0.849178,0.0639506,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","1.52768",0.0632114,0.829613,0.814695,0.05628,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NFKB2","NFKB2","MA0778.1","1.52238",0.0638848,0.770785,0.755761,0.0525971,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYOG","MYOG","MA0500.2","1.46565",0.0712832,0.844193,0.827764,0.0647978,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","1.46338",0.0716065,0.943428,0.92756,0.0576216,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","1.46192",0.071817,0.713089,0.701599,0.0384466,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIN54","LIN54","MA0619.1","1.45107",0.0732974,0.870736,0.848971,0.0828879,32,"False",1,0.858874343484728,0.8835126519849,NA,NA,NA,0.950742070213896,0.999976985188991,NA,NA,NA,NA
"TFAP2E","TFAP2E","MA1569.1","1.43775",0.0751915,0.892426,0.876258,0.0527307,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","1.43204",0.0759713,0.796154,0.777914,0.0750041,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HES5","HES5","MA0821.1","1.42879",0.0764561,0.761611,0.748255,0.0489976,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nkx2-5","Nkx2-5","MA0503.1","1.41749",0.0780542,0.864013,0.853514,0.0479947,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLAGL2","PLAGL2","MA1548.1","1.41012",0.0792011,0.863667,0.846444,0.0513331,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXP3","FOXP3","MA0850.1","1.39188",0.0819054,0.920372,0.908238,0.0446924,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF341","ZNF341","MA1655.1","1.38972",0.0821814,0.834541,0.822091,0.0601187,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOXL1","FOXL1","MA0033.2","1.38466",0.0830092,0.898718,0.88206,0.0589859,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCL6B","BCL6B","MA0731.1","1.35999",0.0867854,0.678378,0.667536,0.0541908,32,"False",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
