"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ","cycling_PRTN_CTL_BHQ","cycling_PRTN_AD_BHQ","DR_PRTN_BHQ","DM_PRTN_BHQ"
"KLF15","KLF15","MA1513.1","8.933",1.12838e-19,0.893844,0.860109,0.0889288,709,"False",8.9593372e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP9","SP9","MA1564.1","8.09185",1.80398e-16,0.885315,0.865208,0.0577831,709,"False",6.8279236e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","8.04215",2.57982e-16,0.836539,0.819262,0.0526938,709,"False",6.8279236e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","7.87168",1.02796e-15,0.865298,0.844252,0.0666389,709,"False",2.00781426666667e-13,3.58224966932471e-05,0.0648675988669415,NA,NA,NA,0.719991786825469,0.995397726935177,NA,NA,NA,NA
"EGR1","EGR1","MA0162.4","7.85241",1.29516e-15,0.833298,0.812172,0.0622159,709,"False",2.00781426666667e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","7.8282",1.51724e-15,0.872028,0.852593,0.0597061,709,"False",2.00781426666667e-13,0.00668403130228064,0.273407951218111,NA,NA,NA,0.613704027134799,0.636816781010561,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","7.80306",1.90322e-15,0.842147,0.820331,0.0655816,709,"False",2.15879525714286e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","7.69085",4.81415e-15,0.873422,0.850645,0.0669984,709,"False",4.778043875e-13,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177,0.720492130913634,0.832563051062031,NA,0.599376764820855
"KLF16","KLF16","MA0741.1","7.53327",1.57285e-14,0.88978,0.870747,0.0607268,709,"False",1.38760322222222e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","7.49411",2.16953e-14,0.944947,0.92756,0.0546652,709,"False",1.6687498e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLF11","KLF11","MA1512.1","7.48297",2.31187e-14,0.882614,0.865068,0.0566631,709,"False",1.6687498e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","7.3601",5.89856e-14,0.798154,0.780667,0.0577797,709,"False",3.90288053333333e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","7.28639",1.01978e-13,0.854058,0.835763,0.0618052,709,"False",6.22850246153846e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","7.03061",6.14095e-13,0.787165,0.772676,0.0564245,709,"False",3.48279592857143e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP4","SP4","MA0685.1","6.94355",1.2369e-12,0.808175,0.791926,0.0596884,709,"False",6.511842125e-11,0.0347569114072693,0.795992268780344,0.693506164981703,0.704989586522857,-1.08973556750617,0.984215435344917,1,NA,NA,NA,NA
"KLF2","KLF2","MA1515.1","6.94356",1.31221e-12,0.910619,0.894352,0.0556062,709,"False",6.511842125e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SP1","SP1","MA0079.4","6.77414",4.08975e-12,0.828973,0.812589,0.0624505,709,"False",1.91015382352941e-10,0.920097585454071,0.620007370850362,NA,NA,NA,0.938231607217119,1,NA,NA,NA,NA
"KLF4","KLF4","MA0039.4","6.69622",7.40706e-12,0.897096,0.879556,0.0636268,709,"False",3.26733646666667e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFDP1","TFDP1","MA1122.1","6.68627",8.12887e-12,0.866382,0.849665,0.0587387,709,"False",3.39701198947368e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
