"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"NRL","NRL","MA0842.2","3.45556",0.000274521,0.898001,0.779201,0.0175672,2,"False",0.217969674,NA,NA,NA,NA,NA,NA,NA
"Mafb","Mafb","MA0117.2","2.97263",0.001476,0.913568,0.812943,0.0391125,2,"False",0.50294342,0.154066294075232,0.436581963725356,NA,NA,NA,0.938252673273131,1
"RUNX3","RUNX3","MA0684.2","2.89418",0.00190029,0.938641,0.823821,0.051779,2,"False",0.50294342,NA,NA,NA,NA,NA,NA,NA
"FIGLA","FIGLA","MA0820.1","2.73059",0.00316061,0.959213,0.863992,0.0280922,2,"False",0.627381085,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","2.62408",0.00434361,0.910663,0.819369,0.0225608,2,"False",0.64201252,0.750159140268479,0.276362816348984,NA,NA,NA,0.558183122734439,0.708364837967364
"Creb3l2","Creb3l2","MA0608.1","2.5862",0.00485148,0.930039,0.831136,0.00313081,2,"False",0.64201252,0.58260847805905,0.618346567002264,NA,NA,NA,0.97987612123889,1
"SCRT2","SCRT2","MA0744.2","2.41576",0.00785036,0.84238,0.762723,0.0106257,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
"RUNX2","RUNX2","MA0511.2","2.34529",0.00950499,0.910428,0.830783,0.0315089,2,"False",0.726341672,0.00131371137880625,0.000285232966972144,0.63347931566969,0.642297267915138,0.429188713480357,0.637844263795209,0.852782611660496
"MAFF","MAFF","MA0495.3","2.26432",0.0117761,0.829719,0.743798,0.0190203,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
"Npas2","Npas2","MA0626.1","2.2636",0.011796,0.931276,0.840522,0.0892851,2,"False",0.726341672,0.380219911171799,0.265091323701101,NA,NA,NA,0.881593292780242,NA
"MAFG","MAFG","MA0659.2","2.25126",0.0121837,0.831054,0.749157,0.00513778,2,"False",0.726341672,0.107810663774725,0.761519051629556,NA,NA,NA,0.916599484426424,1
"CLOCK","CLOCK","MA0819.1","2.20581",0.0136947,0.881873,0.808379,0.0820857,2,"False",0.726341672,0.252082832100264,0.0984799092653004,NA,NA,NA,0.642389498531967,0.918631063890852
"SCRT1","SCRT1","MA0743.2","2.19135",0.0142118,0.83239,0.759067,0.0199591,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L","MA1485.1","2.16705",0.0151131,0.841375,0.770135,0.0510803,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
"MAX","MAX","MA0058.3","2.1279",0.0166702,0.914937,0.823549,0.0620263,2,"False",0.726341672,0.590334675858599,0.0139642677688068,0.4156040906622,0.413288937212128,1.44484397191498,0.998674089525648,1
"DPRX","DPRX","MA1480.1","2.09466",0.0180991,0.885459,0.804567,0.0331126,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
"CREB3","CREB3","MA0638.1","2.03599",0.020874,0.826023,0.760337,0.0283808,2,"False",0.726341672,NA,NA,NA,NA,NA,NA,NA
