"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"E2F1","E2F1","MA0024.3","2.90969",0.00180793,0.830377,0.7698,0.0430764,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","2.46857",0.00677695,0.832655,0.772676,0.0773196,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","2.36057",0.00911942,0.823412,0.766683,0.0556758,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","2.29237",0.0109373,0.911333,0.852237,0.060123,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"RELB","RELB","MA1117.1","2.27053",0.0115802,0.87604,0.824403,0.0679206,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","2.2374",0.0126266,0.868601,0.819369,0.0398024,5,"False",0.998337351828499,0.750159140268479,0.276362816348984,NA,NA,NA,0.558183122734439,0.708364837967364
"TP53","TP53","MA0106.3","2.22539",0.0130058,0.746397,0.707924,0.0882484,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Arnt","Arnt","MA0004.1","2.20975",0.0135569,0.92803,0.86117,0.0609506,5,"False",0.998337351828499,0.000130176704496163,0.78008277582098,0.297794078068962,0.288731814191624,-1.91874258674473,0.97267103599385,1
"TP63","TP63","MA0525.2","2.15284",0.0156467,0.73599,0.696725,0.0804277,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"E2F4","E2F4","MA0470.2","2.11075",0.0173887,0.789685,0.747338,0.0541108,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,0.985501378612174
"MZF1","MZF1","MA0057.1","2.09267",0.0181869,0.945875,0.909997,0.0186016,5,"False",0.998337351828499,0.750159140268479,0.276362816348984,NA,NA,NA,0.558183122734439,0.708364837967364
"KLF4","KLF4","MA0039.4","2.08169",0.0186808,0.943976,0.879556,0.0557226,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Npas2","Npas2","MA0626.1","2.03083",0.0211271,0.89202,0.840522,0.0678113,5,"False",0.998337351828499,0.380219911171799,0.265091323701101,NA,NA,NA,0.881593292780242,NA
"HES6","HES6","MA1493.1","1.96747",0.0245588,0.840829,0.801229,0.0384786,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","1.96171",0.0248949,0.944829,0.877914,0.0413559,5,"False",0.998337351828499,0.302148443241299,0.194181902338888,NA,NA,NA,0.983065549235966,1
"EWSR1-FLI1","EWSR1-FLI1","MA0149.1","1.94837",0.0256778,0.736648,0.688734,0.0537636,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","1.93974",0.0261937,0.793732,0.755513,0.0561597,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"FIGLA","FIGLA","MA0820.1","1.92459",0.0271362,0.90644,0.863992,0.031225,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HOXB7","HOXB7","MA1501.1","1.91673",0.0276233,0.879049,0.835693,0.0669179,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","1.85743",0.0316207,0.866395,0.819262,0.034127,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","1.82008",0.0343671,0.914395,0.850645,0.0590472,5,"False",0.998337351828499,0.0719421351824657,0.593364751702459,NA,NA,NA,0.807372254627712,0.995397726935177
"GCM2","GCM2","MA0767.1","1.81456",0.0347881,0.869719,0.835222,0.0367658,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"CLOCK","CLOCK","MA0819.1","1.75244",0.0398306,0.84531,0.808379,0.0678715,5,"False",0.998337351828499,0.252082832100264,0.0984799092653004,NA,NA,NA,0.642389498531967,0.918631063890852
"E2F3","E2F3","MA0469.3","1.73671",0.0412149,0.726899,0.69333,0.023303,5,"False",0.998337351828499,0.00510614400460044,0.000212147930398567,0.590389233434671,0.596720906045965,0.548432402471353,0.732807301529194,0.906271658729581
"Ddit3","Ddit3::Cebpa","MA0019.1","1.71877",0.0428171,0.859868,0.826143,0.0451658,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Cebpa","Ddit3::Cebpa","MA0019.1","1.71877",0.0428171,0.859868,0.826143,0.0451658,5,"False",0.998337351828499,0.095210391575564,0.128137370439723,0.710804652961764,0.722015162730796,0.259513012100828,0.983744787855001,1
"TFDP1","TFDP1","MA1122.1","1.63608",0.0509006,0.898017,0.849665,0.0642038,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZNF740","ZNF740","MA0753.2","1.59079",0.055818,0.849698,0.803708,0.0598481,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"GLIS1","GLIS1","MA0735.1","1.59006",0.0558943,0.733208,0.701599,0.0536778,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"RUNX2","RUNX2","MA0511.2","1.58032",0.0569891,0.86473,0.830783,0.0767363,5,"False",0.998337351828499,0.00131371137880625,0.000285232966972144,0.63347931566969,0.642297267915138,0.429188713480357,0.637844263795209,0.852782611660496
"EGR1","EGR1","MA0162.4","1.56388",0.0589178,0.861917,0.812172,0.0357572,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"PLAGL2","PLAGL2","MA1548.1","1.55555",0.059905,0.894498,0.846444,0.0130398,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"MAX","MAX","MA0058.3","1.5219",0.0640045,0.864889,0.823549,0.0613272,5,"False",0.998337351828499,0.590334675858599,0.0139642677688068,0.4156040906622,0.413288937212128,1.44484397191498,0.998674089525648,1
"Mlxip","Mlxip","MA0622.1","1.50834",0.0657236,0.872951,0.823892,0.0636103,5,"False",0.998337351828499,0.0136192006917702,0.295047944073477,NA,NA,NA,0.831574904050392,0.985501378612174
"KLF17","KLF17","MA1514.1","1.48966",0.0681418,0.816309,0.782544,0.0557749,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"NR1D2","NR1D2","MA1532.1","1.46073",0.0720303,0.824065,0.800923,0.0372197,5,"False",0.998337351828499,0.00235641839431703,0.000158944020946257,0.590389233434671,0.596592060203292,0.574463058944683,0.943929033926382,1
"NEUROD2","NEUROD2","MA0668.1","1.45908",0.0722648,0.874844,0.849938,0.0223756,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HES1","HES1","MA1099.2","1.44635",0.0740263,0.894944,0.85239,0.0639877,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"TFCP2","TFCP2","MA0145.3","1.42415",0.0771926,0.832699,0.802875,0.0344713,5,"False",0.998337351828499,0.999715677494158,0.0470276013745535,NA,NA,NA,0.637395036420063,0.632985622258138
"NFYB","NFYB","MA0502.2","1.41727",0.0781894,0.839684,0.803189,0.053663,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Znf281","Znf281","MA1630.1","1.41416",0.0786357,0.860695,0.819408,0.0862034,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HES2","HES2","MA0616.2","1.40417",0.0801201,0.847823,0.807232,0.0657926,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"TFAP2C","TFAP2C","MA0814.2","1.40226",0.0804071,0.862204,0.825276,0.0518306,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Twist2","Twist2","MA0633.1","1.39601",0.081331,0.844574,0.805608,0.0867577,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"JUN","JUN","MA0488.1","1.39282",0.0818132,0.828814,0.794577,0.0740249,5,"False",0.998337351828499,0.550621086863162,0.379405074105125,NA,NA,NA,0.97267103599385,0.985501378612174
"VEZF1","VEZF1","MA1578.1","1.38226",0.0834321,0.904879,0.867548,0.0585848,5,"False",0.998337351828499,0.10070730839566,0.474048432798857,NA,NA,NA,0.735949984150745,0.930362316256601
"MNT","MNT","MA0825.1","1.37958",0.0838442,0.870939,0.83503,0.0586622,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HEY1","HEY1","MA0823.1","1.36822",0.0856081,0.843762,0.805772,0.0608028,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"NHLH2","NHLH2","MA1529.1","1.34593",0.0891556,0.765364,0.736319,0.0268678,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"RORC","RORC","MA1151.1","1.3317",0.0914596,0.857798,0.831566,0.053279,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","1.31698",0.0939168,0.963675,0.92756,0.0267442,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"SOHLH2","SOHLH2","MA1560.1","1.30804",0.095421,0.837091,0.802357,0.0442301,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","1.30199",0.0964482,0.878827,0.839568,0.0568152,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"CTCF","CTCF","MA0139.1","1.28308",0.0997223,0.804416,0.779428,0.0318818,5,"False",0.998337351828499,0.0284099809550743,0.316063337380249,NA,NA,NA,0.80486262941615,0.968101601404686
"HES5","HES5","MA0821.1","1.2826",0.0997941,0.778578,0.748255,0.0656901,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZEB1","ZEB1","MA0103.3","1.27684",0.100818,0.907116,0.87369,0.0521715,5,"False",0.998337351828499,0.150428195464837,0.391496008265238,NA,NA,NA,0.684706107179657,0.745106094646292
"CENPB","CENPB","MA0637.1","1.2533",0.105032,0.803461,0.78272,0.0393323,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"KLF9","KLF9","MA1107.2","1.22531",0.110216,0.826843,0.794726,0.0560667,5,"False",0.998337351828499,0.21942105163088,0.0168616448870177,0.338908235577946,0.321489525385028,0.622474591927337,0.891667321571463,0.995397726935177
"EBF1","EBF1","MA0154.4","1.21797",0.111614,0.810845,0.782074,0.020694,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"HEY2","HEY2","MA0649.1","1.18827",0.117347,0.844039,0.814695,0.0564836,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","1.1835",0.118299,0.816033,0.777914,0.0392674,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"FERD3L","FERD3L","MA1485.1","1.17056",0.120853,0.794476,0.770135,0.0729056,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"MXI1","MXI1","MA1108.2","1.16157",0.122677,0.89624,0.863902,0.0855885,5,"False",0.998337351828499,0.737526620023853,0.731260021103531,NA,NA,NA,0.679221295104278,0.737360922562402
"KLF16","KLF16","MA0741.1","1.15618",0.123794,0.905264,0.870747,0.0428482,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","1.15213",0.124615,0.817458,0.78945,0.0608967,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"SP8","SP8","MA0747.1","1.14134",0.126858,0.897202,0.870403,0.029458,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"MYCN","MYCN","MA0104.4","1.12843",0.129562,0.817342,0.788166,0.0344226,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"KLF10","KLF10","MA1511.1","1.12638",0.129994,0.889378,0.861439,0.0349007,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"Wt1","Wt1","MA1627.1","1.11958",0.131432,0.859857,0.828844,0.0593444,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ERF","ERF","MA0760.1","1.11609",0.132183,0.856336,0.83128,0.0343194,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,1
"Spz1","Spz1","MA0111.1","1.11121",0.13323,0.882049,0.866532,0.0211342,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"ZNF449","ZNF449","MA1656.1","1.10342",0.134906,0.825554,0.800995,0.0521833,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
"EGR3","EGR3","MA0732.1","1.08909",0.138047,0.811236,0.780667,0.0476566,5,"False",0.998337351828499,NA,NA,NA,NA,NA,NA,NA
