"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor_BHQ","edgeR_DE_BHQ"
"Prdm15","Prdm15","MA1616.1","3.11684",0.000903124,0.791043,0.774667,0.0483414,75,"False",0.49860818,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","2.94047",0.00162553,0.849656,0.829929,0.0531537,75,"False",0.49860818,0.000186674779545553,0.129715591367388,0.833385288013133,0.841453210022725,-0.368486136769713,0.903170878061804,0.995397726935177
"ZBTB14","ZBTB14","MA1650.1","2.89496",0.00188391,0.84505,0.820331,0.0612824,75,"False",0.49860818,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","2.71019",0.00333283,0.841445,0.821895,0.0646424,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","2.64847",0.00401698,0.86586,0.844252,0.0637314,75,"False",0.508354890909091,3.58224966932471e-05,0.0648675988669415,NA,NA,NA,0.719991786825469,0.995397726935177
"ELK4","ELK4","MA0076.2","2.59989",0.00463314,0.869436,0.852902,0.0503042,75,"False",0.508354890909091,0.0180179403871596,0.365325373394781,NA,NA,NA,0.979638759644307,1
"EGR3","EGR3","MA0732.1","2.58111",0.00489753,0.799385,0.780667,0.0532889,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"ELK1","ELK1","MA0028.2","2.56302",0.0051513,0.823155,0.805366,0.0589627,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"GCM1","GCM1","MA0646.1","2.43049",0.00750125,0.816494,0.804757,0.0361222,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","2.41521",0.00781756,0.858387,0.839568,0.0629204,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"ELK3","ELK3","MA0759.1","2.35962",0.00908872,0.84254,0.827514,0.0550465,75,"False",0.508354890909091,0.05268283287503,0.0543740573207601,0.838684928213607,0.846127841581837,0.460241212242317,0.831346061001201,1
"ELF2","ELF2","MA1483.1","2.34398",0.00947427,0.804203,0.790052,0.0545742,75,"False",0.508354890909091,0.00049756870150044,0.0398390842678636,0.770639686586911,0.781435806121207,-0.10241968266152,0.995482786615685,0.996649644492634
"KLF4","KLF4","MA0039.4","2.33876",0.00962364,0.898258,0.879556,0.0629538,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","2.30804",0.0104373,0.867759,0.853063,0.0537678,75,"False",0.508354890909091,0.034707610349347,0.114072584070988,NA,0.947322784731604,NA,0.916598761890717,1
"HES7","HES7","MA0822.1","2.29755",0.0107248,0.744946,0.730391,0.0562022,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"NFKB2","NFKB2","MA0778.1","2.27212",0.011477,0.770416,0.755761,0.0532342,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
"TFAP2A","TFAP2A","MA0810.1","2.25208",0.0121149,0.886485,0.873406,0.0392555,75,"False",0.508354890909091,NA,NA,NA,NA,NA,NA,NA
