"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"ELK1","ELK1","MA0028.2","14.3065",1.89299e-47,0.84684,0.805366,0.0706828,436,"False",1.50303406e-44,0.00158906358864242,0.00303798375119974,0.574064472595197,0.575660380656649,0.486387404755736,0.879801610123535,0.852046911199861
"ELK3","ELK3","MA0759.1","13.9239",4.77993e-45,0.864544,0.827514,0.0644953,436,"False",1.89763221e-42,NA,NA,NA,NA,NA,NA,NA
"ELK4","ELK4","MA0076.2","13.6471",3.02628e-43,0.889105,0.852902,0.058741,436,"False",8.0095544e-41,0.379764053330191,0.180806311354717,NA,NA,NA,0.648036873391849,0.597582024855895
"FEV","FEV","MA0156.2","13.4359",4.77639e-42,0.87453,0.840666,0.0592416,436,"False",9.48113415e-40,NA,NA,NA,NA,NA,NA,NA
"ETS2","ETS2","MA1484.1","13.2579",5.75081e-41,0.881567,0.848397,0.0574106,436,"False",9.13228628e-39,0.44585198642316,0.383108184826108,NA,NA,NA,0.338498973129538,0.576760118198673
"FLI1","FLI1","MA0475.2","13.2088",1.03741e-40,0.863354,0.82927,0.0608648,436,"False",1.37283923333333e-38,NA,NA,NA,NA,NA,NA,NA
"ETV5","ETV5","MA0765.2","13.0402",1.12098e-39,0.887703,0.853063,0.0596908,436,"False",1.2715116e-37,1.55710763469331e-65,3.92862471590314e-30,0.566279651364164,0.567394843946028,-0.0991789326619443,0.522678906783712,0.403126347872561
"ETS1","ETS1","MA0098.3","12.8645",1.07621e-38,0.878203,0.846278,0.0571573,436,"False",1.068138425e-36,0.0277094862463311,0.00364508157153728,0.645169618814241,0.646783083282732,0.586921721259125,0.92349159644547,0.756565992420676
"ERG","ERG","MA0474.2","12.6869",1.11359e-37,0.879543,0.84857,0.0557259,436,"False",9.82433844444445e-36,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","12.5789",5.42606e-37,0.865104,0.829929,0.0581838,436,"False",4.30829164e-35,1.02652146461004e-08,4.29478012571766e-07,0.496541238105794,0.499031780348777,0.401455401368414,0.0134068361578396,0.404503886701976
"ETV6","ETV6","MA0645.1","12.4315",2.95773e-36,0.883453,0.851358,0.0587491,436,"False",2.13494329090909e-34,0.00254558615242309,0.11529977794899,NA,NA,NA,0.0985824253984127,0.459487113852795
"ERF","ERF","MA0760.1","12.3812",5.1907e-36,0.861267,0.83128,0.0569516,436,"False",3.43451316666667e-34,0.0300425814501729,0.166927784293228,0.605677040606972,0.606958728307776,0.614180698836712,0.163773530339404,0.119192288847875
"ELF2","ELF2","MA1483.1","11.6975",2.16163e-32,0.819543,0.790052,0.0613979,436,"False",1.32025709230769e-30,3.67868709383811e-12,0.000550557409944469,NA,NA,NA,0.5868245754344,0.908071014187523
"ETV3","ETV3","MA0763.1","11.5749",8.90543e-32,0.862782,0.835857,0.0577874,436,"False",5.05065101428571e-30,0.00250706931348498,0.00184111286956937,0.799273361705527,0.799619672407888,0.369060773288238,0.371919648238596,0.329456421841823
"ELF4","ELF4","MA0641.1","11.3258",1.78399e-30,0.808868,0.779983,0.0611478,436,"False",9.44325373333333e-29,NA,NA,NA,NA,NA,NA,NA
"Gmeb1","Gmeb1","MA0615.1","10.9923",1.21148e-28,0.840336,0.817285,0.0380152,436,"False",6.0119695e-27,0.0242344839257439,0.07399055695837,0.743146246056045,0.745067477059806,0.393481609330756,0.253536387034573,0.409823938626197
"ETV2","ETV2","MA0762.1","10.7827",8.45049e-28,0.830991,0.805106,0.0570741,436,"False",3.94687591764706e-26,NA,NA,NA,NA,NA,NA,NA
"YY2","YY2","MA0748.2","10.1416",9.35746e-25,0.852395,0.821895,0.0650253,436,"False",4.12767957777778e-23,NA,NA,NA,NA,NA,NA,NA
"HINFP","HINFP","MA0131.2","10.1451",1.11435e-24,0.846948,0.819262,0.0487119,436,"False",4.65681e-23,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144
"Atf1","Atf1","MA0604.1","10.0293",2.6981e-24,0.866436,0.839285,0.0628059,436,"False",1.0711457e-22,5.9742164859843e-07,1.16775240718079e-05,0.65991239379855,0.661082812336543,0.285320519749345,0.0102641499516712,0.404057918177016
"NRF1","NRF1","MA0506.1","9.92252",9.90242e-24,0.877975,0.844252,0.066679,436,"False",3.74405784761905e-22,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"ELF5","ELF5","MA0136.2","9.54422",3.79247e-22,0.885088,0.864397,0.0472431,436,"False",1.3687369e-20,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","9.41625",1.39384e-21,0.797314,0.772676,0.0540233,436,"False",4.81177808695652e-20,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573
"GMEB2","GMEB2","MA0862.1","8.46332",8.38451e-18,0.834431,0.813104,0.053208,436,"False",2.77387539166667e-16,0.523133859433627,0.60552972961011,NA,NA,NA,0.839814097126083,0.61220407766448
"SPDEF","SPDEF","MA0686.1","8.35401",1.98025e-17,0.820812,0.801715,0.052725,436,"False",6.289274e-16,NA,NA,NA,NA,NA,NA,NA
"ARNT","ARNT::HIF1A","MA0259.1","8.00981",4.37319e-16,0.913718,0.890666,0.0506881,436,"False",1.2860418e-14,0.0174937797992605,0.116806791524892,NA,NA,NA,0.652439793633765,0.744383070556009
"HIF1A","ARNT::HIF1A","MA0259.1","8.00981",4.37319e-16,0.913718,0.890666,0.0506881,436,"False",1.2860418e-14,0.000302344691196479,0.00121092221392744,0.61652393386657,0.617317541563475,0.423643696333801,0.484306763894514,0.564965483098805
"TFDP1","TFDP1","MA1122.1","7.9783",5.92305e-16,0.875001,0.849665,0.0510265,436,"False",1.67960775e-14,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154
"HES1","HES1","MA1099.2","7.92456",8.66947e-16,0.877465,0.85239,0.0568597,436,"False",2.32631413333333e-14,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","7.9263",8.7896e-16,0.861033,0.835763,0.0543567,436,"False",2.32631413333333e-14,0.503071333960818,0.946498457928511,NA,NA,NA,0.773359736245657,0.57996203594556
