"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"TBP","TBP","MA0108.2","2.08485",0.0183422,0.829552,0.819899,0.058148,155,"False",0.960103922651934,3.44112368404817e-07,0.0103552053183747,0.480184673888866,0.482363053115068,-0.29364536463827,0.280167213983447,0.361734749306196
"Spz1","Spz1","MA0111.1","2.03272",0.0208488,0.871639,0.866532,0.0296636,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"MTF1","MTF1","MA0863.1","1.92149",0.0270474,0.735107,0.728912,0.0430218,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"NFIX","NFIX","MA0671.1","1.90552",0.0281199,0.935774,0.93025,0.0346669,155,"False",0.960103922651934,0.00349890485800597,0.0807929562479081,NA,NA,NA,0.00212255099815035,0.00936829406664611
"HOXA13","HOXA13","MA0650.2","1.88113",0.029695,0.801768,0.792936,0.0603376,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"IRF6","IRF6","MA1509.1","1.80579",0.0351879,0.799334,0.792275,0.0482649,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"NRF1","NRF1","MA0506.1","1.78917",0.0365241,0.854417,0.844252,0.067218,155,"False",0.960103922651934,3.27021819603819e-06,0.151681117684159,NA,NA,NA,0.291124951068865,0.910530018183984
"HOXD13","HOXD13","MA0909.2","1.76348",0.0385483,0.816208,0.809276,0.0530088,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"HOXA10","HOXA10","MA0899.1","1.74674",0.0400305,0.833011,0.823298,0.0688043,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Lhx8","Lhx8","MA0705.1","1.61971",0.0522455,0.871638,0.863363,0.0670889,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"LBX1","LBX1","MA0618.1","1.6114",0.053193,0.854249,0.845877,0.0636956,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","1.6077",0.0536457,0.761212,0.755513,0.0402505,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Smad4","Smad4","MA1153.1","1.60395",0.0539768,0.863374,0.855839,0.0599733,155,"False",0.960103922651934,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229
"ZNF148","ZNF148","MA1653.1","1.59438",0.0550576,0.860695,0.850645,0.078299,155,"False",0.960103922651934,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228
"HOXD9","HOXD9","MA0913.2","1.59256",0.055246,0.822919,0.814017,0.0708016,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Crx","Crx","MA0467.1","1.58216",0.0564423,0.823779,0.817748,0.046822,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"SMAD2","SMAD2::SMAD3::SMAD4","MA0513.1","1.57124",0.0576941,0.812064,0.806328,0.0449155,155,"False",0.960103922651934,9.95260767321379e-05,0.0746209655110175,NA,NA,NA,0.021921619243099,0.1337083695003
"SMAD3","SMAD2::SMAD3::SMAD4","MA0513.1","1.57124",0.0576941,0.812064,0.806328,0.0449155,155,"False",0.960103922651934,0.0181139073446255,0.475780171454051,NA,NA,NA,0.971273583680408,0.661591783338844
"SMAD4","SMAD2::SMAD3::SMAD4","MA0513.1","1.57124",0.0576941,0.812064,0.806328,0.0449155,155,"False",0.960103922651934,2.6143173958053e-06,0.000415163766704799,NA,NA,NA,0.987751854577839,0.881859982037229
"Stat6","Stat6","MA0520.1","1.52816",0.0628314,0.815782,0.809161,0.0547378,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"LHX9","LHX9","MA0701.2","1.50538",0.0657108,0.839034,0.830304,0.0723266,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZNF652","ZNF652","MA1657.1","1.48615",0.068226,0.774055,0.766657,0.0608857,155,"False",0.960103922651934,1.11195574430944e-07,4.85211305777807e-05,NA,NA,NA,0.0857883327843624,0.566319739376503
"GSX1","GSX1","MA0892.1","1.4732",0.0699546,0.872041,0.865483,0.054208,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZBTB14","ZBTB14","MA1650.1","1.46742",0.0707387,0.829058,0.820331,0.0720596,155,"False",0.960103922651934,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746
"Wt1","Wt1","MA1627.1","1.42974",0.0759586,0.835972,0.828844,0.0629063,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"POU6F2","POU6F2","MA0793.1","1.42694",0.0763692,0.807201,0.799538,0.0670988,155,"False",0.960103922651934,0.161922730655931,0.187104134249697,NA,NA,NA,0.132532991018451,0.492387313629739
"KLF4","KLF4","MA0039.4","1.4196",0.077448,0.887462,0.879556,0.0680895,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"MZF1","MZF1","MA0056.2","1.3867",0.0823276,0.82486,0.819369,0.0493169,155,"False",0.960103922651934,3.19730234362617e-07,0.309330485981304,0.233837622423147,0.235339862494739,-0.844672610786633,0.254434911662061,0.224199455645028
"ZBED1","ZBED1","MA0749.1","1.38445",0.0826616,0.705614,0.700738,0.0443175,155,"False",0.960103922651934,0.239401141128395,0.0933487363721544,0.270211112837619,0.2703561607753,0.655501603491035,0.513704163324767,0.425912131217035
"ZNF740","ZNF740","MA0753.2","1.38413",0.0827284,0.810909,0.803708,0.0640779,155,"False",0.960103922651934,0.0968876275054715,0.730481077452253,NA,NA,NA,0.548268878590269,0.542212727547952
"E2F1","E2F1","MA0024.3","1.37095",0.0848149,0.774935,0.7698,0.0432093,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"CDX2","CDX2","MA0465.2","1.3645",0.0857875,0.793323,0.7856,0.0682705,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZNF263","ZNF263","MA0528.2","1.32871",0.0914665,0.863353,0.856546,0.0671919,155,"False",0.960103922651934,0.119039055427212,0.30278161607353,NA,NA,NA,0.653602788471038,0.612004028071349
"RFX5","RFX5","MA0510.2","1.31269",0.0941467,0.716319,0.710932,0.0531579,155,"False",0.960103922651934,4.15551034719877e-09,0.00747666847822857,0.425759426742115,0.427090480893383,-0.372086362036401,0.111405516183654,0.151856168009871
"KLF10","KLF10","MA1511.1","1.31261",0.0942741,0.867297,0.861439,0.0507168,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"HOXC12","HOXC12","MA0906.1","1.30962",0.0947553,0.781013,0.775166,0.0522438,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"VENTX","VENTX","MA0724.1","1.28689",0.0985911,0.828093,0.821439,0.0649805,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZBTB33","ZBTB33","MA0527.1","1.28624",0.0987844,0.778298,0.772676,0.0500741,155,"False",0.960103922651934,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573
"LHX2","LHX2","MA0700.2","1.28357",0.0991456,0.809996,0.802205,0.0783661,155,"False",0.960103922651934,0.152525030136828,0.0016567412373217,0.270987525750199,0.271153660488635,1.16935460306651,0.298047633641436,0.633595177277994
"OTX1","OTX1","MA0711.1","1.27247",0.101128,0.864622,0.858537,0.0599424,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"CDX4","CDX4","MA1473.1","1.26788",0.101929,0.799381,0.792821,0.065852,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","1.24962",0.105242,0.885586,0.877914,0.0766122,155,"False",0.960103922651934,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672
"SHOX","SHOX","MA0630.1","1.24531",0.10602,0.865312,0.857587,0.0783591,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZIC5","ZIC5","MA1584.1","1.23004",0.108865,0.778991,0.774101,0.0493953,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"RBPJ","RBPJ","MA1116.1","1.22084",0.110548,0.894341,0.888201,0.0655791,155,"False",0.960103922651934,0.00170316832345895,0.00760002696602911,NA,NA,NA,0.746111701961842,0.661112022042052
"LBX2","LBX2","MA0699.1","1.22051",0.110651,0.852574,0.846595,0.0613679,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"NKX2-3","NKX2-3","MA0672.1","1.21915",0.110937,0.867214,0.862678,0.0451203,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"MNX1","MNX1","MA0707.1","1.21401",0.111849,0.863867,0.857582,0.0671701,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Pparg","Pparg::Rxra","MA0065.2","1.21215",0.1123,0.815195,0.811557,0.0351673,155,"False",0.960103922651934,1.62112938045234e-05,0.0949383941699264,0.782312287524077,0.78284877905673,-0.366402862715901,0.00614568995147202,0.102248737488678
"Rxra","Pparg::Rxra","MA0065.2","1.21215",0.1123,0.815195,0.811557,0.0351673,155,"False",0.960103922651934,0.00422680758037584,0.296101359849609,NA,NA,NA,0.358378899377654,0.594399646831291
"LMX1A","LMX1A","MA0702.2","1.20861",0.112928,0.805833,0.797493,0.0855611,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"KLF5","KLF5","MA0599.1","1.20515",0.113623,0.933507,0.92756,0.0592548,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Klf1","Klf1","MA0493.1","1.20213",0.114199,0.870641,0.865753,0.0492229,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"HOXC8","HOXC8","MA1505.1","1.20168",0.114233,0.877661,0.871986,0.0604759,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Nobox","Nobox","MA0125.1","1.19297",0.11595,0.863197,0.856964,0.0654085,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"PITX3","PITX3","MA0714.1","1.18858",0.116887,0.858676,0.853187,0.0531892,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"NFIA","NFIA","MA0670.1","1.18763",0.116996,0.849714,0.843625,0.0642839,155,"False",0.960103922651934,0.000456369428374099,1.52961373237171e-06,0.24533647959175,0.24686554414787,0.742031208008421,0.0111874870457771,0.0948843173273869
"EN1","EN1","MA0027.2","1.18536",0.117398,0.87205,0.86567,0.0706743,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"POU6F1","POU6F1","MA1549.1","1.18558",0.117426,0.839347,0.833784,0.0573225,155,"False",0.960103922651934,0.00051343850559601,0.120283539429309,NA,NA,NA,0.415986530677348,0.96738364704965
"VSX2","VSX2","MA0726.1","1.17722",0.119044,0.827761,0.820343,0.0802237,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"PITX1","PITX1","MA0682.2","1.17389",0.11975,0.854818,0.848458,0.0661417,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"TCFL5","TCFL5","MA0632.2","1.17358",0.119765,0.842028,0.835763,0.0683564,155,"False",0.960103922651934,0.503071333960818,0.946498457928511,NA,NA,NA,0.773359736245657,0.57996203594556
"VSX1","VSX1","MA0725.1","1.17178",0.120113,0.843324,0.836006,0.0808836,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"GBX1","GBX1","MA0889.1","1.16195",0.122131,0.823478,0.817305,0.0665692,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"PRDM1","PRDM1","MA0508.3","1.15612",0.123244,0.853611,0.848109,0.0639355,155,"False",0.960103922651934,0.883115291131941,0.553821203170038,NA,NA,NA,0.427731048333481,0.690174797101874
"Msx3","Msx3","MA0709.1","1.14485",0.125589,0.852369,0.845244,0.0816761,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"MSX2","MSX2","MA0708.1","1.1427",0.126015,0.846057,0.839384,0.0779495,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZIC3","ZIC3","MA0697.1","1.13965",0.126749,0.790563,0.786209,0.0462883,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"HNF4A","HNF4A","MA0114.4","1.13459",0.12766,0.784809,0.77989,0.060203,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"BSX","BSX","MA0876.1","1.13122",0.128518,0.891985,0.886044,0.0633242,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZIC1","ZIC1","MA0696.1","1.13088",0.128585,0.77866,0.774242,0.0473571,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Nr2e1","Nr2e1","MA0676.1","1.13009",0.128746,0.839717,0.834504,0.0561936,155,"False",0.960103922651934,0.00595130434023984,0.00674708313959292,0.736860557125073,0.738670308999973,0.475968421595242,0.204590293704758,0.420626115760923
"Shox2","Shox2","MA0720.1","1.12362",0.130052,0.858349,0.85139,0.0801334,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Hoxa11","Hoxa11","MA0911.1","1.12105",0.130726,0.801945,0.797164,0.0481063,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"HOXD12","HOXD12","MA0873.1","1.11923",0.131072,0.788149,0.783365,0.0506465,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"Creb5","Creb5","MA0840.1","1.11866",0.131108,0.761984,0.756349,0.0651481,155,"False",0.960103922651934,0.0795366954827995,0.896597822729986,0.643085230294129,NA,-1.26782812785518,0.0459051989238392,0.0630219064864964
"HOXC11","HOXC11","MA0651.1","1.11895",0.131159,0.796001,0.790853,0.052819,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"PRRX2","PRRX2","MA0075.3","1.11694",0.131513,0.820982,0.8135,0.0834597,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"RHOXF1","RHOXF1","MA0719.1","1.11193",0.132667,0.949933,0.946755,0.0325767,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
"ZNF682","ZNF682","MA1599.1","1.10954",0.133129,0.771481,0.766683,0.0523761,155,"False",0.960103922651934,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662
"HOXD4","HOXD4","MA1507.1","1.10797",0.133453,0.881551,0.8751,0.0716257,155,"False",0.960103922651934,NA,NA,NA,NA,NA,NA,NA
