"TF_NAME","Pscan_TERM","MATRIX_ID","Z_SCORE","P_VALUE","SAMPLE_AVERAGE","BACKGROUND_AVERAGE","SAMPLE_DEVSTD","SAMPLE_SIZE","In_original_list","FDR","cycling_in_CTL_BHQ","cycling_in_AD_BHQ","DR_AR1_BHQ","DR_AR1_mthd2_BHQ","DR_logAmpRatio","diff_mesor","DEseq_DE_BHQ"
"KLF15","KLF15","MA1513.1","5.35452",4.18358e-08,0.910204,0.860109,0.0739295,114,"False",3.32176252e-05,NA,NA,NA,NA,NA,NA,0.946483405777615
"KLF2","KLF2","MA1515.1","4.35283",6.60436e-06,0.919612,0.894352,0.0466062,114,"False",0.00262193092,NA,NA,NA,NA,NA,NA,NA
"SP2","SP2","MA0516.2","4.23828",1.09991e-05,0.811053,0.78945,0.049187,114,"False",0.00291109513333333,0.14624771027964,0.303469038840229,NA,NA,NA,0.985075302460173,0.936367154571206
"SP4","SP4","MA0685.1","4.12513",1.80729e-05,0.815823,0.791926,0.0588093,114,"False",0.0034341294,0.00091696099579803,0.0899023015098918,NA,NA,NA,0.553031319078968,0.985242068935939
"SP1","SP1","MA0079.4","4.06753",2.3192e-05,0.836937,0.812589,0.0606887,114,"False",0.0034341294,0.000994485006887694,0.024800432107589,0.854719423344633,0.855329011820536,-0.155203394594898,0.441069173275815,0.748818357339388
"KLF11","KLF11","MA1512.1","4.01805",2.88007e-05,0.888405,0.865068,0.052255,114,"False",0.0034341294,NA,NA,NA,NA,NA,NA,NA
"SP3","SP3","MA0746.2","4.00594",3.02757e-05,0.877232,0.852593,0.0575473,114,"False",0.0034341294,0.0670760985687042,0.00945206584004817,NA,NA,NA,0.0785093885259795,0.190497264315216
"SP9","SP9","MA1564.1","3.96097",3.66944e-05,0.8896,0.865208,0.0537152,114,"False",0.0036419192,7.32924474384911e-10,0.00275317132415032,0.679008224708813,0.679372112688405,-0.210967358919731,0.372032564657556,0.54611810670305
"SP8","SP8","MA0747.1","3.88453",5.02478e-05,0.889528,0.870403,0.0475546,114,"False",0.0043857384,0.0738561260032527,0.0233201675346577,0.489674303021828,0.491509014189112,0.610156461538826,0.254434911662061,0.3759277822583
"TFDP1","TFDP1","MA1122.1","3.86261",5.5236e-05,0.873594,0.849665,0.0526209,114,"False",0.0043857384,0.0467095530159475,0.613466894354662,NA,NA,NA,0.261502758518537,0.0998171693916154
"KLF5","KLF5","MA0599.1","3.83404",6.20785e-05,0.9496,0.92756,0.0488528,114,"False",0.004480939,NA,NA,NA,NA,NA,NA,NA
"CTCFL","CTCFL","MA1102.2","3.76147",8.3048e-05,0.863346,0.839568,0.0576685,114,"False",0.00549500933333333,NA,NA,NA,NA,NA,NA,NA
"ZNF148","ZNF148","MA1653.1","3.7014",0.00010596,0.877817,0.850645,0.0565607,114,"False",0.00647171076923077,2.44981491718035e-09,0.053941903498311,NA,NA,NA,0.0698440925145701,0.653738983977228
"KLF16","KLF16","MA0741.1","3.66456",0.000121886,0.893684,0.870747,0.0575084,114,"False",0.00647639333333333,0.669556299344003,0.106800470575565,NA,NA,NA,0.457423030253991,0.928963320862248
"ZBTB33","ZBTB33","MA0527.1","3.66052",0.00012235,0.791337,0.772676,0.0618947,114,"False",0.00647639333333333,0.0393061091653766,0.00595092762497336,0.568551551213686,0.570581068380403,0.725928074085639,0.253906250737912,0.360091955411573
"KLF14","KLF14","MA0740.1","3.63949",0.000134286,0.838144,0.818128,0.0520293,114,"False",0.00666394275,NA,NA,NA,NA,NA,NA,NA
"E2F6","E2F6","MA0471.2","3.62283",0.000143788,0.871813,0.852237,0.0452157,114,"False",0.00671574541176471,0.0254386621253323,0.0057825017508549,NA,0.647651659585844,NA,0.544844919818492,0.533628725817631
"KLF6","KLF6","MA1517.1","3.51034",0.000220683,0.899357,0.880258,0.0480869,114,"False",0.00938186221052632,0.734701345634589,0.68767627238193,NA,NA,NA,0.509268360060863,0.667488138803003
"KLF3","KLF3","MA1516.1","3.50463",0.000224503,0.866254,0.846119,0.0582925,114,"False",0.00938186221052632,0.104388823672148,0.103764143197439,NA,NA,NA,0.0832397723623701,0.265883519067963
"KLF10","KLF10","MA1511.1","3.33987",0.000413486,0.878807,0.861439,0.0474282,114,"False",0.0164153942,NA,NA,NA,NA,NA,NA,NA
"E2F2","E2F2","MA0864.2","3.29376",0.000486469,0.769121,0.755513,0.0415924,114,"False",0.0183931612380952,NA,NA,NA,NA,NA,NA,NA
"ZNF460","ZNF460","MA1596.1","3.25731",0.00055541,0.799909,0.777914,0.0606825,114,"False",0.0200452518181818,0.154296583740618,0.0170821400572209,0.285385838258403,0.285933651772624,1.04771434825597,0.974452230221434,0.545485029429376
"KLF4","KLF4","MA0039.4","3.23512",0.00060089,0.900543,0.879556,0.0567855,114,"False",0.020743767826087,NA,NA,NA,NA,NA,NA,NA
"Zfx","Zfx","MA0146.2","3.18068",0.000725935,0.874564,0.855406,0.0541167,114,"False",0.0240163495833333,0.556800751944705,0.168063249296086,NA,NA,NA,0.0522166574196875,0.257445501097556
"Klf12","Klf12","MA0742.1","3.1152",0.000905135,0.82449,0.809666,0.0494421,114,"False",0.0287470876,0.00935045075252866,0.0517126788555227,NA,NA,NA,0.631603016957751,0.894700653714394
"ZNF263","ZNF263","MA0528.2","3.03357",0.00119044,0.874654,0.856546,0.0629,114,"False",0.0363542061538462,0.119039055427212,0.30278161607353,NA,NA,NA,0.653602788471038,0.612004028071349
"NR2C2","NR2C2","MA0504.1","2.95808",0.00152178,0.834278,0.823751,0.0408577,114,"False",0.0447516044444444,0.402056473031875,0.277010757371613,NA,NA,NA,0.114398968750216,0.431767702098037
"ZFP57","ZFP57","MA1583.1","2.90595",0.00181454,0.837303,0.822293,0.043463,114,"False",0.05138768,NA,NA,NA,NA,NA,NA,NA
"MAZ","MAZ","MA1522.1","2.88531",0.00193784,0.898545,0.877914,0.06066,114,"False",0.05138768,0.0980598580763489,0.378813150782559,NA,NA,NA,0.468938457619758,0.4359137964672
"EGR3","EGR3","MA0732.1","2.88491",0.0019416,0.79764,0.780667,0.0479773,114,"False",0.05138768,0.931899948885277,0.332811309569395,NA,NA,NA,0.453960487135005,NA
"ZNF682","ZNF682","MA1599.1","2.77842",0.00269875,0.780685,0.766683,0.0514148,114,"False",0.0674155625,0.555883102535779,0.759378967239156,NA,NA,NA,0.7832203763163,0.57005578236662
"HINFP","HINFP","MA0131.2","2.77739",0.002717,0.834036,0.819262,0.0454267,114,"False",0.0674155625,0.00552671008612972,0.786868709464686,NA,NA,NA,0.000184101194557793,0.00141924431989144
"ZBTB14","ZBTB14","MA1650.1","2.75657",0.0028982,0.839426,0.820331,0.0569812,114,"False",0.0697324484848485,7.75786510956457e-05,0.55090117228194,0.560525784570717,0.561534407478836,-0.888922123687766,0.736621036426304,0.612394195387746
"E2F1","E2F1","MA0024.3","2.59188",0.00472088,0.781116,0.7698,0.0453725,114,"False",0.110246432941176,NA,NA,NA,NA,NA,NA,NA
"ZBTB7A","ZBTB7A","MA0750.2","2.55532",0.00525921,0.843838,0.829929,0.0507553,114,"False",0.117846803333333,1.02652146461004e-08,4.29478012571766e-07,0.496541238105794,0.499031780348777,0.401455401368414,0.0134068361578396,0.404503886701976
"EGR1","EGR1","MA0162.4","2.55051",0.00534318,0.829177,0.812172,0.054356,114,"False",0.117846803333333,NA,NA,NA,NA,NA,NA,NA
